osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,access
"[18004155, 21047294]",True,"['Witte Nonnenstraat', 'Bonnefantenstraat']",living_street,20,False,183.598,"LINESTRING (5.3392313 50.9336012, 5.3395806 50.9334658, 5.3397611 50.9333667, 5.3398425 50.9333143, 5.3398782 50.9332841, 5.3398774 50.9332554, 5.3398501 50.9332161, 5.3398327 50.9331826, 5.3398267 50.9331479, 5.3398775 50.9328345, 5.3398797 50.9327784, 5.3398634 50.932554, 5.3398683 50.9325018, 5.3398768 50.9324245, 5.3398849 50.9323236, 5.3398772 50.9321612)",,,
40483781,False,Demerstraat,living_street,20,False,43.546,"LINESTRING (5.3392313 50.9336012, 5.3393617 50.9337783, 5.3394697 50.9339625)",,,
40483781,False,Demerstraat,living_street,20,True,43.546,"LINESTRING (5.3394697 50.9339625, 5.3393617 50.9337783, 5.3392313 50.9336012)",,,
476160628,False,Demerstraat,residential,30,False,14.444,"LINESTRING (5.3394697 50.9339625, 5.3394888 50.9339941, 5.3395118 50.9340568, 5.3395239 50.9340876)",,,
62034051,True,Zuivelmarkt,living_street,20,False,72.487,"LINESTRING (5.3398772 50.9321612, 5.339879 50.9320885, 5.3398814 50.9320321, 5.339935 50.9317773, 5.3400408 50.9316885, 5.3401845 50.9315631)",,,
"[477955280, 922083539, 472109140, 18004543]",True,Badderijstraat,living_street,20,False,211.41699999999997,"LINESTRING (5.3401845 50.9315631, 5.3408855 50.9317947, 5.3418955 50.9322452, 5.3422329 50.9323723, 5.3424397 50.9324728, 5.3425118 50.9325354, 5.3425405 50.9325958, 5.342544 50.9326075, 5.3425612 50.9326645)",,,
52773067,True,Zuivelmarkt,living_street,20,False,20.88,"LINESTRING (5.3402506 50.93138, 5.3401845 50.9315631)",,,
18006799,True,Meldertstraat,living_street,20,False,262.249,"LINESTRING (5.3402506 50.93138, 5.3407916 50.9314236, 5.3410692 50.9314134, 5.341188 50.9314075, 5.3413673 50.9313888, 5.3415788 50.9313299, 5.3425107 50.9310641, 5.3426831 50.9310149, 5.3427362 50.9305906, 5.342768 50.9304245, 5.3428454 50.9302856)",1,,
18005451,True,Maagdendries,living_street,20,False,72.139,"LINESTRING (5.3338228 50.9294286, 5.3338355 50.9294961, 5.3338355 50.9295814, 5.333799 50.9299208, 5.3338005 50.9299767, 5.3338408 50.9300728)",,,
"[40484537, 18007994, 477955276]",True,"['Havermarkt', 'Cellebroedersstraat']",living_street,20,False,264.391,"LINESTRING (5.3338228 50.9294286, 5.3339461 50.9293981, 5.3348539 50.9292769, 5.335019 50.9292616, 5.3351844 50.9292603, 5.3353365 50.9292692, 5.33583 50.9292938, 5.3359107 50.9292857, 5.3359797 50.9292608, 5.3359877 50.9292235, 5.335987 50.9291826, 5.3359587 50.9291104, 5.3358405 50.9288713, 5.3357059 50.9286211, 5.3356312 50.9284798, 5.3355328 50.9283177)",1,,
"[40484260, 1115184133, 18008107, 218010286, 1211011250]",True,"['Diesterstraat', 'Thonissenlaan']",residential,"['20', '30']",False,316.602,"LINESTRING (5.3338408 50.9300728, 5.3338121 50.9301245, 5.3337569 50.9301552, 5.3336755 50.9301979, 5.333502 50.9302913, 5.3328586 50.9306023, 5.3328154 50.9306232, 5.3328268 50.9306727, 5.3328469 50.9306955, 5.3329343 50.9307388, 5.3332098 50.9310788, 5.3340935 50.9322026, 5.3340909 50.9322704, 5.3340533 50.9323331, 5.3339542 50.9323712)",,,
40483533,True,Dokter Willemsstraat,living_street,20,False,70.474,"LINESTRING (5.3338408 50.9300728, 5.3339041 50.9301489, 5.3340324 50.9303052, 5.3341497 50.930449, 5.3342062 50.9305482, 5.3342517 50.930649)",,,
40483533,True,Dokter Willemsstraat,living_street,20,False,39.969,"LINESTRING (5.3342517 50.930649, 5.334314 50.9310063)",,,
18005733,True,Aldestraat,living_street,20,False,121.25,"LINESTRING (5.3342517 50.930649, 5.3351576 50.9305389, 5.3359505 50.9304425)",,,
"[659803848, 18005546, 59278820]",True,"['Kapelstraat', 'Onze-Lieve-Vrouwstraat']",living_street,20,False,210.048,"LINESTRING (5.3359505 50.9304425, 5.3358363 50.9298807, 5.3353287 50.9298847, 5.3350105 50.9298295, 5.334967 50.9298267, 5.3347944 50.9298284, 5.334652 50.9298432, 5.3344006 50.9298939, 5.3340237 50.9299871, 5.333928 50.9300165, 5.3338408 50.9300728)",,,
52829460,True,Maastrichterstraat,living_street,,False,40.816,"LINESTRING (5.3428454 50.9302856, 5.3425137 50.9302144, 5.3422964 50.9301632)",,,
52908065,False,Maastrichterstraat,living_street,,False,102.18299999999999,"LINESTRING (5.3428454 50.9302856, 5.3433034 50.9303795, 5.3437111 50.9304271, 5.3437624 50.9304331, 5.3438239 50.9304406, 5.3438965 50.9304491, 5.3439396 50.9304541, 5.3439801 50.9304588, 5.3440857 50.9304713, 5.3441517 50.9304791, 5.344263 50.9304932)",,,
234182325,True,Guffenslaan,living_street,20,False,86.791,"LINESTRING (5.3429333 50.9291413, 5.3428367 50.9290593, 5.3425313 50.9287875, 5.342345 50.9286347, 5.3423202 50.9285893, 5.3423233 50.9284847)",,,
"[71443004, 18006350]",True,"['Capucienenstraat', 'Sint-Jozefsstraat']",living_street,20,False,171.49099999999999,"LINESTRING (5.3402268 50.928234, 5.3388705 50.927905, 5.3388051 50.9278492, 5.3387839 50.9277498, 5.3387778 50.9277217, 5.3387579 50.9276531, 5.3386608 50.9273964, 5.3386279 50.9273041)",,,
245515885,False,Sint-Jozefsstraat,residential,30,True,13.899,"LINESTRING (5.3387209 50.9271937, 5.3386279 50.9273041)",,,
245515621,True,Guffenslaan,secondary,50,False,36.412000000000006,"LINESTRING (5.3387209 50.9271937, 5.3388976 50.9272032, 5.3390483 50.9272183, 5.3392325 50.9272466)",2,R70,
18006703,True,Persoonstraat,living_street,20,False,142.15,"LINESTRING (5.3422964 50.9301632, 5.3410486 50.9306222, 5.3405446 50.9308076)",1,,
"[52829460, 1127825165, 18006350]",True,"['Capucienenstraat', 'Maastrichterstraat']",living_street,,False,55.284,"LINESTRING (5.3422964 50.9301632, 5.3418851 50.9300416, 5.3418095 50.9300097, 5.3417192 50.929925, 5.3416878 50.9298775)",,,
504723603,False,Hemelrijk,living_street,20,True,29.528,"LINESTRING (5.3405446 50.9308076, 5.3402892 50.9305964)",,,
"[504723602, 52773067]",True,"['Zuivelmarkt', 'Persoonstraat']",living_street,20,False,83.283,"LINESTRING (5.3405446 50.9308076, 5.3400528 50.9310427, 5.3401412 50.9311716, 5.3401716 50.9312295, 5.3402506 50.93138)",,,
777733952,False,Ridderstraat,residential,20,True,10.0,"LINESTRING (5.3355328 50.9283177, 5.3356724 50.9282991)",,,destination
61942881,True,Ridderstraat,living_street,20,False,191.41599999999997,"LINESTRING (5.3355328 50.9283177, 5.3353901 50.9283395, 5.3352693 50.9283795, 5.3350157 50.9284807, 5.3345382 50.9286917, 5.334366 50.9287698, 5.333786 50.9290516, 5.3337498 50.9290782, 5.333738 50.9291049, 5.3338011 50.9293391, 5.3338228 50.9294286)",,,
"[18011357, 18011367]",True,"['Gasthuisstraat', 'Isabellastraat']",living_street,20,False,317.427,"LINESTRING (5.335729 50.9323045, 5.3358214 50.9324204, 5.3360563 50.9327764, 5.3361058 50.9328182, 5.3361495 50.9328485, 5.3371243 50.9332445, 5.3373702 50.9333542, 5.3375666 50.933422, 5.3376352 50.9334472, 5.3385292 50.9337831, 5.3392313 50.9336012)",,,
"[221071920, 18004417, 40483581, 221071910]",True,"['Paardsdemerstraat', 'Minderbroedersstraat']",living_street,20,False,301.89899999999994,"LINESTRING (5.335729 50.9323045, 5.3358617 50.9322653, 5.3359739 50.9322303, 5.3363275 50.9321227, 5.3368537 50.9320099, 5.3370141 50.9319889, 5.3373083 50.9319505, 5.337573 50.9319358, 5.3380414 50.9319672, 5.3386217 50.9319791, 5.3397072 50.9321829, 5.3398772 50.9321612)",,,
35549780,True,Bampslaan,residential,50,False,35.181,"LINESTRING (5.3324196 50.9298857, 5.3323623 50.9298895, 5.3322925 50.9298941, 5.3321544 50.9299111, 5.3319375 50.9299656)",,,
