osmid,oneway,name,highway,reversed,length,geometry,maxspeed,access,lanes,ref,bridge
1097407049,False,Josse Ringoirkaai,residential,True,46.173,"LINESTRING (4.0419933 50.9425965, 4.0421571 50.9424132, 4.0422101 50.942354, 4.0423167 50.9422347)",,,,,
103573523,True,Sint Jobstraat,residential,False,51.989,"LINESTRING (4.0356871 50.9341326, 4.0354739 50.9340789, 4.0350814 50.9339261, 4.0350551 50.9338986)",30,,,,
150063065,False,Korte Zoutstraat,residential,False,30.998,"LINESTRING (4.0384407 50.9354002, 4.038146 50.9351923)",,,,,
19875383,False,Keizersplein,tertiary,True,57.376,"LINESTRING (4.0384407 50.9354002, 4.0383054 50.9354656, 4.0378257 50.9357404)",,,,,
23633933,False,Zonnestraat,tertiary,False,189.535,"LINESTRING (4.0384407 50.9354002, 4.0385749 50.9353558, 4.039832 50.9346612, 4.0398561 50.9346485, 4.0399818 50.9345914, 4.0402525 50.9345185, 4.0406484 50.9344801)",30,,,,
42674853,False,Esplanadeplein,residential,False,45.235,"LINESTRING (4.0355209 50.9415488, 4.0357713 50.94162, 4.0359893 50.9416829, 4.0360907 50.9417353)",,,,,
42674855,False,Dendermondse steenweg,tertiary,False,122.73599999999999,"LINESTRING (4.0355209 50.9415488, 4.0354585 50.9416182, 4.0352269 50.9419702, 4.0351565 50.9421019, 4.035077 50.9423498, 4.0350268 50.9425989)",,,,,
"[520192032, 520192033]",False,Esplanadeplein,tertiary,True,54.708,"LINESTRING (4.0355209 50.9415488, 4.0355604 50.9414852, 4.0355681 50.9414729, 4.0355997 50.9414251, 4.0357799 50.9411876, 4.035798 50.9411638, 4.0358453 50.9411015)",,no,,,
19875356,True,Keizersplein,tertiary,False,125.15,"LINESTRING (4.0340071 50.9379097, 4.0353039 50.9371358)",,,,,
19875512,False,Keizersplein,tertiary,False,26.046,"LINESTRING (4.0340071 50.9379097, 4.0337629 50.9380863)",,,,,
164814481,True,Keizersplein,tertiary,False,239.546,"LINESTRING (4.0353039 50.9371358, 4.0354428 50.9369944, 4.0374746 50.9358053, 4.0375947 50.9357482, 4.0378257 50.9357404)",33,,,,
19875383,False,Keizersplein,tertiary,False,57.376,"LINESTRING (4.0378257 50.9357404, 4.0383054 50.9354656, 4.0384407 50.9354002)",,,,,
164814480,True,Keizersplein,tertiary,False,164.171,"LINESTRING (4.0378257 50.9357404, 4.0375782 50.9359151, 4.0361305 50.9367582)",30,,,,
32082899,True,Vrijheidstraat,tertiary,False,119.549,"LINESTRING (4.0341191 50.9401378, 4.0340671 50.9400903, 4.0340102 50.9400321, 4.0337574 50.9396912, 4.0334586 50.939293, 4.0333733 50.9391721)",30,,,,
343316724,False,Burgemeestersplein,primary,True,19.058,"LINESTRING (4.0451335 50.9340587, 4.0451462 50.9340006, 4.0451717 50.933889)",50,,2,N9,
343316724,False,Burgemeestersplein,primary,False,19.058,"LINESTRING (4.0451717 50.933889, 4.0451462 50.9340006, 4.0451335 50.9340587)",50,,2,N9,
147033480,False,Burchtstraat,tertiary,False,255.946,"LINESTRING (4.0458106 50.9351799, 4.0460602 50.9353211, 4.0460774 50.9353589, 4.046073 50.9353866, 4.0460269 50.9354273, 4.0459477 50.9354723, 4.0456202 50.9356274, 4.0455574 50.935669, 4.0454969 50.9357154, 4.0454613 50.9357637, 4.0454355 50.9358419, 4.0454308 50.9359068, 4.045447 50.9362805, 4.0454225 50.9364355, 4.0453715 50.9365476, 4.0452147 50.9366573, 4.0450297 50.9367303, 4.0446304 50.9368643, 4.0444682 50.9369187)",30,,,,
315069953,False,De Vilanderstraat,tertiary,True,50.556,"LINESTRING (4.0458106 50.9351799, 4.0459579 50.935045, 4.0462922 50.9348444)",30,,,,
31563329,True,Anna Snelstraat,residential,False,49.17,"LINESTRING (4.0442437 50.9369895, 4.043834 50.9366305)",,,,,
147033480,False,Burchtstraat,tertiary,True,17.591,"LINESTRING (4.0442437 50.9369895, 4.0444682 50.9369187)",30,,,,
1230970791,False,Burchtstraat,tertiary,False,49.047,"LINESTRING (4.0442437 50.9369895, 4.0437797 50.9371509, 4.0436385 50.9372105)",30,,,,
26157475,True,Houtmarkt,tertiary,False,16.224,"LINESTRING (4.0429302 50.9342925, 4.0431104 50.9342009)",,,,,
23633933,False,Zonnestraat,tertiary,True,120.703,"LINESTRING (4.0429302 50.9342925, 4.0425653 50.9343137, 4.0412223 50.9344318)",30,,,,
"[96571454, 96571470]",True,"[""Louis D'Haeseleerstraat"", 'Windmolenstraat']",residential,False,224.315,"LINESTRING (4.0429302 50.9342925, 4.0425894 50.9345693, 4.0419371 50.9350686, 4.0412977 50.9348238, 4.0407656 50.9346147, 4.0406484 50.9344801)",,,,,
214786845,True,Gentsestraat,tertiary,False,24.566000000000003,"LINESTRING (4.0326383 50.9386508, 4.032541 50.9385844, 4.0323521 50.9385308)",,,,,
147033495,False,Klapstraat,residential,False,126.97399999999999,"LINESTRING (4.0406931 50.9360106, 4.0409352 50.9361378, 4.0413584 50.9363481, 4.0415108 50.9364041, 4.0422469 50.9365694)",,,,,
92703078,False,Houtmarkt,residential,True,32.532,"LINESTRING (4.0445144 50.9346211, 4.0442422 50.9348581)",,,,,
59039779,True,Alfred Nichelsstraat,tertiary,False,111.28999999999999,"LINESTRING (4.0445144 50.9346211, 4.0446788 50.9346466, 4.0448618 50.9347024, 4.0452975 50.9349387, 4.0456123 50.9350972, 4.0458106 50.9351799)",30,,,,
104422502,True,Van Langenhovestraat,residential,False,76.767,"LINESTRING (4.0445144 50.9346211, 4.0446428 50.9344868, 4.0449792 50.9341383, 4.0450642 50.9340945, 4.0451335 50.9340587)",30,,,,
26157475,True,Houtmarkt,tertiary,False,111.52099999999999,"LINESTRING (4.0431104 50.9342009, 4.0433969 50.9341967, 4.0439706 50.9344079, 4.0445144 50.9346211)",,,,,
92703077,True,Houtmarkt,residential,False,48.114,"LINESTRING (4.0434034 50.9345511, 4.0429469 50.9343995, 4.0429302 50.9342925)",,,,,
92703076,True,Houtmarkt - Pontstraat,residential,False,32.031,"LINESTRING (4.0440036 50.9351038, 4.0442422 50.9348581)",,,,,
104422497,False,Sterherenstraat,residential,False,55.393,"LINESTRING (4.0440036 50.9351038, 4.0446643 50.9353773)",,,,,
92703079,True,Houtmarkt,residential,False,98.429,"LINESTRING (4.0440036 50.9351038, 4.0431771 50.9347867, 4.0434034 50.9345511)",,,,,
92703081,True,Pontstraat,residential,False,96.77,"LINESTRING (4.0431934 50.9358085, 4.0432642 50.9357477, 4.0439449 50.9351585, 4.0440036 50.9351038)",,,,,
104422486,False,Begijnhof,living_street,False,71.389,"LINESTRING (4.0431934 50.9358085, 4.0437639 50.9360428, 4.0438544 50.936069, 4.0440893 50.936094)",,,,,
92703081,True,Pontstraat,residential,False,45.88,"LINESTRING (4.0428134 50.9361445, 4.0431934 50.9358085)",,,,,
31563328,False,Pontstraat,residential,False,61.709999999999994,"LINESTRING (4.0428134 50.9361445, 4.0426915 50.9362346, 4.0422469 50.9365694)",,,,,
257525468,False,Pontstraat,residential,True,125.614,"LINESTRING (4.0411021 50.9374383, 4.0414551 50.9371696, 4.0416717 50.9370012, 4.0419589 50.9367877, 4.042117 50.9366733, 4.0421796 50.9366173, 4.0422469 50.9365694)",,,,,
"[260795940, 260795941, 1116471207, 662333563, 662333564]",True,"['Sint Martensplein', 'Priester Daensplein']",residential,False,260.165,"LINESTRING (4.0411021 50.9374383, 4.0411618 50.9374617, 4.0412158 50.9374988, 4.0412953 50.9375367, 4.0413894 50.9375815, 4.0414712 50.9376495, 4.0415735 50.9377318, 4.0416132 50.9377885, 4.0416274 50.9378258, 4.0416237 50.9378663, 4.0416007 50.9379461, 4.0415749 50.9379916, 4.0415273 50.9380378, 4.0414578 50.938065, 4.0409939 50.9381388, 4.0409265 50.9381403, 4.0406616 50.9381115, 4.0406101 50.9380972, 4.0405411 50.9380674, 4.0404837 50.9380308, 4.0404376 50.9379858, 4.0404176 50.9379488, 4.0404026 50.937904, 4.0404061 50.9378641, 4.0404288 50.9377876, 4.0404539 50.9376988, 4.0404698 50.9376529, 4.0405553 50.9375583, 4.0406489 50.9375129, 4.0409776 50.9374155, 4.0410301 50.9374194, 4.0411021 50.9374383)",30,,,,
31563329,True,Anna Snelstraat,residential,False,90.21799999999999,"LINESTRING (4.043834 50.9366305, 4.0436155 50.9365318, 4.0430454 50.9362785, 4.0428571 50.9361941, 4.0428134 50.9361445)",,,,,
27382235,False,Beekveldstraat,residential,True,19.904,"LINESTRING (4.0338729 50.9345993, 4.034026 50.934575, 4.0341174 50.9345202)",30,,,,
42674876,True,Graanmarkt,residential,False,126.91499999999999,"LINESTRING (4.0397863 50.9399309, 4.0397078 50.9400861, 4.0395388 50.9404217, 4.0394025 50.9406872, 4.0393676 50.9407553, 4.0392235 50.9410157)",30,,,,
"[217994151, 27382310, 27383079]",True,"['Boterstraat', 'Korte Nieuwstraat', 'Hopmarkt']",residential,False,183.753,"LINESTRING (4.0361305 50.9367582, 4.0362404 50.9368124, 4.0366226 50.9370047, 4.0366494 50.9370345, 4.0365338 50.9373703, 4.0365308 50.9373773, 4.0365092 50.9374305, 4.0364321 50.937424, 4.0355841 50.937215, 4.0353039 50.9371358)",,,,,
164814480,True,Keizersplein,tertiary,False,72.7,"LINESTRING (4.0361305 50.9367582, 4.0355819 50.9370734, 4.0353039 50.9371358)",30,,,,
31563328,False,Pontstraat,residential,True,61.709999999999994,"LINESTRING (4.0422469 50.9365694, 4.0426915 50.9362346, 4.0428134 50.9361445)",,,,,
147033495,False,Klapstraat,residential,True,126.97399999999999,"LINESTRING (4.0422469 50.9365694, 4.0415108 50.9364041, 4.0413584 50.9363481, 4.0409352 50.9361378, 4.0406931 50.9360106)",,,,,
257525468,False,Pontstraat,residential,False,125.61399999999999,"LINESTRING (4.0422469 50.9365694, 4.0421796 50.9366173, 4.042117 50.9366733, 4.0419589 50.9367877, 4.0416717 50.9370012, 4.0414551 50.9371696, 4.0411021 50.9374383)",,,,,
19875512,False,Keizersplein,tertiary,True,26.046,"LINESTRING (4.0337629 50.9380863, 4.0340071 50.9379097)",,,,,
32082899,True,Vrijheidstraat,tertiary,False,150.86100000000002,"LINESTRING (4.0359507 50.9408502, 4.0358174 50.9408003, 4.0351012 50.9405373, 4.0341862 50.9401687, 4.0341191 50.9401378)",30,,,,
