osmid,lanes,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed,access
846190441,2,primary,roundabout,True,False,12.288,"LINESTRING (4.1818672 50.4764962, 4.1818459 50.4765498, 4.1817996 50.4765965)",,,,
846052279,2,primary,roundabout,True,False,8.419,"LINESTRING (4.1813168 50.4765005, 4.1813164 50.4764627, 4.1813287 50.4764256)",,,,
846190438,2,primary,roundabout,True,False,9.128,"LINESTRING (4.1813287 50.4764256, 4.1813558 50.4763884, 4.1813957 50.4763561)",,,,
28639539,2,primary,roundabout,True,False,27.497999999999998,"LINESTRING (4.1813957 50.4763561, 4.1814753 50.4763207, 4.1815693 50.4763049, 4.181666 50.4763108, 4.1817535 50.4763376)",,,,
"[867258248, 32118633]",,primary,,True,False,60.278999999999996,"LINESTRING (4.1813957 50.4763561, 4.1814402 50.4762947, 4.1814682 50.4762413, 4.1814697 50.4762384, 4.1814797 50.4762023, 4.1814858 50.4761701, 4.1814826 50.4761176, 4.181474 50.4760651, 4.1814568 50.4760112, 4.1813986 50.4758292)",N536,Rue du Gazomètre,,
31144707,,primary,,False,False,84.488,"LINESTRING (4.1810074 50.4751167, 4.1810111 50.475138, 4.1810284 50.4752361, 4.181069 50.4753426, 4.1811312 50.4754434, 4.1811829 50.475526, 4.1812287 50.4755848, 4.1812829 50.4756634, 4.1813785 50.4758003, 4.1813986 50.4758292)",N536,Rue du Gazomètre,,
1096189182,,unclassified,,True,False,174.234,"LINESTRING (4.1810074 50.4751167, 4.1809479 50.475121, 4.1809013 50.4751153, 4.1808596 50.4751103, 4.1807805 50.4751007, 4.1806005 50.4750795, 4.1801083 50.4750198, 4.1800545 50.4750138, 4.1799986 50.4750103, 4.1799436 50.4750158, 4.1799096 50.4750303, 4.1798866 50.4750457, 4.1797791 50.4751489, 4.1794788 50.4755004, 4.1793939 50.4756064, 4.1793315 50.4756529, 4.1792543 50.4756704, 4.1791364 50.4756792)",,Rue Rose-Anne Meuter,30,
32118635,,tertiary,,False,False,187.308,"LINESTRING (4.1882364 50.4814524, 4.1879955 50.4814814, 4.1868341 50.4816214, 4.185637 50.4817711)",,Rue du Hocquet,,
32118635,,tertiary,,False,True,57.058,"LINESTRING (4.1882364 50.4814524, 4.1884019 50.4814338, 4.1890305 50.4813631)",,Rue du Hocquet,,
310097893,,residential,,False,False,278.44900000000007,"LINESTRING (4.1882364 50.4814524, 4.1881661 50.4813913, 4.1873042 50.4806423, 4.1872172 50.4805667, 4.1864437 50.4798999, 4.1860349 50.4795107, 4.1859393 50.4794197)",,Rue Jean Jaurès,,
310097894,,residential,,True,False,47.458999999999996,"LINESTRING (4.1882364 50.4814524, 4.1883484 50.4815555, 4.188618 50.4818034)",,Rue Jean Jaurès,,
32118615,,residential,,False,False,111.901,"LINESTRING (4.188618 50.4818034, 4.187786 50.482185, 4.1873699 50.4823759, 4.1873351 50.4823919)",,Avenue des Cyclistes,,
310097894,,residential,,True,False,163.019,"LINESTRING (4.188618 50.4818034, 4.1889244 50.4820844, 4.1899467 50.4830011)",,Rue Jean Jaurès,,
32118615,,residential,,False,True,111.90099999999998,"LINESTRING (4.1873351 50.4823919, 4.1873699 50.4823759, 4.187786 50.482185, 4.188618 50.4818034)",,Avenue des Cyclistes,,
310097893,,residential,,False,True,278.449,"LINESTRING (4.1859393 50.4794197, 4.1860349 50.4795107, 4.1864437 50.4798999, 4.1872172 50.4805667, 4.1873042 50.4806423, 4.1881661 50.4813913, 4.1882364 50.4814524)",,Rue Jean Jaurès,,
484344973,2,residential,,False,False,31.559,"LINESTRING (4.1859393 50.4794197, 4.1856874 50.4795296, 4.1856436 50.4795487, 4.18561 50.4795708, 4.1855858 50.4795904)",,Place Communale,,
484344975,2,residential,,False,True,44.495000000000005,"LINESTRING (4.1859393 50.4794197, 4.1863396 50.479239, 4.1863717 50.4792245, 4.1864148 50.479204, 4.1864506 50.4791868)",,Place Communale,,
32521277,,residential,roundabout,True,False,21.488,"LINESTRING (4.1892291 50.4800725, 4.1891798 50.4800185, 4.1890949 50.4799649, 4.1890841 50.4799587, 4.1890306 50.4799286)",,Place de la Concorde,,
