osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes
305237358,tertiary,30,False,True,348.164,"LINESTRING (-69.447301 -14.6298019, -69.4470598 -14.630177, -69.4469187 -14.6305386, -69.4468923 -14.6306682, -69.4468767 -14.6307321, -69.4467566 -14.6307373, -69.4467373 -14.6311694, -69.4469303 -14.6311918, -69.4468865 -14.6319798, -69.4468808 -14.6322357, -69.4468563 -14.6325579)",
305237370,residential,,False,True,534.571,"LINESTRING (-69.4458312 -14.6319109, -69.4456679 -14.6319226, -69.4457158 -14.6321932, -69.4456606 -14.632427, -69.4456536 -14.6326808, -69.4456053 -14.6328812, -69.4455432 -14.6332018, -69.4454258 -14.6334288, -69.4451359 -14.6338363, -69.4449081 -14.6342904, -69.4448016 -14.6345153, -69.4447774 -14.6346867, -69.4447009 -14.6349195, -69.4446895 -14.635046, -69.4448077 -14.6355005, -69.4448138 -14.6356756, -69.4448026 -14.6358167, -69.4447769 -14.6361395, -69.4447239 -14.6363274)",
609986706,tertiary,30,False,True,268.371,"LINESTRING (-69.4458312 -14.6319109, -69.4458935 -14.6321815, -69.4459537 -14.6325622, -69.4460449 -14.6328296, -69.4460951 -14.6331062, -69.446067 -14.6332556, -69.4460503 -14.6333538, -69.4459552 -14.6334717, -69.445892 -14.6336627, -69.4458663 -14.6337861, -69.4458444 -14.6341444, -69.4458477 -14.6342468)",2
305237358,tertiary,30,False,True,97.395,"LINESTRING (-69.4468563 -14.6325579, -69.446788 -14.6334313)",
305237360,residential,30,False,False,51.571,"LINESTRING (-69.4468563 -14.6325579, -69.4473303 -14.6326269)",
305237358,tertiary,30,False,False,348.16399999999993,"LINESTRING (-69.4468563 -14.6325579, -69.4468808 -14.6322357, -69.4468865 -14.6319798, -69.4469303 -14.6311918, -69.4467373 -14.6311694, -69.4467566 -14.6307373, -69.4468767 -14.6307321, -69.4468923 -14.6306682, -69.4469187 -14.6305386, -69.4470598 -14.630177, -69.447301 -14.6298019)",
305237360,residential,30,False,True,140.022,"LINESTRING (-69.4468563 -14.6325579, -69.4464841 -14.6324995, -69.4464096 -14.633391)",
305237360,residential,30,False,False,38.576,"LINESTRING (-69.4477162 -14.6326834, -69.4480707 -14.6327354)",
305237366,residential,,False,True,97.683,"LINESTRING (-69.4477162 -14.6326834, -69.447568 -14.6335501)",
305237360,residential,30,False,True,41.991,"LINESTRING (-69.4477162 -14.6326834, -69.4474485 -14.6326441, -69.4473303 -14.6326269)",
305237366,residential,,False,False,149.809,"LINESTRING (-69.4477162 -14.6326834, -69.4477424 -14.6321259, -69.4477963 -14.6316614, -69.4478477 -14.6313435)",
305237360,residential,30,False,True,32.074,"LINESTRING (-69.4483663 -14.6327728, -69.4480707 -14.6327354)",
436283123,residential,,False,True,97.655,"LINESTRING (-69.4483663 -14.6327728, -69.4482408 -14.6336426)",
436283123,residential,,False,False,100.793,"LINESTRING (-69.4483663 -14.6327728, -69.4484317 -14.6324482, -69.448452 -14.6321892, -69.4484767 -14.6318741)",
305237360,residential,30,False,True,101.064,"LINESTRING (-69.4464096 -14.633391, -69.4462633 -14.6342888)",
305237380,residential,,False,True,40.957,"LINESTRING (-69.4464096 -14.633391, -69.446788 -14.6334313)",
305237360,residential,30,False,False,140.022,"LINESTRING (-69.4464096 -14.633391, -69.4464841 -14.6324995, -69.4468563 -14.6325579)",
305237358,tertiary,30,False,False,97.395,"LINESTRING (-69.446788 -14.6334313, -69.4468563 -14.6325579)",
305237358,tertiary,30,False,True,52.537,"LINESTRING (-69.446788 -14.6334313, -69.4467087 -14.6338975)",
