osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,junction
178063402,True,Nivalantie,secondary,False,26.504,"LINESTRING (25.3667476 64.1370285, 25.3669701 64.1372462)",,,
59180795,False,Urheilutie,residential,False,96.96900000000001,"LINESTRING (25.3676781 64.1403231, 25.3679502 64.1402967, 25.3682653 64.1402661, 25.3696313 64.1401368)",,,
59180795,False,Urheilutie,residential,True,63.916,"LINESTRING (25.3676781 64.1403231, 25.3673929 64.1403545, 25.3670218 64.1403953, 25.3663998 64.1404629)",,,
718824000,False,Nivalantie,secondary,False,298.57500000000005,"LINESTRING (25.3676781 64.1403231, 25.3676033 64.1401499, 25.367197 64.1392096, 25.3670877 64.1388699, 25.3668567 64.1376651)",800,,
718824000,False,Nivalantie,secondary,True,90.88199999999999,"LINESTRING (25.3676781 64.1403231, 25.3677408 64.1404595, 25.3680248 64.1411263)",800,,
178063401,True,Nivalantie,secondary,False,22.929,"LINESTRING (25.3668567 64.1376651, 25.3666041 64.1374908)",,,
718824000,False,Nivalantie,secondary,True,298.575,"LINESTRING (25.3668567 64.1376651, 25.3670877 64.1388699, 25.367197 64.1392096, 25.3676033 64.1401499, 25.3676781 64.1403231)",800,,
23327904,False,Vanhatie,tertiary,True,123.237,"LINESTRING (25.3583206 64.1386886, 25.3560079 64.1391476)",18322,,
23327904,False,Vanhatie,tertiary,False,99.79400000000001,"LINESTRING (25.3583206 64.1386886, 25.3590353 64.1385665, 25.3597738 64.1384403, 25.3600461 64.1383938, 25.3602364 64.1383613)",18322,,
178063440,False,Tapaninkuja,residential,False,133.484,"LINESTRING (25.3583206 64.1386886, 25.3583795 64.1387284, 25.359812 64.1396975)",,,
23327904,False,Vanhatie,tertiary,False,183.28,"LINESTRING (25.3602364 64.1383613, 25.36205 64.1382264, 25.3621271 64.1382207, 25.3627324 64.138041, 25.362783 64.1380137, 25.3634422 64.1376583)",18322,,
23327904,False,Vanhatie,tertiary,True,99.794,"LINESTRING (25.3602364 64.1383613, 25.3600461 64.1383938, 25.3597738 64.1384403, 25.3590353 64.1385665, 25.3583206 64.1386886)",18322,,
1149885513,False,Rautionkuja,residential,False,61.916,"LINESTRING (25.3602364 64.1383613, 25.3601988 64.1383309, 25.3599318 64.1381151, 25.3597798 64.1378461)",,,
23327904,False,Vanhatie,tertiary,False,33.784,"LINESTRING (25.3646495 64.1371409, 25.3650322 64.1371223, 25.3653417 64.1371374)",18322,,
23327904,False,Vanhatie,tertiary,True,82.19400000000002,"LINESTRING (25.3646495 64.1371409, 25.3645476 64.1371808, 25.364127 64.1373455, 25.3639591 64.1374113, 25.3636666 64.1375505, 25.3636544 64.1375564, 25.3634422 64.1376583)",18322,,
59180816,False,Tähtelänkuja,residential,False,126.348,"LINESTRING (25.3646495 64.1371409, 25.3646862 64.1370346, 25.364774 64.1367801, 25.3645293 64.1366449, 25.3649406 64.1365327, 25.3652403 64.136451, 25.3654532 64.1362369)",,,
194464141,True,Vanhatie,tertiary,False,28.84,"LINESTRING (25.3676547 64.137393, 25.3670791 64.137458)",,,
178063450,False,Vanhatie,tertiary,False,42.583,"LINESTRING (25.3676547 64.137393, 25.3682729 64.1373844, 25.3685321 64.1373799)",18322,,
178063412,False,Pero-ojantie,residential,False,41.926,"LINESTRING (25.3620107 64.1407523, 25.3619968 64.1411293)",,,
59180795,False,Urheilutie,residential,False,215.42600000000002,"LINESTRING (25.3620107 64.1407523, 25.3630218 64.1406947, 25.3642903 64.1406271, 25.3651497 64.1405771, 25.3658395 64.1405141, 25.3663998 64.1404629)",,,
178063412,False,Pero-ojantie,residential,True,143.571,"LINESTRING (25.3620107 64.1407523, 25.3619968 64.1401545, 25.3618002 64.1399478, 25.3615993 64.1394865)",,,
59180795,False,Urheilutie,residential,False,95.83599999999998,"LINESTRING (25.3728702 64.1398321, 25.3734421 64.1398095, 25.373894 64.1397925, 25.3741404 64.1397837, 25.374839 64.1397589)",,,
59180795,False,Urheilutie,residential,True,160.707,"LINESTRING (25.3728702 64.1398321, 25.3723984 64.1398784, 25.3715907 64.1399543, 25.3714241 64.13997, 25.3709423 64.1400153, 25.3698737 64.1401157, 25.3697024 64.1401318, 25.3696313 64.1401368)",,,
720113358,False,Sotilaankuja,living_street,False,61.784,"LINESTRING (25.3728702 64.1398321, 25.3727464 64.1393898, 25.3728082 64.1392831)",,,
59180802,False,Tähtelänkuja,residential,True,224.123,"LINESTRING (25.3667284 64.1358794, 25.3669304 64.1358646, 25.367531 64.1358204, 25.3680582 64.1358683, 25.3683584 64.1359088, 25.3688631 64.135985, 25.3690459 64.1360126, 25.3693405 64.136059, 25.3701974 64.1361939, 25.3708924 64.1363034, 25.3710245 64.1363374, 25.371119 64.1363617)",,,
59180822,False,Ahjolantie,residential,True,89.805,"LINESTRING (25.359812 64.1396975, 25.3615993 64.1394865)",,,
59180822,False,Ahjolantie,residential,False,98.18900000000001,"LINESTRING (25.359812 64.1396975, 25.3592014 64.1398007, 25.3592345 64.1399751, 25.3595474 64.1401974, 25.3599139 64.1402208)",,,
178063440,False,Tapaninkuja,residential,True,133.484,"LINESTRING (25.359812 64.1396975, 25.3583795 64.1387284, 25.3583206 64.1386886)",,,
59180795,False,Urheilutie,residential,False,63.916,"LINESTRING (25.3663998 64.1404629, 25.3670218 64.1403953, 25.3673929 64.1403545, 25.3676781 64.1403231)",,,
59180795,False,Urheilutie,residential,True,215.426,"LINESTRING (25.3663998 64.1404629, 25.3658395 64.1405141, 25.3651497 64.1405771, 25.3642903 64.1406271, 25.3630218 64.1406947, 25.3620107 64.1407523)",,,
59180804,False,Sepänkuja,residential,True,119.656,"LINESTRING (25.3663998 64.1404629, 25.3663795 64.1404308, 25.3660664 64.1399368, 25.3656649 64.1394363)",,,
59180815,False,Viinamatintie,residential,True,64.33,"LINESTRING (25.3581962 64.1399524, 25.3569533 64.1401544)",,,
59180815,False,Viinamatintie,residential,False,64.33,"LINESTRING (25.3569533 64.1401544, 25.3581962 64.1399524)",,,
59180815,False,Viinamatintie,residential,True,45.964,"LINESTRING (25.3569533 64.1401544, 25.3560692 64.1403033)",,,
59180819,False,Laihonkuja,residential,True,120.97699999999999,"LINESTRING (25.3569533 64.1401544, 25.3560427 64.1391847, 25.3560079 64.1391476)",,,
23327904,False,Vanhatie,tertiary,False,82.19399999999999,"LINESTRING (25.3634422 64.1376583, 25.3636544 64.1375564, 25.3636666 64.1375505, 25.3639591 64.1374113, 25.364127 64.1373455, 25.3645476 64.1371808, 25.3646495 64.1371409)",18322,,
23327904,False,Vanhatie,tertiary,True,183.28000000000003,"LINESTRING (25.3634422 64.1376583, 25.362783 64.1380137, 25.3627324 64.138041, 25.3621271 64.1382207, 25.36205 64.1382264, 25.3602364 64.1383613)",18322,,
59180804,False,Sepänkuja,residential,False,123.90299999999999,"LINESTRING (25.3634422 64.1376583, 25.3636066 64.1377202, 25.3642427 64.1379599, 25.3647292 64.1384509, 25.3648365 64.1385592)",,,
59180804,False,Sepänkuja,residential,True,158.57000000000002,"LINESTRING (25.3634422 64.1376583, 25.3633851 64.1376318, 25.3629747 64.1374541, 25.3622794 64.1373989, 25.3613249 64.1369936, 25.3610783 64.1369384, 25.3608255 64.1370018)",,,
178063362,False,Kaivotie,residential,True,19.307,"LINESTRING (25.3689838 64.1384392, 25.368588 64.1384577)",,,
59180813,False,Kansanpellontie,residential,False,127.332,"LINESTRING (25.3689838 64.1384392, 25.3691272 64.1391526, 25.3693815 64.139567)",,,
59180813,False,Kansanpellontie,residential,True,120.371,"LINESTRING (25.3689838 64.1384392, 25.3689429 64.1383142, 25.3687773 64.1378081, 25.3687694 64.1377894, 25.3686924 64.1376079, 25.3686551 64.1375199, 25.3686272 64.137454, 25.3685321 64.1373799)",,,
178063362,False,Kaivotie,residential,False,98.25999999999999,"LINESTRING (25.3689838 64.1384392, 25.3691126 64.1384276, 25.3697871 64.138367, 25.3706488 64.1382895, 25.3709585 64.1383337)",,,
23327904,False,Vanhatie,tertiary,False,20.367,"LINESTRING (25.3653417 64.1371374, 25.3657269 64.1372103)",18322,,
23327904,False,Vanhatie,tertiary,True,33.784,"LINESTRING (25.3653417 64.1371374, 25.3650322 64.1371223, 25.3646495 64.1371409)",18322,,
718775161,False,,living_street,False,11.299000000000001,"LINESTRING (25.3653417 64.1371374, 25.3652894 64.1372133, 25.3652706 64.1372341)",,2,
59180822,False,Ahjolantie,residential,False,89.805,"LINESTRING (25.3615993 64.1394865, 25.359812 64.1396975)",,,
59180822,False,Ahjolantie,residential,True,187.445,"LINESTRING (25.3615993 64.1394865, 25.3636303 64.1392078, 25.3640887 64.1390549, 25.3651947 64.1389045)",,,
178063412,False,Pero-ojantie,residential,False,143.571,"LINESTRING (25.3615993 64.1394865, 25.3618002 64.1399478, 25.3619968 64.1401545, 25.3620107 64.1407523)",,,
178063412,False,Pero-ojantie,residential,True,100.62,"LINESTRING (25.3615993 64.1394865, 25.3612876 64.1390711, 25.360954 64.1386265)",,,
59180804,False,Sepänkuja,residential,True,42.143,"LINESTRING (25.3651947 64.1389045, 25.3648365 64.1385592)",,,
59180804,False,Sepänkuja,residential,False,63.385,"LINESTRING (25.3651947 64.1389045, 25.3652456 64.1389556, 25.3656649 64.1394363)",,,
59180822,False,Ahjolantie,residential,False,187.445,"LINESTRING (25.3651947 64.1389045, 25.3640887 64.1390549, 25.3636303 64.1392078, 25.3615993 64.1394865)",,,
178063450,False,Vanhatie,tertiary,False,19.845,"LINESTRING (25.3717611 64.1366815, 25.3721283 64.1366028)",18322,,
59180802,False,Tähtelänkuja,residential,False,48.644000000000005,"LINESTRING (25.3717611 64.1366815, 25.371664 64.1366148, 25.3715926 64.1365414, 25.3714009 64.1364342, 25.371119 64.1363617)",,,
178063450,False,Vanhatie,tertiary,True,100.397,"LINESTRING (25.3717611 64.1366815, 25.3708498 64.1369798, 25.3706374 64.1370483, 25.3705009 64.1370923, 25.370446 64.13711, 25.3703045 64.1371446, 25.3700724 64.1372014)",18322,,
23327904,False,Vanhatie,tertiary,True,20.367,"LINESTRING (25.3657269 64.1372103, 25.3653417 64.1371374)",18322,,
178063446,True,Vanhatie,tertiary,False,41.899,"LINESTRING (25.3657269 64.1372103, 25.3659598 64.1372329, 25.3660941 64.1372433, 25.3663272 64.1372625, 25.3665787 64.1372656)",,,
59180815,False,Viinamatintie,residential,False,45.964,"LINESTRING (25.3560692 64.1403033, 25.3569533 64.1401544)",,,
59180795,False,Urheilutie,residential,False,160.707,"LINESTRING (25.3696313 64.1401368, 25.3697024 64.1401318, 25.3698737 64.1401157, 25.3709423 64.1400153, 25.3714241 64.13997, 25.3715907 64.1399543, 25.3723984 64.1398784, 25.3728702 64.1398321)",,,
59180795,False,Urheilutie,residential,True,96.96900000000001,"LINESTRING (25.3696313 64.1401368, 25.3682653 64.1402661, 25.3679502 64.1402967, 25.3676781 64.1403231)",,,
