osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,maxspeed
164734578,residential,False,True,169.362,"LINESTRING (23.509031 62.8028416, 23.5091377 62.8028983, 23.5097083 62.8031035, 23.5098181 62.8031355, 23.5102542 62.8032624, 23.5109515 62.8034095, 23.5113981 62.8035178, 23.5119064 62.8034634)",,,,
190475500,tertiary,False,False,17.378,"LINESTRING (23.509031 62.8028416, 23.5092361 62.8027733, 23.5093074 62.8027496)",17487,Keskustie,,
190475500,tertiary,False,True,183.69299999999998,"LINESTRING (23.509031 62.8028416, 23.5084534 62.8031032, 23.5082383 62.8032231, 23.5080345 62.8033576, 23.5078967 62.8034775, 23.5077797 62.8036069, 23.5076873 62.8037285, 23.5076042 62.8038777, 23.5074684 62.8041252, 23.5073834 62.8042684)",17487,Keskustie,,
103581133,residential,False,False,207.44299999999998,"LINESTRING (23.5056332 62.8085018, 23.5057308 62.8085137, 23.5058648 62.80853, 23.5078225 62.8086049, 23.5079096 62.8086078, 23.5095396 62.8086629, 23.5096953 62.8086703)",,Koulukuja,,
190475500,tertiary,False,False,73.37899999999999,"LINESTRING (23.5056332 62.8085018, 23.505782 62.8083063, 23.5059965 62.8080767, 23.5062133 62.8078992)",17487,Keskustie,,
190475500,tertiary,False,True,74.033,"LINESTRING (23.5056332 62.8085018, 23.5055474 62.8086466, 23.5054401 62.8089481, 23.5053849 62.8091569)",17487,Keskustie,,
25210662,residential,False,True,158.545,"LINESTRING (23.5053793 62.8038666, 23.5058367 62.8033746, 23.5060843 62.8030479, 23.5063135 62.8027989, 23.5065961 62.8025557)",,Rantatie,,
25210663,tertiary,False,False,215.94299999999998,"LINESTRING (23.5053793 62.8038666, 23.504639 62.8037223, 23.5038137 62.8035749, 23.503367 62.8035201, 23.5032021 62.8034999, 23.5022191 62.8034077, 23.5013079 62.8033449)",17490,Kirkkotie,,
25210663,tertiary,False,True,111.278,"LINESTRING (23.5053793 62.8038666, 23.5055416 62.8038999, 23.5072432 62.8042493, 23.5073834 62.8042684)",17490,Kirkkotie,,
25210663,tertiary,False,False,111.278,"LINESTRING (23.5073834 62.8042684, 23.5072432 62.8042493, 23.5055416 62.8038999, 23.5053793 62.8038666)",17490,Kirkkotie,,
190475500,tertiary,False,False,183.693,"LINESTRING (23.5073834 62.8042684, 23.5074684 62.8041252, 23.5076042 62.8038777, 23.5076873 62.8037285, 23.5077797 62.8036069, 23.5078967 62.8034775, 23.5080345 62.8033576, 23.5082383 62.8032231, 23.5084534 62.8031032, 23.509031 62.8028416)",17487,Keskustie,,
190475500,tertiary,False,True,168.99,"LINESTRING (23.5073834 62.8042684, 23.507325 62.8044096, 23.5072407 62.8045758, 23.5070312 62.8050164, 23.5069271 62.8052353, 23.5067671 62.8056361, 23.5067444 62.8057588)",17487,Keskustie,,
25213957,residential,False,False,243.276,"LINESTRING (23.5067331 62.8059693, 23.5068181 62.8059641, 23.5075636 62.8059886, 23.5084229 62.8060522, 23.5092899 62.8061186, 23.5103202 62.8062007, 23.511209 62.8062594, 23.5114672 62.8062758)",,Hallilantie,,
190475500,tertiary,False,False,23.448,"LINESTRING (23.5067331 62.8059693, 23.5067269 62.8058537, 23.5067444 62.8057588)",17487,Keskustie,,
