osmid,highway,junction,oneway,reversed,length,geometry,name,ref,maxspeed,bridge
4534758,tertiary,roundabout,True,False,24.271,"LINESTRING (23.4513165 63.8644393, 23.4512339 63.8644152, 23.4511739 63.8643805, 23.4511433 63.8643389, 23.4511456 63.8642953, 23.4511804 63.8642544)",,,,
70573524,tertiary,,False,False,91.053,"LINESTRING (23.4513165 63.8644393, 23.4512502 63.8644927, 23.451196 63.8645358, 23.4510183 63.8646423, 23.4506975 63.8648393, 23.4504125 63.8649658, 23.4501505 63.8650706)",Simukkalankatu,,,
4534758,tertiary,roundabout,True,False,21.570999999999998,"LINESTRING (23.4511804 63.8642544, 23.4512356 63.8642242, 23.4513085 63.8642024, 23.4513927 63.8641911, 23.4514808 63.8641911, 23.451565 63.8642026)",,,,
139247777,residential,,False,True,37.785,"LINESTRING (23.4568054 63.8613589, 23.456392 63.861491, 23.4561823 63.8615592)",Meijeritie,,,
504687053,secondary,,False,False,4.386,"LINESTRING (23.4614815 63.8578634, 23.4615627 63.8578468)",Kälviäntie,757,,
504687053,secondary,,False,True,59.816,"LINESTRING (23.4614815 63.8578634, 23.4610437 63.8579526, 23.4603676 63.8580836)",Kälviäntie,757,,
139266531,residential,,False,True,80.405,"LINESTRING (23.4625946 63.8584039, 23.4622774 63.8582474, 23.4618869 63.8580626, 23.4616726 63.8579488, 23.4616067 63.8578891, 23.4615627 63.8578468)",Kirjakuja,,,
139379904,residential,,False,True,120.635,"LINESTRING (23.4494226 63.8640342, 23.4495558 63.8642218, 23.4496944 63.864429, 23.4499635 63.8648109, 23.4501163 63.8650241, 23.4501505 63.8650706)",Myllytie,,,
305375400,residential,,False,True,101.503,"LINESTRING (23.4515392 63.8653499, 23.4512646 63.8653984, 23.4510403 63.8654389, 23.4508715 63.8654626, 23.4507325 63.8654809, 23.4506217 63.8654868, 23.4505306 63.8654752, 23.450476 63.8654573, 23.4504323 63.8654208, 23.4503725 63.8653393, 23.4502745 63.8652154, 23.4501872 63.8651155, 23.4501505 63.8650706)",Muurmestarintie,,,
139429074,residential,,False,True,75.771,"LINESTRING (23.4511364 63.8617028, 23.4511081 63.861502, 23.4510812 63.8613386, 23.4510269 63.8611832, 23.4509874 63.8610713, 23.4509715 63.8610259)",Elmerintie,,,
181115188,residential,,False,True,47.609,"LINESTRING (23.4610871 63.8646737, 23.4608123 63.864731, 23.4603643 63.864817, 23.4601972 63.8648456)",Aarnitie,,,
181115179,residential,,False,True,229.594,"LINESTRING (23.4636977 63.8654479, 23.4635362 63.8655179, 23.4633222 63.8656006, 23.463056 63.8656775, 23.462761 63.8657239, 23.462468 63.8657448, 23.4621588 63.8657415, 23.461754 63.8656907, 23.4613984 63.8655894, 23.4610137 63.8654377, 23.4606425 63.8652168, 23.4603692 63.8650071, 23.4601972 63.8648456)",Pyöräilijäntie,,,
181199969,residential,,False,True,61.813,"LINESTRING (23.464085 63.8637589, 23.4631936 63.8638104, 23.4628349 63.8638347)",Kumpukuja,,,
181199970,residential,,False,True,107.336,"LINESTRING (23.4654886 63.8639184, 23.4654487 63.8636326, 23.4653964 63.8633092, 23.4653381 63.8629554)",Autokuja,,,
181199971,residential,,False,True,44.712,"LINESTRING (23.4630258 63.8642248, 23.4629002 63.8640776, 23.4628603 63.8639756, 23.4628349 63.8638347)",Lukkarintie,,,
305375398,residential,,False,True,62.982,"LINESTRING (23.4628831 63.8598886, 23.4628287 63.859837, 23.462826 63.8597661, 23.4628834 63.859695, 23.4629701 63.8596006, 23.4630407 63.8595195, 23.463124 63.859413, 23.4631857 63.8593575)",,,,
305375394,residential,,False,True,73.791,"LINESTRING (23.4634506 63.8601632, 23.4635035 63.8600789, 23.4635704 63.8599898, 23.4636635 63.8598853, 23.4637503 63.8597995, 23.4638819 63.8596918, 23.4639816 63.8596132, 23.4640556 63.8595584)",Kaivokuja,,,
305375389,residential,,False,True,162.157,"LINESTRING (23.4477857 63.8640103, 23.4478527 63.8641088, 23.4479452 63.8642267, 23.4481223 63.8644225, 23.448297 63.8646102, 23.4485145 63.8648426, 23.448792 63.8651424, 23.4489597 63.865324, 23.4489969 63.8653669)",Hagmanintie,,,
305375384,residential,,False,True,98.25399999999999,"LINESTRING (23.4466964 63.8648148, 23.4468249 63.8650212, 23.4469203 63.8651808, 23.4470109 63.8653265, 23.4471271 63.8655427, 23.4471703 63.86563, 23.4471906 63.865671)",Mikkolantie,,,
"[504687827, 36925334]",tertiary,,False,True,145.742,"LINESTRING (23.4564785 63.8574908, 23.4565894 63.8575596, 23.4568648 63.8577037, 23.4569765 63.8577707, 23.4573283 63.8579713, 23.4576548 63.8581415, 23.4579755 63.858277, 23.4582357 63.8583892, 23.4583553 63.8584995)",Ridantie,18007,40,
307978661,residential,,False,False,84.03,"LINESTRING (23.4564785 63.8574908, 23.45638 63.8575125, 23.4553081 63.8577971, 23.4549959 63.8578702)",Pajakuja,,,
307978661,residential,,False,True,84.03,"LINESTRING (23.4549959 63.8578702, 23.4553081 63.8577971, 23.45638 63.8575125, 23.4564785 63.8574908)",Pajakuja,,,
395104372,residential,,False,True,92.667,"LINESTRING (23.4584974 63.859167, 23.4587803 63.8590293, 23.4590251 63.858912, 23.4592289 63.8588169, 23.4595786 63.8585786, 23.4596563 63.8585133)",Kesäniementie,,,
395104370,residential,,False,True,66.151,"LINESTRING (23.4511725 63.8605322, 23.4516737 63.8604079, 23.452343 63.8602356)",Rauhankuja,,,
395104369,residential,,False,True,112.642,"LINESTRING (23.4575739 63.8629454, 23.4573473 63.8629631, 23.4572214 63.8629722, 23.457135 63.8629949, 23.4570762 63.8630278, 23.4570783 63.8630826, 23.4570959 63.8631232, 23.4571299 63.8632161, 23.4572132 63.8634052, 23.4572881 63.8635892, 23.4573488 63.8637209, 23.4573683 63.8637854)",Keijolantie,,,
413049322,residential,,False,True,61.047,"LINESTRING (23.4621306 63.8626149, 23.4621483 63.8626373, 23.4622207 63.8627293, 23.4622926 63.8628423, 23.4623766 63.8629684, 23.4624297 63.8630452, 23.4624679 63.8631049, 23.4624886 63.8631406)",Vähähyypäntie,,,
"[337488872, 338099323]",residential,,False,True,59.473,"LINESTRING (23.4517574 63.8597672, 23.4520567 63.8599961, 23.4522233 63.8601355, 23.452343 63.8602356)",Voudinpolku,,,
