osmid,oneway,lanes,ref,highway,reversed,length,name,maxspeed,geometry,junction
"[396996597, 29347622]",True,1,4,trunk,False,320.138,Sodankyläntie,50,"LINESTRING (26.5877353 67.4212264, 26.5877794 67.4211637, 26.5878216 67.4211164, 26.5878544 67.4210636, 26.5879336 67.4209271, 26.5880168 67.4207587, 26.5880434 67.4206692, 26.5880998 67.4203252, 26.5881534 67.4200471, 26.5882017 67.4197958, 26.5882099 67.4196716, 26.5882153 67.4195596, 26.5882127 67.419457, 26.5882285 67.41933, 26.5882661 67.4191501, 26.5883358 67.4188143, 26.5883785 67.4185293, 26.5883971 67.4183653)",
1015489954,True,,4,trunk,False,22.973,,,"LINESTRING (26.5877353 67.4212264, 26.5878357 67.421192, 26.5879606 67.4211728, 26.588095 67.4211711, 26.5882229 67.4211871)",roundabout
37348691,False,2,,tertiary,False,7.057,Kasarmintie,50,"LINESTRING (26.5889031 67.4160288, 26.5887384 67.4160236)",
27349531,True,1,4,trunk,False,260.49,Sodankyläntie,50,"LINESTRING (26.5889031 67.4160288, 26.5888707 67.4162077, 26.5888266 67.416811, 26.5886094 67.418115, 26.5886013 67.4181963, 26.5885777 67.4183678)",
37348691,False,2,,tertiary,True,57.571999999999996,Kasarmintie,50,"LINESTRING (26.5889031 67.4160288, 26.5891853 67.4160365, 26.5899749 67.4160611, 26.590247 67.4160701)",
26518463,False,,,tertiary,False,93.26599999999999,Jäämerentie,,"LINESTRING (26.5929933 67.4152176, 26.593085 67.4153796, 26.5931845 67.4155945, 26.5932714 67.4158153, 26.5932951 67.4159556, 26.5932951 67.4160464)",
225813034,False,2,5,trunk,True,181.462,Kemijärventie,,"LINESTRING (26.5929933 67.4152176, 26.5934435 67.4151898, 26.5937294 67.4151828, 26.5939967 67.4151948, 26.5944726 67.4152381, 26.5947086 67.4152711, 26.5967459 67.415634, 26.5969782 67.4156712)",
29268879,False,2,,tertiary,True,142.01800000000003,Sompiontie,,"LINESTRING (26.5934676 67.4161098, 26.593709 67.4161014, 26.5942535 67.4160726, 26.5944091 67.4160644, 26.5956831 67.4160079, 26.596048 67.4159918, 26.5965666 67.4159688, 26.5967714 67.4159684)",
37348692,True,,,tertiary,False,12.027,,40,"LINESTRING (26.5934676 67.4161098, 26.5934617 67.4161313, 26.5934384 67.416151, 26.5934 67.4161668, 26.5933505 67.4161772, 26.593295 67.4161809)",roundabout
1171320104,True,,4,trunk,False,7.5329999999999995,,,"LINESTRING (26.5882229 67.4211871, 26.5882957 67.4212062, 26.5883553 67.4212312)",roundabout
37348693,False,,,tertiary,False,75.443,Jäämerentie,50,"LINESTRING (26.593304 67.416946, 26.5932852 67.4170542, 26.5932373 67.4173665, 26.5931806 67.4175324, 26.5931413 67.417621)",
37348693,False,,,tertiary,True,85.114,Jäämerentie,50,"LINESTRING (26.593304 67.416946, 26.5933198 67.416862, 26.5933167 67.4165902, 26.5933049 67.4162617, 26.593295 67.4161809)",
78705356,True,,,residential,False,132.25900000000001,Kauppakuja,50,"LINESTRING (26.593304 67.416946, 26.593007 67.4169389, 26.5918262 67.41691, 26.5909829 67.4168892, 26.590213 67.4168702)",
78781038,True,,,residential,False,155.31,Opintie,50,"LINESTRING (26.593304 67.416946, 26.5935169 67.4169472, 26.5948642 67.4169882, 26.5969304 67.4170511)",
29347647,True,,4,trunk,False,31.380000000000003,,,"LINESTRING (26.5879195 67.4217005, 26.587886 67.4215607, 26.58786 67.4214764, 26.5877771 67.4214292)",
35823276,True,,4,trunk,False,14.079,,,"LINESTRING (26.5883553 67.4212312, 26.5883965 67.4212586, 26.5884217 67.4212887, 26.5884298 67.4213202, 26.5884205 67.4213517)",roundabout
43636398,True,,,tertiary,False,19.162,Jäämerentie,,"LINESTRING (26.5883553 67.4212312, 26.5886283 67.4212103, 26.5887953 67.4211972)",
1106333670,True,,4,trunk,False,7.889,,,"LINESTRING (26.5884205 67.4213517, 26.5883898 67.4213851, 26.5883394 67.4214149)",roundabout
29347645,True,,4,trunk,False,36.513000000000005,,,"LINESTRING (26.5883394 67.4214149, 26.5881961 67.4214998, 26.5881127 67.4215679, 26.5879195 67.4217005)",
1015489952,True,,4,trunk,False,26.818,,,"LINESTRING (26.5883394 67.4214149, 26.5882621 67.421442, 26.5881688 67.4214602, 26.5880662 67.4214683, 26.5879618 67.4214655, 26.587863 67.4214522, 26.5877771 67.4214292)",roundabout
225813034,False,2,5,trunk,False,181.46200000000002,Kemijärventie,,"LINESTRING (26.5969782 67.4156712, 26.5967459 67.415634, 26.5947086 67.4152711, 26.5944726 67.4152381, 26.5939967 67.4151948, 26.5937294 67.4151828, 26.5934435 67.4151898, 26.5929933 67.4152176)",
899479782,False,2,,residential,False,34.219,Vasantie,,"LINESTRING (26.5969782 67.4156712, 26.5969381 67.4157174, 26.596817 67.4158964, 26.5967714 67.4159684)",
899479780,False,2,,residential,True,7.716,Unarintie,40,"LINESTRING (26.5885777 67.4183678, 26.5883971 67.4183653)",
826605024,False,4,,residential,False,66.383,Unarintie,40,"LINESTRING (26.5885777 67.4183678, 26.588817 67.4183682, 26.5898143 67.4183855, 26.590128 67.4184032)",
