osmid,oneway,name,highway,maxspeed,junction,reversed,length,geometry,lanes,ref,bridge,access
28386037,True,Strandvägen,secondary,50,roundabout,False,6.282,"LINESTRING (22.3021677 60.2982621, 22.3022241 60.2982663, 22.3022747 60.2982793)",,,,
"[1190165522, 171876963]",False,Strandvägen,unclassified,,,False,177.44599999999997,"LINESTRING (22.3021677 60.2982621, 22.3021644 60.2981875, 22.3021608 60.2981476, 22.3021548 60.2980816, 22.3021191 60.2978618, 22.3021069 60.297723, 22.3020857 60.297594, 22.3020824 60.2975435, 22.3020751 60.2973479, 22.3020836 60.2972859, 22.3021082 60.2972279, 22.3021274 60.2971813, 22.3021528 60.2971306, 22.3022048 60.2970265, 22.302209 60.2970152, 22.302233 60.2969754, 22.3022713 60.296936, 22.3023304 60.2968914, 22.3024313 60.296802, 22.3025182 60.2967127)",2,,,
28386037,True,Strandvägen,secondary,50,roundabout,False,12.028,"LINESTRING (22.3020065 60.2983779, 22.3019997 60.2983499, 22.3020059 60.2983242, 22.3020288 60.2982997, 22.3020661 60.2982799)",,,,
859032843,True,Skräbbölevägen,tertiary,,,False,31.008000000000003,"LINESTRING (22.3020065 60.2983779, 22.3019866 60.2983676, 22.3019405 60.2983515, 22.3018809 60.298345, 22.3017722 60.2983403, 22.3016248 60.2983395, 22.3014651 60.2983341)",1,12029,,
859032839,True,Kalkvägen,secondary,50,,False,42.28,"LINESTRING (22.3022747 60.2982793, 22.3023638 60.2982903, 22.3024534 60.2982983, 22.3025701 60.2983092, 22.302771 60.2983298, 22.3029157 60.2983514, 22.3030131 60.2983762)",1,,,
859032841,True,Strandvägen,secondary,50,roundabout,False,13.118000000000002,"LINESTRING (22.3022747 60.2982793, 22.3023139 60.2982999, 22.3023341 60.2983197, 22.3023422 60.2983379, 22.3023431 60.2983564, 22.3023265 60.2983856)",,,,
33287405,False,Fredrikaplanen,residential,,,False,63.33,"LINESTRING (22.308541 60.3012631, 22.3086555 60.301259, 22.3087047 60.3012572, 22.3088622 60.3012634, 22.3090677 60.301276, 22.3092239 60.3012957, 22.3096637 60.3013611)",,,,
33287405,False,Fredrikaplanen,residential,,,True,49.88300000000001,"LINESTRING (22.308541 60.3012631, 22.3083714 60.3012728, 22.3082462 60.301281, 22.3081654 60.3012863, 22.3079576 60.3013046, 22.3078819 60.3013108, 22.3077832 60.3013192, 22.3076475 60.3013342)",,,,
33510323,False,Klockarståget,residential,,,True,223.427,"LINESTRING (22.308541 60.3012631, 22.3085216 60.3011439, 22.3084752 60.3008946, 22.3083761 60.3003791, 22.3083144 60.3000776, 22.3082054 60.299408, 22.3082012 60.2993482, 22.3082013 60.2992613)",,,,
33287905,False,Kyrkoesplanaden,residential,,,True,4.575,"LINESTRING (22.3032138 60.3010932, 22.3032956 60.3010861)",2,,,
"[33287905, 33767206, 33287975]",False,"['Kyrkbron', 'Kyrkoesplanaden', 'Köpmansgatan']",residential,,,False,47.846,"LINESTRING (22.3032138 60.3010932, 22.3030593 60.3011038, 22.3029381 60.3011062, 22.3025593 60.3011, 22.3024984 60.3010999, 22.3023472 60.301097)",2,,yes,
33733778,False,Runebergsstranden,residential,,,False,113.826,"LINESTRING (22.3032138 60.3010932, 22.303205 60.3010585, 22.3031889 60.3010077, 22.3031878 60.3009636, 22.303192 60.300936, 22.3032191 60.3008669, 22.3032607 60.3007862, 22.303302 60.300713, 22.303321 60.3006816, 22.3034189 60.30052, 22.3035203 60.3003477, 22.3035774 60.3001908, 22.3035921 60.3000957)",,,,
33289859,False,Parsbyvägen,residential,40,,False,62.59,"LINESTRING (22.2954465 60.3027025, 22.2955842 60.3026942, 22.2961593 60.3026268, 22.2963609 60.3025981, 22.2965472 60.3025668)",2,,,
33289859,False,Parsbyvägen,residential,40,,True,50.33,"LINESTRING (22.2954465 60.3027025, 22.2952491 60.3027142, 22.2950004 60.3027178, 22.2945346 60.3027106)",2,,,
106646866,False,Grankullagatan,residential,,,False,66.821,"LINESTRING (22.2954465 60.3027025, 22.2954607 60.302751, 22.2954835 60.3027907, 22.2955515 60.3028803, 22.295636 60.3029662, 22.2957205 60.30303, 22.2959635 60.3031767, 22.2960368 60.3032157)",,,,
33289859,False,Parsbyvägen,residential,40,,False,72.446,"LINESTRING (22.2977 60.3023069, 22.2977904 60.3022706, 22.2983416 60.3020644, 22.298757 60.3019195)",2,,,
33289859,False,Parsbyvägen,residential,40,,True,71.953,"LINESTRING (22.2977 60.3023069, 22.2973868 60.3024452, 22.2972241 60.3024929, 22.2970679 60.3025228, 22.2968875 60.3025487, 22.2965472 60.3025668)",2,,,
1192955144,False,,residential,,,True,70.808,"LINESTRING (22.2977 60.3023069, 22.2975164 60.3023133, 22.2966514 60.3025194, 22.2965472 60.3025668)",,,,
105880246,False,Elmgrenvägen,residential,,,True,179.582,"LINESTRING (22.2977 60.3023069, 22.2977581 60.302348, 22.2978781 60.3024508, 22.2978832 60.3025752, 22.297866 60.3027235, 22.297857 60.302939, 22.2977719 60.3031909, 22.2977164 60.3033589, 22.2976525 60.3034497, 22.2975992 60.3034845, 22.2974903 60.3035441, 22.2970219 60.3037522)",,,,
1190618172,False,Parsbyvägen,residential,40,,True,8.056,"LINESTRING (22.3021779 60.3018881, 22.3020322 60.3018819)",2,,,
"[1190618170, 1190618171]",True,Strandvägen,secondary,40,,False,96.779,"LINESTRING (22.3021779 60.3018881, 22.3021324 60.3020897, 22.3020837 60.3022943, 22.3020037 60.3025899, 22.3019617 60.3027518)","['1', '2']",,,
33287405,False,Fredrikaplanen,residential,,,False,49.883,"LINESTRING (22.3076475 60.3013342, 22.3077832 60.3013192, 22.3078819 60.3013108, 22.3079576 60.3013046, 22.3081654 60.3012863, 22.3082462 60.301281, 22.3083714 60.3012728, 22.308541 60.3012631)",,,,
33287905,False,Kyrkoesplanaden,residential,,,False,281.122,"LINESTRING (22.3076475 60.3013342, 22.3076128 60.3012628, 22.3075552 60.3011874, 22.3074238 60.3010649, 22.3073355 60.3009998, 22.3072454 60.3009504, 22.307153 60.3009064, 22.3070641 60.3008746, 22.306935 60.3008382, 22.3067565 60.3008004, 22.3066164 60.3007784, 22.3064787 60.3007645, 22.3058839 60.3007281, 22.3057925 60.3007231, 22.305662 60.300716, 22.3055641 60.3007109, 22.3053896 60.300708, 22.3052032 60.3007122, 22.3050357 60.3007235, 22.3048157 60.300744, 22.3046422 60.300772, 22.3045098 60.3008012, 22.3042663 60.3008623, 22.3042559 60.3008652, 22.3038747 60.3009712, 22.3035877 60.301043, 22.3035737 60.301047, 22.3032956 60.3010861)",2,,,
33287905,False,Kyrkoesplanaden,residential,,,True,66.43599999999999,"LINESTRING (22.3076475 60.3013342, 22.307687 60.3014267, 22.3077006 60.3015077, 22.3076761 60.3017186, 22.3076633 60.3019289)",2,,,
33289805,False,Skolgatan,residential,,,False,98.56899999999999,"LINESTRING (22.2977117 60.2988921, 22.2976212 60.2989208, 22.2972676 60.2990272, 22.2964042 60.2992997, 22.2961996 60.2993658)",,,,
"[860919588, 33289805]",False,Skolgatan,residential,,,True,135.288,"LINESTRING (22.2977117 60.2988921, 22.2978139 60.2988652, 22.298012 60.2988264, 22.2982612 60.2987922, 22.2984501 60.2987761, 22.2986609 60.298766, 22.2993286 60.298766, 22.2994296 60.2987435, 22.2995198 60.298744, 22.299947 60.2987463, 22.3000166 60.2987413, 22.300103 60.2987178)",,,,destination
33510179,False,Sarlinsgatan,residential,,,True,200.68899999999996,"LINESTRING (22.2977117 60.2988921, 22.2976466 60.2987934, 22.2976204 60.2987306, 22.2976244 60.2986581, 22.2979013 60.2978404, 22.2980551 60.2973833, 22.29815 60.2971156)",,,,
33767206,False,Köpmansgatan,residential,,,False,7.012,"LINESTRING (22.3023472 60.301097, 22.30222 60.3010947)",,,,
"[33287905, 33767206, 33287975]",False,"['Kyrkbron', 'Kyrkoesplanaden', 'Köpmansgatan']",residential,,,True,47.846000000000004,"LINESTRING (22.3023472 60.301097, 22.3024984 60.3010999, 22.3025593 60.3011, 22.3029381 60.3011062, 22.3030593 60.3011038, 22.3032138 60.3010932)",2,,yes,
1190618170,True,Strandvägen,secondary,40,,False,88.487,"LINESTRING (22.3023472 60.301097, 22.3022738 60.301484, 22.3022346 60.3017022, 22.3021779 60.3018881)",1,,,
33510323,False,Klockarståget,residential,,,False,223.427,"LINESTRING (22.3082013 60.2992613, 22.3082012 60.2993482, 22.3082054 60.299408, 22.3083144 60.3000776, 22.3083761 60.3003791, 22.3084752 60.3008946, 22.3085216 60.3011439, 22.308541 60.3012631)",,,,
33510323,False,Klockarståget,residential,,,True,88.665,"LINESTRING (22.3082013 60.2992613, 22.3082 60.2991944, 22.3082044 60.2990811, 22.3082253 60.2985451, 22.3082315 60.2984641)",,,,
"[1190146417, 33510644]",False,Runebergsgatan,residential,,,True,248.12,"LINESTRING (22.3082013 60.2992613, 22.3079218 60.2992076, 22.3073142 60.299103, 22.3067566 60.2989928, 22.3054567 60.2987415, 22.3051971 60.2986988, 22.3050358 60.2986903, 22.3046009 60.2986986, 22.3040632 60.2986986, 22.303907 60.2986996)",,,,
33287905,False,Kyrkoesplanaden,residential,,,False,66.436,"LINESTRING (22.3076633 60.3019289, 22.3076761 60.3017186, 22.3077006 60.3015077, 22.307687 60.3014267, 22.3076475 60.3013342)",2,,,
33287905,False,Kyrkoesplanaden,residential,,,True,245.906,"LINESTRING (22.3076633 60.3019289, 22.3076605 60.301964, 22.3076349 60.3022796, 22.3076301 60.3023392, 22.307629 60.3023527, 22.3076344 60.3024993, 22.3076458 60.3025668, 22.3076778 60.3026423, 22.3076908 60.3026731, 22.3082255 60.3037377, 22.3083735 60.3040165, 22.3084232 60.3040916)",2,,,
"[33422426, 1190581707]",False,Tegelhagsgatan,residential,,,False,122.314,"LINESTRING (22.3076633 60.3019289, 22.3078733 60.3019322, 22.3081468 60.3019286, 22.3084808 60.3019245, 22.3088372 60.3019276, 22.3091135 60.3019447, 22.3093631 60.3019772, 22.3096065 60.3020209, 22.309822 60.3020843)",,,,
33289805,False,Skolgatan,residential,,,True,187.95099999999996,"LINESTRING (22.2933259 60.3002725, 22.2934329 60.300221, 22.2935937 60.3001583, 22.2938519 60.3000759, 22.2953182 60.2996339, 22.295749 60.2995031, 22.2958195 60.2994823, 22.2961996 60.2993658)",,,,
33510179,False,Sarlinsgatan,residential,,,False,200.689,"LINESTRING (22.29815 60.2971156, 22.2980551 60.2973833, 22.2979013 60.2978404, 22.2976244 60.2986581, 22.2976204 60.2987306, 22.2976466 60.2987934, 22.2977117 60.2988921)",,,,
"[171876946, 1190810758, 1190810759]",False,Skräbbölevägen,tertiary,40,,True,203.16200000000003,"LINESTRING (22.29815 60.2971156, 22.298572 60.2972674, 22.299285 60.2975264, 22.2994321 60.2975883, 22.2995513 60.2976421, 22.2997562 60.2977442, 22.3001066 60.2979342, 22.3001834 60.2979758, 22.3005169 60.2981782, 22.3006032 60.2982263, 22.3006768 60.2982619, 22.3007693 60.2983005, 22.3008737 60.2983325)",2,12029,,
492404543,True,Skolgatan,residential,,,False,60.373000000000005,"LINESTRING (22.3008737 60.2983325, 22.3007292 60.2984178, 22.300103 60.2987178)",,,,destination
859032842,False,Skräbbölevägen,tertiary,40,,True,32.718,"LINESTRING (22.3008737 60.2983325, 22.3009445 60.2983412, 22.3010087 60.298342, 22.3012261 60.2983385, 22.3014651 60.2983341)",2,12029,,
