osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,ref
25990873,Tammelantie,tertiary,40,False,False,29.009999999999998,"LINESTRING (23.7598238 60.8086894, 23.7595376 60.808758, 23.759454 60.8087668, 23.7593235 60.8087665)",,,
25990873,Tammelantie,tertiary,40,False,True,178.745,"LINESTRING (23.7598238 60.8086894, 23.7599239 60.8087327, 23.7600627 60.808756, 23.7602781 60.8087703, 23.7603968 60.8087671, 23.7611364 60.808747, 23.7613578 60.8087367, 23.76162 60.8087245, 23.7618555 60.8087128, 23.7627563 60.8087149, 23.7630708 60.8087233)",,,
225081419,Hakkapeliitantie,tertiary,,False,True,93.447,"LINESTRING (23.7598238 60.8086894, 23.7597421 60.8085721, 23.7596113 60.808374, 23.7592823 60.8078916)",,,
25990968,Neuvoksentie,residential,,False,False,144.451,"LINESTRING (23.7642988 60.8074449, 23.7644689 60.8078304, 23.7648422 60.8086571, 23.7648636 60.8087144)",5,,
25990873,Tammelantie,tertiary,40,False,False,97.442,"LINESTRING (23.7648636 60.8087144, 23.7643744 60.8087378, 23.763759 60.8087208, 23.7633398 60.8087291, 23.7630708 60.8087233)",,,
25990873,Tammelantie,tertiary,40,False,True,159.687,"LINESTRING (23.7648636 60.8087144, 23.7651014 60.8086849, 23.7652597 60.8086653, 23.7659782 60.8085761, 23.7663632 60.8085119, 23.766529 60.8084843, 23.766992 60.8084224, 23.7674082 60.8083912, 23.7677173 60.8083739)",,,
25990968,Neuvoksentie,residential,,False,True,144.451,"LINESTRING (23.7648636 60.8087144, 23.7648422 60.8086571, 23.7644689 60.8078304, 23.7642988 60.8074449)",5,,
25990873,Tammelantie,tertiary,40,False,False,178.745,"LINESTRING (23.7630708 60.8087233, 23.7627563 60.8087149, 23.7618555 60.8087128, 23.76162 60.8087245, 23.7613578 60.8087367, 23.7611364 60.808747, 23.7603968 60.8087671, 23.7602781 60.8087703, 23.7600627 60.808756, 23.7599239 60.8087327, 23.7598238 60.8086894)",,,
25990873,Tammelantie,tertiary,40,False,True,97.442,"LINESTRING (23.7630708 60.8087233, 23.7633398 60.8087291, 23.763759 60.8087208, 23.7643744 60.8087378, 23.7648636 60.8087144)",,,
25990873,Tammelantie,tertiary,40,False,True,226.47400000000002,"LINESTRING (23.7519124 60.8080408, 23.7528776 60.8081274, 23.7530788 60.8081457, 23.7539491 60.8082828, 23.7545744 60.8083593, 23.7549415 60.8083809, 23.7552917 60.8083951, 23.7557264 60.8084056, 23.7559997 60.8084164)",,,
25990873,Tammelantie,tertiary,40,False,True,52.385,"LINESTRING (23.7570666 60.8084881, 23.7579983 60.8086124)",,,
25990873,Tammelantie,tertiary,40,False,False,58.421,"LINESTRING (23.7570666 60.8084881, 23.756511 60.8084454, 23.7561901 60.8084282, 23.7559997 60.8084164)",,,
40199685,Koulutie,residential,,False,False,83.5,"LINESTRING (23.7570666 60.8084881, 23.7570341 60.808569, 23.7569696 60.80871, 23.7569659 60.8089232, 23.7569644 60.8090079, 23.7569625 60.8091205, 23.7569606 60.809234)",5,,
40199685,Koulutie,residential,,False,True,39.538,"LINESTRING (23.7569547 60.8095758, 23.7569587 60.8093874, 23.7570272 60.8092991, 23.7569606 60.809234)",5,,
25990873,Tammelantie,tertiary,40,False,False,73.887,"LINESTRING (23.7593235 60.8087665, 23.7589333 60.8087233, 23.7583844 60.8086588, 23.7582957 60.8086484, 23.7581231 60.8086282, 23.7579983 60.8086124)",,,
25990873,Tammelantie,tertiary,40,False,True,29.01,"LINESTRING (23.7593235 60.8087665, 23.759454 60.8087668, 23.7595376 60.808758, 23.7598238 60.8086894)",,,
47257482,Kyöpelintie,residential,,False,False,179.183,"LINESTRING (23.7593235 60.8087665, 23.7593009 60.8088383, 23.7592999 60.8088783, 23.759336 60.8089543, 23.7597214 60.8097666, 23.7599928 60.8103385)",6,,
25990873,Tammelantie,tertiary,40,False,False,159.687,"LINESTRING (23.7677173 60.8083739, 23.7674082 60.8083912, 23.766992 60.8084224, 23.766529 60.8084843, 23.7663632 60.8085119, 23.7659782 60.8085761, 23.7652597 60.8086653, 23.7651014 60.8086849, 23.7648636 60.8087144)",,,
47257484,Matintie,residential,,False,False,129.591,"LINESTRING (23.7677173 60.8083739, 23.7677012 60.8083261, 23.7674686 60.8079367, 23.7673953 60.8078616, 23.767234 60.8078258, 23.7662881 60.8078365, 23.7661375 60.807804)",5,,
"[47257488, 47258096]","['Puutarhatie', 'Koivutie']",residential,,False,False,212.233,"LINESTRING (23.7576564 60.8103894, 23.757402 60.8103919, 23.7562337 60.8104349, 23.7556809 60.8104715, 23.7556053 60.8104895, 23.7555593 60.8105166, 23.7555378 60.8105815, 23.7555652 60.8108542, 23.7555662 60.8111675, 23.7555613 60.8113803)","['4', '5']",,
47257488,Puutarhatie,residential,,False,True,126.832,"LINESTRING (23.7576564 60.8103894, 23.7588069 60.8103606, 23.7599928 60.8103385)",5,,
47257489,Mäntytie,residential,,False,False,73.844,"LINESTRING (23.7576564 60.8103894, 23.7577136 60.8106355, 23.7576967 60.8109051, 23.7576342 60.8110486)",4,,
47257489,Mäntytie,residential,,False,True,73.844,"LINESTRING (23.7576342 60.8110486, 23.7576967 60.8109051, 23.7577136 60.8106355, 23.7576564 60.8103894)",4,,
47257482,Kyöpelintie,residential,,False,False,208.24599999999998,"LINESTRING (23.7599928 60.8103385, 23.7602245 60.810969, 23.7602177 60.8111446, 23.7601832 60.8116404, 23.7601385 60.8120446, 23.7601302 60.8121197, 23.7599653 60.8121242)",6,,
47257482,Kyöpelintie,residential,,False,True,179.18300000000002,"LINESTRING (23.7599928 60.8103385, 23.7597214 60.8097666, 23.759336 60.8089543, 23.7592999 60.8088783, 23.7593009 60.8088383, 23.7593235 60.8087665)",6,,
47257488,Puutarhatie,residential,,False,False,126.832,"LINESTRING (23.7599928 60.8103385, 23.7588069 60.8103606, 23.7576564 60.8103894)",5,,
47257482,Kyöpelintie,residential,,False,True,208.24599999999998,"LINESTRING (23.7599653 60.8121242, 23.7601302 60.8121197, 23.7601385 60.8120446, 23.7601832 60.8116404, 23.7602177 60.8111446, 23.7602245 60.810969, 23.7599928 60.8103385)",6,,
40199685,Koulutie,residential,,False,False,39.538,"LINESTRING (23.7569606 60.809234, 23.7570272 60.8092991, 23.7569587 60.8093874, 23.7569547 60.8095758)",5,,
40199685,Koulutie,residential,,False,True,83.5,"LINESTRING (23.7569606 60.809234, 23.7569625 60.8091205, 23.7569644 60.8090079, 23.7569659 60.8089232, 23.7569696 60.80871, 23.7570341 60.808569, 23.7570666 60.8084881)",5,,
47258085,Killintie,residential,,False,True,258.858,"LINESTRING (23.7569606 60.809234, 23.7562253 60.8094542, 23.7559527 60.8095358, 23.7552758 60.809701, 23.7546508 60.809833, 23.7538797 60.8100061, 23.7529644 60.8102419, 23.7527254 60.8103016)",5,,
25990873,Tammelantie,tertiary,40,False,False,226.474,"LINESTRING (23.7559997 60.8084164, 23.7557264 60.8084056, 23.7552917 60.8083951, 23.7549415 60.8083809, 23.7545744 60.8083593, 23.7539491 60.8082828, 23.7530788 60.8081457, 23.7528776 60.8081274, 23.7519124 60.8080408)",,,
25990873,Tammelantie,tertiary,40,False,True,58.42100000000001,"LINESTRING (23.7559997 60.8084164, 23.7561901 60.8084282, 23.756511 60.8084454, 23.7570666 60.8084881)",,,
47258092,Kuusitie,residential,,False,False,81.03999999999999,"LINESTRING (23.7559997 60.8084164, 23.7559744 60.8082559, 23.7559348 60.8080355, 23.7558757 60.8076901)",5,,
47258092,Kuusitie,residential,,False,True,81.03999999999999,"LINESTRING (23.7558757 60.8076901, 23.7559348 60.8080355, 23.7559744 60.8082559, 23.7559997 60.8084164)",5,,
368625768,Tammikuja,residential,,False,False,29.895,"LINESTRING (23.7558757 60.8076901, 23.7559878 60.8076971, 23.7562351 60.8077044, 23.7564252 60.8077101)",,,
368625768,Tammikuja,residential,,False,True,80.871,"LINESTRING (23.7558757 60.8076901, 23.7556786 60.8076777, 23.7552956 60.8076318, 23.7549584 60.8075808, 23.754856 60.8075625, 23.7546447 60.8075247, 23.754446 60.8074903)",,,
"[47258096, 47257488]","['Puutarhatie', 'Koivutie']",residential,,False,True,212.23300000000003,"LINESTRING (23.7555613 60.8113803, 23.7555662 60.8111675, 23.7555652 60.8108542, 23.7555378 60.8105815, 23.7555593 60.8105166, 23.7556053 60.8104895, 23.7556809 60.8104715, 23.7562337 60.8104349, 23.757402 60.8103919, 23.7576564 60.8103894)","['4', '5']",,
47258097,Hiihtotie,residential,,False,True,101.355,"LINESTRING (23.7527254 60.8103016, 23.753294 60.8111699)",4,,
47258085,Killintie,residential,,False,False,258.858,"LINESTRING (23.7527254 60.8103016, 23.7529644 60.8102419, 23.7538797 60.8100061, 23.7546508 60.809833, 23.7552758 60.809701, 23.7559527 60.8095358, 23.7562253 60.8094542, 23.7569606 60.809234)",5,,
47258097,Hiihtotie,residential,,False,False,101.355,"LINESTRING (23.753294 60.8111699, 23.7527254 60.8103016)",4,,
225081419,Hakkapeliitantie,tertiary,,False,False,93.447,"LINESTRING (23.7592823 60.8078916, 23.7596113 60.808374, 23.7597421 60.8085721, 23.7598238 60.8086894)",,,
