osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,width
302343296,True,Yhdystie,tertiary,80,False,11.546,,,"LINESTRING (26.1035183 61.7443216, 26.1033107 61.7442881)",
71736020,True,Valtatie,trunk,80,False,229.17399999999998,1,4,"LINESTRING (26.1035183 61.7443216, 26.1039907 61.7452829, 26.1044215 61.7463374)",
27764977,False,Jousitie,tertiary,40,True,121.15199999999999,2,,"LINESTRING (26.1149419 61.7420867, 26.1147317 61.7419434, 26.1143926 61.741669, 26.114282 61.7415627, 26.114178 61.7414627, 26.1140152 61.7413062, 26.1138511 61.7411298)",
302159314,False,Jousitie,tertiary,40,False,195.701,,,"LINESTRING (26.1149419 61.7420867, 26.1151335 61.7421917, 26.1165899 61.7430291, 26.117335 61.7434333)",
302162179,False,Yhdystie,tertiary,40,True,122.657,,,"LINESTRING (26.1149419 61.7420867, 26.1147194 61.7421592, 26.1131807 61.7426175, 26.1129755 61.7426782)",
302159314,False,Jousitie,tertiary,40,False,82.737,,,"LINESTRING (26.1202524 61.7450716, 26.1205967 61.7457976)",
28058778,False,Savontie,residential,40,False,43.685,,,"LINESTRING (26.1202524 61.7450716, 26.120534 61.745077, 26.1205637 61.7450795, 26.1206855 61.7450898, 26.1210405 61.7451709)",
302159314,False,Jousitie,tertiary,40,True,86.172,,,"LINESTRING (26.1202524 61.7450716, 26.1200859 61.7449943, 26.1191971 61.7444799)",
27764977,False,Jousitie,tertiary,40,False,113.613,2,,"LINESTRING (26.1130462 61.7401818, 26.113148 61.7402985, 26.1132875 61.7404591, 26.1134305 61.7406296, 26.1134858 61.7406956, 26.1137634 61.7410255, 26.1138511 61.7411298)",
27764977,False,Jousitie,tertiary,40,True,116.35000000000001,2,,"LINESTRING (26.1130462 61.7401818, 26.1129458 61.7400759, 26.1126707 61.7397853, 26.1121422 61.739227)",
28058686,False,Rantatie,residential,40,True,134.601,,,"LINESTRING (26.1130462 61.7401818, 26.1128872 61.7402107, 26.1118063 61.740437, 26.1109846 61.7406106, 26.1107048 61.7406677)",
58644414,False,Myllytie,residential,40,False,111.87,,,"LINESTRING (26.1130462 61.7401818, 26.1132207 61.7401527, 26.1138139 61.740067, 26.1140152 61.7400368, 26.1147778 61.7399337, 26.1150852 61.7399002)",
28058749,False,Puistotie,residential,40,False,76.279,,,"LINESTRING (26.1199412 61.7429792, 26.1195796 61.7431039, 26.1191795 61.7432418, 26.1190664 61.7433155, 26.1189928 61.7433845, 26.1189532 61.7434535)",
28058749,False,Puistotie,residential,40,True,174.223,,,"LINESTRING (26.1199412 61.7429792, 26.1200136 61.7429319, 26.1204825 61.7426256, 26.1206824 61.7424455, 26.1207621 61.7423549, 26.1208468 61.7422587, 26.120961 61.7420537, 26.1210591 61.7418778, 26.1211275 61.741656, 26.1211653 61.7415513)",
302159314,False,Jousitie,tertiary,40,False,130.44,,,"LINESTRING (26.1176025 61.743582, 26.1191971 61.7444799)",
302159314,False,Jousitie,tertiary,40,True,21.718,,,"LINESTRING (26.1176025 61.743582, 26.117335 61.7434333)",
61339090,False,Puutteenkuja,residential,40,True,73.843,,,"LINESTRING (26.1176025 61.743582, 26.1177481 61.743533, 26.1178509 61.7435113, 26.1179529 61.7434994, 26.1183496 61.7434684, 26.1189532 61.7434535)",
28058686,False,Rantatie,residential,40,False,241.017,,,"LINESTRING (26.1048424 61.7442102, 26.1048509 61.7441004, 26.1048727 61.7440551, 26.1049266 61.7440098, 26.1052122 61.7437789, 26.1054033 61.7436312, 26.1056288 61.7434569, 26.1058356 61.743293, 26.1058859 61.7432567, 26.1061122 61.7430963, 26.1071527 61.7423589)",
51555094,False,Yhdystie,tertiary,40,False,45.333,,,"LINESTRING (26.1048424 61.7442102, 26.1051102 61.7442084, 26.1057035 61.7442116)",
51555094,False,Yhdystie,tertiary,40,True,34.903999999999996,,,"LINESTRING (26.1048424 61.7442102, 26.1044094 61.7442188, 26.1041799 61.7442233)",
51555094,False,Yhdystie,tertiary,40,False,34.903999999999996,,,"LINESTRING (26.1041799 61.7442233, 26.1044094 61.7442188, 26.1048424 61.7442102)",
71736033,True,Yhdystie,tertiary,40,False,36.577,1,,"LINESTRING (26.1041799 61.7442233, 26.103989 61.7442495, 26.103671 61.7443067, 26.1035183 61.7443216)",4
53784811,False,Huttulantie,residential,40,False,39.042,,,"LINESTRING (26.1129305 61.7472186, 26.1135161 61.7470031)",
53784793,False,Hulikkalantie,residential,40,False,85.554,,,"LINESTRING (26.1129305 61.7472186, 26.1128239 61.7471593, 26.1118792 61.7466318)",
53784811,False,Huttulantie,residential,40,True,419.7969999999999,,,"LINESTRING (26.1129305 61.7472186, 26.1118122 61.7476843, 26.1117012 61.7477152, 26.1115566 61.74773, 26.11131 61.74773, 26.1092396 61.7477226, 26.1068159 61.7477077, 26.1067119 61.7476865, 26.1066442 61.7476592, 26.1066001 61.7476226, 26.1063656 61.7471678, 26.106321 61.7470812)",
302159317,False,Yhdyskuja,residential,40,True,64.167,,,"LINESTRING (26.1099318 61.7442679, 26.1096952 61.744109, 26.1095352 61.7440015, 26.1093369 61.7438684, 26.1092492 61.7437905)",
53784799,False,Teuvonkuja,residential,40,True,70.824,,,"LINESTRING (26.1117811 61.7455999, 26.1117022 61.7456265, 26.1112926 61.7457881, 26.1107128 61.7459865)",
53784809,False,Huttulankuja,residential,40,False,188.34799999999998,,,"LINESTRING (26.106321 61.7470812, 26.1065496 61.7470815, 26.1098993 61.7470859)",
53784811,False,Huttulantie,residential,40,False,419.797,,,"LINESTRING (26.106321 61.7470812, 26.1063656 61.7471678, 26.1066001 61.7476226, 26.1066442 61.7476592, 26.1067119 61.7476865, 26.1068159 61.7477077, 26.1092396 61.7477226, 26.11131 61.74773, 26.1115566 61.74773, 26.1117012 61.7477152, 26.1118122 61.7476843, 26.1129305 61.7472186)",
53784811,False,Huttulantie,residential,40,True,323.38599999999997,,,"LINESTRING (26.106321 61.7470812, 26.1062875 61.7470093, 26.1060111 61.7464676, 26.1056516 61.7457129, 26.1056141 61.7455912, 26.1056031 61.7454318, 26.1056075 61.7452927, 26.1057028 61.7443094, 26.1057035 61.7442116)",
53784809,False,Huttulankuja,residential,40,True,188.34799999999998,,,"LINESTRING (26.1098993 61.7470859, 26.1065496 61.7470815, 26.106321 61.7470812)",
53784797,False,Tokerontie,residential,40,True,98.08200000000001,,,"LINESTRING (26.1059487 61.7419208, 26.1061134 61.7418511, 26.1061946 61.7418294, 26.1062792 61.7418215, 26.1063539 61.7418325, 26.1064415 61.7418522, 26.1065181 61.7418896, 26.1070651 61.7422834, 26.1071527 61.7423589)",
51555094,False,Yhdystie,tertiary,40,False,5.336,,,"LINESTRING (26.1091562 61.7438096, 26.1092492 61.7437905)",
51555094,False,Yhdystie,tertiary,40,True,70.87,,,"LINESTRING (26.1091562 61.7438096, 26.1086216 61.7439162, 26.1080817 61.7440109, 26.1079031 61.7440422)",
53784800,False,Keskustie,unclassified,40,True,192.923,,,"LINESTRING (26.1091562 61.7438096, 26.1090554 61.7437166, 26.1089794 61.7436699, 26.1088388 61.7435872, 26.1087726 61.7435482, 26.1085848 61.7434225, 26.1085021 61.7433637, 26.1083707 61.7432704, 26.108294 61.7432119, 26.1081889 61.7431347, 26.1077433 61.7428008, 26.1072407 61.7424242, 26.1071527 61.7423589)",4
53784811,False,Huttulantie,residential,40,True,39.042,,,"LINESTRING (26.1135161 61.7470031, 26.1129305 61.7472186)",
53784789,False,Peltoperä,residential,40,False,103.246,,,"LINESTRING (26.1192674 61.747077, 26.1198606 61.7470207, 26.1201642 61.7469721, 26.1208489 61.7467901, 26.1209823 61.7467547, 26.1210758 61.7467411)",
51555094,False,Yhdystie,tertiary,40,False,117.686,,,"LINESTRING (26.1057035 61.7442116, 26.1059851 61.7442038, 26.1064749 61.7441898, 26.1067585 61.7441693, 26.1070659 61.7441407, 26.1071944 61.7441271, 26.1079031 61.7440422)",
51555094,False,Yhdystie,tertiary,40,True,45.333,,,"LINESTRING (26.1057035 61.7442116, 26.1051102 61.7442084, 26.1048424 61.7442102)",
53784811,False,Huttulantie,residential,40,False,323.386,,,"LINESTRING (26.1057035 61.7442116, 26.1057028 61.7443094, 26.1056075 61.7452927, 26.1056031 61.7454318, 26.1056141 61.7455912, 26.1056516 61.7457129, 26.1060111 61.7464676, 26.1062875 61.7470093, 26.106321 61.7470812)",
53784791,False,Ainonkuja,residential,40,True,84.038,,,"LINESTRING (26.1118792 61.7466318, 26.1117664 61.7466801, 26.1106659 61.747123)",
53784793,False,Hulikkalantie,residential,40,False,94.436,,,"LINESTRING (26.1118792 61.7466318, 26.1117738 61.7465735, 26.1107128 61.7459865)",
53784793,False,Hulikkalantie,residential,40,True,85.554,,,"LINESTRING (26.1118792 61.7466318, 26.1128239 61.7471593, 26.1129305 61.7472186)",
53784801,False,Pekankuja,residential,40,False,87.625,,,"LINESTRING (26.1118792 61.7466318, 26.1120022 61.7465821, 26.1123834 61.7464279, 26.1128801 61.7462197, 26.1131231 61.7461084)",
53784789,False,Peltoperä,residential,40,True,103.246,,,"LINESTRING (26.1210758 61.7467411, 26.1209823 61.7467547, 26.1208489 61.7467901, 26.1201642 61.7469721, 26.1198606 61.7470207, 26.1192674 61.747077)",
