osmid,oneway,ref,name,highway,reversed,length,geometry,junction,maxspeed
151076260,True,6452,Äänekoskentie,tertiary,False,27.155,"LINESTRING (25.852854 62.5632, 25.8527148 62.5632886, 25.8526316 62.5633342, 25.8525291 62.5633928)",,
39772513,False,,Virastokatu,residential,False,123.128,"LINESTRING (25.8474907 62.5643647, 25.8474738 62.5644663, 25.8474365 62.5645507, 25.8473856 62.5646224, 25.8473113 62.5646825, 25.8471989 62.5647573, 25.8469363 62.5649103, 25.8465965 62.5650787, 25.8463982 62.5652019, 25.8462703 62.5652892)",,
67154625,False,6452,Äänekoskentie,secondary,False,92.279,"LINESTRING (25.8474907 62.5643647, 25.846928 62.5643702, 25.8463076 62.5643633, 25.8456926 62.5643364)",,
151076248,False,6452,Äänekoskentie,secondary,True,231.46800000000002,"LINESTRING (25.8474907 62.5643647, 25.8480545 62.5643365, 25.8486687 62.5642596, 25.8493425 62.5641529, 25.8500388 62.5640149, 25.8508923 62.5637744, 25.8512656 62.563635, 25.8515624 62.5635388)",,
151076273,False,,Opintie,residential,False,303.04,"LINESTRING (25.8474907 62.5643647, 25.8474848 62.5642867, 25.8474828 62.5642312, 25.8474695 62.5640924, 25.8475159 62.5640116, 25.8476095 62.5639433, 25.847974 62.5637908, 25.8488393 62.563489, 25.8490796 62.5634264, 25.8493784 62.5633592, 25.8497148 62.5633006, 25.8515285 62.5629989, 25.8518305 62.5629653, 25.8520102 62.5629523)",,
18282456,True,6452,,secondary,False,10.289,"LINESTRING (25.8522224 62.5632559, 25.8522726 62.5632565, 25.8523218 62.5632611, 25.8523686 62.5632696, 25.8524114 62.5632816)",roundabout,
151076249,True,6452,Äänekoskentie,tertiary,False,24.666,"LINESTRING (25.8524114 62.5632816, 25.8525031 62.5632776, 25.8526286 62.5632521, 25.852854 62.5632)",,
151076258,True,,,secondary,False,14.243,"LINESTRING (25.8524114 62.5632816, 25.8524763 62.5633121, 25.8525168 62.5633505, 25.8525291 62.5633928)",roundabout,
67154620,True,6452,,secondary,False,19.593,"LINESTRING (25.8524793 62.5634638, 25.8524242 62.5634917, 25.8523544 62.5635114, 25.8522755 62.5635212, 25.852207 62.5635214, 25.8521404 62.5635141)",roundabout,
151076265,True,,Asemakatu,tertiary,False,30.054000000000002,"LINESTRING (25.8524793 62.5634638, 25.85243 62.5635746, 25.8523857 62.5636312, 25.8523265 62.5637243)",,
