osmid,oneway,ref,name,highway,maxspeed,width,reversed,length,geometry,lanes,junction,bridge
122307718,True,2442,Siltatie,secondary,40,6,False,101.221,"LINESTRING (21.877008 61.4309626, 21.8773604 61.4310498, 21.8786483 61.4314238)",,,
122318965,False,2442,Siltatie,secondary,40,,True,35.283,"LINESTRING (21.877008 61.4309626, 21.8768811 61.4309072, 21.8765181 61.4307486)",2,,
509601370,False,,Koulukuja,residential,30,6,True,92.78999999999999,"LINESTRING (21.877008 61.4309626, 21.8770838 61.430893, 21.8772621 61.4308434, 21.8778406 61.4306823, 21.8784508 61.4305133)",,,
46752124,True,2442,Siltatie,secondary,40,6,False,87.444,"LINESTRING (21.8765181 61.4307486, 21.8761238 61.4306249, 21.8752834 61.4303056, 21.8751939 61.4302848)",,,
122318965,False,2442,Siltatie,secondary,40,,False,35.283,"LINESTRING (21.8765181 61.4307486, 21.8768811 61.4309072, 21.877008 61.4309626)",2,,
303286670,True,2443,Siltatie,secondary,40,6,False,10.024999999999999,"LINESTRING (21.8751939 61.4302848, 21.8750593 61.4302978, 21.8750083 61.4302956)",1,roundabout,
303286664,True,2443,Siltatie,secondary,40,6,False,11.017,"LINESTRING (21.8747888 61.4302275, 21.8747417 61.4301749, 21.8747341 61.4301332)",1,roundabout,
35913107,True,,Satakunnantie,tertiary,40,,False,113.77000000000001,"LINESTRING (21.875133 61.4299866, 21.8752128 61.4299495, 21.8757589 61.4296648, 21.8758608 61.4296044, 21.8765173 61.4292076)",,,
46591006,True,2443,Siltatie,secondary,40,6,False,16.570999999999998,"LINESTRING (21.875133 61.4299866, 21.875241 61.4300076, 21.8753207 61.4300425, 21.8753653 61.4300782)",1,roundabout,
442678244,False,,Välskärintie,unclassified,,,False,107.359,"LINESTRING (21.8886616 61.434219, 21.88879 61.4341242, 21.8890378 61.4338771, 21.8895692 61.4334163, 21.8896216 61.4333704)",,,
"[508290848, 122307716]",False,2442,Siltatie,secondary,40,,"[False, True]",266.288,"LINESTRING (21.8886616 61.434219, 21.8882681 61.4341244, 21.8874135 61.4339017, 21.8871327 61.433818, 21.8853197 61.4333333, 21.884298 61.4330449)",2,,
508290848,False,2442,Siltatie,secondary,40,,True,236.04700000000003,"LINESTRING (21.8886616 61.434219, 21.8896918 61.4344782, 21.8908437 61.4347808, 21.8924471 61.4351967, 21.8925676 61.4352279)",2,,
122307730,False,,Pappilantie,unclassified,,,False,490.24600000000004,"LINESTRING (21.8896216 61.4333704, 21.8895821 61.4332621, 21.8895049 61.4331797, 21.8893892 61.4330961, 21.8891695 61.432966, 21.8887101 61.4327633, 21.8881579 61.4324941, 21.887806 61.432325, 21.8875864 61.4321925, 21.8869082 61.4315566, 21.8866649 61.4313299, 21.8865485 61.4312215, 21.8864739 61.4311435, 21.8864626 61.4310768, 21.8865094 61.431022, 21.8880791 61.4301108, 21.8880528 61.4299699, 21.8880305 61.4298733, 21.8880081 61.4298308, 21.8879601 61.4297934, 21.8878839 61.4297618)",,,
442678244,False,,Välskärintie,unclassified,,,True,107.35900000000001,"LINESTRING (21.8896216 61.4333704, 21.8895692 61.4334163, 21.8890378 61.4338771, 21.88879 61.4341242, 21.8886616 61.434219)",,,
508290848,False,2442,Siltatie,secondary,40,,False,236.047,"LINESTRING (21.8925676 61.4352279, 21.8924471 61.4351967, 21.8908437 61.4347808, 21.8896918 61.4344782, 21.8886616 61.434219)",2,,
46592717,False,,Lauttaranta,residential,,,False,147.898,"LINESTRING (21.8750779 61.4312982, 21.8754708 61.4315687, 21.8756473 61.4316713, 21.8758465 61.4317716, 21.8760125 61.4318466, 21.8764359 61.4319803, 21.8767681 61.4321018, 21.8770482 61.4322186)",,,
"[879300067, 879300068]",False,,Lauttaranta,residential,,,True,81.11300000000001,"LINESTRING (21.8750779 61.4312982, 21.8750081 61.4312467, 21.8747951 61.431059, 21.8745722 61.4308625, 21.874479 61.4307804, 21.8743922 61.4307039, 21.8743706 61.4306863, 21.8743388 61.4306603)",,,
46591013,False,,Lauttaranta,residential,,,False,43.66,"LINESTRING (21.8770482 61.4322186, 21.8773022 61.4323759, 21.877579 61.4325176)",,,
46592717,False,,Lauttaranta,residential,,,True,147.898,"LINESTRING (21.8770482 61.4322186, 21.8767681 61.4321018, 21.8764359 61.4319803, 21.8760125 61.4318466, 21.8758465 61.4317716, 21.8756473 61.4316713, 21.8754708 61.4315687, 21.8750779 61.4312982)",,,
46592718,False,,Suilamantie,residential,,,False,114.153,"LINESTRING (21.8770482 61.4322186, 21.8772175 61.4321532, 21.8776246 61.431999, 21.8778787 61.4318947, 21.8781066 61.4317857, 21.8782988 61.4316782, 21.8784388 61.4315754, 21.878553 61.4314967)",,,
46591006,True,2443,Siltatie,secondary,40,6,False,9.288,"LINESTRING (21.8749586 61.4299911, 21.875133 61.4299866)",1,roundabout,
46591013,False,,Lauttaranta,residential,,,False,141.06699999999998,"LINESTRING (21.877579 61.4325176, 21.87782 61.4326173, 21.8780741 61.4326967, 21.8783802 61.4327824, 21.8786993 61.4328587, 21.8789762 61.4329147, 21.8790972 61.4329207, 21.8791976 61.4329051, 21.8797232 61.4327004, 21.8798265 61.4326778)",,,
46591013,False,,Lauttaranta,residential,,,True,43.66,"LINESTRING (21.877579 61.4325176, 21.8773022 61.4323759, 21.8770482 61.4322186)",,,
271970301,False,,Pinkkiläntie,residential,,,True,158.027,"LINESTRING (21.877579 61.4325176, 21.8769684 61.4330266, 21.8768326 61.4331833, 21.876488 61.4338273)",,,
560536682,True,2443,Siltatie,secondary,40,6,False,15.129999999999999,"LINESTRING (21.8753653 61.4300782, 21.8753918 61.4301468, 21.8753571 61.430211)",1,roundabout,
122307767,False,,,residential,,,False,89.431,"LINESTRING (21.876488 61.4338273, 21.8752499 61.4334092, 21.8750846 61.4334176)",,,
271970301,False,,Pinkkiläntie,residential,,,False,158.027,"LINESTRING (21.876488 61.4338273, 21.8768326 61.4331833, 21.8769684 61.4330266, 21.877579 61.4325176)",,,
271970301,False,,Pinkkiläntie,residential,,,True,151.04000000000002,"LINESTRING (21.876488 61.4338273, 21.8764066 61.4339908, 21.8763757 61.4340404, 21.8763285 61.4341154, 21.8762311 61.4342435, 21.876117 61.4343638, 21.8757937 61.4346579, 21.8756478 61.4347621, 21.8755345 61.4348342, 21.8753725 61.4348998, 21.8751178 61.4349737)",,,
46608980,True,2442,Siltatie,secondary,40,6,False,86.299,"LINESTRING (21.8753571 61.430211, 21.8754149 61.4302359, 21.8761107 61.4305142, 21.8763074 61.4306167, 21.8765181 61.4307486)",,,
303286669,True,2443,Siltatie,secondary,40,6,False,12.120999999999999,"LINESTRING (21.8753571 61.430211, 21.8753045 61.4302473, 21.8751939 61.4302848)",1,roundabout,
46763719,True,,Satakunnantie,secondary,40,,False,54.006,"LINESTRING (21.8750083 61.4302956, 21.8748912 61.4303553, 21.874742 61.4304272, 21.8745709 61.4305228, 21.8743388 61.4306603)",,,
303286671,True,2443,Siltatie,secondary,40,6,False,14.262999999999998,"LINESTRING (21.8750083 61.4302956, 21.8749308 61.4302845, 21.8748472 61.4302593, 21.8747888 61.4302275)",1,roundabout,
69975735,False,,Koulukuja,unclassified,30,6,True,173.23699999999997,"LINESTRING (21.8784508 61.4305133, 21.8775634 61.4298407, 21.8775218 61.4297679, 21.877517 61.4296847, 21.8775011 61.4295919, 21.8774307 61.4295495, 21.8772035 61.4294602, 21.876969 61.4293651, 21.8766803 61.4292676)",,,
"[509601369, 69975737]",False,,Koulukuja,residential,30,6,False,65.218,"LINESTRING (21.8784508 61.4305133, 21.8786272 61.4304694, 21.8786964 61.4304522, 21.8788267 61.4304197, 21.8795386 61.4302424)",,,
509601370,False,,Koulukuja,residential,30,6,False,92.78999999999999,"LINESTRING (21.8784508 61.4305133, 21.8778406 61.4306823, 21.8772621 61.4308434, 21.8770838 61.430893, 21.877008 61.4309626)",,,
69975735,False,,Koulukuja,unclassified,30,6,False,10.938,"LINESTRING (21.8765173 61.4292076, 21.8766803 61.4292676)",,,
"[508290848, 122307716]",False,2442,Siltatie,secondary,40,,"[False, True]",266.28799999999995,"LINESTRING (21.884298 61.4330449, 21.8853197 61.4333333, 21.8871327 61.433818, 21.8874135 61.4339017, 21.8882681 61.4341244, 21.8886616 61.434219)",2,,
"[122318964, 122307716, 122307717]",False,2442,Siltatie,secondary,40,,"[False, True]",220.512,"LINESTRING (21.884298 61.4330449, 21.8836803 61.4328702, 21.8833869 61.4327872, 21.8826791 61.4325826, 21.8810393 61.4321324, 21.88072 61.4320424)",2,,yes
122307735,False,,,unclassified,,,False,319.271,"LINESTRING (21.884298 61.4330449, 21.8841874 61.433133, 21.8840583 61.4332391, 21.8839333 61.4333199, 21.8837562 61.4333786, 21.8834704 61.4334249, 21.8832436 61.4334498, 21.8828775 61.4335198, 21.8827358 61.4335695, 21.882646 61.433635, 21.8824334 61.4338564, 21.8823744 61.4339456, 21.882346 61.4340157, 21.8821311 61.4348469, 21.8820744 61.4349384, 21.8819657 61.4350141, 21.8818218 61.4350768, 21.8815405 61.4351767, 21.8815145 61.4353179)",,,
94584707,False,,Pihlajaranta,residential,,,False,170.527,"LINESTRING (21.8795386 61.4302424, 21.8819665 61.4312443)",,,
69975737,False,,Koulukuja,residential,30,6,False,78.505,"LINESTRING (21.8795386 61.4302424, 21.8795652 61.4302357, 21.8798037 61.4301708, 21.880822 61.4298935)",,,
"[509601369, 69975737]",False,,Koulukuja,residential,30,6,True,65.218,"LINESTRING (21.8795386 61.4302424, 21.8788267 61.4304197, 21.8786964 61.4304522, 21.8786272 61.4304694, 21.8784508 61.4305133)",,,
69975737,False,,Koulukuja,residential,30,6,False,35.928,"LINESTRING (21.880822 61.4298935, 21.8811865 61.4297495, 21.8813096 61.4296724)",,,
69975737,False,,Koulukuja,residential,30,6,True,78.50500000000001,"LINESTRING (21.880822 61.4298935, 21.8798037 61.4301708, 21.8795652 61.4302357, 21.8795386 61.4302424)",,,
94584449,False,,Leppäranta,residential,,,False,129.455,"LINESTRING (21.880822 61.4298935, 21.8810406 61.430004, 21.8826307 61.4306719)",,,
94584556,False,,Koivuranta,residential,,,True,77.431,"LINESTRING (21.8824375 61.4301128, 21.8813096 61.4296724)",,,
94584449,False,,Leppäranta,residential,,,True,129.455,"LINESTRING (21.8826307 61.4306719, 21.8810406 61.430004, 21.880822 61.4298935)",,,
69975737,False,,Koulukuja,residential,30,6,True,31.706,"LINESTRING (21.8816715 61.4294458, 21.8813096 61.4296724)",,,
69975737,False,,Koulukuja,residential,30,6,False,36.897,"LINESTRING (21.8816715 61.4294458, 21.8816949 61.4294312, 21.8821686 61.4292146)",,,
94584707,False,,Pihlajaranta,residential,,,True,170.527,"LINESTRING (21.8819665 61.4312443, 21.8795386 61.4302424)",,,
69975735,False,,Koulukuja,unclassified,30,6,True,10.938,"LINESTRING (21.8766803 61.4292676, 21.8765173 61.4292076)",,,
69975735,False,,Koulukuja,unclassified,30,6,False,173.237,"LINESTRING (21.8766803 61.4292676, 21.876969 61.4293651, 21.8772035 61.4294602, 21.8774307 61.4295495, 21.8775011 61.4295919, 21.877517 61.4296847, 21.8775218 61.4297679, 21.8775634 61.4298407, 21.8784508 61.4305133)",,,
235970719,True,,Satakunnantie,tertiary,40,,False,114.463,"LINESTRING (21.8766803 61.4292676, 21.8759751 61.4296647, 21.8758788 61.4297273, 21.8754116 61.4300187, 21.8753653 61.4300782)",,,
122307790,False,,Riihikuja,residential,,,False,106.247,"LINESTRING (21.8751178 61.4349737, 21.8750246 61.4349338, 21.8738491 61.4345666, 21.8740994 61.4343769)",,,
271970301,False,,Pinkkiläntie,residential,,,False,151.04000000000002,"LINESTRING (21.8751178 61.4349737, 21.8753725 61.4348998, 21.8755345 61.4348342, 21.8756478 61.4347621, 21.8757937 61.4346579, 21.876117 61.4343638, 21.8762311 61.4342435, 21.8763285 61.4341154, 21.8763757 61.4340404, 21.8764066 61.4339908, 21.876488 61.4338273)",,,
