osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,bridge,width,tunnel
204889425,True,2,Asemakatu,residential,30,False,106.304,"LINESTRING (25.4774957 65.0131208, 25.4772321 65.0131905, 25.4767609 65.01332, 25.4766193 65.0133589, 25.4764707 65.0133998, 25.4760939 65.0135034, 25.4757402 65.0136006, 25.4755958 65.0136403)",,,,
204889432,False,4,Uusikatu,secondary,30,True,99.89999999999999,"LINESTRING (25.4774957 65.0131208, 25.4774184 65.0130787, 25.4768675 65.0126511, 25.4767203 65.0125369, 25.4765435 65.0123996, 25.4764526 65.0123387)",,,,
"[877650165, 877650166]",True,"['2', '3']",Uusikatu,secondary,30,False,70.217,"LINESTRING (25.4774957 65.0131208, 25.4776639 65.0131564, 25.47796 65.0133445, 25.4781311 65.0134532, 25.4781714 65.0134788, 25.4782806 65.0135335, 25.4784501 65.0135933)",,,,
305545093,False,,Kauppurienkatu,residential,30,True,57.753,"LINESTRING (25.4741101 65.0107288, 25.4739271 65.0107784, 25.4734314 65.0109092, 25.4732535 65.0109574, 25.4731562 65.0109824, 25.4730706 65.0110061)",,,,
812113479,False,4,Uusikatu,secondary,30,False,111.58800000000001,"LINESTRING (25.4741101 65.0107288, 25.4741909 65.0107832, 25.4747808 65.0111865, 25.4748082 65.0112052, 25.4753001 65.0115405, 25.4753608 65.011582)",,,,
812113479,False,4,Uusikatu,secondary,30,True,102.227,"LINESTRING (25.4741101 65.0107288, 25.4740343 65.0106771, 25.4731233 65.0100557, 25.4729643 65.0099472)",,,,
"[948627657, 30991172]",False,"['4', '5']",Saaristonkatu,secondary,30,False,101.65800000000002,"LINESTRING (25.4729643 65.0099472, 25.4732408 65.0098805, 25.474046 65.0096639, 25.4741696 65.0096306, 25.4743428 65.009584, 25.4745356 65.0095108, 25.4747614 65.0094409)",,,,
812113479,False,4,Uusikatu,secondary,30,False,102.227,"LINESTRING (25.4729643 65.0099472, 25.4731233 65.0100557, 25.4740343 65.0106771, 25.4741101 65.0107288)",,,,
948627658,False,4,Saaristonkatu,secondary,30,False,112.183,"LINESTRING (25.4729643 65.0099472, 25.4727456 65.0100052, 25.4720124 65.0102052, 25.471144 65.0104421, 25.4711187 65.0104487, 25.4709542 65.0104919)",,,,
952673571,False,4,Uusikatu,secondary,30,True,106.317,"LINESTRING (25.4729643 65.0099472, 25.4728384 65.0098644, 25.4717483 65.0091408)",,,,
5098361,False,,Hallituskatu,residential,30,True,70.246,"LINESTRING (25.4687631 65.0144831, 25.4685976 65.0145295, 25.4682809 65.014614, 25.4679592 65.0147014, 25.4676633 65.0147817, 25.4675052 65.0148248)",,,,
263638003,False,,Aleksanterinkatu,secondary,30,False,52.82899999999999,"LINESTRING (25.4687631 65.0144831, 25.468883 65.014563, 25.4693211 65.014855, 25.4693652 65.0148844)",,,,
263638003,False,,Aleksanterinkatu,secondary,30,True,102.272,"LINESTRING (25.4687631 65.0144831, 25.4686893 65.0144334, 25.4682221 65.0141192, 25.4680773 65.0140218, 25.4676636 65.0137432, 25.4676051 65.0137042)",,,,
"[1180512727, 1196393332, 1094389471]",False,,Hallituskatu,residential,30,False,86.358,"LINESTRING (25.4687631 65.0144831, 25.4688935 65.0144438, 25.4691028 65.0143876, 25.4692336 65.0143525, 25.4694411 65.0142968, 25.4695026 65.0142803, 25.4703102 65.0140636)",,,,
"[8160356, 1180512729, 1180512730, 27650868]",False,,"['Ojakatu', 'Rantakatu']",residential,30,"[False, True]",122.06799999999998,"LINESTRING (25.4693652 65.0148844, 25.4692686 65.0149139, 25.4692084 65.0149305, 25.4691751 65.0149397, 25.4682921 65.015184, 25.468202 65.0152089, 25.4681341 65.0152179, 25.4681019 65.015215, 25.4680715 65.0152023, 25.4679075 65.0150912, 25.4675986 65.0148881, 25.467577 65.0148739, 25.4675052 65.0148248)",,,,
263638003,False,,Aleksanterinkatu,secondary,30,False,74.097,"LINESTRING (25.4693652 65.0148844, 25.4696367 65.0150834, 25.4698116 65.015207, 25.4701827 65.0154542)",,,,
263638003,False,,Aleksanterinkatu,secondary,30,True,52.82899999999999,"LINESTRING (25.4693652 65.0148844, 25.4693211 65.014855, 25.468883 65.014563, 25.4687631 65.0144831)",,,,
5098361,False,,Hallituskatu,residential,30,False,70.24600000000001,"LINESTRING (25.4675052 65.0148248, 25.4676633 65.0147817, 25.4679592 65.0147014, 25.4682809 65.014614, 25.4685976 65.0145295, 25.4687631 65.0144831)",,,,
5121900,False,,Hallituskatu,residential,30,True,102.635,"LINESTRING (25.4675052 65.0148248, 25.4673342 65.0148718, 25.4672086 65.0149064, 25.4666653 65.0150561, 25.4658965 65.0152677, 25.4656746 65.0153289)",,,,
"[1180512729, 1180512730, 8160356, 27650868]",False,,"['Ojakatu', 'Rantakatu']",residential,30,"[False, True]",122.068,"LINESTRING (25.4675052 65.0148248, 25.467577 65.0148739, 25.4675986 65.0148881, 25.4679075 65.0150912, 25.4680715 65.0152023, 25.4681019 65.015215, 25.4681341 65.0152179, 25.468202 65.0152089, 25.4682921 65.015184, 25.4691751 65.0149397, 25.4692084 65.0149305, 25.4692686 65.0149139, 25.4693652 65.0148844)",,,,
1094389472,False,,Rantakatu,residential,30,True,87.423,"LINESTRING (25.4675052 65.0148248, 25.4674372 65.0147804, 25.4674097 65.0147616, 25.4672503 65.0146527, 25.4668564 65.0143835, 25.4665244 65.0141566)",,,,
67021586,False,,Torikatu,residential,30,True,53.833,"LINESTRING (25.4707116 65.0139541, 25.4708102 65.0140205, 25.4713207 65.0143642)",no,,,
