osmid,highway,oneway,reversed,length,width,geometry,name,lanes,bridge
1153926002,residential,False,False,73.145,,"LINESTRING (-1.2461183 5.1038146, -1.2460162 5.1044645)",,,
191540671,tertiary,False,False,171.66199999999998,4,"LINESTRING (-1.2461183 5.1038146, -1.2451143 5.1041204, -1.2450165 5.1041487, -1.2447774 5.104218, -1.2446324 5.1042529)",,,
191540671,tertiary,False,True,28.896,4,"LINESTRING (-1.2461183 5.1038146, -1.2462485 5.1037756, -1.246369 5.1037427)",,,
63128276,residential,False,False,22.646,4,"LINESTRING (-1.2437973 5.1043583, -1.2437421 5.1045544)",,,
191540671,tertiary,False,False,18.618,4,"LINESTRING (-1.2437973 5.1043583, -1.2436295 5.1043683)",,,
191540671,tertiary,False,True,74.714,4,"LINESTRING (-1.2437973 5.1043583, -1.2444679 5.1042853)",,,
191540661,residential,False,True,8.34,,"LINESTRING (-1.2426372 5.1052388, -1.2426376 5.1051638)",,,
377056183,residential,False,False,28.685,4,"LINESTRING (-1.2426372 5.1052388, -1.242683 5.1054927)",,,
191540624,residential,False,True,111.737,4,"LINESTRING (-1.2426372 5.1052388, -1.2424757 5.105336, -1.2423819 5.1053469, -1.2423048 5.1053299, -1.2422499 5.1052682, -1.24215 5.1051068, -1.2419515 5.1047915)",Castle Road,,
377056177,unclassified,False,False,51.623,4,"LINESTRING (-1.2428445 5.1066304, -1.2423875 5.1067217)",Royal Street,2,
377056183,residential,False,True,6.697,4,"LINESTRING (-1.2428445 5.1066304, -1.2428485 5.1065703)",,,
377056176,unclassified,False,False,114.762,4,"LINESTRING (-1.2428445 5.1066304, -1.2433266 5.106563, -1.2436169 5.1065289, -1.2438671 5.1064702)",Royal Street,2,
"[529272649, 626083785]",residential,False,True,239.048,,"LINESTRING (-1.2428445 5.1066304, -1.2428445 5.1067146, -1.2428518 5.1068295, -1.2428948 5.10712, -1.242939 5.1072169, -1.2430094 5.1073077, -1.2431087 5.1073805, -1.2432381 5.1074373, -1.2433326 5.1074753, -1.2433983 5.1075074, -1.2434178 5.1076149, -1.2434869 5.1079141, -1.2434949 5.1080277, -1.2434949 5.1080871, -1.2434855 5.1081279, -1.2434506 5.1082227, -1.2434299 5.1083376, -1.2434319 5.1083743, -1.24346 5.1084825)",,,
103404459,tertiary,False,True,28.924,,"LINESTRING (-1.2413984 5.1039819, -1.2411381 5.1040029)",Victoria Drive,,
191540624,residential,False,False,40.908,4,"LINESTRING (-1.2413984 5.1039819, -1.2416583 5.1042433)",Castle Road,,
377056185,tertiary,False,True,33.991,4,"LINESTRING (-1.2413984 5.1039819, -1.2416905 5.1038881)",,,
191540630,tertiary,False,True,24.328,4,"LINESTRING (-1.2412896 5.1101678, -1.2414607 5.1100306)",Ashanti Road,,
377056178,tertiary,False,False,78.149,4,"LINESTRING (-1.2412896 5.1101678, -1.2413832 5.1108644)",Tantri Road,,
191540630,tertiary,False,False,298.848,4,"LINESTRING (-1.2412896 5.1101678, -1.2404653 5.1108571, -1.2402023 5.1110546, -1.2398974 5.1112212, -1.2396303 5.111322, -1.2390003 5.1115155)",Ashanti Road,,
377056178,tertiary,False,True,78.149,4,"LINESTRING (-1.2413832 5.1108644, -1.2412896 5.1101678)",Tantri Road,,
191540736,residential,False,False,158.644,,"LINESTRING (-1.2413832 5.1108644, -1.2414752 5.1106551, -1.241536 5.1105535, -1.2418172 5.1102491, -1.2418797 5.1101777, -1.2421554 5.1097679, -1.2421719 5.1097295, -1.242183 5.1096947)",,,
191540681,residential,False,True,88.71900000000001,,"LINESTRING (-1.2474696 5.1082263, -1.2473667 5.1083055, -1.2473425 5.1083112, -1.2473184 5.1083089, -1.2472896 5.1083002, -1.2472295 5.1082568, -1.2471967 5.1082477, -1.2470894 5.1082631, -1.2469674 5.1082715, -1.2469311 5.1082835, -1.2468641 5.1083219, -1.246855 5.1083463, -1.2468564 5.1083763, -1.2468739 5.1084551)",,,
377056181,unclassified,False,True,93.19000000000001,4,"LINESTRING (-1.2474696 5.1082263, -1.2473975 5.1080958, -1.2473345 5.1078901, -1.2472607 5.1075415, -1.2472346 5.1074266)",Beulah Avenue,,
626120031,unclassified,False,False,43.744,4,"LINESTRING (-1.2459329 5.1059639, -1.2461878 5.1062644)",,,
63128318,residential,False,False,150.60500000000002,4,"LINESTRING (-1.2459329 5.1059639, -1.2459035 5.1058156, -1.2458271 5.1056239, -1.2457845 5.1055445, -1.2456893 5.1054149, -1.2455709 5.1052766, -1.2453369 5.1050268, -1.2451824 5.1048654)",,,
377056176,unclassified,False,True,236.01700000000002,4,"LINESTRING (-1.2459329 5.1059639, -1.2458616 5.1059789, -1.245068 5.1061908, -1.2447914 5.1062574, -1.2444485 5.1063019, -1.24437 5.1063145, -1.2438671 5.1064702)",Royal Street,2,
377056181,unclassified,False,False,16.348,4,"LINESTRING (-1.2474918 5.1062842, -1.2474111 5.1064073)",Beulah Avenue,,
626120031,unclassified,False,True,18.897,4,"LINESTRING (-1.2474918 5.1062842, -1.2474441 5.1062765, -1.2473218 5.1062768)",,,
191540775,residential,False,True,83.47200000000001,,"LINESTRING (-1.2449964 5.1085301, -1.2450707 5.108956, -1.2451314 5.1092686)",,,
377056180,residential,False,False,99.053,,"LINESTRING (-1.2449964 5.1085301, -1.2449624 5.1083476, -1.2449301 5.1082005, -1.2449108 5.1081412, -1.244886 5.1080991, -1.2448782 5.1080571, -1.2448957 5.1078694, -1.2449185 5.1077351, -1.2449208 5.1076591)",,,
