osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,ref,lanes,bridge
63666575,True,Rakvere põik,residential,False,214.726,"LINESTRING (27.4119937 59.3583545, 27.4118529 59.3584238, 27.4117032 59.3584917, 27.4116132 59.3585267, 27.411517 59.3585586, 27.4113888 59.3585967, 27.4112514 59.3586348, 27.4111186 59.358669, 27.4109765 59.3587032, 27.4108092 59.3587399, 27.4106418 59.3587718, 27.4104701 59.358803, 27.4099628 59.3588784, 27.4091569 59.3589995, 27.4088486 59.3590499, 27.4085455 59.3590998)",,,,,
197100665,False,Veski,residential,True,39.95,"LINESTRING (27.4119937 59.3583545, 27.4118703 59.358295, 27.4115579 59.358135, 27.4114921 59.3581021)",,,,,
813364669,False,Veski,residential,True,145.43400000000003,"LINESTRING (27.4119937 59.3583545, 27.4120644 59.3583839, 27.4121414 59.358414, 27.4123865 59.3585064, 27.4124812 59.3585464, 27.4125257 59.3585677, 27.4125705 59.3585892, 27.4127442 59.3586807, 27.4128454 59.3587342, 27.4129347 59.3587821, 27.4131648 59.3589065, 27.4134588 59.3590922, 27.4137311 59.3593051)",,,,,
422423617,True,,trunk,False,21.284,"LINESTRING (27.4103711 59.3577226, 27.4103961 59.35766, 27.4104635 59.3576063, 27.4105643 59.3575685)",50,roundabout,,,
1120371075,True,,secondary,False,34.873,"LINESTRING (27.4103711 59.3577226, 27.410268 59.3576226, 27.4102283 59.3575848, 27.41009 59.3574787, 27.4100677 59.3574505)",,,,,
5120619,False,Sompa,residential,True,10.715,"LINESTRING (27.408185 59.3590804, 27.4083304 59.359142)",,,,,
4596467,True,Rakvere,trunk,False,191.706,"LINESTRING (27.408185 59.3590804, 27.4085516 59.3588715, 27.4097582 59.358214, 27.4102028 59.3579717, 27.4103136 59.3579092, 27.4103432 59.3578863, 27.4103664 59.3578613, 27.410383 59.3578269, 27.4103954 59.3577904)",50,,3,,
5120619,False,Sompa,residential,False,97.20500000000001,"LINESTRING (27.408185 59.3590804, 27.4080371 59.3590185, 27.4076909 59.3588807, 27.4076381 59.3588593, 27.4070842 59.3586314, 27.4068484 59.3585326)",,,,,
5120619,False,Sompa,residential,False,10.715,"LINESTRING (27.4083304 59.359142, 27.408185 59.3590804)",,,,,
197100012,True,Rakvere,trunk,False,210.13,"LINESTRING (27.4083304 59.359142, 27.4081512 59.359238, 27.4069714 59.3598744, 27.4068958 59.3599152, 27.4059847 59.3604065, 27.405782 59.3605147)",50,,3,,
5120619,False,Sompa,residential,True,97.20500000000001,"LINESTRING (27.4068484 59.3585326, 27.4070842 59.3586314, 27.4076381 59.3588593, 27.4076909 59.3588807, 27.4080371 59.3590185, 27.408185 59.3590804)",,,,,
248466698,False,Uus,residential,True,104.78899999999999,"LINESTRING (27.4068484 59.3585326, 27.4072501 59.3583656, 27.4076847 59.358185, 27.4083206 59.3579638)",,,,,
28176989,False,,residential,True,38.2,"LINESTRING (27.4167433 59.3596214, 27.4169431 59.3592933)",,,,,
28217845,False,Koidu,residential,True,34.169,"LINESTRING (27.4167433 59.3596214, 27.4173143 59.3597201)",,,,,
28217845,False,Koidu,residential,False,28.878999999999998,"LINESTRING (27.4167433 59.3596214, 27.4165974 59.3596088, 27.4162372 59.3596251)",,,,,
813364668,True,Veski,residential,False,95.211,"LINESTRING (27.4141687 59.3599604, 27.4145416 59.3607953)",,,,,
28217845,False,Koidu,residential,True,41.009,"LINESTRING (27.4141687 59.3599604, 27.4143103 59.3599414, 27.4146104 59.3599012, 27.4148264 59.3598488, 27.4148512 59.3598425)",,,,,
813364669,False,Veski,residential,False,48.433,"LINESTRING (27.4141687 59.3599604, 27.4140242 59.3596255, 27.4139834 59.3595352)",,,,,
"[1175447718, 28217814]",True,,unclassified,False,42.766,"LINESTRING (27.4159136 59.3580754, 27.4160857 59.3578878, 27.4161511 59.3578155, 27.4162315 59.3577266)",,,,,
"[104504999, 1077786031, 1172762290, 1172762291, 1172762292, 1172762294, 1172762295, 4596474]",False,"['Uus', 'Narva mnt']",secondary,"[False, True]",347.277,"LINESTRING (27.4159136 59.3580754, 27.4157329 59.358043, 27.4155561 59.3580059, 27.4153244 59.3579478, 27.4151096 59.3578817, 27.4149356 59.3578222, 27.4147831 59.35776, 27.4146793 59.3577153, 27.4146198 59.3576902, 27.4145138 59.3576461, 27.4143588 59.3575847, 27.4142569 59.3575387, 27.4141568 59.3574895, 27.414066 59.3574394, 27.4139739 59.3573865, 27.4138923 59.3573338, 27.4138037 59.3572695, 27.4137594 59.3572335, 27.4137274 59.3572075, 27.4135888 59.3570829, 27.4133435 59.3568401, 27.4132916 59.3567888, 27.4131644 59.3566674, 27.4130519 59.356565, 27.4129402 59.3564635, 27.4128145 59.3563571, 27.4127759 59.3563323, 27.412742 59.3563132, 27.4127022 59.3562946, 27.4126524 59.3562771, 27.412601 59.356262, 27.4125525 59.3562529, 27.4124921 59.3562449, 27.4124283 59.3562399, 27.4123615 59.356238, 27.4122899 59.356239, 27.4122361 59.3562424, 27.4121971 59.3562449, 27.4120909 59.3562572, 27.4117206 59.3563165, 27.4115189 59.3563477)",,,,"['2', '4', '5', '3']",
1172762293,False,Narva mnt,secondary,False,9.203999999999999,"LINESTRING (27.4159136 59.3580754, 27.4160503 59.3580993, 27.4160672 59.3581023)",,,,,
28217845,False,Koidu,residential,False,34.169,"LINESTRING (27.4173143 59.3597201, 27.4167433 59.3596214)",,,,,
28323993,False,,residential,False,39.323,"LINESTRING (27.4173143 59.3597201, 27.4174109 59.3595902, 27.4175257 59.3593836)",,,,,
28323993,False,,residential,True,52.065,"LINESTRING (27.4173143 59.3597201, 27.4171464 59.3600923, 27.4171748 59.3601774)",,,,,
28323993,False,,residential,True,39.786,"LINESTRING (27.4180523 59.3583945, 27.4179728 59.3585517, 27.417878 59.3587411)",,,,,
