osmid,oneway,highway,reversed,length,geometry,lanes,name,junction,bridge,maxspeed
46677151,True,tertiary,False,58.907,"LINESTRING (38.9774147 55.8085317, 38.9775483 55.8085576, 38.9779705 55.8087229, 38.9782101 55.8088115)",,,,,
38247032,False,residential,False,45.394,"LINESTRING (38.9778874 55.8063977, 38.9783662 55.8060907)",,,,,
85276575,False,residential,True,102.672,"LINESTRING (38.9778874 55.8063977, 38.9773232 55.8055305)",2,улица Якова Флиера,,,
"[130171562, 46483646, 46483647]",False,residential,"[False, True]",224.97500000000002,"LINESTRING (38.9778874 55.8063977, 38.9782931 55.806619, 38.9785071 55.8067209, 38.9787311 55.8068241, 38.9789103 55.8069065, 38.9792057 55.8070387, 38.9794802 55.8071569, 38.9799906 55.8073973, 38.980163 55.8074298, 38.9802351 55.8074388, 38.9803273 55.8074175, 38.9804962 55.8073265, 38.9806639 55.807219)",2,Октябрьская площадь,,,
166437655,True,tertiary,False,33.335,"LINESTRING (38.9785338 55.8092052, 38.9784762 55.8091991, 38.9783698 55.8091841, 38.9781803 55.8091524, 38.9781026 55.8091333, 38.978029 55.8091122)",,,roundabout,,
85276575,False,residential,False,102.672,"LINESTRING (38.9773232 55.8055305, 38.9778874 55.8063977)",2,улица Якова Флиера,,,
39543025,False,residential,False,90.157,"LINESTRING (38.9773232 55.8055305, 38.9774146 55.8055796, 38.9780796 55.8059368, 38.9783662 55.8060907)",2,,,,
85276581,False,residential,True,84.906,"LINESTRING (38.9773232 55.8055305, 38.9771245 55.8054238, 38.9768015 55.8052562, 38.976563 55.805125, 38.9763412 55.8050029)",2,улица Якова Флиера,,,
"[306251804, 49897740]",False,tertiary,False,282.618,"LINESTRING (38.9757301 55.8115614, 38.9761681 55.8109459, 38.9762886 55.8107932, 38.9768339 55.8100721, 38.9770821 55.8097475, 38.9773887 55.8093898, 38.9775078 55.8092493, 38.9775214 55.8092284)",,Красноармейская улица,,,
"[289972730, 306251804]",False,tertiary,True,37.953,"LINESTRING (38.9757301 55.8115614, 38.9756491 55.8116725, 38.9755875 55.8117632, 38.9755041 55.8118782)",,Красноармейская улица,,,
57731132,False,residential,False,17.251,"LINESTRING (38.9795067 55.8061399, 38.9793001 55.806037)",,Центральный бульвар,,,
38521898,False,unclassified,False,150.31,"LINESTRING (38.978019 55.8040344, 38.9779121 55.8040936, 38.977724 55.8042053, 38.9770048 55.8046218, 38.9767206 55.8047826, 38.9765085 55.8049058, 38.9763971 55.8049704, 38.9763412 55.8050029)",,,,,
"[39543025, 46535923, 46535973]",False,residential,"[False, True]",216.366,"LINESTRING (38.978019 55.8040344, 38.9781861 55.8041212, 38.9785255 55.8042975, 38.9785523 55.8043137, 38.9786326 55.804357, 38.978713 55.8044027, 38.9793668 55.8047626, 38.9797619 55.8049775, 38.9799845 55.8050985, 38.9802622 55.8052554, 38.9802963 55.805445)",2,Центральный бульвар,,,
38521898,False,unclassified,True,150.31,"LINESTRING (38.9763412 55.8050029, 38.9763971 55.8049704, 38.9765085 55.8049058, 38.9767206 55.8047826, 38.9770048 55.8046218, 38.977724 55.8042053, 38.9779121 55.8040936, 38.978019 55.8040344)",,,,,
85276581,False,residential,False,84.906,"LINESTRING (38.9763412 55.8050029, 38.976563 55.805125, 38.9768015 55.8052562, 38.9771245 55.8054238, 38.9773232 55.8055305)",2,улица Якова Флиера,,,
39543025,False,residential,True,90.603,"LINESTRING (38.9802963 55.805445, 38.9793001 55.806037)",2,,,,
38247033,True,residential,False,97.47300000000001,"LINESTRING (38.9802963 55.805445, 38.9803249 55.8056454, 38.9796213 55.8060601, 38.9795067 55.8061399)",,,,,
"[39543025, 46535923, 46535973]",False,residential,"[False, True]",216.366,"LINESTRING (38.9802963 55.805445, 38.9802622 55.8052554, 38.9799845 55.8050985, 38.9797619 55.8049775, 38.9793668 55.8047626, 38.978713 55.8044027, 38.9786326 55.804357, 38.9785523 55.8043137, 38.9785255 55.8042975, 38.9781861 55.8041212, 38.978019 55.8040344)",2,Центральный бульвар,,,
38247032,False,residential,True,45.394,"LINESTRING (38.9783662 55.8060907, 38.9778874 55.8063977)",,,,,
39543025,False,residential,False,64.492,"LINESTRING (38.9783662 55.8060907, 38.9786243 55.8061623, 38.9789315 55.8061687, 38.9793001 55.806037)",2,,,,
39543025,False,residential,True,90.157,"LINESTRING (38.9783662 55.8060907, 38.9780796 55.8059368, 38.9774146 55.8055796, 38.9773232 55.8055305)",2,,,,
46677165,True,secondary,False,23.386,"LINESTRING (38.9830397 55.8056744, 38.9832085 55.8058621)",,улица Ленина,,,
56198763,False,secondary,True,21.843,"LINESTRING (38.9830397 55.8056744, 38.9829197 55.8054899)",2,улица Ленина,,,
"[38626514, 46250890]",False,residential,False,194.329,"LINESTRING (38.9830397 55.8056744, 38.9833401 55.8055019, 38.983451 55.8054612, 38.9838126 55.8053801, 38.9839117 55.8053398, 38.9850106 55.8044201, 38.9850472 55.80439)",,улица Саввы Морозова,,,
39822011,True,residential,False,32.434000000000005,"LINESTRING (38.9810771 55.807523, 38.9811122 55.8074653, 38.9811339 55.8074105, 38.9811417 55.8073681, 38.9811324 55.8073249, 38.9811097 55.8072817, 38.9810659 55.807246)",,,,,
"[46923592, 44712286, 57732135]",False,tertiary,"[False, True]",178.74599999999998,"LINESTRING (38.9810771 55.807523, 38.9810178 55.8075711, 38.9797447 55.8085303, 38.9795987 55.8086403, 38.9793714 55.8088134)",2,улица Саввы Морозова,,yes,
"[46950172, 46950173]",False,tertiary,False,31.878,"LINESTRING (38.9810771 55.807523, 38.9811548 55.8074572, 38.9813575 55.8072835)",2,улица Саввы Морозова,,,
38719556,False,residential,True,24.834,"LINESTRING (38.9859231 55.8076417, 38.9857938 55.8077198, 38.9856555 55.8078068)",,,,,
"[56198764, 224430580, 273641997]",False,secondary,True,195.48299999999998,"LINESTRING (38.9859231 55.8076417, 38.9858466 55.8076045, 38.9857939 55.8075787, 38.9849507 55.8071651, 38.9844939 55.8069178, 38.9840631 55.8067028, 38.9839752 55.8066543, 38.9837981 55.8065194, 38.9836901 55.8064208)",4,улица Ленина,,,20
38719556,False,residential,False,24.834,"LINESTRING (38.9856555 55.8078068, 38.9857938 55.8077198, 38.9859231 55.8076417)",,,,,
"[289972730, 306251804]",False,tertiary,False,37.953,"LINESTRING (38.9755041 55.8118782, 38.9755875 55.8117632, 38.9756491 55.8116725, 38.9757301 55.8115614)",,Красноармейская улица,,,
46677158,True,tertiary,False,40.718999999999994,"LINESTRING (38.9787734 55.8089272, 38.9788658 55.8089227, 38.9789446 55.8089215, 38.9790372 55.808918, 38.9791064 55.8089072, 38.979166 55.8088952, 38.9792149 55.8088797, 38.9793714 55.8088134)",,улица Саввы Морозова,,,
166437655,True,tertiary,False,24.244999999999997,"LINESTRING (38.9787734 55.8089272, 38.9788775 55.808985, 38.9789063 55.8090155, 38.978919 55.8090424, 38.9789275 55.8090771, 38.9789222 55.8091154)",,,roundabout,,
"[38626514, 46250890]",False,residential,True,194.329,"LINESTRING (38.9850472 55.80439, 38.9850106 55.8044201, 38.9839117 55.8053398, 38.9838126 55.8053801, 38.983451 55.8054612, 38.9833401 55.8055019, 38.9830397 55.8056744)",,улица Саввы Морозова,,,
"[46949235, 132932979]",True,residential,False,90.548,"LINESTRING (38.9811844 55.8070297, 38.9814141 55.8069337, 38.981669 55.8068054, 38.9819764 55.806648, 38.9822895 55.8065039)",,,,,
46677155,True,tertiary,False,34.958,"LINESTRING (38.978029 55.8091122, 38.9778855 55.8091243, 38.9778237 55.8091297, 38.9777492 55.8091447, 38.9776875 55.8091626, 38.9776204 55.8091889, 38.9775214 55.8092284)",,,,,
