osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access
79977702,False,2,улица Степана Разина,tertiary,40,False,254.161,"LINESTRING (61.5540271 54.0871155, 61.5539934 54.0871542, 61.5539494 54.0872049, 61.5536589 54.0875387, 61.5534615 54.0877764, 61.5533558 54.0879123, 61.553117 54.0881824, 61.5529152 54.0884177, 61.5523537 54.0890723, 61.5523187 54.089113, 61.5522798 54.0891584)",,
79977702,False,2,улица Степана Разина,tertiary,40,True,293.266,"LINESTRING (61.5540271 54.0871155, 61.5540686 54.0870693, 61.5541051 54.0870286, 61.5542834 54.0868301, 61.5543889 54.0867127, 61.5545972 54.0864809, 61.5549768 54.0860583, 61.555837 54.0851009, 61.5558882 54.0850439, 61.5560468 54.0848534, 61.5561183 54.0847809)",,
243350316,False,2,улица Гагарина,secondary,40,False,147.88799999999998,"LINESTRING (61.5540271 54.0871155, 61.5542013 54.087165, 61.5545809 54.0872762, 61.5550335 54.0874131, 61.5551151 54.0874388, 61.5558458 54.08765, 61.5560522 54.0877136)",,
243350316,False,2,улица Гагарина,secondary,40,True,130.146,"LINESTRING (61.5540271 54.0871155, 61.5538915 54.0870755, 61.553621 54.0869958, 61.5532085 54.0868748, 61.553122 54.0868487, 61.5529542 54.0867992, 61.5523772 54.0866292, 61.5522441 54.08659)",,
41893792,False,2,улица Ленина,tertiary,40,False,173.647,"LINESTRING (61.5520164 54.0809059, 61.5521643 54.0809502, 61.5536 54.0813837, 61.5542504 54.0815799, 61.5543862 54.0816171)",10 m,
41893793,False,2,Красноармейская улица,tertiary,40,False,267.157,"LINESTRING (61.5520164 54.0809059, 61.5519399 54.0809906, 61.5510765 54.0819735, 61.5504762 54.0826774, 61.5502173 54.0829619, 61.5501409 54.0830416)",,yes
41893792,False,2,улица Ленина,tertiary,40,True,129.697,"LINESTRING (61.5579429 54.0826922, 61.5577793 54.0826417, 61.5575096 54.0825585, 61.5572981 54.0824934, 61.5571143 54.0824367, 61.5568702 54.0823635, 61.5566146 54.0822879, 61.5562536 54.0821812, 61.5561769 54.0821564)",10 m,
79977702,False,2,улица Степана Разина,tertiary,40,False,260.992,"LINESTRING (61.5579429 54.0826922, 61.5578488 54.0827879, 61.5573845 54.0833192, 61.5570961 54.0836536, 61.5568972 54.0838843, 61.5568277 54.0839649, 61.5566513 54.0841695, 61.5565819 54.0842499, 61.5562011 54.0846911, 61.5561183 54.0847809)",,
79977714,False,2,улица Степана Разина,residential,,True,101.414,"LINESTRING (61.5579429 54.0826922, 61.5580242 54.0826113, 61.5582587 54.0823387, 61.5586525 54.0818809)",,
41893793,False,2,Красноармейская улица,tertiary,40,True,267.157,"LINESTRING (61.5501409 54.0830416, 61.5502173 54.0829619, 61.5504762 54.0826774, 61.5510765 54.0819735, 61.5519399 54.0809906, 61.5520164 54.0809059)",,yes
194455352,False,2,Советская улица,tertiary,60,False,182.651,"LINESTRING (61.5501409 54.0830416, 61.5502681 54.0830792, 61.5507492 54.0832291, 61.5512982 54.0833954, 61.5518876 54.0835676, 61.5523997 54.0837142, 61.5524551 54.0837301, 61.5526403 54.0837819)",,
194455352,False,2,Советская улица,tertiary,60,True,177.251,"LINESTRING (61.5501409 54.0830416, 61.5499913 54.0829934, 61.5492649 54.0827792, 61.5490529 54.0827164, 61.5485333 54.0825625, 61.5479633 54.0823869, 61.547868 54.0823604, 61.5477224 54.0823151)",,
324139670,False,2,Красноармейская улица,tertiary,40,False,286.389,"LINESTRING (61.5501409 54.0830416, 61.5500664 54.0831284, 61.5489859 54.0843872, 61.5488375 54.0845742, 61.5486936 54.0847434, 61.5482611 54.0852317, 61.5482105 54.0852907, 61.5481665 54.0853419)",,yes
79977702,False,2,улица Степана Разина,tertiary,40,False,293.26599999999996,"LINESTRING (61.5561183 54.0847809, 61.5560468 54.0848534, 61.5558882 54.0850439, 61.555837 54.0851009, 61.5549768 54.0860583, 61.5545972 54.0864809, 61.5543889 54.0867127, 61.5542834 54.0868301, 61.5541051 54.0870286, 61.5540686 54.0870693, 61.5540271 54.0871155)",,
79977702,False,2,улица Степана Разина,tertiary,40,True,260.992,"LINESTRING (61.5561183 54.0847809, 61.5562011 54.0846911, 61.5565819 54.0842499, 61.5566513 54.0841695, 61.5568277 54.0839649, 61.5568972 54.0838843, 61.5570961 54.0836536, 61.5573845 54.0833192, 61.5578488 54.0827879, 61.5579429 54.0826922)",,
194455352,False,2,Советская улица,tertiary,60,False,141.848,"LINESTRING (61.5561183 54.0847809, 61.5562201 54.0848101, 61.5575 54.0851957, 61.5575845 54.0852211, 61.5578993 54.0853189, 61.5580085 54.0853605, 61.558043 54.0853737)",,
194455352,False,2,Советская улица,tertiary,60,True,132.528,"LINESTRING (61.5561183 54.0847809, 61.5559632 54.0847369, 61.5556769 54.0846557, 61.5553944 54.0845747, 61.5544324 54.0842979, 61.5542939 54.0842563)",,
