osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed
206751121,1-й Зелёный переулок,residential,False,False,146.915,"LINESTRING (45.3677391 43.1652912, 45.3679031 43.1652623, 45.3684649 43.1651296, 45.3693859 43.1647585)",,
206786799,,living_street,False,True,129.272,"LINESTRING (45.3677391 43.1652912, 45.3675976 43.165292, 45.3673991 43.1653467, 45.3672596 43.1654446, 45.367206 43.1655932, 45.3671202 43.1661997)",,
206834674,улица Кадырова,residential,False,False,263.781,"LINESTRING (45.3677391 43.1652912, 45.3684002 43.1669616, 45.3685218 43.167589)",,
85473159,улица Р. Бокова,residential,False,False,87.392,"LINESTRING (45.3690201 43.1693989, 45.3690151 43.170057, 45.3690228 43.1701847)",,
206834674,улица Кадырова,residential,False,False,83.957,"LINESTRING (45.3690201 43.1693989, 45.3694017 43.1700044, 45.3694492 43.170086)",,
206834674,улица Кадырова,residential,False,True,187.00900000000001,"LINESTRING (45.3690201 43.1693989, 45.3690084 43.1693575, 45.3688584 43.1687306, 45.3688028 43.1685473, 45.3685614 43.1677511)",,
206834674,улица Кадырова,residential,False,False,140.019,"LINESTRING (45.3703984 43.1718058, 45.3711226 43.1729489)",,
206834674,улица Кадырова,residential,False,True,206.346,"LINESTRING (45.3703984 43.1718058, 45.3702772 43.1716075, 45.3698496 43.1708976, 45.3695996 43.1703432, 45.3694492 43.170086)",,
"[249607936, 207021754, 207021767]",улица Орджоникидзе,tertiary,False,True,174.011,"LINESTRING (45.3703984 43.1718058, 45.3705345 43.1717599, 45.3719188 43.1712844, 45.3721414 43.1711926, 45.3723198 43.1711119)",yes,
207653070,улица Орджоникидзе,tertiary,False,False,117.02099999999999,"LINESTRING (45.3703984 43.1718058, 45.3702647 43.1718453, 45.369061 43.172201)",,
85473159,улица Р. Бокова,residential,False,True,187.733,"LINESTRING (45.369061 43.172201, 45.3689348 43.1715478, 45.3689817 43.1705197)",,
207653070,улица Орджоникидзе,tertiary,False,False,97.013,"LINESTRING (45.369061 43.172201, 45.3686396 43.1723348, 45.3679635 43.1725482)",,
207653070,улица Орджоникидзе,tertiary,False,True,117.02099999999999,"LINESTRING (45.369061 43.172201, 45.3702647 43.1718453, 45.3703984 43.1718058)",,
206786754,,living_street,False,True,73.5,"LINESTRING (45.3720613 43.1675677, 45.3719857 43.1682264)",,
204194817,улица Чкалова,residential,False,True,347.512,"LINESTRING (45.3720613 43.1675677, 45.3717674 43.1676653, 45.3715099 43.167767, 45.3713383 43.1679196, 45.3711934 43.1681739, 45.3710861 43.1684987, 45.3709681 43.1686278, 45.3707106 43.1687804, 45.3704907 43.1689447, 45.3704461 43.1689881, 45.3701205 43.1693047, 45.3697236 43.1697428, 45.3695807 43.1699891)",,
207244113,улица Чкалова,residential,False,False,100.246,"LINESTRING (45.3720613 43.1675677, 45.3722019 43.1674853, 45.3723414 43.1672584, 45.3725399 43.1667576)",,
207244113,улица Чкалова,residential,False,False,40.521,"LINESTRING (45.3725399 43.1667576, 45.3727904 43.1664423)",,
206751021,переулок Кадырова,residential,False,True,157.61399999999998,"LINESTRING (45.3725399 43.1667576, 45.3715119 43.1669608, 45.3707179 43.1672347)",,
207244113,улица Чкалова,residential,False,True,100.246,"LINESTRING (45.3725399 43.1667576, 45.3723414 43.1672584, 45.3722019 43.1674853, 45.3720613 43.1675677)",,
