osmid,highway,oneway,reversed,length,geometry,name,maxspeed,ref
99063148,residential,False,True,246.629,"LINESTRING (34.5697227 45.5829255, 34.5719869 45.5844774)",,,
272931442,residential,False,False,123.833,"LINESTRING (34.5697227 45.5829255, 34.5686269 45.583733)",,,
272931442,residential,False,True,123.833,"LINESTRING (34.5686269 45.583733, 34.5697227 45.5829255)",,,
272931442,residential,False,False,133.562,"LINESTRING (34.5686269 45.583733, 34.5684651 45.5838504, 34.5674358 45.5845978)",,,
272931446,secondary,False,False,241.225,"LINESTRING (34.5686269 45.583733, 34.5707132 45.5851436, 34.5708934 45.5852025)",улица Гагарина,60,
272931442,residential,False,True,202.773,"LINESTRING (34.562426 45.5911658, 34.5614048 45.5903885, 34.5608145 45.5899392, 34.5607572 45.5898537, 34.5607543 45.5897908)",,,
272931449,tertiary,False,True,256.781,"LINESTRING (34.562426 45.5911658, 34.5633595 45.5905115, 34.5647576 45.5895316)",улица Ленина,,
96619835,secondary,False,True,117.227,"LINESTRING (34.5708934 45.5852025, 34.571817 45.5845901, 34.5719869 45.5844774)",,,35Н-168;С-010444
272931446,secondary,False,True,241.225,"LINESTRING (34.5708934 45.5852025, 34.5707132 45.5851436, 34.5686269 45.583733)",улица Гагарина,60,
272931449,tertiary,False,False,410.959,"LINESTRING (34.5708934 45.5852025, 34.5706792 45.5853543, 34.5671825 45.5878321)",улица Ленина,,
99063148,residential,False,False,246.629,"LINESTRING (34.5719869 45.5844774, 34.5697227 45.5829255)",,,
96619835,secondary,False,False,117.227,"LINESTRING (34.5719869 45.5844774, 34.571817 45.5845901, 34.5708934 45.5852025)",,,35Н-168;С-010444
272931442,residential,False,False,108.484,"LINESTRING (34.5674358 45.5845978, 34.5664633 45.5852968)",,,
272931442,residential,False,True,133.562,"LINESTRING (34.5674358 45.5845978, 34.5684651 45.5838504, 34.5686269 45.583733)",,,
272931442,residential,False,True,108.484,"LINESTRING (34.5664633 45.5852968, 34.5674358 45.5845978)",,,
272931442,residential,False,False,156.15800000000002,"LINESTRING (34.5664633 45.5852968, 34.5662392 45.5854515, 34.565068 45.586306)",,,
99063173,residential,False,False,101.726,"LINESTRING (34.5639786 45.5848031, 34.5648844 45.5854627)",,,
99063177,residential,False,False,247.13299999999998,"LINESTRING (34.5639786 45.5848031, 34.5633542 45.5852525, 34.5649307 45.5864053)",,,
99063173,residential,False,True,101.726,"LINESTRING (34.5648844 45.5854627, 34.5639786 45.5848031)",,,
272931442,residential,False,True,15.365,"LINESTRING (34.5649307 45.5864053, 34.565068 45.586306)",,,
99063177,residential,False,True,247.13299999999998,"LINESTRING (34.5649307 45.5864053, 34.5633542 45.5852525, 34.5639786 45.5848031)",,,
