osmid,name,highway,oneway,reversed,length,geometry,ref,access
27864975,Муромское шоссе,unclassified,False,False,74.387,"LINESTRING (38.1476275 56.1171253, 38.1484585 56.1172721, 38.1487134 56.1173874)",,
58756283,проспект Испытателей,secondary,False,False,739.3380000000001,"LINESTRING (38.1476275 56.1171253, 38.1475201 56.1174292, 38.1472367 56.1178499, 38.1468073 56.1183794, 38.1458453 56.1195656, 38.1457684 56.1196604, 38.1456455 56.1198119, 38.1449952 56.1206137, 38.1442021 56.1216555, 38.1438491 56.1221329, 38.1430596 56.1232006, 38.1430239 56.1232506)",46К-8080,
58756283,проспект Испытателей,secondary,False,False,164.881,"LINESTRING (38.1430239 56.1232506, 38.1429889 56.1232976, 38.1426649 56.1237516, 38.1420393 56.1246281)",46К-8080,
58756283,проспект Испытателей,secondary,False,True,739.338,"LINESTRING (38.1430239 56.1232506, 38.1430596 56.1232006, 38.1438491 56.1221329, 38.1442021 56.1216555, 38.1449952 56.1206137, 38.1456455 56.1198119, 38.1457684 56.1196604, 38.1458453 56.1195656, 38.1468073 56.1183794, 38.1472367 56.1178499, 38.1475201 56.1174292, 38.1476275 56.1171253)",46К-8080,
61303206,улица Горького,residential,False,False,203.392,"LINESTRING (38.1430239 56.1232506, 38.1429159 56.1232265, 38.1419281 56.123006, 38.1410778 56.1228163, 38.1409285 56.122783, 38.140311 56.1226452, 38.1400685 56.122591, 38.1399775 56.1225707)",,
"[191369738, 49337868]",Центральная дорога ФКП «НИИ «Геодезия»,unclassified,False,True,215.688,"LINESTRING (38.1430239 56.1232506, 38.1436527 56.1233895, 38.1451313 56.1237134, 38.1458254 56.1238597, 38.1462427 56.1239836)",,no
58756283,проспект Испытателей,secondary,False,True,164.88099999999997,"LINESTRING (38.1420393 56.1246281, 38.1426649 56.1237516, 38.1429889 56.1232976, 38.1430239 56.1232506)",46К-8080,
157606774,проспект Ленина,tertiary,False,True,201.57299999999998,"LINESTRING (38.1420393 56.1246281, 38.1419291 56.1246048, 38.1409519 56.124398, 38.1404059 56.1242825, 38.1401071 56.1242149, 38.1396386 56.1241091, 38.1391004 56.1239874, 38.1390111 56.1239672)",46К-8080,
61303195,Спортивная улица,residential,False,False,115.44699999999999,"LINESTRING (38.1410636 56.1210154, 38.1411482 56.1210339, 38.1419887 56.1212174, 38.1421387 56.1212502, 38.1426892 56.1213704, 38.1427978 56.1213941)",,
61303195,Спортивная улица,residential,False,True,135.836,"LINESTRING (38.1410636 56.1210154, 38.1409673 56.1209955, 38.1390892 56.1206084, 38.1390082 56.1205917)",,
191369853,Комсомольская улица,tertiary,False,False,185.59,"LINESTRING (38.1410636 56.1210154, 38.1410293 56.1210647, 38.1408857 56.1212713, 38.140322 56.12208, 38.1400205 56.1225155, 38.1400132 56.1225261, 38.1399775 56.1225707)",,
61303206,улица Горького,residential,False,True,203.392,"LINESTRING (38.1399775 56.1225707, 38.1400685 56.122591, 38.140311 56.1226452, 38.1409285 56.122783, 38.1410778 56.1228163, 38.1419281 56.123006, 38.1429159 56.1232265, 38.1430239 56.1232506)",,
191369853,Комсомольская улица,tertiary,False,False,166.44299999999998,"LINESTRING (38.1399775 56.1225707, 38.1399479 56.12262, 38.1395862 56.1231401, 38.1395347 56.1232142, 38.1395115 56.1232476, 38.1390475 56.1239149, 38.1390111 56.1239672)",,
191369853,Комсомольская улица,tertiary,False,True,185.59,"LINESTRING (38.1399775 56.1225707, 38.1400132 56.1225261, 38.1400205 56.1225155, 38.140322 56.12208, 38.1408857 56.1212713, 38.1410293 56.1210647, 38.1410636 56.1210154)",,
157606774,проспект Ленина,tertiary,False,False,201.57299999999998,"LINESTRING (38.1390111 56.1239672, 38.1391004 56.1239874, 38.1396386 56.1241091, 38.1401071 56.1242149, 38.1404059 56.1242825, 38.1409519 56.124398, 38.1419291 56.1246048, 38.1420393 56.1246281)",46К-8080,
191369853,Комсомольская улица,tertiary,False,True,166.443,"LINESTRING (38.1390111 56.1239672, 38.1390475 56.1239149, 38.1395115 56.1232476, 38.1395347 56.1232142, 38.1395862 56.1231401, 38.1399479 56.12262, 38.1399775 56.1225707)",,
100784526,,residential,False,True,204.297,"LINESTRING (38.1475362 56.1190945, 38.1480175 56.118153, 38.1484964 56.1176305, 38.1487134 56.1173874)",,
27864975,Муромское шоссе,unclassified,False,True,74.387,"LINESTRING (38.1487134 56.1173874, 38.1484585 56.1172721, 38.1476275 56.1171253)",,
100784526,,residential,False,False,204.29700000000003,"LINESTRING (38.1487134 56.1173874, 38.1484964 56.1176305, 38.1480175 56.118153, 38.1475362 56.1190945)",,
"[191369738, 49337868]",Центральная дорога ФКП «НИИ «Геодезия»,unclassified,False,False,215.68800000000002,"LINESTRING (38.1462427 56.1239836, 38.1458254 56.1238597, 38.1451313 56.1237134, 38.1436527 56.1233895, 38.1430239 56.1232506)",,no
49337868,Центральная дорога ФКП «НИИ «Геодезия»,unclassified,False,True,120.16999999999999,"LINESTRING (38.1462427 56.1239836, 38.1467462 56.124153, 38.147758 56.1246518)",,no
116339117,,unclassified,False,False,53.197,"LINESTRING (38.1462427 56.1239836, 38.1463178 56.1241809, 38.1462641 56.124456)",,
116339117,,unclassified,False,True,115.899,"LINESTRING (38.1453669 56.1253705, 38.1462641 56.124456)",,
49337868,Центральная дорога ФКП «НИИ «Геодезия»,unclassified,False,False,120.16999999999999,"LINESTRING (38.147758 56.1246518, 38.1467462 56.124153, 38.1462427 56.1239836)",,no
116339118,,unclassified,False,True,101.52000000000001,"LINESTRING (38.147758 56.1246518, 38.1471068 56.1244584, 38.1467899 56.1243788, 38.1465093 56.1243917, 38.1462641 56.124456)",,
116339117,,unclassified,False,False,115.899,"LINESTRING (38.1462641 56.124456, 38.1453669 56.1253705)",,
116339117,,unclassified,False,True,53.197,"LINESTRING (38.1462641 56.124456, 38.1463178 56.1241809, 38.1462427 56.1239836)",,
116339118,,unclassified,False,False,101.52000000000001,"LINESTRING (38.1462641 56.124456, 38.1465093 56.1243917, 38.1467899 56.1243788, 38.1471068 56.1244584, 38.147758 56.1246518)",,
61303195,Спортивная улица,residential,False,False,135.836,"LINESTRING (38.1390082 56.1205917, 38.1390892 56.1206084, 38.1409673 56.1209955, 38.1410636 56.1210154)",,
61303195,Спортивная улица,residential,False,True,115.44699999999999,"LINESTRING (38.1427978 56.1213941, 38.1426892 56.1213704, 38.1421387 56.1212502, 38.1419887 56.1212174, 38.1411482 56.1210339, 38.1410636 56.1210154)",,
