osmid,highway,oneway,reversed,length,maxspeed,geometry,name
117108538,tertiary,False,False,22.723,,"LINESTRING (65.8849526 62.5158449, 65.8845136 62.5158716)",
"[117108538, 117108507]",tertiary,False,"[False, True]",158.486,40,"LINESTRING (65.8849526 62.5158449, 65.8850806 62.51584, 65.885578 62.5158231, 65.8860928 62.5158077, 65.8864857 62.5158044, 65.886912 62.5158103, 65.8876025 62.5158324, 65.8878562 62.5158431, 65.8880344 62.5158507)",
198105689,residential,False,True,247.93400000000003,,"LINESTRING (65.8849526 62.5158449, 65.8849528 62.5157888, 65.8849819 62.5157299, 65.8850305 62.5156657, 65.8851658 62.5155155, 65.8852695 62.5154029, 65.8856801 62.5149077, 65.8857977 62.5147604, 65.8861513 62.5143358, 65.886246 62.5142263, 65.8866481 62.5137618)",
117108532,residential,False,False,277.01199999999994,,"LINESTRING (65.8839121 62.5159088, 65.8838689 62.5154772, 65.8838409 62.5152898, 65.8838569 62.515222, 65.8838812 62.5151436, 65.8840355 62.5148513, 65.8841209 62.5146931, 65.8841396 62.5146258, 65.8841289 62.5145529, 65.8841091 62.5144781, 65.884055 62.5143728, 65.8839929 62.5142441, 65.8839648 62.5141535, 65.8839735 62.5140849, 65.8840186 62.5139883, 65.8842857 62.5135975, 65.8843545 62.5134809, 65.8843625 62.5134674)",
1209835392,tertiary,True,False,31.143,,"LINESTRING (65.8839121 62.5159088, 65.8840695 62.5158987, 65.8845136 62.5158716)",
1209835398,tertiary,True,False,21.755,,"LINESTRING (65.8839121 62.5159088, 65.8839501 62.5159117, 65.8839867 62.5159173, 65.8840209 62.5159255, 65.884052 62.5159361, 65.8840765 62.5159475, 65.8840791 62.5159487, 65.8841015 62.5159632, 65.8841188 62.5159791, 65.8841305 62.515996, 65.8841363 62.5160136, 65.884136 62.5160314, 65.8841297 62.5160489)",
117108537,residential,False,False,160.576,,"LINESTRING (65.886957 62.5198067, 65.8879788 62.5195726, 65.8882129 62.5195148, 65.8888283 62.519367, 65.8897734 62.5191787)",3-я Гаражная улица
117108532,residential,False,True,11.042,,"LINESTRING (65.8844086 62.5133704, 65.8843625 62.5134674)",
117401344,residential,False,True,29.816000000000003,,"LINESTRING (65.8844086 62.5133704, 65.8846646 62.5134675, 65.8848758 62.5135289)",
117108470,tertiary,False,False,352.52900000000005,,"LINESTRING (65.8786058 62.5162933, 65.8783979 62.5164122, 65.8782636 62.5164995, 65.8778063 62.5168248, 65.875817 62.5182873, 65.8757206 62.5183644, 65.8756569 62.5184345, 65.8756151 62.5185061, 65.8756032 62.5186024, 65.8756269 62.5186791, 65.8756523 62.5187202, 65.8757237 62.5188445, 65.8758764 62.519044)",
117108470,tertiary,False,True,42.505,,"LINESTRING (65.8786058 62.5162933, 65.878716 62.5162421, 65.8788279 62.5162025, 65.8789265 62.5161819, 65.879085 62.5161744, 65.8793474 62.5161848)",
