osmid,lanes,highway,oneway,reversed,length,geometry,name
195426974,1,residential,False,False,532.35,"LINESTRING (86.5261835 67.4523728, 86.5260146 67.452529, 86.5259176 67.4527123, 86.5259245 67.4528585, 86.5260354 67.4529807, 86.5263935 67.4532494, 86.5264656 67.4533034, 86.5265136 67.4533394, 86.5268126 67.4535451, 86.5271453 67.453774, 86.5272899 67.4538735, 86.5284753 67.454689, 86.5289044 67.4549842, 86.529012 67.4550595, 86.5293897 67.4553238, 86.5295205 67.4554154, 86.5304385 67.4560579, 86.5312477 67.4566242)",
195426826,,residential,False,False,602.0319999999999,"LINESTRING (86.5377817 67.4534007, 86.5381971 67.4534708, 86.5390645 67.453668, 86.5399466 67.4538577, 86.5401322 67.4538929, 86.540711 67.4540025, 86.5409119 67.4540983, 86.5410589 67.4542655, 86.5411226 67.4544365, 86.5411422 67.4546451, 86.5410932 67.455064, 86.5411912 67.4552012, 86.5414068 67.4553722, 86.5416518 67.4554905, 86.5424212 67.4557667, 86.5430876 67.456009, 86.5432346 67.456118, 86.5432885 67.4562458, 86.5432981 67.4565276, 86.5433013 67.4566207, 86.5433032 67.456676, 86.5432101 67.4569559, 86.5430974 67.4570949, 86.5428132 67.4572509, 86.5419456 67.4576226)",
195442922,,unclassified,False,False,207.217,"LINESTRING (86.5377817 67.4534007, 86.5368759 67.4536502, 86.5367417 67.4537018, 86.5366432 67.4537958, 86.5361564 67.4548165, 86.5360198 67.4550344)",
195426747,,residential,False,False,511.59,"LINESTRING (86.5208147 67.4543071, 86.5208009 67.4544187, 86.5209326 67.4547083, 86.5210853 67.4548872, 86.5210975 67.4549015, 86.5222565 67.4557902, 86.5227469 67.4561662, 86.5227862 67.4561869, 86.522892 67.4562427, 86.5230241 67.4563124, 86.5233138 67.4563922, 86.5234676 67.4564346, 86.5235835 67.4564588, 86.5243555 67.4566202, 86.5256356 67.4568877, 86.5259493 67.4569533, 86.5261495 67.4569952, 86.5265168 67.4571466, 86.5272202 67.4575186, 86.5275546 67.4576917, 86.5277642 67.4578002)",
195426734,,unclassified,False,True,62.846000000000004,"LINESTRING (86.5360198 67.4550344, 86.5358446 67.455053, 86.5354903 67.4550646, 86.5345537 67.4550709)",
195442922,,unclassified,False,False,116.4,"LINESTRING (86.5360198 67.4550344, 86.5355515 67.4557267, 86.5348026 67.4558926)",
195442922,,unclassified,False,True,207.217,"LINESTRING (86.5360198 67.4550344, 86.5361564 67.4548165, 86.5366432 67.4537958, 86.5367417 67.4537018, 86.5368759 67.4536502, 86.5377817 67.4534007)",
195426734,,unclassified,False,False,62.846000000000004,"LINESTRING (86.5345537 67.4550709, 86.5354903 67.4550646, 86.5358446 67.455053, 86.5360198 67.4550344)",
"[195465794, 195465772]",,residential,False,"[False, True]",94.24900000000001,"LINESTRING (86.5345537 67.4550709, 86.534517 67.4556726, 86.5348026 67.4558926)",
195426735,,residential,False,False,408.28499999999997,"LINESTRING (86.5205721 67.4558318, 86.5205191 67.4560247, 86.5202488 67.4563808, 86.5201518 67.4567182, 86.5202764 67.4568975, 86.5203192 67.4569253, 86.5203761 67.4569623, 86.5205258 67.4570596, 86.5208862 67.4572057, 86.5222084 67.4575243, 86.5223699 67.4575632, 86.5231246 67.457745, 86.5235898 67.4578497, 86.5248875 67.4581419, 86.5257769 67.4583421)",
195465783,,residential,False,False,17.105,"LINESTRING (86.5312477 67.4566242, 86.5313846 67.4567688)",
"[195426723, 195465799]",,residential,False,False,172.007,"LINESTRING (86.5312477 67.4566242, 86.5319441 67.4564797, 86.532264 67.4564134, 86.5333462 67.4561888, 86.5341417 67.4560238, 86.5348026 67.4558926)",
195426974,1,residential,False,True,532.3499999999999,"LINESTRING (86.5312477 67.4566242, 86.5304385 67.4560579, 86.5295205 67.4554154, 86.5293897 67.4553238, 86.529012 67.4550595, 86.5289044 67.4549842, 86.5284753 67.454689, 86.5272899 67.4538735, 86.5271453 67.453774, 86.5268126 67.4535451, 86.5265136 67.4533394, 86.5264656 67.4533034, 86.5263935 67.4532494, 86.5260354 67.4529807, 86.5259245 67.4528585, 86.5259176 67.4527123, 86.5260146 67.452529, 86.5261835 67.4523728)",
195465783,,residential,False,True,17.105,"LINESTRING (86.5313846 67.4567688, 86.5312477 67.4566242)",
195426996,,residential,False,True,194.399,"LINESTRING (86.5313846 67.4567688, 86.5308589 67.4570449, 86.5277642 67.4578002)",
195426826,,residential,False,True,602.032,"LINESTRING (86.5419456 67.4576226, 86.5428132 67.4572509, 86.5430974 67.4570949, 86.5432101 67.4569559, 86.5433032 67.456676, 86.5433013 67.4566207, 86.5432981 67.4565276, 86.5432885 67.4562458, 86.5432346 67.456118, 86.5430876 67.456009, 86.5424212 67.4557667, 86.5416518 67.4554905, 86.5414068 67.4553722, 86.5411912 67.4552012, 86.5410932 67.455064, 86.5411422 67.4546451, 86.5411226 67.4544365, 86.5410589 67.4542655, 86.5409119 67.4540983, 86.540711 67.4540025, 86.5401322 67.4538929, 86.5399466 67.4538577, 86.5390645 67.453668, 86.5381971 67.4534708, 86.5377817 67.4534007)",
"[195465794, 195465779]",,residential,False,True,360.661,"LINESTRING (86.5419456 67.4576226, 86.537444 67.4565919, 86.5362593 67.4563041, 86.5356402 67.4561537, 86.5354477 67.4561069, 86.5348026 67.4558926)",улица Горького
195426747,,residential,False,True,511.5899999999999,"LINESTRING (86.5277642 67.4578002, 86.5275546 67.4576917, 86.5272202 67.4575186, 86.5265168 67.4571466, 86.5261495 67.4569952, 86.5259493 67.4569533, 86.5256356 67.4568877, 86.5243555 67.4566202, 86.5235835 67.4564588, 86.5234676 67.4564346, 86.5233138 67.4563922, 86.5230241 67.4563124, 86.522892 67.4562427, 86.5227862 67.4561869, 86.5227469 67.4561662, 86.5222565 67.4557902, 86.5210975 67.4549015, 86.5210853 67.4548872, 86.5209326 67.4547083, 86.5208009 67.4544187, 86.5208147 67.4543071)",
195426996,,residential,False,False,194.399,"LINESTRING (86.5277642 67.4578002, 86.5308589 67.4570449, 86.5313846 67.4567688)",
195426996,,residential,False,True,104.23,"LINESTRING (86.5277642 67.4578002, 86.5261148 67.4582173, 86.5257769 67.4583421)",
195426735,,residential,False,True,408.2849999999999,"LINESTRING (86.5257769 67.4583421, 86.5248875 67.4581419, 86.5235898 67.4578497, 86.5231246 67.457745, 86.5223699 67.4575632, 86.5222084 67.4575243, 86.5208862 67.4572057, 86.5205258 67.4570596, 86.5203761 67.4569623, 86.5203192 67.4569253, 86.5202764 67.4568975, 86.5201518 67.4567182, 86.5202488 67.4563808, 86.5205191 67.4560247, 86.5205721 67.4558318)",
195426996,,residential,False,False,104.23,"LINESTRING (86.5257769 67.4583421, 86.5261148 67.4582173, 86.5277642 67.4578002)",
195442922,,unclassified,False,True,116.4,"LINESTRING (86.5348026 67.4558926, 86.5355515 67.4557267, 86.5360198 67.4550344)",
"[195465794, 195465779]",,residential,False,False,360.661,"LINESTRING (86.5348026 67.4558926, 86.5354477 67.4561069, 86.5356402 67.4561537, 86.5362593 67.4563041, 86.537444 67.4565919, 86.5419456 67.4576226)",улица Горького
"[195465794, 195465772]",,residential,False,"[False, True]",94.24900000000001,"LINESTRING (86.5348026 67.4558926, 86.534517 67.4556726, 86.5345537 67.4550709)",
"[195426723, 195465799]",,residential,False,True,172.007,"LINESTRING (86.5348026 67.4558926, 86.5341417 67.4560238, 86.5333462 67.4561888, 86.532264 67.4564134, 86.5319441 67.4564797, 86.5312477 67.4566242)",
