osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,tunnel
4411673,False,Пролетарский проспект,tertiary,40,False,109.044,"LINESTRING (34.5720309 64.9540164, 34.5714049 64.9542003, 34.5713107 64.9542303, 34.570132 64.954578)",,
258587547,False,площадь Кирова,residential,,True,53.063,"LINESTRING (34.5720309 64.9540164, 34.5723996 64.9543224, 34.5725324 64.9544437)",,
4411673,False,Пролетарский проспект,tertiary,40,True,109.04400000000001,"LINESTRING (34.570132 64.954578, 34.5713107 64.9542303, 34.5714049 64.9542003, 34.5720309 64.9540164)",,
4411674,False,Вокзальная улица,primary,60,False,368.59299999999996,"LINESTRING (34.570132 64.954578, 34.5699561 64.9544847, 34.5693787 64.9541558, 34.5686675 64.9537797, 34.5668838 64.9528724, 34.5651206 64.9520328)",86К-393,
38709684,False,Вокзальная улица,secondary,40,False,389.19100000000003,"LINESTRING (34.570132 64.954578, 34.5702737 64.9546591, 34.5706202 64.9548573, 34.5706497 64.9548755, 34.5710185 64.9550779, 34.5710483 64.9550943, 34.5720688 64.9556557, 34.5723771 64.9558358, 34.5738021 64.9566683, 34.5750139 64.9574022)",86К-393,
4411674,False,Вокзальная улица,primary,60,True,368.59299999999996,"LINESTRING (34.5651206 64.9520328, 34.5668838 64.9528724, 34.5686675 64.9537797, 34.5693787 64.9541558, 34.5699561 64.9544847, 34.570132 64.954578)",86К-393,
132964847,False,шоссе 1-го Мая,primary,40,False,129.084,"LINESTRING (34.5651206 64.9520328, 34.5644789 64.9517085, 34.5640851 64.951475, 34.5638168 64.9512659, 34.5636158 64.9510707)",86К-393,
"[410205936, 410205937, 121408839]",False,,unclassified,,False,101.79899999999999,"LINESTRING (34.5651206 64.9520328, 34.564499 64.9521091, 34.5634953 64.9522739, 34.5630753 64.9523275)",,yes
121408824,False,Железнодорожная улица,residential,,False,239.819,"LINESTRING (34.5618791 64.9567419, 34.5659701 64.9554564)",,
238343927,False,улица Кирова,residential,,False,161.073,"LINESTRING (34.5618791 64.9567419, 34.5639256 64.9579029)",,
238343927,False,улица Кирова,residential,,True,220.499,"LINESTRING (34.5618791 64.9567419, 34.5591876 64.9551189)",,
121408824,False,Железнодорожная улица,residential,,True,95.53999999999999,"LINESTRING (34.5618791 64.9567419, 34.5607851 64.9570701, 34.5601956 64.957221)",,
121408827,False,Железнодорожная улица,unclassified,,True,237.64600000000002,"LINESTRING (34.5681285 64.9567189, 34.5678729 64.9567924, 34.5676581 64.9568542, 34.5655163 64.9574705, 34.5639256 64.9579029)",,
194296428,False,Октябрьская улица,residential,,False,277.398,"LINESTRING (34.5681285 64.9567189, 34.5699367 64.9577725, 34.571634 64.9587242)",,
194296428,False,Октябрьская улица,residential,,True,173.291,"LINESTRING (34.5681285 64.9567189, 34.5660752 64.9555191, 34.5659701 64.9554564)",,
121408824,False,Железнодорожная улица,residential,,True,239.819,"LINESTRING (34.5659701 64.9554564, 34.5618791 64.9567419)",,
194296428,False,Октябрьская улица,residential,,False,173.291,"LINESTRING (34.5659701 64.9554564, 34.5660752 64.9555191, 34.5681285 64.9567189)",,
194296428,False,Октябрьская улица,residential,,True,210.237,"LINESTRING (34.5659701 64.9554564, 34.5651554 64.9549892, 34.5633127 64.9539368)",,
121408827,False,Железнодорожная улица,unclassified,,True,99.049,"LINESTRING (34.5639256 64.9579029, 34.5621612 64.9583884)",,
238343927,False,улица Кирова,residential,,True,161.073,"LINESTRING (34.5639256 64.9579029, 34.5618791 64.9567419)",,
121408827,False,Железнодорожная улица,unclassified,,False,237.64600000000002,"LINESTRING (34.5639256 64.9579029, 34.5655163 64.9574705, 34.5676581 64.9568542, 34.5678729 64.9567924, 34.5681285 64.9567189)",,
194296428,False,Октябрьская улица,residential,,False,222.487,"LINESTRING (34.5630753 64.9523275, 34.5621281 64.9526162, 34.5619142 64.9528476, 34.5620351 64.9531233, 34.5624359 64.9534154, 34.5625963 64.95351, 34.5633127 64.9539368)",,
"[410205936, 410205937, 121408839]",False,,unclassified,,True,101.799,"LINESTRING (34.5630753 64.9523275, 34.5634953 64.9522739, 34.564499 64.9521091, 34.5651206 64.9520328)",,yes
150446995,False,улица Калинина,residential,,True,234.486,"LINESTRING (34.5633127 64.9539368, 34.5591876 64.9551189)",,
194296428,False,Октябрьская улица,residential,,False,210.237,"LINESTRING (34.5633127 64.9539368, 34.5651554 64.9549892, 34.5659701 64.9554564)",,
194296428,False,Октябрьская улица,residential,,True,222.48700000000002,"LINESTRING (34.5633127 64.9539368, 34.5625963 64.95351, 34.5624359 64.9534154, 34.5620351 64.9531233, 34.5619142 64.9528476, 34.5621281 64.9526162, 34.5630753 64.9523275)",,
150446995,False,улица Калинина,residential,,False,234.486,"LINESTRING (34.5591876 64.9551189, 34.5633127 64.9539368)",,
238343927,False,улица Кирова,residential,,False,220.499,"LINESTRING (34.5591876 64.9551189, 34.5618791 64.9567419)",,
132964847,False,шоссе 1-го Мая,primary,40,True,129.084,"LINESTRING (34.5636158 64.9510707, 34.5638168 64.9512659, 34.5640851 64.951475, 34.5644789 64.9517085, 34.5651206 64.9520328)",86К-393,
231430358,False,Подгорная улица,residential,,True,337.64599999999996,"LINESTRING (34.5636158 64.9510707, 34.5663251 64.9510027, 34.566628 64.9510028, 34.5668854 64.9511028, 34.567074 64.9511761, 34.5674287 64.9513857, 34.567711 64.9515802, 34.5682446 64.9522293, 34.5684588 64.952546)",,
194296428,False,Октябрьская улица,residential,,False,44.306,"LINESTRING (34.571634 64.9587242, 34.5715144 64.9589013, 34.5714746 64.9591149)",,
194296428,False,Октябрьская улица,residential,,True,277.398,"LINESTRING (34.571634 64.9587242, 34.5699367 64.9577725, 34.5681285 64.9567189)",,
194296428,False,Октябрьская улица,residential,,True,44.306,"LINESTRING (34.5714746 64.9591149, 34.5715144 64.9589013, 34.571634 64.9587242)",,
231430358,False,Подгорная улица,residential,,False,337.64599999999996,"LINESTRING (34.5684588 64.952546, 34.5682446 64.9522293, 34.567711 64.9515802, 34.5674287 64.9513857, 34.567074 64.9511761, 34.5668854 64.9511028, 34.566628 64.9510028, 34.5663251 64.9510027, 34.5636158 64.9510707)",,
121408827,False,Железнодорожная улица,unclassified,,False,99.049,"LINESTRING (34.5621612 64.9583884, 34.5639256 64.9579029)",,
218758626,False,Полярная улица,residential,,False,159.404,"LINESTRING (34.5621612 64.9583884, 34.5601956 64.957221)",,
218758626,False,Полярная улица,residential,,True,82.971,"LINESTRING (34.5621612 64.9583884, 34.5631947 64.9589929)",,
