osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
379307139,46К-7120,Парковая улица,tertiary,50,False,False,11.039,"LINESTRING (38.4435301 56.1315776, 38.4435712 56.1316742)",
93976956,46Н-13022,Фабричная улица,tertiary,60,False,False,141.119,"LINESTRING (38.4435301 56.1315776, 38.443366 56.1316195, 38.4426795 56.131795, 38.441902 56.1319461, 38.4414097 56.1320361)",
56065729,46Н-13021,улица Ефремова,tertiary,,False,True,563.144,"LINESTRING (38.4525081 56.1316999, 38.4516962 56.1317668, 38.4504784 56.1318644, 38.4494553 56.1319305, 38.4488342 56.1319474, 38.448335 56.1319268, 38.4478662 56.1318754, 38.447366 56.1317775, 38.4468224 56.1316334, 38.4461991 56.1315695, 38.4457917 56.1315502, 38.4454116 56.1315683, 38.4445126 56.1316242, 38.4437034 56.1316692, 38.4436475 56.1316713, 38.4435712 56.1316742)",
128385860,,улица Таратинка,residential,,False,False,288.38800000000003,"LINESTRING (38.4525081 56.1316999, 38.4528149 56.1333486, 38.4529882 56.1342796)",
93976971,46К-7120,Советская улица,tertiary,,False,False,41.742,"LINESTRING (38.4456126 56.1351018, 38.4458017 56.1354621)",
"[1263327586, 93976963, 93976964, 1263327590]",46К-7120,"['Парковая улица', 'площадь Ленина']",tertiary,"['20', '50']",False,True,402.125,"LINESTRING (38.4456126 56.1351018, 38.4453804 56.1346234, 38.4453528 56.1345665, 38.4453368 56.1345335, 38.4452997 56.134457, 38.4452827 56.134422, 38.4452672 56.1343911, 38.4450369 56.1339313, 38.4436865 56.1319499, 38.4436061 56.131776, 38.4435712 56.1316742)",
128385850,,Ленинская улица,residential,,False,True,93.06099999999999,"LINESTRING (38.4456126 56.1351018, 38.4448868 56.1352162, 38.4448526 56.1352206, 38.444817 56.1352174, 38.4447911 56.135205, 38.4444949 56.1348874)",
93979101,,улица Поварова,residential,,False,True,76.366,"LINESTRING (38.4495628 56.1364674, 38.4491665 56.1358171)",
94005462,,Советский переулок,residential,,False,True,70.198,"LINESTRING (38.4495628 56.1364674, 38.4484767 56.1366471)",
93979101,,улица Поварова,residential,,False,False,246.139,"LINESTRING (38.4495628 56.1364674, 38.4500659 56.1375135, 38.4504958 56.1386184)",
"[244419989, 94005462]",,"['Советский переулок', 'Лесная улица']",residential,,False,False,391.5,"LINESTRING (38.4495628 56.1364674, 38.4505625 56.1364374, 38.4511349 56.1363052, 38.4516553 56.1362485, 38.4518077 56.1364091, 38.4518899 56.1365952, 38.4518949 56.1368645, 38.4525097 56.1382508, 38.4524767 56.1383238, 38.4523943 56.138396, 38.4522735 56.1384569)",
93976971,46К-7120,Советская улица,tertiary,,False,True,41.742,"LINESTRING (38.4458017 56.1354621, 38.4456126 56.1351018)",
93979098,,Больничная улица,residential,,False,True,185.724,"LINESTRING (38.4458017 56.1354621, 38.4487063 56.1350497)",
93976971,46К-7120,Советская улица,tertiary,,False,False,163.636,"LINESTRING (38.4458017 56.1354621, 38.4459938 56.1358473, 38.4465863 56.136867)",
93979098,,Больничная улица,residential,,False,False,185.724,"LINESTRING (38.4487063 56.1350497, 38.4458017 56.1354621)",
93979101,,улица Поварова,residential,,False,False,89.969,"LINESTRING (38.4487063 56.1350497, 38.4491665 56.1358171)",
93979098,,Больничная улица,residential,,False,True,279.084,"LINESTRING (38.4487063 56.1350497, 38.4507747 56.1347377, 38.4529882 56.1342796)",
93976971,46К-7120,Советская улица,tertiary,,False,True,163.636,"LINESTRING (38.4465863 56.136867, 38.4459938 56.1358473, 38.4458017 56.1354621)",
94005462,,Советский переулок,residential,,False,False,120.24199999999999,"LINESTRING (38.4465863 56.136867, 38.4467687 56.1368352, 38.4470584 56.1368393, 38.447424 56.1367943, 38.4484767 56.1366471)",
"[127574952, 93976956, 127574951]",46Н-13022,Фабричная улица,tertiary,60,False,False,220.978,"LINESTRING (38.4414097 56.1320361, 38.440687 56.1321616, 38.4401049 56.1322695, 38.4394062 56.1324402, 38.4389396 56.1325809, 38.438146 56.1328201)",yes
93976956,46Н-13022,Фабричная улица,tertiary,60,False,True,141.119,"LINESTRING (38.4414097 56.1320361, 38.441902 56.1319461, 38.4426795 56.131795, 38.443366 56.1316195, 38.4435301 56.1315776)",
128385850,,Ленинская улица,residential,,False,False,13.242,"LINESTRING (38.4414097 56.1320361, 38.4414468 56.132092, 38.4414838 56.1321478)",
94005462,,Советский переулок,residential,,False,False,70.198,"LINESTRING (38.4484767 56.1366471, 38.4495628 56.1364674)",
94005462,,Советский переулок,residential,,False,True,120.24199999999999,"LINESTRING (38.4484767 56.1366471, 38.447424 56.1367943, 38.4470584 56.1368393, 38.4467687 56.1368352, 38.4465863 56.136867)",
128385850,,Ленинская улица,residential,,False,False,93.06099999999999,"LINESTRING (38.4444949 56.1348874, 38.4447911 56.135205, 38.444817 56.1352174, 38.4448526 56.1352206, 38.4448868 56.1352162, 38.4456126 56.1351018)",
128385850,,Ленинская улица,residential,,False,True,93.653,"LINESTRING (38.4444949 56.1348874, 38.4443225 56.1347413, 38.4439487 56.1342762, 38.4438942 56.1342085, 38.4438212 56.1341355)",
128393924,,Нагорная улица,residential,,False,False,320.095,"LINESTRING (38.4444949 56.1348874, 38.4433668 56.1351824, 38.4422995 56.1354744, 38.4420309 56.1356024, 38.4417749 56.1356828, 38.4411277 56.1358276, 38.4404506 56.1361393, 38.4399652 56.1362226)",
128393926,,,residential,,False,True,113.551,"LINESTRING (38.4522735 56.1384569, 38.4521716 56.138429, 38.4520926 56.1384186, 38.4520242 56.1384192, 38.4504958 56.1386184)",
"[244419989, 94005462]",,"['Советский переулок', 'Лесная улица']",residential,,False,True,391.50000000000006,"LINESTRING (38.4522735 56.1384569, 38.4523943 56.138396, 38.4524767 56.1383238, 38.4525097 56.1382508, 38.4518949 56.1368645, 38.4518899 56.1365952, 38.4518077 56.1364091, 38.4516553 56.1362485, 38.4511349 56.1363052, 38.4505625 56.1364374, 38.4495628 56.1364674)",
93979101,,улица Поварова,residential,,False,True,246.139,"LINESTRING (38.4504958 56.1386184, 38.4500659 56.1375135, 38.4495628 56.1364674)",
128393926,,,residential,,False,False,113.551,"LINESTRING (38.4504958 56.1386184, 38.4520242 56.1384192, 38.4520926 56.1384186, 38.4521716 56.138429, 38.4522735 56.1384569)",
