osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,width
36867601,2,Деповская улица,tertiary,False,False,61.987,"LINESTRING (142.7238696 46.9531902, 142.7236756 46.9531727, 142.7235207 46.953158, 142.7233465 46.9531415, 142.7232311 46.9531306, 142.7230605 46.9531144)",,
"[540408176, 540408174, 1209449645, 543025302]",4,Железнодорожная улица,secondary,False,True,382.75300000000004,"LINESTRING (142.7238696 46.9531902, 142.7236455 46.9543305, 142.7236219 46.9544504, 142.7235605 46.9547627, 142.7235342 46.9548968, 142.7234763 46.9551911, 142.7233794 46.9556654, 142.7232967 46.9560948, 142.7232777 46.956189, 142.723199 46.9566018)","['60', '50']",
"[1116243834, 543025303]",4,Железнодорожная улица,secondary,False,False,127.74699999999999,"LINESTRING (142.7224817 46.9599785, 142.7226599 46.95921, 142.7227423 46.9588435)",50,
1111508202,2,Киевская улица,residential,False,False,55.842,"LINESTRING (142.7224817 46.9599785, 142.7223927 46.9599697, 142.7219932 46.9599305, 142.7217545 46.9599022)",,4
36867611,2,Клубная улица,residential,False,False,80.25099999999999,"LINESTRING (142.7237919 46.9589311, 142.7228547 46.9588529, 142.7227423 46.9588435)",,4
36867605,2,Телеграфная улица,residential,False,True,30.499000000000002,"LINESTRING (142.7215667 46.9563903, 142.7217358 46.9564039, 142.7219658 46.9564223)",,4
500019684,,Южно-Сахалинская улица,residential,False,False,136.543,"LINESTRING (142.7215667 46.9563903, 142.7215372 46.9565353, 142.7214786 46.9568235, 142.7214694 46.9568688, 142.7213506 46.9574532, 142.7213194 46.9576066)",,
500019684,,Южно-Сахалинская улица,residential,False,True,376.71099999999996,"LINESTRING (142.7215667 46.9563903, 142.7215837 46.9562996, 142.721659 46.955897, 142.7217795 46.955253, 142.7219685 46.9542436, 142.7219787 46.9541888, 142.7221424 46.9533899, 142.7221901 46.9531572, 142.7222158 46.9530316)",,
36867605,2,Телеграфная улица,residential,False,False,64.23599999999999,"LINESTRING (142.723199 46.9566018, 142.7230401 46.9565835, 142.722496 46.9565078, 142.7224663 46.9565037, 142.7223777 46.9564726)",,4
"[540408176, 543025302, 1209449645, 540408174]",4,Железнодорожная улица,secondary,False,False,382.75300000000004,"LINESTRING (142.723199 46.9566018, 142.7232777 46.956189, 142.7232967 46.9560948, 142.7233794 46.9556654, 142.7234763 46.9551911, 142.7235342 46.9548968, 142.7235605 46.9547627, 142.7236219 46.9544504, 142.7236455 46.9543305, 142.7238696 46.9531902)","['60', '50']",
