osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry
108431040,2,Р-34,улица Винодела Егорова,tertiary,40,False,False,63.534000000000006,"LINESTRING (34.1870518 44.5085673, 34.1872621 44.5089479, 34.1872718 44.5090235, 34.1872758 44.5090659, 34.1872688 44.5091095)"
"[130707272, 500446866, 130707271]",1,"['35А-002;М-18;Р-34', '35А-002;М-18']",Південнобережне шосе,trunk,"['70', '80']",True,False,332.4000000000001,"LINESTRING (34.1906426 44.5097226, 34.1903556 44.5095839, 34.1901872 44.5095196, 34.1900044 44.5094616, 34.1898045 44.5094203, 34.1895809 44.5093864, 34.1892516 44.5093338, 34.1890472 44.5092914, 34.1888358 44.5092249, 34.1886631 44.5091531, 34.1885576 44.5090885, 34.1882699 44.5088655, 34.1881558 44.5087751, 34.1880396 44.5086898, 34.1879092 44.5085981, 34.1877898 44.5085296, 34.1876927 44.5084952, 34.1875947 44.5084774, 34.187494 44.5084634, 34.1873714 44.5084649, 34.1872837 44.5084688, 34.1872013 44.508485, 34.1871356 44.5085111, 34.1870518 44.5085673)"
108431040,2,Р-34,улица Винодела Егорова,tertiary,40,False,False,45.125,"LINESTRING (34.1872688 44.5091095, 34.1872192 44.5092406, 34.1871548 44.5095067)"
108431040,2,Р-34,улица Винодела Егорова,tertiary,40,False,True,63.534,"LINESTRING (34.1872688 44.5091095, 34.1872758 44.5090659, 34.1872718 44.5090235, 34.1872621 44.5089479, 34.1870518 44.5085673)"
499140849,1,,,residential,20,False,True,46.027,"LINESTRING (34.1872688 44.5091095, 34.187131 44.5091636, 34.1870706 44.509176, 34.1870113 44.509177, 34.1869886 44.5091861, 34.1869606 44.5091974, 34.186931 44.5092184, 34.1869131 44.5092483, 34.1868789 44.5092985, 34.1868425 44.509347)"
"[467643088, 500446867]",,"['35А-002;М-18;Р-34', '35А-002;М-18']","['Южнобережное шоссе', 'Південнобережне шосе']",trunk,"['60', '80']",True,False,315.772,"LINESTRING (34.1864178 44.5091214, 34.1865333 44.5090406, 34.1867313 44.5088435, 34.1868028 44.5087614, 34.1868684 44.508689, 34.1870018 44.5085545, 34.1870912 44.508496, 34.1871662 44.5084649, 34.1872539 44.508437, 34.1873491 44.508428, 34.1874759 44.5084239, 34.1876164 44.5084365, 34.1877605 44.5084657, 34.1878832 44.5085235, 34.18807 44.5086384, 34.1882128 44.5087354, 34.1883585 44.508856, 34.188621 44.5090594, 34.188713 44.5091202, 34.1889058 44.5092013, 34.1890831 44.5092529, 34.1892795 44.5092939, 34.1894992 44.5093352)"
499841872,,,улица Мира,residential,60,False,False,84.48500000000001,"LINESTRING (34.1864178 44.5091214, 34.1863926 44.5090076, 34.1863747 44.508894, 34.1863586 44.5088226, 34.1863667 44.5087054, 34.1864019 44.5085511, 34.1864529 44.5084454, 34.1864924 44.5083786)"
483256566,1,,,residential,5,False,False,49.326,"LINESTRING (34.1851643 44.5119341, 34.185142 44.5119766, 34.1851582 44.5120811, 34.1851112 44.5121499, 34.1848588 44.5122703)"
800670156,,,,tertiary,,True,False,21.593,"LINESTRING (34.191108 44.5097451, 34.1911523 44.5099367)"
507421178,,,,tertiary,,True,False,16.904,"LINESTRING (34.191108 44.5097451, 34.1910839 44.5097743, 34.1910485 44.5098036, 34.191017 44.5098212, 34.1909456 44.5098217)"
