osmid,oneway,lanes,name,highway,maxspeed,junction,reversed,length,geometry,ref,bridge
405795853,True,1,площадь Карла Маркса,trunk,60,roundabout,False,17.344,"LINESTRING (29.9177956 56.0174736, 29.9177786 56.0174569, 29.9177668 56.0174388, 29.9177604 56.0174199, 29.9177596 56.0174007, 29.9177677 56.0173747, 29.9177859 56.0173504, 29.9178133 56.017329)",,
403664751,False,,улица Ленина,secondary,40,,True,114.495,"LINESTRING (29.9168052 56.015431, 29.9186126 56.0152321)",,
142369688,False,2,улица Энгельса,secondary,60,,True,243.387,"LINESTRING (29.9168052 56.015431, 29.9167866 56.0154015, 29.9167652 56.0153635, 29.9167552 56.0153472, 29.9161192 56.0144646, 29.9153998 56.0133883)",,
"[940928498, 404688396]",False,2,улица Энгельса,secondary,60,,False,192.27200000000002,"LINESTRING (29.9168052 56.015431, 29.9168186 56.0154568, 29.9173117 56.0162292, 29.9175759 56.0166342, 29.9177237 56.0168771, 29.9178089 56.0170171, 29.9178345 56.0170615)",,
147314284,False,2,улица Урицкого,secondary,60,,True,78.789,"LINESTRING (29.9198852 56.019712, 29.9197624 56.0196734, 29.9194928 56.0196234, 29.9186774 56.0195042)",,
148049908,False,,,unclassified,,,True,74.97999999999999,"LINESTRING (29.9198852 56.019712, 29.9199246 56.0196344, 29.9203627 56.0190936)",,
940678795,False,2,улица Урицкого,secondary,60,,False,122.081,"LINESTRING (29.9198852 56.019712, 29.9201084 56.0197933, 29.921146 56.0205445)",,
142369684,False,,улица Кирова,residential,20,,True,99.783,"LINESTRING (29.9232208 56.0218562, 29.9246668 56.0214661)",,
403662845,False,,улица Урицкого,secondary,40,,True,24.696,"LINESTRING (29.9232208 56.0218562, 29.9229576 56.0216898)",,
404675866,False,,улица Ломоносова,residential,20,,True,44.538,"LINESTRING (29.9209715 56.0183973, 29.9202595 56.0183519)",,
94118917,False,,,unclassified,,,False,65.28399999999999,"LINESTRING (29.9209715 56.0183973, 29.9207378 56.0187022, 29.9205069 56.0189226)",,
142702028,False,,улица Рошаля,tertiary,60,,False,41.116,"LINESTRING (29.9209715 56.0183973, 29.9205142 56.0182914, 29.9203644 56.0182507)",,
403529296,False,,улица Ломоносова,tertiary,60,,False,129.11399999999998,"LINESTRING (29.9209715 56.0183973, 29.921872 56.0186109, 29.922909 56.0188147)",,
254358905,False,,улица Карла Либкнехта,unclassified,60,,True,99.345,"LINESTRING (29.922909 56.0188147, 29.9225893 56.0193445, 29.9223731 56.0196562)",,
403529296,False,,улица Ломоносова,tertiary,60,,True,129.11399999999998,"LINESTRING (29.922909 56.0188147, 29.921872 56.0186109, 29.9209715 56.0183973)",,
404251515,False,,улица Карла Либкнехта,residential,60,,False,168.63799999999998,"LINESTRING (29.922909 56.0188147, 29.9231512 56.0184873, 29.9233917 56.018127, 29.9236226 56.0177883, 29.9238246 56.0174818, 29.923848 56.0173941)",,
405795853,True,1,площадь Карла Маркса,trunk,60,roundabout,False,1.333,"LINESTRING (29.9181524 56.0174652, 29.9181398 56.0174749)",,
147314284,False,2,улица Урицкого,secondary,60,,False,78.789,"LINESTRING (29.9186774 56.0195042, 29.9194928 56.0196234, 29.9197624 56.0196734, 29.9198852 56.019712)",,
147314284,False,2,улица Урицкого,secondary,60,,True,84.277,"LINESTRING (29.9186774 56.0195042, 29.9177566 56.0193977, 29.9175412 56.0193666, 29.9173635 56.0193241)",,
94119068,False,,улица Ленина,secondary,40,,False,112.552,"LINESTRING (29.9248498 56.0145578, 29.9230732 56.0147536)",,
142373112,False,,улица Герцена,residential,,,False,142.30599999999998,"LINESTRING (29.9248498 56.0145578, 29.9248417 56.0145322, 29.9244705 56.0132957)",,
94119068,False,,улица Ленина,secondary,40,,True,122.355,"LINESTRING (29.9211389 56.0149579, 29.9227958 56.0147829, 29.9230732 56.0147536)",,
142399212,False,,Интернациональная улица,residential,,,False,207.735,"LINESTRING (29.9211389 56.0149579, 29.9211241 56.0149345, 29.9209132 56.0144664, 29.9204816 56.0131273)",,
403664752,False,,улица Ленина,secondary,20,,False,159.958,"LINESTRING (29.9211389 56.0149579, 29.9203799 56.0150441, 29.9186126 56.0152321)",,
"[403664753, 404064395]",False,2,Комсомольская улица,trunk,"['60', '40']",,False,228.883,"LINESTRING (29.923504 56.0160273, 29.9232509 56.0160603, 29.9217647 56.0162489, 29.9213685 56.0162998, 29.9211909 56.0163496, 29.9208853 56.0164388, 29.9201837 56.0166928, 29.9200891 56.0167271)",58К-202,
404251515,False,,улица Карла Либкнехта,residential,60,,False,144.256,"LINESTRING (29.923504 56.0160273, 29.9234383 56.0159143, 29.9230886 56.014799, 29.9230732 56.0147536)",,
404251515,False,,улица Карла Либкнехта,residential,60,,True,154.896,"LINESTRING (29.923504 56.0160273, 29.9235403 56.0160959, 29.923815 56.016696, 29.9238958 56.0172146, 29.923848 56.0173941)",,
142441158,False,,улица Толстого,residential,,,True,159.059,"LINESTRING (29.9179281 56.0131676, 29.9153998 56.0133883)",,
255014685,False,,улица Луначарского,residential,,,True,32.25,"LINESTRING (29.9179281 56.0131676, 29.9180673 56.013447)",,
142441158,False,,улица Толстого,residential,,,False,159.059,"LINESTRING (29.9153998 56.0133883, 29.9179281 56.0131676)",,
142369688,False,2,улица Энгельса,secondary,60,,False,243.387,"LINESTRING (29.9153998 56.0133883, 29.9161192 56.0144646, 29.9167552 56.0153472, 29.9167652 56.0153635, 29.9167866 56.0154015, 29.9168052 56.015431)",,
142702028,False,,улица Рошаля,tertiary,60,,True,145.784,"LINESTRING (29.9190548 56.0171717, 29.9191065 56.0172098, 29.9193577 56.0173951, 29.9194609 56.0174802, 29.9195835 56.0176018, 29.9197143 56.0177431, 29.9199255 56.0179333, 29.9200189 56.0180256, 29.9201269 56.0181239, 29.9202741 56.0182109, 29.9203571 56.0182475, 29.9203644 56.0182507)",,
