osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed
164358006,False,улица Ленина,tertiary,True,12.313,"LINESTRING (44.3025642 43.1747035, 44.3027036 43.1747474)",,,
164358006,False,улица Ленина,tertiary,False,34.751,"LINESTRING (44.3025642 43.1747035, 44.3023385 43.1745685, 44.3022398 43.1744996)",,,
164358007,False,улица Генерала Хоранова,residential,True,133.128,"LINESTRING (44.3025642 43.1747035, 44.301876 43.1753117, 44.3014755 43.1755976)",,,
289744842,True,Пролетарская улица,primary,False,58.278999999999996,"LINESTRING (44.3022978 43.1797519, 44.3017374 43.1797022, 44.3016062 43.1796431)",2,90К-001,60
164358006,False,улица Ленина,tertiary,False,168.619,"LINESTRING (44.3101289 43.178994, 44.3100365 43.1789149, 44.3087969 43.1778295)",,,
164358006,False,улица Ленина,tertiary,True,128.957,"LINESTRING (44.3101289 43.178994, 44.3106255 43.1791454, 44.3111559 43.1792285, 44.311376 43.1792512, 44.3114638 43.179263, 44.3115401 43.1792769, 44.3116191 43.1793422)",,,
282258216,False,улица Титова,residential,True,125.705,"LINESTRING (44.3101289 43.178994, 44.309752 43.1790162, 44.3097178 43.1790135, 44.3085869 43.1789226)",,,
204085856,False,улица Епхиева,residential,False,115.244,"LINESTRING (44.3039299 43.171504, 44.3048168 43.1723138)",,,
544347402,False,,residential,True,135.39,"LINESTRING (44.3039299 43.171504, 44.3036931 43.1716756, 44.3031912 43.171929, 44.3025233 43.1721352)",,,
164358006,False,улица Ленина,tertiary,True,77.302,"LINESTRING (44.3067922 43.1759096, 44.3073681 43.1764636)",,,
164358006,False,улица Ленина,tertiary,False,183.61899999999997,"LINESTRING (44.3067922 43.1759096, 44.3064284 43.1757443, 44.3060224 43.1756334, 44.3051716 43.1753457, 44.304742 43.1752171)",,,
204085856,False,улица Епхиева,residential,True,167.29000000000002,"LINESTRING (44.3067922 43.1759096, 44.3067957 43.1756546, 44.3067061 43.175229, 44.3064596 43.1744301)",,,
230719726,False,Красноармейская улица,residential,False,135.817,"LINESTRING (44.303616 43.178547, 44.3038344 43.177336)",,,
282258218,False,улица Титова,residential,True,81.38,"LINESTRING (44.303616 43.178547, 44.3026177 43.1784717)",,,
230719726,False,Красноармейская улица,residential,True,124.88499999999999,"LINESTRING (44.303616 43.178547, 44.3035347 43.1789941, 44.303417 43.1796607)",,,
"[282258065, 282258218]",False,"['площадь Т. Гайтова', 'улица Титова']",residential,"[False, True]",412.16200000000003,"LINESTRING (44.303616 43.178547, 44.3048968 43.1786202, 44.3049607 43.1773362, 44.3049226 43.1759315, 44.3049046 43.1758526)",,,
544347401,False,,residential,True,117.173,"LINESTRING (44.3084535 43.1713349, 44.308184 43.1713711, 44.3079705 43.1714172, 44.3077728 43.1714922, 44.3071017 43.1716929)",,,
