osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,access,width
101550376,улица Фрунзе,residential,False,True,136.337,"LINESTRING (59.439202 55.3358584, 59.4396503 55.3346591)",,,,,
101550376,улица Фрунзе,residential,False,False,157.963,"LINESTRING (59.439202 55.3358584, 59.439174 55.3359334, 59.4389862 55.3364628, 59.4387546 55.3370962, 59.4386943 55.3372493)",,,,,
102130899,улица Юрия Гагарина,tertiary,False,False,117.968,"LINESTRING (59.439202 55.3358584, 59.4393286 55.3358725, 59.4407149 55.3360335, 59.441031 55.3360665)",2,60,,,
101550376,улица Фрунзе,residential,False,True,157.96300000000002,"LINESTRING (59.4386943 55.3372493, 59.4387546 55.3370962, 59.4389862 55.3364628, 59.439174 55.3359334, 59.439202 55.3358584)",,,,,
102264186,Индустриальная улица,residential,False,True,191.77100000000002,"LINESTRING (59.4386943 55.3372493, 59.4388334 55.337261, 59.439927 55.3373528, 59.4399573 55.3373553, 59.4408233 55.3374279, 59.4409203 55.337436, 59.4415869 55.337492, 59.4416942 55.337501)",,,,,
101550394,Ленинградская улица,residential,False,False,179.157,"LINESTRING (59.4448367 55.3398284, 59.4450002 55.3397747, 59.4457905 55.3395115, 59.4459739 55.3394504, 59.4460049 55.3394403, 59.4460408 55.3394275, 59.4467736 55.339166, 59.4472581 55.3389924)",2,60,,,
101785246,улица Ленина,residential,False,True,138.08499999999998,"LINESTRING (59.4448367 55.3398284, 59.4443304 55.3393611, 59.4440419 55.3390937, 59.4439348 55.3389966, 59.4436875 55.3387725)",2,60,,,
101550384,,residential,False,True,111.769,"LINESTRING (59.4479654 55.3397497, 59.4481878 55.3396905, 59.44847 55.3396621, 59.4495076 55.3396362, 59.4497028 55.3396224)",,,,,
231001090,улица Юрия Гагарина,secondary,False,False,155.714,"LINESTRING (59.4479654 55.3397497, 59.4480967 55.3398752, 59.4484699 55.3402306, 59.4485941 55.3403587, 59.4488048 55.3405761, 59.449059 55.3408349, 59.4491311 55.3409786)",2,60,,,
231001090,улица Юрия Гагарина,secondary,False,True,95.378,"LINESTRING (59.4479654 55.3397497, 59.4478071 55.3395983, 59.4472581 55.3389924)",2,60,,,
101550394,Ленинградская улица,residential,False,False,114.706,"LINESTRING (59.4472581 55.3389924, 59.4473321 55.3389198, 59.448759 55.3384304)",2,60,,,
101550394,Ленинградская улица,residential,False,True,179.15699999999998,"LINESTRING (59.4472581 55.3389924, 59.4467736 55.339166, 59.4460408 55.3394275, 59.4460049 55.3394403, 59.4459739 55.3394504, 59.4457905 55.3395115, 59.4450002 55.3397747, 59.4448367 55.3398284)",2,60,,,
231001090,улица Юрия Гагарина,secondary,False,False,95.378,"LINESTRING (59.4472581 55.3389924, 59.4478071 55.3395983, 59.4479654 55.3397497)",2,60,,,
231001090,улица Юрия Гагарина,secondary,False,True,139.10899999999998,"LINESTRING (59.4472581 55.3389924, 59.4471112 55.3388515, 59.446752 55.3385223, 59.4465882 55.3383722, 59.4465241 55.3383135, 59.4461029 55.3379278)",2,60,,,
101785246,улица Ленина,residential,False,False,127.606,"LINESTRING (59.4426333 55.337794, 59.4434301 55.3385367, 59.4436875 55.3387725)",2,60,,,
102130899,улица Юрия Гагарина,tertiary,False,True,114.13399999999999,"LINESTRING (59.4428083 55.336244, 59.4426448 55.3362255, 59.4423127 55.3361879, 59.4421465 55.3361713, 59.441881 55.3361464, 59.441031 55.3360665)",2,60,,,
102131303,улица Андронова,residential,False,True,99.67099999999999,"LINESTRING (59.4428083 55.336244, 59.4427491 55.3363746, 59.4427005 55.3364819, 59.442415 55.337112)",2,60,,,
231001090,улица Юрия Гагарина,secondary,False,False,157.12,"LINESTRING (59.4428083 55.336244, 59.4429535 55.336285, 59.4430623 55.3363158, 59.4435713 55.3364618, 59.4442987 55.3366842, 59.4447319 55.3368306, 59.4449819 55.3369259)",2,60,,,
675641129,улица Андронова,secondary,False,True,119.28999999999999,"LINESTRING (59.4428083 55.336244, 59.4429218 55.3360046, 59.4430112 55.335816, 59.4431633 55.3355313, 59.4432205 55.3354242, 59.4432407 55.3353865, 59.4432938 55.3353092, 59.4433416 55.3352714, 59.4434024 55.3352338)",2,60,,,
102131303,улица Андронова,residential,False,False,99.67099999999999,"LINESTRING (59.442415 55.337112, 59.4427005 55.3364819, 59.4427491 55.3363746, 59.4428083 55.336244)",2,60,,,
102264186,Индустриальная улица,residential,False,False,191.77100000000002,"LINESTRING (59.4416942 55.337501, 59.4415869 55.337492, 59.4409203 55.337436, 59.4408233 55.3374279, 59.4399573 55.3373553, 59.439927 55.3373528, 59.4388334 55.337261, 59.4386943 55.3372493)",,,,,
102445852,улица Михаила Бубнова,residential,False,True,150.44400000000002,"LINESTRING (59.4429567 55.3376232, 59.4446464 55.3370117, 59.4448582 55.3369346, 59.4449819 55.3369259)",,,,,
"[102268232, 578752082, 578752083, 889485813]",,unclassified,False,False,357.88100000000003,"LINESTRING (59.4470777 55.3322204, 59.4468824 55.3320777, 59.446745 55.3319773, 59.4462959 55.3316512, 59.4460926 55.3315281, 59.4458601 55.3314025, 59.4457414 55.3313491, 59.445637 55.3313201, 59.4455738 55.3313163, 59.4455181 55.3313202, 59.4454618 55.3313271, 59.4452099 55.3313657, 59.4446385 55.3314676, 59.444542 55.331494, 59.4445022 55.3315401, 59.444523 55.3316162, 59.4446464 55.3317405, 59.4447979 55.3319091, 59.4449736 55.3321257, 59.4451466 55.3323973, 59.4452901 55.332665, 59.4453031 55.3327388)",2,60,yes,yes,
"[675641129, 477463418, 94763279]",улица Андронова,secondary,False,"[False, True]",458.832,"LINESTRING (59.4470777 55.3322204, 59.4470396 55.3322544, 59.4469208 55.3323309, 59.4468009 55.3323922, 59.4466659 55.332456, 59.4461759 55.3326121, 59.4456291 55.3327509, 59.4453381 55.3328174, 59.4450219 55.3329061, 59.4447252 55.3330076, 59.4445319 55.333098, 59.4443937 55.333209, 59.4442791 55.3333561, 59.444192 55.3335095, 59.4441065 55.3337112, 59.444081 55.3337957, 59.4440592 55.333904, 59.4440267 55.3342978, 59.4440438 55.3344094, 59.4440494 55.3344456, 59.444103 55.3345494, 59.4441598 55.3346502, 59.4441915 55.3347538, 59.4441949 55.3347968, 59.4441864 55.3348307, 59.4441708 55.3348685, 59.4441416 55.334902, 59.4441024 55.3349387, 59.4440407 55.3349669, 59.4437282 55.335098, 59.4434591 55.3352101, 59.4434024 55.3352338)",2,60,yes,yes,
