osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,name
125676469,True,1,tertiary,60,roundabout,False,43.687,"LINESTRING (31.2100936 69.5450775, 31.2102888 69.5451093, 31.2104408 69.5451649, 31.2105143 69.5452221, 31.2105352 69.5452823, 31.210521 69.5453221, 31.2104988 69.5453483, 31.2104333 69.5453927)",
"[260637441, 85478750]",True,,residential,60,,False,112.64,"LINESTRING (31.2100936 69.5450775, 31.2104932 69.5450629, 31.2109785 69.5450378, 31.2112315 69.5450315, 31.2114794 69.5450168, 31.2109284 69.5452203, 31.2105813 69.5453477, 31.2104333 69.5453927)",
201078325,True,,tertiary,60,,False,100.112,"LINESTRING (31.2074814 69.5447307, 31.2084729 69.5448903, 31.2093053 69.5450178, 31.2096632 69.5450602, 31.2098582 69.545072)",
85478713,True,,tertiary,,,False,54.515,"LINESTRING (31.2093512 69.5458501, 31.2094157 69.5456883, 31.2094139 69.5455808, 31.2094118 69.5454492, 31.2093952 69.5453616)",Линахамари - граница с Финляндией
125676469,True,1,tertiary,60,roundabout,False,8.254000000000001,"LINESTRING (31.2104333 69.5453927, 31.210362 69.5454291, 31.2102956 69.5454483)",
103256728,True,,tertiary,60,,False,96.877,"LINESTRING (31.209358 69.5453013, 31.209164 69.5452292, 31.2085578 69.5450344, 31.2082694 69.5449349, 31.2079566 69.5448526, 31.2074814 69.5447307)",
125676469,True,1,tertiary,60,roundabout,False,35.33500000000001,"LINESTRING (31.209358 69.5453013, 31.2093595 69.5452483, 31.2093747 69.5452224, 31.2094607 69.5451582, 31.2095857 69.5451125, 31.209762 69.54508, 31.2098582 69.545072)",
125676469,True,1,tertiary,60,roundabout,False,9.168,"LINESTRING (31.2098582 69.545072, 31.2100936 69.5450775)",
125676469,True,1,tertiary,60,roundabout,False,6.859,"LINESTRING (31.2093952 69.5453616, 31.209358 69.5453013)",
125676469,True,1,tertiary,60,roundabout,False,41.396,"LINESTRING (31.2102956 69.5454483, 31.210196 69.5454683, 31.2100082 69.5454862, 31.2098997 69.5454866, 31.2097125 69.5454707, 31.2095491 69.545435, 31.2094557 69.5453988, 31.2093952 69.5453616)",
201078328,True,,tertiary,60,,False,57.832,"LINESTRING (31.2102956 69.5454483, 31.2102142 69.545488, 31.2097476 69.5456864, 31.2093512 69.5458501)",
