osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,width
81028919,Дачная улица,residential,RU:urban,False,False,341.206,"LINESTRING (21.8031203 54.6359543, 21.8032226 54.6360226, 21.8032223 54.6360365, 21.8031766 54.637928, 21.8032315 54.6380677, 21.803323 54.6381701, 21.8033423 54.6381871, 21.8034257 54.6382604, 21.8041685 54.6388203)",,,,
"[154055560, 98750421, 154055557]","['А-229', 'Калининградская улица']",primary,RU:urban,False,True,149.185,"LINESTRING (21.8031203 54.6359543, 21.8034196 54.6359891, 21.8043767 54.6360712, 21.8044044 54.6360735, 21.8049277 54.6361039, 21.8053374 54.6361606, 21.8054024 54.6361758)",4,А-229,yes,
"[415119554, 25901317]",улица Победы,trunk,RU:urban,False,True,293.789,"LINESTRING (21.8031203 54.6359543, 21.8031171 54.6358277, 21.8031049 54.63537, 21.8030959 54.6349926, 21.803095 54.6349568, 21.8031137 54.6343221, 21.8031145 54.6333124)",2,улица Победы,,
"[415119554, 25901317]",улица Победы,trunk,RU:urban,False,False,293.789,"LINESTRING (21.8031145 54.6333124, 21.8031137 54.6343221, 21.803095 54.6349568, 21.8030959 54.6349926, 21.8031049 54.63537, 21.8031171 54.6358277, 21.8031203 54.6359543)",2,улица Победы,,
25901317,улица Победы,trunk,RU:urban,False,True,240.66100000000006,"LINESTRING (21.8031145 54.6333124, 21.8030967 54.6329014, 21.8030876 54.6326918, 21.8030641 54.6321484, 21.8030588 54.6320261, 21.8030292 54.6319939, 21.8027868 54.6317011, 21.8027194 54.6316154, 21.8025984 54.6314845, 21.8024752 54.6313513, 21.8024625 54.6313375, 21.8024296 54.6313018, 21.8023754 54.631243)",2,,,
97355292,улица Тельмана,residential,,False,True,64.547,"LINESTRING (21.8174631 54.6327507, 21.8173706 54.6327048, 21.8167017 54.6323729)",2,,,
202374880,улица Ленина,primary,40,False,False,263.741,"LINESTRING (21.8174631 54.6327507, 21.8174258 54.6327825, 21.8151594 54.6347123)",2,А-229,,
98750421,Калининградская улица,primary,RU:urban,False,False,85.176,"LINESTRING (21.80663 54.6364621, 21.8054024 54.6361758)",4,А-229,,
98750421,Калининградская улица,primary,RU:urban,False,True,173.947,"LINESTRING (21.80663 54.6364621, 21.8074003 54.6366892, 21.8085426 54.6370502, 21.808999 54.6372139)",4,А-229,,
487603380,Садовая улица,residential,40,True,False,82.251,"LINESTRING (21.80663 54.6364621, 21.8066694 54.6364165, 21.8068782 54.6361749, 21.8072383 54.6358119)",,,,
154055563,Спортивная улица,residential,RU:urban,False,False,143.523,"LINESTRING (21.8147223 54.6350919, 21.8148097 54.6351263, 21.8153733 54.6353477, 21.8156502 54.6354564, 21.8158754 54.6355443, 21.816491 54.6357844, 21.8165696 54.635815)",,,,
202374880,улица Ленина,primary,40,False,False,187.888,"LINESTRING (21.8147223 54.6350919, 21.8139944 54.6357051, 21.8138674 54.6358121, 21.8134317 54.6361616, 21.8133068 54.6362618, 21.8130426 54.6364738)",2,А-229,,
202374880,улица Ленина,primary,40,False,True,50.725,"LINESTRING (21.8147223 54.6350919, 21.8150048 54.6348466, 21.8151594 54.6347123)",2,А-229,,
