osmid,ref,highway,oneway,reversed,length,bridge,name,geometry,lanes,maxspeed
183288491,22К-0068,secondary,False,True,14.896,,,"LINESTRING (44.1355882 55.1910418, 44.1353776 55.1909827)",,
183288491,22К-0068,secondary,False,False,22.252,,,"LINESTRING (44.1350652 55.1908919, 44.1353776 55.1909827)",,
"[207972659, 183288489, 183288491]",22К-0068,secondary,False,True,234.43400000000003,yes,Федеративная улица,"LINESTRING (44.1350652 55.1908919, 44.1327961 55.1902392, 44.1323024 55.190088, 44.1317973 55.1899116)",,
"[52871777, 207972659]",22К-0068,secondary,False,False,332.293,,Федеративная улица,"LINESTRING (44.1258558 55.1874478, 44.1261154 55.1875528, 44.1263478 55.1876511, 44.1269638 55.1879241, 44.1271846 55.1880254, 44.1276626 55.1882499, 44.1284617 55.1886219, 44.1290287 55.1888777, 44.1294464 55.1890718, 44.1299562 55.1893046)",,
"[300357669, 207972660, 205528909]",Р-158,trunk,False,False,341.65,yes,"['улица 1 Мая', 'Центральная улица']","LINESTRING (44.1258558 55.1874478, 44.1250216 55.1880491, 44.1249923 55.1880695, 44.1249696 55.1880866, 44.124273 55.1886106, 44.124073 55.1887481, 44.1237851 55.1889203, 44.1233971 55.1890933, 44.1229299 55.1892918, 44.1221047 55.1896119)",2,RU:urban
207972660,Р-158,trunk,False,True,124.598,,Центральная улица,"LINESTRING (44.1258558 55.1874478, 44.1262626 55.1871442, 44.1270718 55.1865683)",2,RU:urban
183288491,22К-0068,secondary,False,False,14.896,,,"LINESTRING (44.1353776 55.1909827, 44.1355882 55.1910418)",,
183288491,22К-0068,secondary,False,True,22.252,,,"LINESTRING (44.1353776 55.1909827, 44.1350652 55.1908919)",,
"[205528913, 299869445]",Р-158,trunk,False,False,308.371,,Центральная улица,"LINESTRING (44.1308017 55.1837129, 44.130437 55.184019, 44.1288487 55.1852142, 44.1284841 55.185492, 44.1279004 55.1859366)",2,RU:urban
207972913,,residential,False,False,187.75499999999997,,,"LINESTRING (44.1308017 55.1837129, 44.1311658 55.1838452, 44.1320281 55.1842181, 44.1324885 55.1844943, 44.1329732 55.1847359, 44.1330863 55.1847757)",,
222864391,,residential,False,False,9.696,,Офицерская улица,"LINESTRING (44.1221047 55.1896119, 44.1219952 55.1895511)",,
"[205528909, 300357669, 207972660]",Р-158,trunk,False,True,341.65,yes,"['улица 1 Мая', 'Центральная улица']","LINESTRING (44.1221047 55.1896119, 44.1229299 55.1892918, 44.1233971 55.1890933, 44.1237851 55.1889203, 44.124073 55.1887481, 44.124273 55.1886106, 44.1249696 55.1880866, 44.1249923 55.1880695, 44.1250216 55.1880491, 44.1258558 55.1874478)",2,RU:urban
206566439,,residential,False,False,236.623,,Коммунальная улица,"LINESTRING (44.1270718 55.1865683, 44.1268148 55.1864528, 44.1256028 55.1858819, 44.1251689 55.1856903, 44.1250832 55.1856541, 44.1241296 55.1852633)",,
207972660,Р-158,trunk,False,False,124.598,,Центральная улица,"LINESTRING (44.1270718 55.1865683, 44.1262626 55.1871442, 44.1258558 55.1874478)",2,RU:urban
207972660,Р-158,trunk,False,True,87.774,,Центральная улица,"LINESTRING (44.1270718 55.1865683, 44.1273561 55.1863628, 44.1276182 55.1861637, 44.1277541 55.1860534, 44.1279004 55.1859366)",2,RU:urban
159407160,,residential,False,False,152.776,,улица 40 лет Октября,"LINESTRING (44.1226999 55.1863685, 44.1241296 55.1852633)",,
159407160,,residential,False,True,152.776,,улица 40 лет Октября,"LINESTRING (44.1241296 55.1852633, 44.1226999 55.1863685)",,
"[206566448, 206566439]",,residential,False,False,275.38599999999997,,Коммунальная улица,"LINESTRING (44.1241296 55.1852633, 44.1220783 55.1843619, 44.1223582 55.1840849, 44.1224306 55.1839762, 44.1223099 55.1839164, 44.121921 55.1837787, 44.121652 55.1836353)",,
