osmid,name,highway,oneway,reversed,length,lanes,geometry,access
27246056,улица Гоголя,residential,False,False,40.304,,"LINESTRING (135.0708144 48.4797837, 135.071141 48.479493)",
134198240,улица Муравьёва-Амурского,primary,False,True,245.14499999999998,2,"LINESTRING (135.0708144 48.4797837, 135.0704481 48.4801003, 135.0704122 48.4801462, 135.0703968 48.4801921, 135.0703898 48.4802431, 135.0703906 48.4802944, 135.0704021 48.4803442, 135.0704187 48.4803898, 135.0704455 48.4804371, 135.070491 48.4804914, 135.0718758 48.4813353, 135.0720339 48.4814392)",
140216180,улица Муравьёва-Амурского,primary,False,False,37.125,2,"LINESTRING (135.0708144 48.4797837, 135.0708663 48.4797139, 135.0708761 48.4796422, 135.0708597 48.4795487, 135.0707778 48.479477)",
134198240,улица Муравьёва-Амурского,primary,False,False,245.14500000000004,2,"LINESTRING (135.0720339 48.4814392, 135.0718758 48.4813353, 135.070491 48.4804914, 135.0704455 48.4804371, 135.0704187 48.4803898, 135.0704021 48.4803442, 135.0703906 48.4802944, 135.0703898 48.4802431, 135.0703968 48.4801921, 135.0704122 48.4801462, 135.0704481 48.4801003, 135.0708144 48.4797837)",
134198245,улица Пушкина,tertiary,False,False,182.671,2,"LINESTRING (135.0720339 48.4814392, 135.0722557 48.4813167, 135.0735032 48.4805239, 135.0738136 48.4802976)",
"[134198246, 668163167]",улица Пушкина,tertiary,False,True,262.118,2,"LINESTRING (135.0720339 48.4814392, 135.0719003 48.4815095, 135.0712252 48.4819812, 135.0710972 48.4820713, 135.0709458 48.482178, 135.0695779 48.4831425)",
"[134198239, 791201367]",улица Карла Маркса,primary,False,True,235.79700000000003,2,"LINESTRING (135.0720339 48.4814392, 135.0725885 48.4817886, 135.0732191 48.4821908, 135.074245 48.4828462, 135.0743424 48.4829073)",
27245982,Уссурийский бульвар,tertiary,False,False,174.37,,"LINESTRING (135.0762524 48.4781212, 135.0761216 48.4780476, 135.0745693 48.477174, 135.0744491 48.4771063)",
134198245,улица Пушкина,tertiary,False,False,71.642,2,"LINESTRING (135.0762524 48.4781212, 135.0767674 48.4777143, 135.0768819 48.4776304)",
134198245,улица Пушкина,tertiary,False,True,301.713,2,"LINESTRING (135.0762524 48.4781212, 135.0759147 48.4784329, 135.0748826 48.4793853, 135.074306 48.4799174, 135.0741884 48.4800259, 135.073886 48.4802468, 135.0738136 48.4802976)",
27246003,Уссурийский бульвар,tertiary,False,False,549.885,2,"LINESTRING (135.0768819 48.4776304, 135.0770044 48.4776823, 135.0788374 48.4784504, 135.0802398 48.4792599, 135.0811029 48.4797581, 135.082632 48.4806733, 135.0826929 48.4807097)",
134198245,улица Пушкина,tertiary,False,True,71.642,2,"LINESTRING (135.0768819 48.4776304, 135.0767674 48.4777143, 135.0762524 48.4781212)",
27243748,улица Льва Толстого,tertiary,False,False,121.026,2,"LINESTRING (135.0743424 48.4829073, 135.074233 48.4829907, 135.0732654 48.4837289)",
"[791201367, 134198239]",улица Карла Маркса,primary,False,False,235.797,2,"LINESTRING (135.0743424 48.4829073, 135.074245 48.4828462, 135.0732191 48.4821908, 135.0725885 48.4817886, 135.0720339 48.4814392)",
483592999,улица Карла Маркса,primary,False,True,138.663,,"LINESTRING (135.0743424 48.4829073, 135.0745169 48.4830136, 135.0751272 48.4833856, 135.0757233 48.4837542)",
27243748,улица Льва Толстого,tertiary,False,True,136.221,2,"LINESTRING (135.0720538 48.484654, 135.072723 48.4841468, 135.0732654 48.4837289)",
134198241,улица Ким Ю Чена,tertiary,False,True,120.74300000000001,,"LINESTRING (135.0720538 48.484654, 135.0719497 48.4845915, 135.0708391 48.4839254)",
134198242,улица Ким Ю Чена,tertiary,False,False,134.525,2,"LINESTRING (135.0720538 48.484654, 135.072168 48.4847186, 135.073328 48.4853755, 135.0734376 48.4854428)",
134198241,улица Ким Ю Чена,tertiary,False,False,127.35499999999999,,"LINESTRING (135.0695779 48.4831425, 135.0696871 48.4832103, 135.0701844 48.483519, 135.0706694 48.4838201, 135.0708391 48.4839254)",
"[134198246, 668163167]",улица Пушкина,tertiary,False,False,262.118,2,"LINESTRING (135.0695779 48.4831425, 135.0709458 48.482178, 135.0710972 48.4820713, 135.0712252 48.4819812, 135.0719003 48.4815095, 135.0720339 48.4814392)",
180766380,улица Гайдара,tertiary,False,False,252.273,2,"LINESTRING (135.0757233 48.4837542, 135.0755958 48.4838531, 135.0748104 48.4844353, 135.0735221 48.4853857, 135.0734376 48.4854428)",
483592999,улица Карла Маркса,primary,False,False,138.66299999999998,,"LINESTRING (135.0757233 48.4837542, 135.0751272 48.4833856, 135.0745169 48.4830136, 135.0743424 48.4829073)",
483592999,улица Карла Маркса,primary,False,True,126.81899999999999,,"LINESTRING (135.0757233 48.4837542, 135.0758664 48.4838443, 135.0763956 48.4841671, 135.076982 48.4845318)",
134198242,улица Ким Ю Чена,tertiary,False,True,134.525,2,"LINESTRING (135.0734376 48.4854428, 135.073328 48.4853755, 135.072168 48.4847186, 135.0720538 48.484654)",
180766380,улица Гайдара,tertiary,False,True,252.273,2,"LINESTRING (135.0734376 48.4854428, 135.0735221 48.4853857, 135.0748104 48.4844353, 135.0755958 48.4838531, 135.0757233 48.4837542)",
27245982,Уссурийский бульвар,tertiary,False,True,174.37,,"LINESTRING (135.0744491 48.4771063, 135.0745693 48.477174, 135.0761216 48.4780476, 135.0762524 48.4781212)",
134536485,улица Гоголя,residential,False,True,73.334,,"LINESTRING (135.0744491 48.4771063, 135.0743641 48.4771675, 135.0737751 48.4775914)",
27246003,Уссурийский бульвар,tertiary,False,True,549.885,2,"LINESTRING (135.0826929 48.4807097, 135.082632 48.4806733, 135.0811029 48.4797581, 135.0802398 48.4792599, 135.0788374 48.4784504, 135.0770044 48.4776823, 135.0768819 48.4776304)",
134536485,улица Гоголя,residential,False,False,199.031,,"LINESTRING (135.0719127 48.4788874, 135.0720429 48.4787968, 135.072328 48.4785984, 135.0725277 48.4784606, 135.0728121 48.4782615, 135.0737751 48.4775914)",
85466682,,residential,False,True,208.43599999999998,,"LINESTRING (135.0738136 48.4802976, 135.0727295 48.4796335, 135.0719079 48.4791283, 135.07174 48.4790231)",no
134198245,улица Пушкина,tertiary,False,False,301.71299999999997,2,"LINESTRING (135.0738136 48.4802976, 135.073886 48.4802468, 135.0741884 48.4800259, 135.074306 48.4799174, 135.0748826 48.4793853, 135.0759147 48.4784329, 135.0762524 48.4781212)",
134198245,улица Пушкина,tertiary,False,True,182.671,2,"LINESTRING (135.0738136 48.4802976, 135.0735032 48.4805239, 135.0722557 48.4813167, 135.0720339 48.4814392)",
85466682,,residential,False,False,208.43599999999998,,"LINESTRING (135.07174 48.4790231, 135.0719079 48.4791283, 135.0727295 48.4796335, 135.0738136 48.4802976)",no
134536487,улица Гоголя,residential,True,False,19.745,,"LINESTRING (135.07174 48.4790231, 135.0718228 48.4789554, 135.0719127 48.4788874)",
483592999,улица Карла Маркса,primary,False,False,126.81899999999999,,"LINESTRING (135.076982 48.4845318, 135.0763956 48.4841671, 135.0758664 48.4838443, 135.0757233 48.4837542)",
132777553,,living_street,False,True,37.241,,"LINESTRING (135.0737751 48.4775914, 135.0736707 48.4775276, 135.0734035 48.4773645)",
134536485,улица Гоголя,residential,False,False,73.334,,"LINESTRING (135.0737751 48.4775914, 135.0743641 48.4771675, 135.0744491 48.4771063)",
134536485,улица Гоголя,residential,False,True,199.03099999999998,,"LINESTRING (135.0737751 48.4775914, 135.0728121 48.4782615, 135.0725277 48.4784606, 135.072328 48.4785984, 135.0720429 48.4787968, 135.0719127 48.4788874)",
134198241,улица Ким Ю Чена,tertiary,False,False,120.74300000000001,,"LINESTRING (135.0708391 48.4839254, 135.0719497 48.4845915, 135.0720538 48.484654)",
134198241,улица Ким Ю Чена,tertiary,False,True,127.355,,"LINESTRING (135.0708391 48.4839254, 135.0706694 48.4838201, 135.0701844 48.483519, 135.0696871 48.4832103, 135.0695779 48.4831425)",
27243748,улица Льва Толстого,tertiary,False,False,136.221,2,"LINESTRING (135.0732654 48.4837289, 135.072723 48.4841468, 135.0720538 48.484654)",
27243748,улица Льва Толстого,tertiary,False,True,121.026,2,"LINESTRING (135.0732654 48.4837289, 135.074233 48.4829907, 135.0743424 48.4829073)",
136712145,Топографический переулок,residential,False,False,169.23000000000002,,"LINESTRING (135.0732654 48.4837289, 135.0731476 48.4836543, 135.0728686 48.4834846, 135.0727999 48.4834424, 135.0724289 48.483214, 135.0715627 48.4827081)",
140216180,улица Муравьёва-Амурского,primary,False,True,37.125,2,"LINESTRING (135.0707778 48.479477, 135.0708597 48.4795487, 135.0708761 48.4796422, 135.0708663 48.4797139, 135.0708144 48.4797837)",
173931820,,unclassified,True,False,27.877000000000002,,"LINESTRING (135.0707778 48.479477, 135.0708859 48.4795075, 135.0710204 48.4795162, 135.071141 48.479493)",
27246056,улица Гоголя,residential,False,True,40.304,,"LINESTRING (135.071141 48.479493, 135.0708144 48.4797837)",
343627793,улица Гоголя,residential,True,False,68.439,,"LINESTRING (135.071141 48.479493, 135.0713237 48.4793629, 135.07174 48.4790231)",
136712145,Топографический переулок,residential,False,True,169.23,,"LINESTRING (135.0715627 48.4827081, 135.0724289 48.483214, 135.0727999 48.4834424, 135.0728686 48.4834846, 135.0731476 48.4836543, 135.0732654 48.4837289)",
390921934,,residential,False,False,37.895,,"LINESTRING (135.0737491 48.4771122, 135.0734035 48.4773645)",
390921934,,residential,False,True,37.895,,"LINESTRING (135.0734035 48.4773645, 135.0737491 48.4771122)",
