osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,tunnel
48572657,True,проспект Гагарина,primary,False,39.498,,"LINESTRING (32.0509555 54.7783136, 32.0504938 54.7780785)",,
116114606,False,Большая Советская улица,primary,True,104.491,50,"LINESTRING (32.0509555 54.7783136, 32.0511049 54.7784403, 32.051251 54.778613, 32.0515434 54.7791829)",,
893069801,True,улица Дзержинского,secondary,False,126.0,,"LINESTRING (32.0509555 54.7783136, 32.0506093 54.7783706, 32.0501078 54.7783472, 32.0499901 54.7783417, 32.0498272 54.7783284, 32.0490215 54.7782438)",,
1138058745,True,улица Тенишевой,primary,False,54.391999999999996,,"LINESTRING (32.0509555 54.7783136, 32.051058 54.7782022, 32.0511037 54.7781686, 32.0512103 54.7780901, 32.0514556 54.7779208)",,
469410339,False,улица Дзержинского,secondary,True,114.815,,"LINESTRING (32.0419945 54.7797459, 32.0403472 54.7801504)",,
27115567,False,Водяной переулок,residential,False,127.819,,"LINESTRING (32.0419945 54.7797459, 32.0419179 54.7796522, 32.0411444 54.7787062)",,
469410339,False,улица Дзержинского,secondary,False,424.525,,"LINESTRING (32.0419945 54.7797459, 32.0421692 54.7796988, 32.0442299 54.7791301, 32.0468138 54.7784662, 32.0468625 54.7784541, 32.0478351 54.7782078, 32.048022 54.7781693)",,
98350736,False,улица Пржевальского,residential,True,174.286,,"LINESTRING (32.0389679 54.784737, 32.0395967 54.7845558, 32.0404605 54.7843069, 32.0411093 54.7841199, 32.0412491 54.7840768, 32.0413952 54.7840318)",,
110343245,False,улица Бакунина,residential,True,86.977,,"LINESTRING (32.0389679 54.784737, 32.0389322 54.784857, 32.0390781 54.7851288, 32.0392802 54.7854862)",,
"[27664632, 99190280, 98366256, 99190287]",False,"['улица Глинки', 'улица Конёнкова']",residential,False,426.50700000000006,,"LINESTRING (32.0498252 54.7841934, 32.049745 54.7841076, 32.0496703 54.7840316, 32.0492038 54.7835297, 32.0491145 54.7834343, 32.0489831 54.783294, 32.0487016 54.7829935, 32.0486129 54.7829045, 32.0484339 54.782725, 32.0483513 54.7826253, 32.0481715 54.7824015, 32.0481371 54.7823587, 32.0481255 54.7823259, 32.0481547 54.7814799, 32.0481891 54.7806904, 32.0481938 54.7806019)",,
27664632,False,улица Конёнкова,residential,True,63.096999999999994,,"LINESTRING (32.0498252 54.7841934, 32.0502139 54.7846175, 32.0502965 54.7846912)",,
98350736,False,улица Пржевальского,residential,False,175.19299999999998,,"LINESTRING (32.0498252 54.7841934, 32.0495081 54.7842213, 32.0490235 54.784209, 32.0485071 54.7841922, 32.0476891 54.7841576, 32.0476174 54.7841551, 32.0471012 54.7841372)",,
27664632,False,улица Конёнкова,residential,False,63.096999999999994,,"LINESTRING (32.0502965 54.7846912, 32.0502139 54.7846175, 32.0498252 54.7841934)",,
"[893055053, 893055054]",False,улица Козлова,residential,True,167.0,,"LINESTRING (32.0502965 54.7846912, 32.0507077 54.7846589, 32.0510354 54.7846339, 32.0525184 54.7845211, 32.0528796 54.7844999)",,
"[98350784, 893055057]",False,улица Козлова,residential,False,61.894999999999996,,"LINESTRING (32.0538411 54.7844557, 32.0536755 54.7844552, 32.0531149 54.7844867, 32.0530429 54.7844907, 32.0528796 54.7844999)",,
280454080,False,Большая Советская улица,primary,False,34.6,50,"LINESTRING (32.0538411 54.7844557, 32.0538274 54.7843429, 32.0537868 54.7841462)",4,
27115567,False,Водяной переулок,residential,True,127.819,,"LINESTRING (32.0411444 54.7787062, 32.0419179 54.7796522, 32.0419945 54.7797459)",,
380959064,False,улица 2-я линия Красноармейской Слободы,residential,False,206.53299999999996,,"LINESTRING (32.0411444 54.7787062, 32.0412123 54.7786912, 32.0429052 54.7782455, 32.0439163 54.777981, 32.0440771 54.7779389)",,
27115573,True,Чуриловский переулок,residential,False,119.68,,"LINESTRING (32.0395804 54.7791154, 32.0388231 54.7781317)",,
380959065,True,улица 2-я линия Красноармейской Слободы,residential,False,110.137,,"LINESTRING (32.0395804 54.7791154, 32.0411444 54.7787062)",,
78394276,False,улица 2-я линия Красноармейской Слободы,residential,True,63.303000000000004,,"LINESTRING (32.0395804 54.7791154, 32.0392861 54.7791904, 32.0389992 54.7792635, 32.0386775 54.7793455)",,
380959058,True,улица 3-я линия Красноармейской Слободы,residential,False,110.444,,"LINESTRING (32.0388231 54.7781317, 32.038874 54.7781191, 32.0404065 54.7777411)",,
"[311388105, 311388106, 311388107]",False,Большая Советская улица,primary,True,155.07800000000003,50,"LINESTRING (32.0532347 54.7827886, 32.0534171 54.78324, 32.0535824 54.7836232, 32.0537502 54.7840277, 32.0537868 54.7841462)",4,
"[315607761, 311387495]",False,Большая Советская улица,primary,False,124.70400000000001,50,"LINESTRING (32.0532347 54.7827886, 32.0531713 54.782647, 32.0531429 54.7825929, 32.0531053 54.7825249, 32.0530438 54.7823812, 32.0527331 54.7817052)",4,
1098391187,False,улица Барклая де Толли,tertiary,False,147.439,,"LINESTRING (32.0537787 54.7788732, 32.0523963 54.7790612, 32.0517624 54.7791474, 32.0515434 54.7791829)",,
182149802,False,Большая Советская улица,primary,True,126.029,50,"LINESTRING (32.0522002 54.7806148, 32.0522699 54.7807236, 32.0523537 54.7808794, 32.0527331 54.7817052)",4,
"[311387304, 311388673, 448597416]",False,Большая Советская улица,primary,False,164.703,50,"LINESTRING (32.0522002 54.7806148, 32.0521283 54.7804716, 32.0519549 54.7800999, 32.0517041 54.7795417, 32.0515434 54.7791829)",4,
