osmid,lanes,name,highway,oneway,reversed,length,geometry
45508500,2,Октябрьская улица,secondary,False,False,285.647,"LINESTRING (53.6845357 63.5621519, 53.6846161 63.5620559, 53.6849886 63.5616317, 53.6855963 63.5609399, 53.6862642 63.5601795, 53.6862681 63.5601752, 53.6866337 63.5597589)"
287207343,4,проспект Ленина,secondary,False,True,197.414,"LINESTRING (53.6845357 63.5621519, 53.6842621 63.5621032, 53.6842099 63.5620943, 53.683966 63.5620582, 53.6838129 63.5620356, 53.6834279 63.561996, 53.6832464 63.5620083, 53.6831023 63.5620181, 53.6827516 63.5620843, 53.6809587 63.5625824)"
295942533,2,улица 30 лет Октября,tertiary,False,False,402.258,"LINESTRING (53.6845357 63.5621519, 53.6847434 63.5621901, 53.6850088 63.5622388, 53.6854701 63.5623235, 53.6864394 63.5625015, 53.6868665 63.5625799, 53.6885824 63.5628949, 53.6887843 63.562932, 53.69181 63.5634875, 53.6920475 63.5635311)"
295942527,2,Октябрьская улица,secondary,False,True,190.79899999999998,"LINESTRING (53.6880389 63.5581612, 53.6879216 63.5582985, 53.6876343 63.5586357, 53.6866337 63.5597589)"
45508500,2,Октябрьская улица,secondary,False,True,285.64700000000005,"LINESTRING (53.6866337 63.5597589, 53.6862681 63.5601752, 53.6862642 63.5601795, 53.6855963 63.5609399, 53.6849886 63.5616317, 53.6846161 63.5620559, 53.6845357 63.5621519)"
45571391,2,улица Оплеснина,tertiary,False,False,140.03300000000002,"LINESTRING (53.6866337 63.5597589, 53.6859785 63.559847, 53.6856596 63.5598722, 53.6838676 63.5600138)"
47076849,2,Чибьюская улица,tertiary,False,False,39.679,"LINESTRING (53.6866337 63.5597589, 53.6868805 63.5598036, 53.6871351 63.5598497, 53.687376 63.5598934)"
295942527,2,Октябрьская улица,secondary,False,False,190.799,"LINESTRING (53.6866337 63.5597589, 53.6876343 63.5586357, 53.6879216 63.5582985, 53.6880389 63.5581612)"
45727523,2,улица Дзержинского,tertiary,True,False,139.614,"LINESTRING (53.6766049 63.5591097, 53.6793768 63.5588793)"
45770385,,улица 40 лет Коми,residential,False,False,95.591,"LINESTRING (53.6766049 63.5591097, 53.6765908 63.55908, 53.6762154 63.5582677)"
45770385,,улица 40 лет Коми,residential,False,True,165.935,"LINESTRING (53.6766049 63.5591097, 53.6766234 63.5591446, 53.6767101 63.5593403, 53.6771037 63.5602287, 53.6772127 63.5604747, 53.6772564 63.5605735)"
45727523,2,улица Дзержинского,tertiary,True,False,197.507,"LINESTRING (53.6793768 63.5588793, 53.6825533 63.5586118, 53.6832981 63.5585536)"
45770384,,улица Володарского,residential,False,True,163.07399999999998,"LINESTRING (53.6793768 63.5588793, 53.6793879 63.5589096, 53.679476 63.5591118, 53.6795021 63.5591718, 53.6798662 63.560008, 53.6798756 63.5600297, 53.6800017 63.5603192)"
45571391,2,улица Оплеснина,tertiary,False,False,139.015,"LINESTRING (53.6800017 63.5603192, 53.6776934 63.560512, 53.6773853 63.560549, 53.6772564 63.5605735)"
45571391,2,улица Оплеснина,tertiary,False,True,194.398,"LINESTRING (53.6800017 63.5603192, 53.6814992 63.5602047, 53.6825187 63.5601268, 53.6838676 63.5600138)"
45770384,,улица Володарского,residential,False,False,163.07399999999996,"LINESTRING (53.6800017 63.5603192, 53.6798756 63.5600297, 53.6798662 63.560008, 53.6795021 63.5591718, 53.679476 63.5591118, 53.6793879 63.5589096, 53.6793768 63.5588793)"
45571391,2,улица Оплеснина,tertiary,False,True,139.015,"LINESTRING (53.6772564 63.5605735, 53.6773853 63.560549, 53.6776934 63.560512, 53.6800017 63.5603192)"
45770385,,улица 40 лет Коми,residential,False,False,165.935,"LINESTRING (53.6772564 63.5605735, 53.6772127 63.5604747, 53.6771037 63.5602287, 53.6767101 63.5593403, 53.6766234 63.5591446, 53.6766049 63.5591097)"
45856514,,улица 40 лет Коми,residential,False,True,285.419,"LINESTRING (53.6772564 63.5605735, 53.6781853 63.5612429, 53.6792352 63.5619985, 53.6801502 63.5626586, 53.680282 63.5627584)"
45856514,,улица 40 лет Коми,residential,False,False,285.419,"LINESTRING (53.680282 63.5627584, 53.6801502 63.5626586, 53.6792352 63.5619985, 53.6781853 63.5612429, 53.6772564 63.5605735)"
428376394,4,проспект Ленина,secondary,False,False,38.799,"LINESTRING (53.680282 63.5627584, 53.680674 63.5626575, 53.6809587 63.5625824)"
"[695745581, 695743895]",4,проспект Ленина,secondary,False,True,254.755,"LINESTRING (53.680282 63.5627584, 53.6786854 63.563191, 53.6760438 63.5639035, 53.6758846 63.5639484)"
292164490,,Юбилейная улица,tertiary,False,True,287.502,"LINESTRING (53.6920475 63.5635311, 53.6921463 63.5634009, 53.6931542 63.5622848, 53.6939878 63.5613637, 53.6941292 63.5612072, 53.6941993 63.5611298)"
295942533,2,улица 30 лет Октября,tertiary,False,True,402.258,"LINESTRING (53.6920475 63.5635311, 53.69181 63.5634875, 53.6887843 63.562932, 53.6885824 63.5628949, 53.6868665 63.5625799, 53.6864394 63.5625015, 53.6854701 63.5623235, 53.6850088 63.5622388, 53.6847434 63.5621901, 53.6845357 63.5621519)"
"[1067613826, 213878309]",,Юбилейная улица,tertiary,False,False,373.13000000000005,"LINESTRING (53.6920475 63.5635311, 53.6919673 63.5636286, 53.6914546 63.5641933, 53.6914056 63.5642529, 53.6913096 63.5643596, 53.6906075 63.5651402, 53.6905536 63.5652001, 53.6902223 63.5655685, 53.6893177 63.5665747, 53.6892523 63.5666474)"
47076849,2,Чибьюская улица,tertiary,False,True,364.725,"LINESTRING (53.6941993 63.5611298, 53.6940283 63.5610988, 53.6910307 63.5605556, 53.6885298 63.5601024, 53.6880769 63.5600204, 53.687376 63.5598934)"
292164490,,Юбилейная улица,tertiary,False,False,287.502,"LINESTRING (53.6941993 63.5611298, 53.6941292 63.5612072, 53.6939878 63.5613637, 53.6931542 63.5622848, 53.6921463 63.5634009, 53.6920475 63.5635311)"
45727523,2,улица Дзержинского,tertiary,True,False,238.76100000000002,"LINESTRING (53.6832981 63.5585536, 53.6840867 63.5584889, 53.6850457 63.5584094, 53.6858732 63.5583408, 53.6868474 63.55826, 53.6871962 63.5582311, 53.6877553 63.5581817, 53.6880389 63.5581612)"
54275269,,,unclassified,False,False,164.79799999999997,"LINESTRING (53.6832981 63.5585536, 53.6833214 63.5586131, 53.6834253 63.5588796, 53.6836566 63.5594727, 53.6836717 63.5595114, 53.6838522 63.5599742, 53.6838676 63.5600138)"
88809564,2,проезд Дружбы,residential,False,True,161.92999999999998,"LINESTRING (53.6785121 63.5647047, 53.6784006 63.5646856, 53.6779745 63.5646156, 53.6767148 63.5644088, 53.6765068 63.564364, 53.6762796 63.5642214, 53.6759851 63.5640365, 53.6758846 63.5639484)"
88809569,2,проезд Дружбы,residential,True,False,495.33900000000006,"LINESTRING (53.6785121 63.5647047, 53.6786941 63.5647443, 53.6793714 63.5648846, 53.679853 63.565013, 53.6808671 63.5652833, 53.6811095 63.5653479, 53.6815638 63.5654124, 53.6816071 63.5654185, 53.6826485 63.5655235, 53.6827443 63.5655332, 53.6836841 63.5656534, 53.6839956 63.5657013, 53.6852549 63.5659678, 53.6859415 63.5661827, 53.6871171 63.5664221, 53.6875915 63.5665043)"
88809564,2,проезд Дружбы,residential,False,False,161.93,"LINESTRING (53.6758846 63.5639484, 53.6759851 63.5640365, 53.6762796 63.5642214, 53.6765068 63.564364, 53.6767148 63.5644088, 53.6779745 63.5646156, 53.6784006 63.5646856, 53.6785121 63.5647047)"
"[695745581, 695743895]",4,проспект Ленина,secondary,False,False,254.755,"LINESTRING (53.6758846 63.5639484, 53.6760438 63.5639035, 53.6786854 63.563191, 53.680282 63.5627584)"
45770385,,улица 40 лет Коми,residential,False,True,95.591,"LINESTRING (53.6762154 63.5582677, 53.6765908 63.55908, 53.6766049 63.5591097)"
58277786,,улица Гоголя,residential,False,False,271.408,"LINESTRING (53.6762154 63.5582677, 53.6798576 63.5580389, 53.6816431 63.5579268)"
65121178,,Крымская улица,residential,False,True,269.02900000000005,"LINESTRING (53.6854427 63.5637514, 53.6832432 63.5633647, 53.6821985 63.5631837, 53.6816239 63.563084, 53.6814523 63.5630291, 53.6813718 63.5629527, 53.6810338 63.562678, 53.6809587 63.5625824)"
65121178,,Крымская улица,residential,False,False,269.029,"LINESTRING (53.6809587 63.5625824, 53.6810338 63.562678, 53.6813718 63.5629527, 53.6814523 63.5630291, 53.6816239 63.563084, 53.6821985 63.5631837, 53.6832432 63.5633647, 53.6854427 63.5637514)"
287207343,4,проспект Ленина,secondary,False,False,197.41400000000002,"LINESTRING (53.6809587 63.5625824, 53.6827516 63.5620843, 53.6831023 63.5620181, 53.6832464 63.5620083, 53.6834279 63.561996, 53.6838129 63.5620356, 53.683966 63.5620582, 53.6842099 63.5620943, 53.6842621 63.5621032, 53.6845357 63.5621519)"
428376394,4,проспект Ленина,secondary,False,True,38.799,"LINESTRING (53.6809587 63.5625824, 53.680674 63.5626575, 53.680282 63.5627584)"
45571391,2,улица Оплеснина,tertiary,False,False,194.398,"LINESTRING (53.6838676 63.5600138, 53.6825187 63.5601268, 53.6814992 63.5602047, 53.6800017 63.5603192)"
45571391,2,улица Оплеснина,tertiary,False,True,140.03300000000002,"LINESTRING (53.6838676 63.5600138, 53.6856596 63.5598722, 53.6859785 63.559847, 53.6866337 63.5597589)"
