osmid,oneway,name,highway,maxspeed,reversed,length,geometry
77347735,True,площадь Революции,secondary,40,False,38.289,"LINESTRING (43.8098015 57.8787654, 43.8104197 57.878868)"
772381548,False,Нижняя Набережная улица,tertiary,,False,245.15299999999996,"LINESTRING (43.8098015 57.8787654, 43.8096988 57.878477, 43.8096817 57.878429, 43.8093574 57.87817, 43.8083453 57.8773615, 43.808132 57.8772089, 43.807869 57.8770208, 43.8076886 57.8768985)"
77347735,True,площадь Революции,secondary,40,False,52.171,"LINESTRING (43.8066596 57.8800145, 43.806876 57.8798313, 43.8072444 57.8796714)"
999259116,False,улица имени Юрия Смирнова,tertiary,,True,147.46300000000002,"LINESTRING (43.8066596 57.8800145, 43.8064292 57.8799812, 43.8042527 57.8796667)"
77347734,False,Первомайская улица,secondary,60,True,269.332,"LINESTRING (43.8068283 57.8804099, 43.8066037 57.8805056, 43.8065429 57.8805315, 43.8063608 57.8806091, 43.8062732 57.8806465, 43.8032757 57.8819262)"
77347735,True,площадь Революции,secondary,40,False,46.313,"LINESTRING (43.8068283 57.8804099, 43.8066539 57.8802165, 43.8066596 57.8800145)"
77347735,True,площадь Революции,secondary,40,False,236.488,"LINESTRING (43.8104197 57.878868, 43.8104829 57.8789322, 43.8105865 57.8790376, 43.8105731 57.8792047, 43.8105024 57.8793111, 43.8102951 57.8795166, 43.8096024 57.8798677, 43.8085258 57.8803908, 43.8083345 57.8804838)"
"[326544316, 969947175, 969852207]",False,площадь Революции,residential,,True,96.833,"LINESTRING (43.8104197 57.878868, 43.8105839 57.8788767, 43.8108144 57.8788245, 43.8117206 57.8783884)"
969770012,False,улица Захариха,tertiary,,True,113.72,"LINESTRING (43.8082786 57.8759336, 43.8079875 57.8765703, 43.8078661 57.8767555, 43.8076886 57.8768985)"
971087436,False,Юрьевецкая улица,tertiary,,False,22.749000000000002,"LINESTRING (43.8039492 57.8794257, 43.8039174 57.8794483, 43.8037189 57.8795896)"
971087436,False,Юрьевецкая улица,tertiary,,True,437.153,"LINESTRING (43.8039492 57.8794257, 43.8038697 57.8793427, 43.8027799 57.8782049, 43.8022672 57.8776177, 43.8016662 57.8769294, 43.8006576 57.8761, 43.8004866 57.8759594)"
971087437,False,,tertiary,,False,32.251000000000005,"LINESTRING (43.8039492 57.8794257, 43.8040446 57.8795015, 43.8042527 57.8796667)"
"[123688496, 971087438, 971087439]",False,Кадыйская улица,residential,,False,140.889,"LINESTRING (43.8039492 57.8794257, 43.8040153 57.8793551, 43.8044027 57.8792187, 43.8044636 57.8791904, 43.8046055 57.8790833, 43.8053891 57.8784917, 43.8054362 57.8784561)"
116481865,False,Окружная улица,residential,,True,248.973,"LINESTRING (43.8069593 57.8829928, 43.8068067 57.8829534, 43.8064655 57.8828653, 43.8051213 57.8825101, 43.8034991 57.8820503, 43.8034705 57.8820344, 43.8032757 57.8819262)"
116481870,False,Окружная улица,residential,,False,250.48,"LINESTRING (43.8069593 57.8829928, 43.8071723 57.8829718, 43.8093326 57.8825936, 43.8108148 57.8823426, 43.8109962 57.8823119)"
116481893,False,Площадная улица,tertiary,,True,266.579,"LINESTRING (43.8069593 57.8829928, 43.8074875 57.8807456, 43.8075184 57.8806139)"
116481880,False,улица имени Юрия Смирнова,tertiary,,True,95.707,"LINESTRING (43.8037189 57.8795896, 43.8021604 57.8793569)"
999259116,False,улица имени Юрия Смирнова,tertiary,,False,32.703,"LINESTRING (43.8037189 57.8795896, 43.8042527 57.8796667)"
971087436,False,Юрьевецкая улица,tertiary,,True,22.749000000000002,"LINESTRING (43.8037189 57.8795896, 43.8039174 57.8794483, 43.8039492 57.8794257)"
971087436,False,Юрьевецкая улица,tertiary,,False,437.153,"LINESTRING (43.8004866 57.8759594, 43.8006576 57.8761, 43.8016662 57.8769294, 43.8022672 57.8776177, 43.8027799 57.8782049, 43.8038697 57.8793427, 43.8039492 57.8794257)"
"[123688496, 971087438, 971087439]",False,Кадыйская улица,residential,,True,140.88899999999998,"LINESTRING (43.8054362 57.8784561, 43.8053891 57.8784917, 43.8046055 57.8790833, 43.8044636 57.8791904, 43.8044027 57.8792187, 43.8040153 57.8793551, 43.8039492 57.8794257)"
