osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed
"[45490812, 45183349]",residential,False,True,506.12800000000004,Чугуновская улица,"LINESTRING (59.6724937 55.1713495, 59.6719559 55.171148, 59.6714613 55.1709627, 59.671136 55.1708228, 59.6709964 55.1706503, 59.6709812 55.1705523, 59.6709945 55.1704499, 59.6717429 55.169853, 59.671922 55.1697102, 59.6720704 55.1695748, 59.6725629 55.1691729, 59.673224 55.1686507, 59.67395 55.1681658, 59.6743189 55.1678492)",,
"[45496913, 52918863]",primary,False,False,235.92399999999998,,"LINESTRING (59.6724937 55.1713495, 59.6724956 55.1713084, 59.6725077 55.1712502, 59.6725138 55.1712343, 59.6725205 55.1712109, 59.6725263 55.171193, 59.6725539 55.171103, 59.6726461 55.1709548, 59.6728095 55.1707281, 59.6730187 55.1704863, 59.6733337 55.1702225, 59.6736965 55.1699336, 59.6742743 55.1695247)","['4', '5']",60
"[45182395, 45182396]",residential,False,"[False, True]",372.54999999999995,Береговая Демидовская улица,"LINESTRING (59.6817268 55.1670412, 59.6816382 55.166995, 59.6815521 55.1669455, 59.6809208 55.1671106, 59.680266 55.1671681, 59.6801087 55.1671394, 59.6799355 55.1670099, 59.6799802 55.1669655, 59.6810159 55.1664578, 59.6811224 55.1663992, 59.6827162 55.1655215)",,
70129594,primary,False,False,473.63999999999993,,"LINESTRING (59.6817268 55.1670412, 59.6807302 55.1675354, 59.6798138 55.1679525, 59.67899 55.1682921, 59.6784649 55.1684987, 59.677873 55.1686854, 59.6775055 55.1687716, 59.6768111 55.1689291, 59.6753939 55.1691953)",4,60
45117405,secondary_link,False,True,47.347,,"LINESTRING (59.6753939 55.1691953, 59.6752087 55.1691814, 59.6750022 55.1691439, 59.6748394 55.1690721, 59.6747702 55.169005)",2,60
50753927,primary,False,False,80.617,,"LINESTRING (59.6753939 55.1691953, 59.6750111 55.1692647, 59.6746511 55.1693737, 59.6742743 55.1695247)",4,60
70129594,primary,False,True,473.64,,"LINESTRING (59.6753939 55.1691953, 59.6768111 55.1689291, 59.6775055 55.1687716, 59.677873 55.1686854, 59.6784649 55.1684987, 59.67899 55.1682921, 59.6798138 55.1679525, 59.6807302 55.1675354, 59.6817268 55.1670412)",4,60
"[45496913, 52918863]",primary,False,True,235.924,,"LINESTRING (59.6742743 55.1695247, 59.6736965 55.1699336, 59.6733337 55.1702225, 59.6730187 55.1704863, 59.6728095 55.1707281, 59.6726461 55.1709548, 59.6725539 55.171103, 59.6725263 55.171193, 59.6725205 55.1712109, 59.6725138 55.1712343, 59.6725077 55.1712502, 59.6724956 55.1713084, 59.6724937 55.1713495)","['4', '5']",60
50753927,primary,False,True,80.617,,"LINESTRING (59.6742743 55.1695247, 59.6746511 55.1693737, 59.6750111 55.1692647, 59.6753939 55.1691953)",4,60
50753928,secondary,False,True,65.912,Таганайская улица,"LINESTRING (59.6742743 55.1695247, 59.6744978 55.1693237, 59.6746383 55.1691589, 59.6747702 55.169005)",2,60
43960557,residential,False,False,90.125,,"LINESTRING (59.6753861 55.1637504, 59.6763381 55.1643514)",2,30
43960557,residential,False,True,94.845,,"LINESTRING (59.6753861 55.1637504, 59.6751555 55.1636442, 59.6747432 55.1634536, 59.6744887 55.163307, 59.6742597 55.1631918)",2,30
43960732,residential,False,True,117.64300000000001,улица Братьев Кадомцевых,"LINESTRING (59.6753861 55.1637504, 59.6750792 55.1639396, 59.6747724 55.1641598, 59.6744805 55.16438, 59.6742115 55.1645675)",,
