osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry
457186100,2,Тверская улица,secondary,RU:urban,False,True,11.431,,"LINESTRING (30.6119931 59.7307709, 30.6119934 59.7308737)"
"[761116636, 306966023]",2,улица Тельмана,secondary,RU:urban,False,True,434.252,41К-169,"LINESTRING (30.6119931 59.7307709, 30.6119881 59.7305968, 30.6119321 59.7304018, 30.6118498 59.7301651, 30.6118317 59.7300616, 30.6118331 59.7299553, 30.6118544 59.729873, 30.6118999 59.7297447, 30.6119488 59.7296305, 30.6119711 59.7295438, 30.6119876 59.7294519, 30.6119919 59.7293279, 30.6119842 59.7289799, 30.611972 59.7283691, 30.6119543 59.7281693, 30.6119475 59.7280168, 30.6119252 59.7275151, 30.6119232 59.7274692, 30.6118965 59.7268787)"
439875258,2,Оборонная улица,secondary,RU:urban,True,False,297.41600000000005,,"LINESTRING (30.6119931 59.7307709, 30.6123912 59.7307844, 30.6136329 59.7308226, 30.6151001 59.7308571, 30.6157659 59.7308728, 30.6169961 59.730897, 30.6172924 59.7309062)"
448426822,4,улица Анисимова,secondary,RU:urban,False,True,10.174,,"LINESTRING (30.6066982 59.7306856, 30.6066983 59.7307771)"
"[935824168, 451507130]","['2', '3']",Оборонная улица,secondary,RU:urban,True,False,297.005,,"LINESTRING (30.6066982 59.7306856, 30.6070685 59.7306777, 30.6078573 59.7306843, 30.6105207 59.7307453, 30.6115874 59.7307624, 30.6116358 59.7307632, 30.6119931 59.7307709)"
397509443,,Квартальная улица,residential,,False,True,431.96999999999997,,"LINESTRING (30.6172924 59.7309062, 30.6173105 59.7307759, 30.6173115 59.7307659, 30.6173237 59.7306461, 30.6173554 59.7303172, 30.6173617 59.7302522, 30.6174113 59.7297366, 30.6174198 59.7295416, 30.6175207 59.7284849, 30.6175638 59.7281099, 30.617699 59.727027)"
"[22878945, 422035092]",2,Красноборская улица,tertiary,RU:urban,False,True,517.8860000000001,,"LINESTRING (30.6118965 59.7268787, 30.6120859 59.7266834, 30.6122953 59.7265409, 30.6125011 59.7264052, 30.6127281 59.7262455, 30.6128347 59.7261634, 30.6129777 59.7260516, 30.6131437 59.7259123, 30.6133785 59.7257061, 30.6134961 59.7255782, 30.6135176 59.725555, 30.6135841 59.7254735, 30.6139877 59.7248015, 30.614113 59.7245881, 30.6144271 59.724105, 30.6145131 59.7240352, 30.6146152 59.7239522, 30.6149443 59.7236849, 30.6153614 59.7233662, 30.6161465 59.7227889)"
"[761116636, 306966023]",2,улица Тельмана,secondary,RU:urban,False,False,434.252,41К-169,"LINESTRING (30.6118965 59.7268787, 30.6119232 59.7274692, 30.6119252 59.7275151, 30.6119475 59.7280168, 30.6119543 59.7281693, 30.611972 59.7283691, 30.6119842 59.7289799, 30.6119919 59.7293279, 30.6119876 59.7294519, 30.6119711 59.7295438, 30.6119488 59.7296305, 30.6118999 59.7297447, 30.6118544 59.729873, 30.6118331 59.7299553, 30.6118317 59.7300616, 30.6118498 59.7301651, 30.6119321 59.7304018, 30.6119881 59.7305968, 30.6119931 59.7307709)"
448426822,4,улица Анисимова,secondary,RU:urban,False,False,10.174,,"LINESTRING (30.6066983 59.7307771, 30.6066982 59.7306856)"
457186100,2,Тверская улица,secondary,RU:urban,False,False,11.431,,"LINESTRING (30.6119934 59.7308737, 30.6119931 59.7307709)"
428714927,2,Оборонная улица,secondary,RU:urban,True,False,297.081,,"LINESTRING (30.6119934 59.7308737, 30.6116307 59.7308621, 30.6113381 59.7308547, 30.6105065 59.7308338, 30.6085485 59.7307844, 30.6078143 59.7307699, 30.6075345 59.7307711, 30.6070695 59.7307732, 30.6066983 59.7307771)"
"[22878945, 422035092]",2,Красноборская улица,tertiary,RU:urban,False,False,517.886,,"LINESTRING (30.6161465 59.7227889, 30.6153614 59.7233662, 30.6149443 59.7236849, 30.6146152 59.7239522, 30.6145131 59.7240352, 30.6144271 59.724105, 30.614113 59.7245881, 30.6139877 59.7248015, 30.6135841 59.7254735, 30.6135176 59.725555, 30.6134961 59.7255782, 30.6133785 59.7257061, 30.6131437 59.7259123, 30.6129777 59.7260516, 30.6128347 59.7261634, 30.6127281 59.7262455, 30.6125011 59.7264052, 30.6122953 59.7265409, 30.6120859 59.7266834, 30.6118965 59.7268787)"
397509443,,Квартальная улица,residential,,False,False,431.9699999999999,,"LINESTRING (30.617699 59.727027, 30.6175638 59.7281099, 30.6175207 59.7284849, 30.6174198 59.7295416, 30.6174113 59.7297366, 30.6173617 59.7302522, 30.6173554 59.7303172, 30.6173237 59.7306461, 30.6173115 59.7307659, 30.6173105 59.7307759, 30.6172924 59.7309062)"
