osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,bridge
312552291,улица Л. Пэрна,residential,False,True,78.157,"LINESTRING (42.2728681 46.3361972, 42.2738846 46.3362358)",,,,
312552291,улица Л. Пэрна,residential,False,False,214.437,"LINESTRING (42.2728681 46.3361972, 42.2703135 46.335683, 42.2701866 46.3356574)",,,,
492971176,Ульяновский переулок,residential,False,True,259.78499999999997,"LINESTRING (42.2728681 46.3361972, 42.272733 46.337101, 42.272652 46.3385276)",,,,
492971169,,residential,False,True,18.812,"LINESTRING (42.2725128 46.3409345, 42.2725015 46.3411035)",,,,
312552290,улица Городовикова,residential,False,False,396.10400000000004,"LINESTRING (42.2725128 46.3409345, 42.2702321 46.3405296, 42.2695642 46.3403889, 42.2695472 46.3403853, 42.2679548 46.3400499, 42.2675582 46.3399463)",,,,
312552290,улица Городовикова,residential,False,True,118.726,"LINESTRING (42.2661899 46.3394798, 42.2664925 46.3396678, 42.2675582 46.3399463)",,,,
493009956,,residential,False,False,139.19400000000002,"LINESTRING (42.2661899 46.3394798, 42.2662451 46.339291, 42.266574 46.3389503, 42.2674768 46.3391339)",,,,
317474476,улица Петровского,tertiary,False,False,118.499,"LINESTRING (42.2713578 46.3383963, 42.2698947 46.3380567)",85К-18,,,
317474476,улица Петровского,tertiary,False,True,100.441,"LINESTRING (42.2713578 46.3383963, 42.2726097 46.3385265, 42.272652 46.3385276)",85К-18,,,
493009939,,residential,False,False,275.711,"LINESTRING (42.2713578 46.3383963, 42.2712919 46.3385794, 42.2712431 46.3389096, 42.2712028 46.3396088, 42.2711845 46.3399271, 42.2725435 46.3399945)",,,,
492971169,,residential,False,False,98.645,"LINESTRING (42.2724084 46.3425008, 42.2724675 46.3416146)",,,,
492971154,улица Митяшкина,residential,False,False,339.77,"LINESTRING (42.2724084 46.3425008, 42.2736323 46.3424259, 42.2768173 46.3422309)",,,,
989735825,,primary,True,False,19.981,"LINESTRING (42.27331 46.3340533, 42.2730672 46.334118)",85К-8,90,,
492971156,,primary,True,False,9.987,"LINESTRING (42.2734334 46.3340775, 42.273367 46.3340722, 42.27331 46.3340533)",85К-8,,roundabout,
