osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,width
8109983,2,Хомутовский тупик,unclassified,False,False,208.306,"LINESTRING (37.6533301 55.7662096, 37.653557 55.7662663, 37.653716 55.766306, 37.6543669 55.766469, 37.6544616 55.7664927, 37.6546204 55.7665325, 37.654949 55.7666154, 37.6557292 55.7668088, 37.6560522 55.7668903, 37.656373 55.7669705)",,,
14203226,1,Садовый тупик,unclassified,False,True,101.187,"LINESTRING (37.6590247 55.762238, 37.6587949 55.7622023, 37.6583668 55.7621356, 37.6577091 55.7620334, 37.6574658 55.7619955)",,,
240056695,2,Малый Козловский переулок,unclassified,False,True,162.916,"LINESTRING (37.6480103 55.765499, 37.6480461 55.7654354, 37.6482036 55.7652384, 37.6482412 55.7651922, 37.648304 55.7651252, 37.6483921 55.7650336, 37.6484627 55.7649596, 37.648565 55.7648547, 37.6486217 55.7647966, 37.6487069 55.7647092, 37.6488279 55.7645851, 37.6491468 55.7642581, 37.6492041 55.7641987)",30,,
758586232,1,Большой Харитоньевский переулок,residential,True,False,306.80199999999996,"LINESTRING (37.6480103 55.765499, 37.6480926 55.7655169, 37.6485012 55.7656057, 37.6487343 55.7656564, 37.6491057 55.7657374, 37.6498242 55.7658941, 37.6499477 55.765921, 37.6501001 55.765954, 37.6504599 55.766032, 37.6508267 55.7661119, 37.6508939 55.7661266, 37.6510956 55.7661704, 37.6512096 55.7661952, 37.6514644 55.7662506, 37.6516297 55.7662866, 37.6523707 55.7664479, 37.6525845 55.7664944)",30,,
22576301,2,улица Чаплыгина,residential,False,True,136.20800000000003,"LINESTRING (37.649215 55.762012, 37.6492843 55.7619646, 37.6496016 55.7617477, 37.6498486 55.7615761, 37.650261 55.7612793, 37.6503454 55.7612163, 37.6504859 55.7611154, 37.6505374 55.761089, 37.650596 55.7610685)",30,,
22576303,1,улица Чаплыгина,residential,True,False,55.245,"LINESTRING (37.649215 55.762012, 37.6491916 55.762028, 37.6491379 55.7620631, 37.6488501 55.7622596, 37.648653 55.7623952)",30,,
759167900,2,улица Макаренко,residential,False,True,73.875,"LINESTRING (37.649215 55.762012, 37.6491324 55.7619712, 37.6490629 55.7619392, 37.6489807 55.7619076, 37.6488769 55.7618812, 37.6485819 55.7618334, 37.6482055 55.7617726, 37.6481395 55.7617612)",30,,
759167900,2,улица Макаренко,residential,False,False,73.875,"LINESTRING (37.6481395 55.7617612, 37.6482055 55.7617726, 37.6485819 55.7618334, 37.6488769 55.7618812, 37.6489807 55.7619076, 37.6490629 55.7619392, 37.6491324 55.7619712, 37.649215 55.762012)",30,,
"[669042721, 669042722, 669042723, 669042724, 669042725, 30195863]",1,Барашёвский переулок,unclassified,True,False,110.538,"LINESTRING (37.6517639 55.7597111, 37.6516651 55.7596942, 37.6513338 55.7596377, 37.6509873 55.7595788, 37.6509097 55.7595661, 37.6508798 55.7595612, 37.6504433 55.75949, 37.6502884 55.7594647, 37.6500698 55.759429)",30,,
669048483,1,Малый Казённый переулок,unclassified,True,False,40.922,"LINESTRING (37.6517639 55.7597111, 37.6518242 55.7597504, 37.651885 55.7597773, 37.6521327 55.7598478, 37.6523062 55.7599112)",30,,
677779381,2,улица Покровка,secondary,True,False,182.52900000000002,"LINESTRING (37.6485683 55.7598947, 37.6488062 55.7600038, 37.6491013 55.7601465, 37.6491308 55.7601608, 37.6493324 55.7602601, 37.6493522 55.7602708, 37.6494952 55.760351, 37.6495687 55.7603972, 37.6496691 55.760458, 37.6498359 55.7605607, 37.6499412 55.7606276, 37.6501318 55.7607479, 37.6504066 55.7609366, 37.6505042 55.7610056, 37.650596 55.7610685)",50,,
23052149,4,Садовая-Черногрязская улица,primary,True,False,124.739,"LINESTRING (37.6525845 55.7664944, 37.6528421 55.7663181, 37.6534579 55.7659073, 37.6538661 55.765635)",RU:urban,,
23052149,4,Садовая-Черногрязская улица,primary,True,False,103.067,"LINESTRING (37.6538661 55.765635, 37.654915 55.7649202)",RU:urban,,
23052202,1,Фурманный переулок,residential,True,False,333.64099999999996,"LINESTRING (37.6538661 55.765635, 37.6536631 55.7655809, 37.653105 55.7654321, 37.6522633 55.7652078, 37.6515898 55.7650283, 37.6515835 55.7650266, 37.6507736 55.7648082, 37.6506588 55.7647745, 37.6505643 55.7647428, 37.6505498 55.7647375, 37.6502034 55.7646104, 37.6498481 55.7644752, 37.6498063 55.7644578, 37.6492041 55.7641987)",30,,
"[156291421, 23052149]","['4', '5']","['Садовая-Черногрязская улица', 'площадь Земляной Вал']",primary,True,False,124.619,"LINESTRING (37.654915 55.7649202, 37.6555831 55.7644649, 37.6558512 55.7642803, 37.6560236 55.7641501, 37.6560936 55.7640899, 37.6561443 55.7640398)",RU:urban,,
22576303,1,улица Чаплыгина,residential,True,False,133.37,"LINESTRING (37.648653 55.7623952, 37.6485776 55.7624451, 37.6483298 55.7626038, 37.6481297 55.7627307, 37.6480757 55.7627652, 37.6479491 55.7628455, 37.6479019 55.7628756, 37.6477106 55.7629976, 37.6476494 55.7630365, 37.6475907 55.763074, 37.6472906 55.7632638, 37.6472422 55.7632944)",30,,
23052204,1,улица Машкова,residential,True,False,483.17600000000004,"LINESTRING (37.648653 55.7623952, 37.6487383 55.7624377, 37.6492064 55.7626807, 37.6494278 55.7627887, 37.6496257 55.7628827, 37.6498018 55.7629617, 37.6500195 55.7630575, 37.6501207 55.763102, 37.6501325 55.7631072, 37.6501668 55.7631222, 37.6503928 55.7632216, 37.6509254 55.7634513, 37.6516172 55.7637298, 37.6518667 55.7638302, 37.6519986 55.7638833, 37.6520339 55.7638975, 37.652072 55.7639131, 37.652402 55.764048, 37.6526643 55.7641565, 37.6527394 55.7641876, 37.6528133 55.7642172, 37.6532855 55.7643987, 37.6535607 55.764489, 37.6536508 55.7645186, 37.6537583 55.7645518, 37.6538585 55.7645839, 37.6543416 55.7647386, 37.6547108 55.7648556, 37.654915 55.7649202)",30,,
23052202,1,Фурманный переулок,residential,True,False,158.67100000000002,"LINESTRING (37.6492041 55.7641987, 37.6491939 55.7641942, 37.6490916 55.7641494, 37.6487987 55.7640144, 37.6487724 55.7640024, 37.6482007 55.7637404, 37.6480157 55.7636557, 37.6479305 55.7636161, 37.6478121 55.7635611, 37.6477152 55.7635161, 37.6474991 55.7634158, 37.6473584 55.7633493, 37.6472422 55.7632944)",30,,
240056695,2,Малый Козловский переулок,unclassified,False,False,162.916,"LINESTRING (37.6492041 55.7641987, 37.6491468 55.7642581, 37.6488279 55.7645851, 37.6487069 55.7647092, 37.6486217 55.7647966, 37.648565 55.7648547, 37.6484627 55.7649596, 37.6483921 55.7650336, 37.648304 55.7651252, 37.6482412 55.7651922, 37.6482036 55.7652384, 37.6480461 55.7654354, 37.6480103 55.765499)",30,,
23633105,2,площадь Земляной Вал,secondary,True,False,19.016,"LINESTRING (37.6561443 55.7640398, 37.6564269 55.7641028)",,,
"[46481763, 284196935]",5,"['площадь Земляной Вал', 'улица Земляной Вал']",primary,True,False,262.017,"LINESTRING (37.6561443 55.7640398, 37.6562143 55.7639642, 37.656265 55.7638961, 37.6563997 55.7636733, 37.6566463 55.7631937, 37.6569178 55.7626524, 37.6570073 55.762449, 37.6570505 55.7623441, 37.6571629 55.7620431, 37.6572497 55.761772)",RU:urban,,
"[30757041, 502181066]",5,"['площадь Земляной Вал', 'улица Земляной Вал']",primary,True,False,155.264,"LINESTRING (37.657153 55.7627689, 37.6569995 55.7630855, 37.6568647 55.7633518, 37.6568155 55.763455, 37.6565206 55.7639824, 37.6564778 55.7640435, 37.6564269 55.7641028)",RU:urban,,
"[27089729, 141797545]",5,"['Садовая-Черногрязская улица', 'площадь Земляной Вал']",primary,True,False,299.894,"LINESTRING (37.6563983 55.7641383, 37.6563125 55.7642087, 37.6562434 55.7642639, 37.6557227 55.7646241, 37.6555841 55.7647203, 37.6541826 55.7656427, 37.6533301 55.7662096)",RU:urban,,
545173193,2,Басманный тупик,unclassified,True,False,7.151,"LINESTRING (37.6587548 55.764941, 37.6588094 55.7648845)",,,
"[156291371, 23633293, 545173527]",2,Старая Басманная улица,secondary,True,False,172.40099999999998,"LINESTRING (37.6587548 55.764941, 37.6585931 55.7648867, 37.6581564 55.7647396, 37.65813 55.7647303, 37.6572771 55.7644383, 37.6569686 55.7643347, 37.6565645 55.7642071, 37.6563983 55.7641383)",RU:urban,yes,
284196935,5,улица Земляной Вал,primary,True,False,116.828,"LINESTRING (37.65748 55.7603963, 37.6575637 55.7593467)",RU:urban,,
25008335,1,Большой Казённый переулок,unclassified,True,False,325.96,"LINESTRING (37.65748 55.7603963, 37.657224 55.7603607, 37.6564305 55.7602591, 37.6561262 55.7602195, 37.6560483 55.7602093, 37.6559873 55.7602014, 37.6556639 55.7601591, 37.6554318 55.7601291, 37.6552475 55.7601051, 37.6552091 55.7601, 37.6545964 55.7600174, 37.6540023 55.7599385, 37.6538317 55.7599167, 37.653277 55.7598464, 37.6524022 55.7597407)",30,,
47994626,2,улица Покровка,secondary,True,False,19.3,"LINESTRING (37.6470373 55.7595127, 37.6473337 55.7595608)",50,,
14203226,1,Садовый тупик,unclassified,False,False,101.18699999999998,"LINESTRING (37.6574658 55.7619955, 37.6577091 55.7620334, 37.6583668 55.7621356, 37.6587949 55.7622023, 37.6590247 55.762238)",,,
156291426,5,улица Земляной Вал,primary,True,False,88.211,"LINESTRING (37.6574658 55.7619955, 37.6573981 55.7621893, 37.6573181 55.762384, 37.657153 55.7627689)",RU:urban,,
239564409,5,площадь Земляной Вал,primary,True,False,4.334,"LINESTRING (37.6564269 55.7641028, 37.6563983 55.7641383)",RU:urban,,
"[156291369, 1150581274, 23633531, 23633529]",2,Старая Басманная улица,secondary,True,False,172.596,"LINESTRING (37.6564269 55.7641028, 37.6566225 55.7641551, 37.6567018 55.7641797, 37.6570642 55.7643011, 37.6578526 55.7645653, 37.6581992 55.7646813, 37.6586371 55.7648265, 37.6587773 55.7648729, 37.6588094 55.7648845)",RU:urban,yes,
37972797,1,Путейский тупик,unclassified,False,False,137.339,"LINESTRING (37.6576878 55.7610568, 37.657959 55.761057, 37.6586731 55.7610576, 37.6593263 55.7610581, 37.6594584 55.7610583, 37.659883 55.7610586)",,,
156291426,5,улица Земляной Вал,primary,True,False,105.351,"LINESTRING (37.6576878 55.7610568, 37.6576456 55.7613291, 37.657591 55.7615602, 37.6575309 55.7617829, 37.6574658 55.7619955)",RU:urban,,
37972797,1,Путейский тупик,unclassified,False,True,137.339,"LINESTRING (37.659883 55.7610586, 37.6594584 55.7610583, 37.6593263 55.7610581, 37.6586731 55.7610576, 37.657959 55.761057, 37.6576878 55.7610568)",,,
