osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,width
284196935,5,улица Земляной Вал,primary,True,False,153.713,"LINESTRING (37.6572497 55.761772, 37.6573543 55.7613387, 37.6574567 55.7606228, 37.65748 55.7603963)",RU:urban,,
"[47994626, 677779381]",2,улица Покровка,secondary,True,False,86.18299999999999,"LINESTRING (37.6473337 55.7595608, 37.647508 55.7595925, 37.6475475 55.7596006, 37.647657 55.7596236, 37.6478432 55.7596619, 37.6480182 55.7597047, 37.6480885 55.7597234, 37.6480963 55.7597255, 37.6482101 55.7597618, 37.6484262 55.7598422, 37.6485683 55.7598947)",50,,
669042727,1,Барашёвский переулок,unclassified,False,True,8.251,"LINESTRING (37.6499416 55.7594116, 37.6500698 55.759429)",30,,
"[292411256, 669042726]",1,Барашёвский переулок,unclassified,True,False,121.264,"LINESTRING (37.6499416 55.7594116, 37.6496113 55.7593668, 37.6492954 55.7593239, 37.6492533 55.7593233, 37.6492238 55.7593305, 37.6491979 55.7593436, 37.6491872 55.7593532, 37.6489346 55.7595736, 37.6487859 55.7597034, 37.6486286 55.7598418, 37.6485683 55.7598947)",30,,
22576301,2,улица Чаплыгина,residential,False,False,136.208,"LINESTRING (37.650596 55.7610685, 37.6505374 55.761089, 37.6504859 55.7611154, 37.6503454 55.7612163, 37.650261 55.7612793, 37.6498486 55.7615761, 37.6496016 55.7617477, 37.6492843 55.7619646, 37.649215 55.762012)",30,,
"[209448001, 292411259]","['2', '3']",улица Покровка,secondary,True,False,481.3499999999999,"LINESTRING (37.650596 55.7610685, 37.650666 55.7611173, 37.6510212 55.7613681, 37.6513628 55.7615964, 37.6516007 55.7617557, 37.6516689 55.7618025, 37.6516993 55.7618234, 37.6517758 55.7618761, 37.6519166 55.7619672, 37.6519485 55.7619872, 37.6520806 55.7620701, 37.6522953 55.7621981, 37.6526408 55.7624016, 37.6527209 55.7624471, 37.6528155 55.7624987, 37.6531262 55.7626679, 37.6531621 55.7626874, 37.6534824 55.7628541, 37.6537944 55.7630076, 37.6539526 55.7630837, 37.654119 55.7631605, 37.6542654 55.7632302, 37.6544308 55.7633094, 37.6544415 55.7633145, 37.6547556 55.7634638, 37.6550396 55.7635957, 37.6553086 55.7637089, 37.6554904 55.7637872, 37.6559441 55.7639676, 37.6561443 55.7640398)",50,,
"[668915587, 668915588, 668915589, 668989245, 25059387, 668989244, 669042717, 669042718, 669042719]","['1', '2']",Лялин переулок,residential,True,False,171.31399999999996,"LINESTRING (37.650596 55.7610685, 37.6507018 55.761028, 37.6507524 55.7610019, 37.6509065 55.7608946, 37.6510438 55.7607914, 37.6511542 55.7606912, 37.6511869 55.7606616, 37.6512596 55.7605868, 37.6513722 55.7604671, 37.6514478 55.7603789, 37.6514822 55.7603326, 37.6515058 55.760297, 37.6515595 55.7601765, 37.6516133 55.7600559, 37.6516273 55.7600245, 37.6517047 55.7598509, 37.6517251 55.7598043, 37.6517639 55.7597111)",30,,
669042727,1,Барашёвский переулок,unclassified,False,False,8.251,"LINESTRING (37.6500698 55.759429, 37.6499416 55.7594116)",30,,
30195861,1,Малый Казённый переулок,unclassified,True,False,378.188,"LINESTRING (37.6523062 55.7599112, 37.6525103 55.7599953, 37.6527372 55.7600859, 37.6528012 55.7601142, 37.6530998 55.7602508, 37.6533499 55.76038, 37.6537398 55.7605958, 37.6538989 55.7606888, 37.6544161 55.7609876, 37.6546738 55.7611369, 37.654764 55.7611815, 37.6548229 55.7612045, 37.6548918 55.761226, 37.6550808 55.7612699, 37.6560813 55.7615005, 37.6562389 55.7615373, 37.6570032 55.7617147, 37.6572497 55.761772)",30,,7.9
481669904,1,,unclassified,True,False,22.85,"LINESTRING (37.6524022 55.7597407, 37.6523351 55.7597683, 37.652296 55.7597946, 37.6522702 55.7598331, 37.6522693 55.7598723, 37.6523062 55.7599112)",30,,
669048482,1,Большой Казённый переулок,unclassified,True,False,40.949,"LINESTRING (37.6524022 55.7597407, 37.6520079 55.7596934, 37.651926 55.7596877, 37.6518557 55.7596915, 37.6517639 55.7597111)",30,,
"[23633531, 830910380, 830910381, 830910382]",2,Старая Басманная улица,secondary,True,False,120.85899999999998,"LINESTRING (37.6588094 55.7648845, 37.6589623 55.764934, 37.6590492 55.7649628, 37.6591215 55.7649867, 37.6595852 55.765145, 37.6598984 55.7652519, 37.6599597 55.7652728, 37.6604645 55.7654451)",RU:urban,,
8109983,2,Хомутовский тупик,unclassified,False,True,208.30600000000004,"LINESTRING (37.656373 55.7669705, 37.6560522 55.7668903, 37.6557292 55.7668088, 37.654949 55.7666154, 37.6546204 55.7665325, 37.6544616 55.7664927, 37.6543669 55.766469, 37.653716 55.766306, 37.653557 55.7662663, 37.6533301 55.7662096)",,,
