osmid,highway,oneway,reversed,length,name,lanes,maxspeed,geometry,bridge
149995849,residential,False,True,110.255,,,,"LINESTRING (19.8903595 54.6398204, 19.889081 54.6404805)",
477175911,tertiary,False,False,80.638,улица Адмирала Головко,,,"LINESTRING (19.8903595 54.6398204, 19.8912066 54.6403548)",
477175911,tertiary,False,True,29.591,улица Адмирала Головко,,,"LINESTRING (19.8903595 54.6398204, 19.8900811 54.6396086)",
477175911,tertiary,False,False,14.992,улица Адмирала Головко,,,"LINESTRING (19.8912066 54.6403548, 19.8913642 54.6404541)",
477175911,tertiary,False,True,80.638,улица Адмирала Головко,,,"LINESTRING (19.8912066 54.6403548, 19.8903595 54.6398204)",
987935095,tertiary,False,False,17.672,Кронштадтская улица,,,"LINESTRING (19.8912066 54.6403548, 19.8914028 54.6402436)",
259879319,tertiary,True,False,90.799,,,,"LINESTRING (19.8902047 54.6409298, 19.8912066 54.6403548)",
589518601,residential,False,False,87.889,улица Красной Армии,,,"LINESTRING (19.8902047 54.6409298, 19.889081 54.6404805)",
79400198,tertiary,False,True,59.245,улица Красной Армии,1,RU:urban,"LINESTRING (19.8902047 54.6409298, 19.8902693 54.6409774, 19.890578 54.6413037, 19.8906089 54.6413479, 19.890636 54.6413981)",
60978422,tertiary,False,False,72.301,Артиллерийская улица,2,,"LINESTRING (19.8922943 54.6440763, 19.8922002 54.6441485, 19.8921506 54.6442023, 19.8921127 54.6442497, 19.8920822 54.6443131, 19.8920749 54.6443945, 19.8920847 54.6445152, 19.8921211 54.6446924)",
"[1092012409, 241751309, 79400205]",secondary,False,False,318.29499999999996,проспект Ленина,3,,"LINESTRING (19.8922943 54.6440763, 19.892543 54.644098, 19.8929554 54.6440687, 19.8936386 54.6440202, 19.893787 54.6440096, 19.8945965 54.6439521, 19.894795 54.643938, 19.8949254 54.6439938, 19.895346 54.6442414, 19.8957226 54.6444631, 19.8963716 54.6448476, 19.8965101 54.6449296)",
"[79400272, 79400248, 79400190]",tertiary,False,True,319.118,улица Красной Армии,1,RU:urban,"LINESTRING (19.8922943 54.6440763, 19.8922448 54.6439601, 19.8921843 54.6437327, 19.892094 54.6433943, 19.8920587 54.6432621, 19.8920311 54.6431748, 19.892018 54.6431334, 19.8919652 54.6430335, 19.8919407 54.6429985, 19.8919238 54.6429743, 19.8918908 54.6429272, 19.8910883 54.6419746, 19.8909727 54.6418374, 19.8906954 54.6415081, 19.890636 54.6413981)",yes
79400198,tertiary,False,False,59.245000000000005,улица Красной Армии,1,RU:urban,"LINESTRING (19.890636 54.6413981, 19.8906089 54.6413479, 19.890578 54.6413037, 19.8902693 54.6409774, 19.8902047 54.6409298)",
"[79400248, 79400272, 79400190]",tertiary,False,False,319.11799999999994,улица Красной Армии,1,RU:urban,"LINESTRING (19.890636 54.6413981, 19.8906954 54.6415081, 19.8909727 54.6418374, 19.8910883 54.6419746, 19.8918908 54.6429272, 19.8919238 54.6429743, 19.8919407 54.6429985, 19.8919652 54.6430335, 19.892018 54.6431334, 19.8920311 54.6431748, 19.8920587 54.6432621, 19.892094 54.6433943, 19.8921843 54.6437327, 19.8922448 54.6439601, 19.8922943 54.6440763)",yes
80721077,residential,False,True,132.946,Зелёная улица,,,"LINESTRING (19.8891274 54.6458483, 19.8891731 54.6459502, 19.8893135 54.6466033, 19.8894057 54.6470322)",
186438691,residential,False,False,121.11,,,,"LINESTRING (19.8891274 54.6458483, 19.8891008 54.645789, 19.8890306 54.6456506, 19.8883772 54.6448519)",
241751297,tertiary,False,False,82.66199999999999,Артиллерийская улица,2,,"LINESTRING (19.8891274 54.6458483, 19.8888528 54.6458627, 19.8886127 54.6458753, 19.8884493 54.6458839, 19.8880512 54.6459049, 19.8878479 54.6459155)",
241751297,tertiary,False,True,92.458,Артиллерийская улица,2,,"LINESTRING (19.8891274 54.6458483, 19.8892081 54.6458439, 19.8896292 54.6458208, 19.8898722 54.6457814, 19.8900841 54.6457398, 19.8902896 54.6456718, 19.890462 54.6455926)",
80721102,residential,False,True,38.251,улица Степана Дадаева,,,"LINESTRING (19.890462 54.6455926, 19.8907576 54.645831, 19.8908109 54.6458711)",
241751297,tertiary,False,False,92.458,Артиллерийская улица,2,,"LINESTRING (19.890462 54.6455926, 19.8902896 54.6456718, 19.8900841 54.6457398, 19.8898722 54.6457814, 19.8896292 54.6458208, 19.8892081 54.6458439, 19.8891274 54.6458483)",
241751297,tertiary,False,True,147.01399999999998,Артиллерийская улица,2,,"LINESTRING (19.890462 54.6455926, 19.8906351 54.6455058, 19.890831 54.6454076, 19.8911963 54.6452415, 19.8915159 54.6450962, 19.8916924 54.6449968, 19.8918789 54.6448784, 19.8919024 54.6448603, 19.8920098 54.6447779, 19.8921211 54.6446924)",
241751297,tertiary,False,True,82.66199999999999,Артиллерийская улица,2,,"LINESTRING (19.8878479 54.6459155, 19.8880512 54.6459049, 19.8884493 54.6458839, 19.8886127 54.6458753, 19.8888528 54.6458627, 19.8891274 54.6458483)",
477169073,residential,False,True,156.557,улица Красной Армии,,,"LINESTRING (19.8929386 54.6476851, 19.8925556 54.6462947)",
80721080,residential,False,True,107.174,улица Чайковского,,,"LINESTRING (19.8929386 54.6476851, 19.892872 54.6476898, 19.8921821 54.6477386, 19.8919291 54.6477376, 19.8913321 54.6475879)",
477169073,residential,False,False,40.209,улица Красной Армии,,,"LINESTRING (19.8929386 54.6476851, 19.892969 54.6478066, 19.8930093 54.6480443)",
80721102,residential,False,False,129.864,улица Степана Дадаева,,,"LINESTRING (19.8913321 54.6475879, 19.8910521 54.6464313)",
80721080,residential,False,False,107.174,улица Чайковского,,,"LINESTRING (19.8913321 54.6475879, 19.8919291 54.6477376, 19.8921821 54.6477386, 19.892872 54.6476898, 19.8929386 54.6476851)",
80721080,residential,False,True,138.49099999999999,улица Чайковского,,,"LINESTRING (19.8913321 54.6475879, 19.891088 54.6475175, 19.8894768 54.6470527, 19.8894057 54.6470322)",
477169073,residential,False,False,104.624,улица Красной Армии,,,"LINESTRING (19.8921211 54.6446924, 19.8923789 54.6456214)",
60978422,tertiary,False,True,72.301,Артиллерийская улица,2,,"LINESTRING (19.8921211 54.6446924, 19.8920847 54.6445152, 19.8920749 54.6443945, 19.8920822 54.6443131, 19.8921127 54.6442497, 19.8921506 54.6442023, 19.8922002 54.6441485, 19.8922943 54.6440763)",
241751297,tertiary,False,False,147.01399999999998,Артиллерийская улица,2,,"LINESTRING (19.8921211 54.6446924, 19.8920098 54.6447779, 19.8919024 54.6448603, 19.8918789 54.6448784, 19.8916924 54.6449968, 19.8915159 54.6450962, 19.8911963 54.6452415, 19.890831 54.6454076, 19.8906351 54.6455058, 19.890462 54.6455926)",
80721131,residential,False,True,75.748,улица Володи Дубинина,,,"LINESTRING (19.8976896 54.6467512, 19.8965426 54.6469048)",
80721090,residential,False,False,92.419,Московская улица,,,"LINESTRING (19.8976896 54.6467512, 19.8980232 54.6462875, 19.8983677 54.6461112, 19.8984489 54.6460696)",
80721131,residential,False,False,75.748,улица Володи Дубинина,,,"LINESTRING (19.8965426 54.6469048, 19.8976896 54.6467512)",
80721131,residential,False,True,200.655,улица Володи Дубинина,,,"LINESTRING (19.8965426 54.6469048, 19.8940499 54.6479893)",
185943779,residential,False,False,165.952,Пионерская улица,,,"LINESTRING (19.8965426 54.6469048, 19.8957723 54.6463465, 19.8953327 54.645881, 19.8952665 54.645837, 19.8950146 54.6457163)",
