osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,bridge
83351969,False,2,Красноармейская улица,residential,True,109.131,,"LINESTRING (21.0728575 54.6482353, 21.0745228 54.6484219)",
202403351,False,2,улица Гагарина,primary,True,39.745,27К-047,"LINESTRING (21.0728575 54.6482353, 21.0729489 54.6478818)",
272784748,False,2,улица Гагарина,primary,False,153.551,27К-047,"LINESTRING (21.0728575 54.6482353, 21.0726387 54.6488206, 21.0723529 54.649585)",
272784752,True,2,площадь Победы,residential,False,166.066,,"LINESTRING (21.0728575 54.6482353, 21.072082 54.6481382, 21.0712353 54.6480321, 21.0703288 54.6479366)",
"[43163530, 83432869, 83432863]",False,2,улица Дзержинского,primary,False,118.282,27К-047,"LINESTRING (21.0749178 54.6468955, 21.0750401 54.6464623, 21.0751868 54.6460198, 21.0752369 54.645848)",yes
"[43163530, 43163466]",False,2,улица Дзержинского,primary,"[False, True]",121.64599999999999,27К-047,"LINESTRING (21.0749178 54.6468955, 21.0748669 54.647306, 21.0748505 54.6473783, 21.074839 54.6474288, 21.074799 54.6475196, 21.0747135 54.6475776, 21.0745821 54.6475994, 21.0744166 54.6476242, 21.0740638 54.6476761)",
272784030,False,,Ключевая улица,residential,False,218.238,,"LINESTRING (21.0749178 54.6468955, 21.0757813 54.6469659, 21.0758942 54.6469595, 21.0763128 54.647048, 21.0766659 54.6470859, 21.0768589 54.6470817, 21.0770445 54.6470775, 21.0772302 54.6470754, 21.0774049 54.6471175, 21.0776088 54.6471575, 21.0778309 54.6472081, 21.077991 54.6472734, 21.0781585 54.6473345)",
83351963,False,2,улица Ленина,residential,False,67.482,,"LINESTRING (21.0667938 54.646977, 21.0666694 54.6475796)",
83432874,True,,Банковский переулок,residential,False,173.06300000000002,,"LINESTRING (21.0667938 54.646977, 21.0668286 54.6469059, 21.0669184 54.646869, 21.067019 54.6468524, 21.0671303 54.6468529, 21.0677644 54.6469945, 21.0677933 54.647001, 21.0679347 54.6470326, 21.0680487 54.6470532, 21.0681933 54.6470714, 21.0688119 54.6471164, 21.0691311 54.6471497, 21.0692872 54.647166)",
46895938,False,2,Калининградская улица,secondary,True,223.831,27К-047,"LINESTRING (21.069936 54.6505541, 21.0697968 54.6505696, 21.0697675 54.6505729, 21.0684501 54.6507086, 21.0681411 54.6507457, 21.0674817 54.650822, 21.0669867 54.6508699, 21.0665081 54.6508881)",
"[108120730, 272784748]",False,2,"['Садовая улица', 'улица Гагарина']",primary,"[False, True]",242.894,27К-047,"LINESTRING (21.069936 54.6505541, 21.0701912 54.6504108, 21.0703038 54.650374, 21.07045 54.6503383, 21.0706254 54.6503226, 21.0708378 54.6503211, 21.0710874 54.6503481, 21.0720295 54.65045, 21.0723529 54.649585)",
272747628,True,2,улица Тельмана,residential,False,140.291,,"LINESTRING (21.069936 54.6505541, 21.0699045 54.6500314, 21.0698845 54.6496998, 21.06986 54.6492932)",
46895938,False,2,Калининградская улица,secondary,False,75.274,27К-047,"LINESTRING (21.0653388 54.6508668, 21.0655946 54.6508766, 21.0665081 54.6508881)",
83351963,False,2,улица Ленина,residential,True,266.959,,"LINESTRING (21.0653388 54.6508668, 21.0656801 54.6502284, 21.0659507 54.6497009, 21.0659626 54.6496688, 21.0663391 54.648654, 21.0663796 54.6485449)",
272747628,True,2,улица Тельмана,residential,False,50.149,,"LINESTRING (21.06986 54.6492932, 21.0698589 54.649057, 21.0698579 54.6488422)",
683232343,True,,Новый переулок,residential,False,163.63,,"LINESTRING (21.06986 54.6492932, 21.0706285 54.6493832, 21.0715277 54.6494884, 21.0723529 54.649585)",
83432879,True,2,Юбилейная улица,residential,False,226.28500000000003,,"LINESTRING (21.0698579 54.6488422, 21.0683121 54.6487366, 21.0663796 54.6485449)",
83351963,False,2,улица Ленина,residential,True,108.944,,"LINESTRING (21.0663796 54.6485449, 21.0666694 54.6475796)",
211095376,False,,улица 1 Мая,residential,True,60.984,,"LINESTRING (21.0663796 54.6485449, 21.06545 54.6484377)",
83351963,False,2,улица Ленина,residential,False,266.959,,"LINESTRING (21.0663796 54.6485449, 21.0663391 54.648654, 21.0659626 54.6496688, 21.0659507 54.6497009, 21.0656801 54.6502284, 21.0653388 54.6508668)",
46895938,False,2,Калининградская улица,secondary,False,223.831,27К-047,"LINESTRING (21.0665081 54.6508881, 21.0669867 54.6508699, 21.0674817 54.650822, 21.0681411 54.6507457, 21.0684501 54.6507086, 21.0697675 54.6505729, 21.0697968 54.6505696, 21.069936 54.6505541)",
46895938,False,2,Калининградская улица,secondary,True,75.274,27К-047,"LINESTRING (21.0665081 54.6508881, 21.0655946 54.6508766, 21.0653388 54.6508668)",
83432866,True,2,улица Тельмана,residential,False,105.285,,"LINESTRING (21.0703288 54.6479366, 21.0701598 54.6482336, 21.0700145 54.6484639, 21.0698579 54.6488422)",
128958511,True,,,residential,False,70.013,,"LINESTRING (21.0703288 54.6479366, 21.0705241 54.6476474, 21.0705964 54.647331)",
83351969,False,2,Красноармейская улица,residential,False,109.131,,"LINESTRING (21.0745228 54.6484219, 21.0728575 54.6482353)",
86667712,False,2,Замковая улица,residential,False,88.593,,"LINESTRING (21.0745228 54.6484219, 21.0743804 54.6482319, 21.0741486 54.6479251, 21.0740842 54.6477947, 21.0740638 54.6476761)",
"[43163530, 83432869, 83432863]",False,2,улица Дзержинского,primary,True,118.28200000000001,27К-047,"LINESTRING (21.0752369 54.645848, 21.0751868 54.6460198, 21.0750401 54.6464623, 21.0749178 54.6468955)",yes
83351963,False,2,улица Ленина,residential,False,108.944,,"LINESTRING (21.0666694 54.6475796, 21.0663796 54.6485449)",
83351963,False,2,улица Ленина,residential,True,67.482,,"LINESTRING (21.0666694 54.6475796, 21.0667938 54.646977)",
108120440,False,,Центральный переулок,residential,False,189.77299999999997,,"LINESTRING (21.0666694 54.6475796, 21.0682087 54.6477032, 21.0682524 54.6477067, 21.0688311 54.6477532, 21.068996 54.6477692, 21.0695872 54.6478285)",
1232143334,True,,Центральный переулок,residential,False,49.203,,"LINESTRING (21.0695872 54.6478285, 21.0703288 54.6479366)",
108120440,False,,Центральный переулок,residential,True,189.77299999999997,,"LINESTRING (21.0695872 54.6478285, 21.068996 54.6477692, 21.0688311 54.6477532, 21.0682524 54.6477067, 21.0682087 54.6477032, 21.0666694 54.6475796)",
211095376,False,,улица 1 Мая,residential,False,60.984,,"LINESTRING (21.06545 54.6484377, 21.0663796 54.6485449)",
122270918,False,,,residential,False,20.793,,"LINESTRING (21.07297 54.6476952, 21.0729489 54.6478818)",
202403344,False,,,residential,False,22.845,,"LINESTRING (21.07297 54.6476952, 21.0733232 54.6477163)",
211095576,False,,улица Гагарина,residential,True,118.174,,"LINESTRING (21.07297 54.6476952, 21.073588 54.6466944)",
202403344,False,,,residential,True,22.845,,"LINESTRING (21.0733232 54.6477163, 21.07297 54.6476952)",
43163466,False,2,улица Дзержинского,primary,False,30.964999999999996,27К-047,"LINESTRING (21.0733232 54.6477163, 21.0730927 54.6477824, 21.0729489 54.6478818)",
43163466,False,2,улица Дзержинского,primary,True,48.138,27К-047,"LINESTRING (21.0733232 54.6477163, 21.0737436 54.6477167, 21.0740638 54.6476761)",
122270918,False,,,residential,True,20.793,,"LINESTRING (21.0729489 54.6478818, 21.07297 54.6476952)",
202403351,False,2,улица Гагарина,primary,False,39.745,27К-047,"LINESTRING (21.0729489 54.6478818, 21.0728575 54.6482353)",
43163466,False,2,улица Дзержинского,primary,True,30.964999999999996,27К-047,"LINESTRING (21.0729489 54.6478818, 21.0730927 54.6477824, 21.0733232 54.6477163)",
122270920,True,,площадь Победы,residential,False,160.04100000000003,,"LINESTRING (21.0705964 54.647331, 21.0707755 54.6472982, 21.0711899 54.647365, 21.0715787 54.6474393, 21.0723224 54.6475731, 21.0726824 54.6476378, 21.07297 54.6476952)",
272783971,True,,Горная улица,residential,False,76.72800000000001,,"LINESTRING (21.0705964 54.647331, 21.0706172 54.6472742, 21.0706306 54.6472377, 21.0710238 54.6468136, 21.0711165 54.6467137)",
211095575,False,2,Водная улица,residential,False,162.71999999999997,,"LINESTRING (21.0711165 54.6467137, 21.0712005 54.6467066, 21.0717883 54.6466246, 21.0720779 54.6466028, 21.0726519 54.6465904, 21.0731562 54.6465966, 21.0733869 54.6466277, 21.073588 54.6466944)",
496511912,False,,,residential,True,207.004,,"LINESTRING (21.0711165 54.6467137, 21.0712704 54.6465548, 21.0712382 54.646454, 21.0712221 54.6463888, 21.071257 54.6463158, 21.0713562 54.6462801, 21.0719369 54.6462227, 21.0722186 54.6462033, 21.0724922 54.6462243, 21.0731788 54.6462949, 21.0735476 54.6463275, 21.0736857 54.6463523)",
43163466,False,2,улица Дзержинского,primary,False,48.138,27К-047,"LINESTRING (21.0740638 54.6476761, 21.0737436 54.6477167, 21.0733232 54.6477163)",
"[43163466, 43163530]",False,2,улица Дзержинского,primary,"[False, True]",121.64600000000002,27К-047,"LINESTRING (21.0740638 54.6476761, 21.0744166 54.6476242, 21.0745821 54.6475994, 21.0747135 54.6475776, 21.074799 54.6475196, 21.074839 54.6474288, 21.0748505 54.6473783, 21.0748669 54.647306, 21.0749178 54.6468955)",
86667712,False,2,Замковая улица,residential,True,88.59299999999999,,"LINESTRING (21.0740638 54.6476761, 21.0740842 54.6477947, 21.0741486 54.6479251, 21.0743804 54.6482319, 21.0745228 54.6484219)",
211095573,False,2,Замковая улица,residential,True,124.811,,"LINESTRING (21.0740638 54.6476761, 21.074018 54.6468448, 21.073588 54.6466944)",
211095576,False,,улица Гагарина,residential,False,118.174,,"LINESTRING (21.073588 54.6466944, 21.07297 54.6476952)",
211095573,False,2,Замковая улица,residential,False,124.811,,"LINESTRING (21.073588 54.6466944, 21.074018 54.6468448, 21.0740638 54.6476761)",
211095575,False,2,Водная улица,residential,True,162.71999999999997,,"LINESTRING (21.073588 54.6466944, 21.0733869 54.6466277, 21.0731562 54.6465966, 21.0726519 54.6465904, 21.0720779 54.6466028, 21.0717883 54.6466246, 21.0712005 54.6467066, 21.0711165 54.6467137)",
83432874,True,,Банковский переулок,residential,False,86.228,,"LINESTRING (21.0692872 54.647166, 21.0705323 54.6473267, 21.0705568 54.6473283, 21.0705964 54.647331)",
272783023,False,,Рабочий переулок,residential,False,110.251,,"LINESTRING (21.0692872 54.647166, 21.0692942 54.6470438, 21.069225 54.6469279, 21.069134 54.6468584, 21.0689432 54.6468336, 21.0687598 54.6468224, 21.0685983 54.6467953, 21.0680523 54.6466636)",
272783023,False,,Рабочий переулок,residential,True,110.25100000000002,,"LINESTRING (21.0680523 54.6466636, 21.0685983 54.6467953, 21.0687598 54.6468224, 21.0689432 54.6468336, 21.069134 54.6468584, 21.069225 54.6469279, 21.0692942 54.6470438, 21.0692872 54.647166)",
272784030,False,,Ключевая улица,residential,True,218.23800000000003,,"LINESTRING (21.0781585 54.6473345, 21.077991 54.6472734, 21.0778309 54.6472081, 21.0776088 54.6471575, 21.0774049 54.6471175, 21.0772302 54.6470754, 21.0770445 54.6470775, 21.0768589 54.6470817, 21.0766659 54.6470859, 21.0763128 54.647048, 21.0758942 54.6469595, 21.0757813 54.6469659, 21.0749178 54.6468955)",
496511912,False,,,residential,False,207.004,,"LINESTRING (21.0736857 54.6463523, 21.0735476 54.6463275, 21.0731788 54.6462949, 21.0724922 54.6462243, 21.0722186 54.6462033, 21.0719369 54.6462227, 21.0713562 54.6462801, 21.071257 54.6463158, 21.0712221 54.6463888, 21.0712382 54.646454, 21.0712704 54.6465548, 21.0711165 54.6467137)",
"[108120730, 272784748]",False,2,"['Садовая улица', 'улица Гагарина']",primary,"[False, True]",242.894,27К-047,"LINESTRING (21.0723529 54.649585, 21.0720295 54.65045, 21.0710874 54.6503481, 21.0708378 54.6503211, 21.0706254 54.6503226, 21.07045 54.6503383, 21.0703038 54.650374, 21.0701912 54.6504108, 21.069936 54.6505541)",
272784748,False,2,улица Гагарина,primary,True,153.551,27К-047,"LINESTRING (21.0723529 54.649585, 21.0726387 54.6488206, 21.0728575 54.6482353)",
