osmid,lanes,ref,highway,oneway,reversed,length,geometry,maxspeed,name
"[185486386, 40483378]",,,residential,False,True,170.714,"LINESTRING (37.2345364 56.0368844, 37.234583 56.0369234, 37.2348711 56.0371645, 37.2350234 56.0373488, 37.2350502 56.0374772, 37.2350379 56.0380763, 37.2345744 56.0381418)",,
143216584,2,46К-0520,tertiary,False,True,229.913,"LINESTRING (37.2323175 56.0371463, 37.2322619 56.037135, 37.2320345 56.0370897, 37.2312555 56.0369251, 37.2311099 56.0368954, 37.2301691 56.0366788, 37.2289557 56.0362942)",60,
152677103,1,46К-0520,tertiary,True,False,35.86,"LINESTRING (37.2323175 56.0371463, 37.232379 56.0371135, 37.2325267 56.0370853, 37.2326557 56.0370711, 37.2327635 56.0370709, 37.2328558 56.0370873)",,
143216581,1,46К-0520,tertiary,True,False,23.526,"LINESTRING (37.2331343 56.0371734, 37.2329278 56.0372169, 37.2327716 56.0372303)",,
152677106,2,46К-0520,tertiary,False,True,73.15499999999999,"LINESTRING (37.2331343 56.0371734, 37.2332474 56.0371785, 37.2334194 56.0371791, 37.2336121 56.0371591, 37.2337478 56.0371395, 37.2340403 56.037092, 37.2341799 56.0370605, 37.2342685 56.0370336)",,
38145104,,,residential,False,True,91.84,"LINESTRING (37.240508 56.0402976, 37.2405695 56.0396387, 37.2405761 56.0394726)",,
82092995,,,residential,False,True,45.848,"LINESTRING (37.240508 56.0402976, 37.2407038 56.0404923, 37.2407553 56.0404982, 37.2408044 56.0405038, 37.2410333 56.0405351)",,
38145104,,,residential,False,False,91.84,"LINESTRING (37.2405761 56.0394726, 37.2405695 56.0396387, 37.240508 56.0402976)",,
"[135156120, 196693253]",2,46К-0520,tertiary,False,False,593.803,"LINESTRING (37.2405761 56.0394726, 37.2406155 56.0390618, 37.2406098 56.0390232, 37.2405891 56.0386665, 37.2405236 56.0383926, 37.2404326 56.0381847, 37.2398593 56.0373679, 37.2393527 56.0369052, 37.239166 56.0367886, 37.2387881 56.0366763, 37.238172 56.0365498, 37.2377025 56.0364784, 37.2369906 56.0363973, 37.2367877 56.0363458, 37.2366003 56.0362677, 37.2363252 56.0361245, 37.2362003 56.0360483, 37.2361774 56.0360343, 37.2359974 56.0359534, 37.2359216 56.0359193, 37.2352072 56.0358164)",,
198714420,1,46К-0520,tertiary,True,False,19.773,"LINESTRING (37.2328558 56.0370873, 37.2331343 56.0371734)",,
198714422,,46К-0520,tertiary,True,False,16.739,"LINESTRING (37.2328558 56.0370873, 37.2327716 56.0372303)",,
34385241,,46Н-11424,residential,True,False,553.0659999999999,"LINESTRING (37.2328558 56.0370873, 37.2329785 56.0369105, 37.2331221 56.0366221, 37.2332321 56.0364368, 37.2335056 56.035876, 37.233641 56.0355805, 37.2336893 56.0354805, 37.2337235 56.0354106, 37.2337824 56.035298, 37.234031 56.0347976, 37.2342972 56.0342522, 37.2343308 56.0342085, 37.234405 56.0341699, 37.2345682 56.0340735, 37.234704 56.0339711, 37.2348849 56.0338005, 37.2352313 56.0333525, 37.2356366 56.0328732, 37.2359743 56.0324706)",,Институтская улица
198714421,1,46К-0520,tertiary,True,False,30.418999999999997,"LINESTRING (37.2327716 56.0372303, 37.2327497 56.0372305, 37.2326306 56.0372275, 37.2325548 56.0372184, 37.2324039 56.0371794, 37.2323175 56.0371463)",,
"[720919844, 591892990]",,46Н-11423,residential,False,True,227.734,"LINESTRING (37.2327716 56.0372303, 37.2329099 56.0374111, 37.2332052 56.0377655, 37.2334741 56.038097, 37.2336565 56.0383188, 37.2341707 56.0389439, 37.2342307 56.0389858, 37.2343159 56.0390181, 37.2344027 56.0390404)",40,улица Куйбышева
143216584,2,46К-0520,tertiary,False,False,229.913,"LINESTRING (37.2289557 56.0362942, 37.2301691 56.0366788, 37.2311099 56.0368954, 37.2312555 56.0369251, 37.2320345 56.0370897, 37.2322619 56.037135, 37.2323175 56.0371463)",60,
82092995,,,residential,False,False,45.848,"LINESTRING (37.2410333 56.0405351, 37.2408044 56.0405038, 37.2407553 56.0404982, 37.2407038 56.0404923, 37.240508 56.0402976)",,
40483378,,,residential,False,False,15.076,"LINESTRING (37.2343486 56.0381915, 37.2345744 56.0381418)",,
38145084,,46Н-11423,residential,True,False,404.196,"LINESTRING (37.2344027 56.0390404, 37.2346815 56.0390921, 37.2349647 56.03915, 37.2352223 56.0392036, 37.2358376 56.0393275, 37.236535 56.0394718, 37.2372129 56.0396109, 37.2379577 56.0397651, 37.239431 56.040068, 37.2394581 56.0400736, 37.240508 56.0402976)",40,улица Куйбышева
"[720919844, 591892990]",,46Н-11423,residential,False,False,227.73399999999998,"LINESTRING (37.2344027 56.0390404, 37.2343159 56.0390181, 37.2342307 56.0389858, 37.2341707 56.0389439, 37.2336565 56.0383188, 37.2334741 56.038097, 37.2332052 56.0377655, 37.2329099 56.0374111, 37.2327716 56.0372303)",40,улица Куйбышева
