osmid,name,highway,oneway,reversed,length,geometry,lanes,ref
35776918,улица Энергетиков,tertiary,False,False,215.81400000000002,"LINESTRING (74.5051235 65.8577214, 74.5047851 65.857875, 74.5039692 65.8582411, 74.5037037 65.8583604, 74.502451 65.8589002, 74.5018913 65.8591423)",,
915335043,улица Мира,trunk,False,False,442.397,"LINESTRING (74.5051235 65.8577214, 74.5040142 65.8572925, 74.5038198 65.8572179, 74.503024 65.8569126, 74.5018582 65.8564725, 74.5000249 65.8557745, 74.498808 65.8553155, 74.4984321 65.8551737, 74.4980019 65.8550115)",2,71-140Р-1
35776918,улица Энергетиков,tertiary,False,True,44.196,"LINESTRING (74.5012296 65.8594334, 74.5016132 65.8592652, 74.5016905 65.8592313, 74.5018913 65.8591423)",,
132008545,улица Ленина,tertiary,False,False,203.322,"LINESTRING (74.5012296 65.8594334, 74.5003507 65.8591021, 74.4992592 65.8586905, 74.4990176 65.8585994, 74.4985912 65.8584386, 74.4979425 65.858194)",,
35776921,улица Строителей,tertiary,False,False,156.324,"LINESTRING (74.4882141 65.8545149, 74.4888777 65.8542301, 74.4889285 65.8542083, 74.4897456 65.8538474, 74.4905747 65.8534932)",,
132008545,улица Ленина,tertiary,False,True,322.45300000000003,"LINESTRING (74.4882141 65.8545149, 74.4890038 65.8548117, 74.4893599 65.8549455, 74.4900667 65.8552112, 74.4901555 65.8552445, 74.4902315 65.8552731, 74.490758 65.855471, 74.4909759 65.8555529, 74.4916712 65.8558142, 74.4922151 65.8560186, 74.4925579 65.8561474, 74.4931179 65.8563579, 74.4934346 65.8564769)",,
35776921,улица Строителей,tertiary,False,False,107.636,"LINESTRING (74.4905747 65.8534932, 74.4909157 65.853351, 74.4922059 65.852792)",,
35776921,улица Строителей,tertiary,False,True,156.324,"LINESTRING (74.4905747 65.8534932, 74.4897456 65.8538474, 74.4889285 65.8542083, 74.4888777 65.8542301, 74.4882141 65.8545149)",,
35776916,улица Мира,trunk,False,True,333.80199999999996,"LINESTRING (74.4922059 65.852792, 74.4928372 65.8530315, 74.4940263 65.8534911, 74.4945439 65.8536877, 74.4949268 65.8538348, 74.4956243 65.8541028, 74.496219 65.8543312, 74.4973603 65.8547695, 74.4975602 65.8548449)",2,71-140Р-1
35776921,улица Строителей,tertiary,False,True,107.636,"LINESTRING (74.4922059 65.852792, 74.4909157 65.853351, 74.4905747 65.8534932)",,
38113921,,unclassified,False,True,276.363,"LINESTRING (74.4892792 65.8582897, 74.4898686 65.8580209, 74.4905263 65.8577194, 74.4911113 65.8574605, 74.4916535 65.8572233, 74.4920436 65.8570621, 74.4921766 65.857006, 74.4926488 65.8568066, 74.4931594 65.8565889, 74.4934346 65.8564769)",,
38113921,,unclassified,False,False,276.363,"LINESTRING (74.4934346 65.8564769, 74.4931594 65.8565889, 74.4926488 65.8568066, 74.4921766 65.857006, 74.4920436 65.8570621, 74.4916535 65.8572233, 74.4911113 65.8574605, 74.4905263 65.8577194, 74.4898686 65.8580209, 74.4892792 65.8582897)",,
