osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,tunnel
501061882,residential,False,True,37.811,,,,"LINESTRING (46.1026649 42.9674948, 46.1023101 42.9672752)",
501061885,secondary,False,False,241.567,2,96К-005,улица Ахмата-Хаджи Кадырова,"LINESTRING (46.1026649 42.9674948, 46.1002314 42.9687393)",
83245426,residential,False,False,131.801,,,улица Ш. Мугуева,"LINESTRING (46.1026649 42.9674948, 46.1033696 42.9680347, 46.1036646 42.9681917, 46.103882 42.9682566)",
501061885,secondary,False,True,58.083,2,96К-005,улица Ахмата-Хаджи Кадырова,"LINESTRING (46.0965905 42.9713753, 46.0970918 42.9710034)",
83245420,residential,False,True,281.03700000000003,,,улица Лечи Чимаева,"LINESTRING (46.0965905 42.9713753, 46.0944939 42.9700751, 46.0939554 42.9697412)",
83245420,residential,False,False,26.443,,,улица Лечи Чимаева,"LINESTRING (46.0937074 42.9695875, 46.0939554 42.9697412)",
83245421,residential,False,False,103.93,,,улица Кирова,"LINESTRING (46.0937074 42.9695875, 46.094605 42.9689225)",
83245421,residential,False,False,111.752,,,улица Кирова,"LINESTRING (46.0951421 42.9685734, 46.0961603 42.9678989)",
83245421,residential,False,True,58.452,,,улица Кирова,"LINESTRING (46.0951421 42.9685734, 46.094605 42.9689225)",
83245422,residential,False,True,237.855,,,Первомайская улица,"LINESTRING (46.0951421 42.9685734, 46.0930416 42.9670857)",
83245422,residential,False,False,274.84700000000004,,,Первомайская улица,"LINESTRING (46.0951421 42.9685734, 46.0960954 42.9693379, 46.0966185 42.9691417, 46.0970208 42.9694498, 46.0974178 42.9693203, 46.0975867 42.9692123, 46.0975975 42.9691142)",
83245421,residential,False,True,111.752,,,улица Кирова,"LINESTRING (46.0961603 42.9678989, 46.0951421 42.9685734)",
83245423,residential,False,False,109.086,,,,"LINESTRING (46.0961603 42.9678989, 46.0952604 42.9671717)",
83245423,residential,False,True,178.70600000000002,,,,"LINESTRING (46.0961603 42.9678989, 46.0962163 42.9679463, 46.0975975 42.9691142)",
506414169,residential,False,True,14.713,,,улица Кирова,"LINESTRING (46.0979996 42.966664, 46.0978699 42.9667562)",
83245422,residential,False,False,237.855,,,Первомайская улица,"LINESTRING (46.0930416 42.9670857, 46.0951421 42.9685734)",
83245423,residential,False,True,66.55,,,,"LINESTRING (46.0930416 42.9670857, 46.09364 42.9666777)",
83245437,residential,False,False,19.401,,,улица Асланбека Шерипова,"LINESTRING (46.103882 42.9682566, 46.1037408 42.9683972)",
83245426,residential,False,True,131.801,,,улица Ш. Мугуева,"LINESTRING (46.103882 42.9682566, 46.1036646 42.9681917, 46.1033696 42.9680347, 46.1026649 42.9674948)",
83245437,residential,False,False,59.56,,,улица Асланбека Шерипова,"LINESTRING (46.1030923 42.9688619, 46.1025604 42.9692299)",
