osmid,oneway,lanes,ref,highway,width,junction,reversed,length,name,geometry,maxspeed
854202707,True,3,32К-2,primary,20,roundabout,False,13.287,,"LINESTRING (87.1353585 53.7575199, 87.1354122 53.7574047)",
"[139877250, 139877246]",True,,,secondary,,,False,387.15899999999993,Октябрьский проспект,"LINESTRING (87.1362595 53.7571541, 87.1367469 53.7570141, 87.1372831 53.7566851, 87.1377793 53.7563753, 87.138707 53.7558087, 87.1391794 53.7555218, 87.1394692 53.7553421, 87.1404553 53.7547365)",
854202713,True,3,32К-2,primary,20,roundabout,False,37.668,,"LINESTRING (87.1362595 53.7571541, 87.1364257 53.7571908, 87.1364904 53.7572171, 87.1365325 53.7572367, 87.136714 53.7573496)",
854202705,True,3,32К-2,primary,20,roundabout,False,35.321,,"LINESTRING (87.1357378 53.7571943, 87.1358519 53.7571649, 87.1359727 53.7571473, 87.1361097 53.7571422, 87.1362595 53.7571541)",
33556055,True,,32К-2,primary,,,False,39.187,улица Кирова,"LINESTRING (87.1354689 53.7578115, 87.1350076 53.7575883)",
854202708,True,3,32К-2,primary,20,roundabout,False,33.842,,"LINESTRING (87.1354689 53.7578115, 87.1353936 53.7577203, 87.1353561 53.7576213, 87.1353585 53.7575199)",
65601292,True,,32К-2,primary,,,False,32.397,улица Кирова,"LINESTRING (87.1367782 53.7574285, 87.1372023 53.7575769)",
854202711,True,3,32К-2,primary,20,roundabout,False,30.119999999999997,,"LINESTRING (87.1367782 53.7574285, 87.1368218 53.7575615, 87.136794 53.7576959)",
854202710,True,3,32К-2,primary,20,roundabout,False,37.795,,"LINESTRING (87.136794 53.7576959, 87.1367178 53.7577999, 87.1365987 53.7578886, 87.1364449 53.7579562)",
145585411,False,,,secondary_link,,,False,9.42,,"LINESTRING (87.1346955 53.7609491, 87.1347874 53.7610141)",
157030716,True,,,secondary,,,False,116.12,Кузнецкстроевский проспект,"LINESTRING (87.1346955 53.7609491, 87.1359346 53.7602048)",
149497211,True,,,tertiary,,,False,19.897,Пионерский проспект,"LINESTRING (87.1344799 53.7608242, 87.1345818 53.760877, 87.1346255 53.7608997, 87.1346955 53.7609491)",
34557810,False,,,secondary,,,False,19.083,Пионерский проспект,"LINESTRING (87.1361746 53.7601364, 87.1364225 53.7602257)",
144312573,True,,,secondary,,,False,12.244,Кузнецкстроевский проспект,"LINESTRING (87.1361746 53.7601364, 87.1360981 53.7602368)",
42244958,True,,,secondary,,,False,25.248,Кузнецкстроевский проспект,"LINESTRING (87.1361746 53.7601364, 87.1360865 53.7600395, 87.1360661 53.7599983, 87.1360444 53.7599253)",
33279104,True,3,32К-2,primary,20,roundabout,False,44.455,,"LINESTRING (87.1364449 53.7579562, 87.1362687 53.7579977, 87.1361301 53.7580103, 87.1360769 53.7580079, 87.1359328 53.7580014, 87.1357915 53.7579744)",
34562931,True,,,secondary,,,False,63.673,Кузнецкстроевский проспект,"LINESTRING (87.1364449 53.7579562, 87.1362725 53.758134, 87.1362274 53.7582231, 87.1362228 53.7582724, 87.1362484 53.7584972)",
34562931,True,,,secondary,,,False,21.673,Кузнецкстроевский проспект,"LINESTRING (87.1362622 53.7599485, 87.1361746 53.7601364)",
144312566,True,,,secondary,,,False,33.485,Кузнецкстроевский проспект,"LINESTRING (87.1362622 53.7599485, 87.136288 53.7601009, 87.1364225 53.7602257)",
34578914,False,,,residential,,,False,13.088000000000001,улица Сеченова,"LINESTRING (87.1405999 53.7548174, 87.1405483 53.7547885, 87.140511 53.7547677, 87.1404553 53.7547365)",
72698135,True,4,,secondary,,,False,330.968,Октябрьский проспект,"LINESTRING (87.1405999 53.7548174, 87.1396002 53.7554216, 87.1393087 53.7556008, 87.138846 53.7558859, 87.1379068 53.7564498, 87.1374023 53.7567597, 87.137088 53.75695)",60
40883679,False,,32К-2,primary,,,False,35.904,улица Кирова,"LINESTRING (87.1377481 53.7575651, 87.1372023 53.7575769)",
35355358,True,,,primary_link,,,False,143.399,улица Кирова,"LINESTRING (87.1377481 53.7575651, 87.1373944 53.7577369, 87.1369471 53.7580221, 87.1365386 53.758281, 87.1362484 53.7584972)",
34562931,True,,,secondary,,,False,161.385,Кузнецкстроевский проспект,"LINESTRING (87.1362484 53.7584972, 87.1362637 53.7591421, 87.1362622 53.7599485)",
144312567,True,,,secondary,,,False,17.514,Кузнецкстроевский проспект,"LINESTRING (87.1359346 53.7602048, 87.1361746 53.7601364)",
157030716,True,,,secondary,,,False,31.996000000000002,Кузнецкстроевский проспект,"LINESTRING (87.1359346 53.7602048, 87.1359774 53.7601341, 87.1359977 53.7600827, 87.1360083 53.7600573, 87.1360444 53.7599253)",
854202709,True,3,32К-2,primary,20,roundabout,False,28.191000000000003,,"LINESTRING (87.1357915 53.7579744, 87.1356099 53.757907, 87.1354689 53.7578115)",
42244958,True,,,secondary,,,False,219.46,Кузнецкстроевский проспект,"LINESTRING (87.1360444 53.7599253, 87.1360064 53.758875, 87.1359999 53.7583079, 87.1359622 53.7582251, 87.1357915 53.7579744)",
34557810,False,,,secondary,,,True,19.083,Пионерский проспект,"LINESTRING (87.1364225 53.7602257, 87.1361746 53.7601364)",
144312569,True,,,secondary,,,False,21.714,Кузнецкстроевский проспект,"LINESTRING (87.1364225 53.7602257, 87.1362354 53.7602147, 87.1360981 53.7602368)",
56210359,True,,,primary_link,,,False,96.93900000000001,улица Кирова,"LINESTRING (87.137088 53.75695, 87.1369981 53.7571342, 87.1370449 53.7573249, 87.137307 53.7574622, 87.1377481 53.7575651)",
"[139877245, 72698135]",True,4,,secondary,,,False,52.006,Октябрьский проспект,"LINESTRING (87.137088 53.75695, 87.1368183 53.7571341, 87.136714 53.7573496)",60
65601245,True,,,secondary,,,False,34.094,проспект Бардина,"LINESTRING (87.1354122 53.7574047, 87.1352616 53.7571113)",
854202706,True,3,32К-2,primary,20,roundabout,False,32.159000000000006,,"LINESTRING (87.1354122 53.7574047, 87.135545 53.7572832, 87.1357378 53.7571943)",
854202712,True,3,32К-2,primary,20,roundabout,False,9.736,,"LINESTRING (87.136714 53.7573496, 87.1367782 53.7574285)",
40883679,False,,32К-2,primary,,,True,35.904,улица Кирова,"LINESTRING (87.1372023 53.7575769, 87.1377481 53.7575651)",
156483855,True,,32К-2,primary,,,False,29.926,улица Кирова,"LINESTRING (87.1372023 53.7575769, 87.136794 53.7576959)",
156483853,True,,,secondary,,,False,32.637,проспект Бардина,"LINESTRING (87.1352616 53.7571113, 87.1357378 53.7571943)",
156483849,True,,32К-2,primary,,,False,24.289,улица Кирова,"LINESTRING (87.1350076 53.7575883, 87.1353585 53.7575199)",
34578914,False,,,residential,,,True,13.088,улица Сеченова,"LINESTRING (87.1404553 53.7547365, 87.140511 53.7547677, 87.1405483 53.7547885, 87.1405999 53.7548174)",
144312573,True,,,secondary,,,False,122.039,Кузнецкстроевский проспект,"LINESTRING (87.1360981 53.7602368, 87.1347874 53.7610141)",
145585411,False,,,secondary_link,,,True,9.42,,"LINESTRING (87.1347874 53.7610141, 87.1346955 53.7609491)",
