osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,junction
675314202,83К-131,улица Хамгокова,tertiary,False,False,55.215,"LINESTRING (43.9418169 43.3555834, 43.9415111 43.3558496, 43.9414853 43.3558786, 43.9414716 43.3559047, 43.9414649 43.3559496, 43.9414702 43.3559915)",,
727425809,83К-131,,tertiary,True,False,22.770999999999997,"LINESTRING (43.9418169 43.3555834, 43.9418431 43.3555303, 43.9418592 43.3554654, 43.9418545 43.3554288, 43.9418377 43.3553848)",,
57919342,83К-131,улица Ленина,tertiary,False,False,52.002,"LINESTRING (43.9363801 43.352852, 43.9361809 43.3526857, 43.9360595 43.3525756, 43.9359704 43.3524917)",,
57919342,83К-131,улица Ленина,tertiary,False,True,159.226,"LINESTRING (43.9363801 43.352852, 43.9367066 43.3530851, 43.9369903 43.3532699, 43.9371921 43.3533806, 43.9374235 43.3534937, 43.9379539 43.3536965)",,
727429292,,переулок Кирова,residential,False,True,108.721,"LINESTRING (43.9363801 43.352852, 43.936303 43.352913, 43.9362077 43.35299, 43.9360146 43.3531763, 43.9357612 43.3534366, 43.9355654 43.3536287)",,
57919342,83К-131,улица Ленина,tertiary,False,True,291.23499999999996,"LINESTRING (43.9336992 43.3505223, 43.9343932 43.3508724, 43.9345454 43.3509519, 43.9347406 43.3510664, 43.9348204 43.3511318, 43.9349243 43.3512259, 43.9349746 43.3512781, 43.9350624 43.3513878, 43.935161 43.3515126, 43.9352797 43.3516735, 43.9355037 43.3519646, 43.9356921 43.3521977, 43.9359154 43.352441, 43.9359704 43.3524917)",,
326023969,,улица Хамгокова,residential,False,False,11.044,"LINESTRING (43.945621 43.3523074, 43.9455217 43.3523756)",,
675314200,,улица Хамгокова,residential,False,False,96.551,"LINESTRING (43.9389744 43.3581006, 43.9382328 43.3587812)",,
675314200,,улица Хамгокова,residential,False,True,100.171,"LINESTRING (43.9389744 43.3581006, 43.9397791 43.3574156)",,
482289202,,улица Маркса,residential,False,True,166.893,"LINESTRING (43.9389744 43.3581006, 43.9386579 43.3579202, 43.937408 43.3571236)",,
327544946,83К-131,улица Шинахова,tertiary,False,False,447.86299999999994,"LINESTRING (43.9414702 43.3559915, 43.9414836 43.3560441, 43.9415158 43.3560871, 43.9415909 43.3561514, 43.9417948 43.3562967, 43.9424023 43.356716, 43.9454003 43.3588124)",,
675314200,,улица Хамгокова,residential,False,False,210.395,"LINESTRING (43.9414702 43.3559915, 43.941367 43.3560227, 43.9413039 43.3560607, 43.9412007 43.3561358, 43.9405046 43.3567726, 43.9397791 43.3574156)",,
675314202,83К-131,улица Хамгокова,tertiary,False,True,55.215,"LINESTRING (43.9414702 43.3559915, 43.9414649 43.3559496, 43.9414716 43.3559047, 43.9414853 43.3558786, 43.9415111 43.3558496, 43.9418169 43.3555834)",,
356452214,,Речной переулок,residential,False,False,120.431,"LINESTRING (43.9399568 43.3544956, 43.9390858 43.3553742)",,
57919342,83К-131,улица Ленина,tertiary,False,False,184.808,"LINESTRING (43.9399568 43.3544956, 43.9392916 43.3542099, 43.9389342 43.3540597, 43.9385976 43.3539286, 43.9381544 43.3537672, 43.9379539 43.3536965)",,
57919342,83К-131,улица Ленина,tertiary,False,True,111.963,"LINESTRING (43.9399568 43.3544956, 43.9408921 43.3549237, 43.9411296 43.355031)",,
356452214,,Речной переулок,residential,False,True,93.66600000000001,"LINESTRING (43.9359248 43.3587227, 43.9359395 43.3586857, 43.9359972 43.3586067, 43.9361809 43.3584351, 43.9363123 43.3583122, 43.9364465 43.3581601, 43.9364921 43.3580831, 43.9365242 43.35801)",,
