osmid,oneway,lanes,highway,maxspeed,junction,reversed,length,geometry,name
34229846,True,3,primary,RU:urban,roundabout,False,20.772,"LINESTRING (73.3953179 61.2539596, 73.3953721 61.2538577, 73.3954437 61.2537837)",
"[951672795, 951672796, 196325885, 31405639]",False,2,tertiary,RU:urban,,True,391.738,"LINESTRING (73.3896337 61.2584191, 73.3895795 61.258306, 73.3891156 61.257337, 73.388832 61.2567951, 73.3888139 61.2567604, 73.3887718 61.2566801, 73.3887507 61.2566367, 73.3887451 61.2566252, 73.3884222 61.255962, 73.3882702 61.2556231, 73.388057 61.2552258, 73.3879384 61.254992)",улица Бахилова
"[1085330163, 951672798, 951672799]",False,2,tertiary,"['60', '40']",,False,463.572,"LINESTRING (73.3896337 61.2584191, 73.3898625 61.2583907, 73.3903647 61.2583303, 73.3924036 61.2580944, 73.3928256 61.258046, 73.3936637 61.25795, 73.3938748 61.2579268, 73.3948095 61.2578233, 73.3949841 61.257804, 73.3967872 61.2575886, 73.3969438 61.2575699, 73.3969819 61.2575628, 73.3975434 61.2574963, 73.3977649 61.2574701, 73.3980581 61.2574354)",улица Бажова
"[161578297, 427377260, 410287308, 80813456, 180782265, 180782266, 161578300]",False,6,primary,RU:urban,,False,339.60900000000004,"LINESTRING (73.3941185 61.2542889, 73.3935034 61.2543603, 73.3929052 61.2544298, 73.3926342 61.2544597, 73.3916658 61.2545674, 73.3914006 61.2545989, 73.3905015 61.254701, 73.3901193 61.2547444, 73.38839 61.2549407, 73.3882084 61.2549613, 73.3879384 61.254992)",проспект Ленина
"[180782267, 958100636]",True,3,primary,"['40', 'RU:urban']",,False,75.83200000000001,"LINESTRING (73.3941185 61.2542889, 73.3944992 61.2542315, 73.3946585 61.2542022, 73.3947602 61.2541814, 73.3949172 61.2541492, 73.3950312 61.2541082, 73.3951452 61.2540672, 73.3953179 61.2539596)",проспект Ленина
"[951672795, 951672796, 196325885, 31405639]",False,2,tertiary,RU:urban,,False,391.738,"LINESTRING (73.3879384 61.254992, 73.388057 61.2552258, 73.3882702 61.2556231, 73.3884222 61.255962, 73.3887451 61.2566252, 73.3887507 61.2566367, 73.3887718 61.2566801, 73.3888139 61.2567604, 73.388832 61.2567951, 73.3891156 61.257337, 73.3895795 61.258306, 73.3896337 61.2584191)",улица Бахилова
"[180782265, 410287308, 427377260, 80813456, 161578297, 180782266, 161578300]",False,6,primary,RU:urban,,True,339.6090000000001,"LINESTRING (73.3879384 61.254992, 73.3882084 61.2549613, 73.38839 61.2549407, 73.3901193 61.2547444, 73.3905015 61.254701, 73.3914006 61.2545989, 73.3916658 61.2545674, 73.3926342 61.2544597, 73.3929052 61.2544298, 73.3935034 61.2543603, 73.3941185 61.2542889)",проспект Ленина
"[139356961, 427376856, 427376857, 181982330, 152773595]",False,4,secondary,"['60', 'RU:urban']",,False,421.41499999999996,"LINESTRING (73.3915603 61.2498296, 73.3916313 61.2499569, 73.391743 61.250093, 73.3922611 61.2505468, 73.392838 61.2510615, 73.3929063 61.2511235, 73.3937162 61.2518386, 73.3938507 61.2519584, 73.3939005 61.2520034, 73.3944789 61.2525206, 73.3947128 61.2527297, 73.395218 61.2531815)",Майская улица
34229846,True,3,primary,RU:urban,roundabout,False,47.732,"LINESTRING (73.3954437 61.2537837, 73.3955957 61.2536853, 73.3957336 61.2536269, 73.39591 61.2535765, 73.3961462 61.253539)",
53333761,True,2,secondary,40,,False,69.459,"LINESTRING (73.3954437 61.2537837, 73.3954621 61.2537065, 73.3954831 61.2536182, 73.3954509 61.2534995, 73.3953973 61.253386, 73.3952431 61.2532142, 73.395218 61.2531815)",
"[958100637, 34229846]",True,3,primary,"['40', 'RU:urban']",roundabout,False,57.363,"LINESTRING (73.3961462 61.253539, 73.3963911 61.2535293, 73.396695 61.2535564, 73.3969544 61.25362, 73.3971264 61.253691)",
51334018,True,3,primary,40,,False,69.983,"LINESTRING (73.3971264 61.253691, 73.3973115 61.2537238, 73.3974944 61.2537413, 73.3976689 61.2537476, 73.3978311 61.2537419, 73.3983959 61.2536645)",проспект Ленина
958100637,True,3,primary,40,roundabout,False,58.959,"LINESTRING (73.3971264 61.253691, 73.3972671 61.2537859, 73.3973501 61.253877, 73.397395 61.2539771, 73.397399 61.2540662, 73.3973511 61.2541867)",
34229846,True,3,primary,RU:urban,roundabout,False,30.422,"LINESTRING (73.3959636 61.2545, 73.3957042 61.2544276, 73.3955164 61.254335)",
259158242,False,4,secondary,RU:urban,,True,4.088,"LINESTRING (73.3980407 61.2573996, 73.3980581 61.2574354)",улица Островского
"[259158242, 1124369027, 1124369028, 288815913, 376323982, 196325887]",False,4,secondary,"['40', 'RU:urban']",,False,280.32,"LINESTRING (73.3980407 61.2573996, 73.3980003 61.257314, 73.397745 61.2567733, 73.3975639 61.256381, 73.3973817 61.2560462, 73.3973298 61.2559352, 73.3971719 61.2555977, 73.3971258 61.2554991, 73.3969121 61.2550709, 73.3968396 61.254946)",улица Островского
34229846,True,3,primary,RU:urban,roundabout,False,44.067,"LINESTRING (73.3955164 61.254335, 73.3953588 61.2541893, 73.3953089 61.2540642, 73.3953179 61.2539596)",
38367546,True,3,primary,RU:urban,,False,76.29299999999999,"LINESTRING (73.3955164 61.254335, 73.395188 61.254276, 73.3949981 61.2542587, 73.3947911 61.2542606, 73.3945152 61.2542654, 73.3941185 61.2542889)",проспект Ленина
34229846,True,3,primary,RU:urban,roundabout,False,35.259,"LINESTRING (73.3973511 61.2541867, 73.3972864 61.2542621, 73.3971685 61.2543493, 73.3969703 61.2544399)",
"[133609441, 133609437]",False,6,primary,RU:urban,,True,144.98399999999998,"LINESTRING (73.400476 61.252847, 73.4002503 61.2530038, 73.4000603 61.2531022, 73.3998035 61.2532029, 73.3991097 61.2534399, 73.3983959 61.2536645)",проспект Ленина
"[376342434, 1005589418, 258606925, 258606926, 228874511, 958097680]",False,4,primary,"['20', 'RU:urban']",,False,276.34499999999997,"LINESTRING (73.400476 61.252847, 73.4005849 61.2527047, 73.4006869 61.2525714, 73.4007702 61.2524677, 73.4013987 61.2516851, 73.4014368 61.2516294, 73.401865 61.251093, 73.4020625 61.250846, 73.4022194 61.25065, 73.4023172 61.250525)",проспект Ленина
53333762,True,2,secondary,40,,False,64.792,"LINESTRING (73.395218 61.2531815, 73.3952656 61.2532081, 73.3955083 61.25335, 73.3956531 61.2534148, 73.3958454 61.2534763, 73.3959958 61.2535077, 73.3961462 61.253539)",
"[139356961, 427376856, 427376857, 181982330, 152773595]",False,4,secondary,"['60', 'RU:urban']",,True,421.415,"LINESTRING (73.395218 61.2531815, 73.3947128 61.2527297, 73.3944789 61.2525206, 73.3939005 61.2520034, 73.3938507 61.2519584, 73.3937162 61.2518386, 73.3929063 61.2511235, 73.392838 61.2510615, 73.3922611 61.2505468, 73.391743 61.250093, 73.3916313 61.2499569, 73.3915603 61.2498296)",Майская улица
60696779,True,3,primary,RU:urban,,False,81.539,"LINESTRING (73.3983959 61.2536645, 73.3980933 61.2537835, 73.3979456 61.2538366, 73.3978186 61.2538823, 73.3976599 61.2539614, 73.3975006 61.2540615, 73.3973511 61.2541867)",проспект Ленина
