osmid,highway,oneway,reversed,length,geometry,name,bridge,maxspeed
38548766,primary,False,True,95.977,"LINESTRING (59.0282166 55.039284, 59.0286182 55.0393797, 59.0289006 55.0399719)",,,
43251662,residential,False,True,330.416,"LINESTRING (59.0282166 55.039284, 59.0287531 55.0391714, 59.0291572 55.0390842, 59.0294237 55.0390264, 59.0304131 55.0388188, 59.0311448 55.0386507, 59.0322143 55.0384552, 59.0330977 55.0382832)",улица Бочарова,,
431428509,primary,False,True,137.541,"LINESTRING (59.0296546 55.0406531, 59.0317502 55.0403562)",улица Карла Маркса,,
38548766,primary,False,False,46.605000000000004,"LINESTRING (59.0296546 55.0406531, 59.0294299 55.0406365, 59.029311 55.0406146, 59.029215 55.0405543, 59.0291189 55.0404298)",,,
1052371233,tertiary,False,False,61.271,"LINESTRING (59.0296546 55.0406531, 59.0294085 55.0406781, 59.0292884 55.0406888, 59.029125 55.0407033, 59.0289441 55.0407294, 59.028732 55.0407916)",улица Льва Толстого,,
43315869,residential,False,True,34.051,"LINESTRING (59.0348317 55.0379873, 59.0350388 55.0382696)",Транспортный переулок,,
43251662,residential,False,False,115.283,"LINESTRING (59.0348317 55.0379873, 59.0335302 55.0382085, 59.0330977 55.0382832)",улица Бочарова,,
604772867,residential,False,False,273.445,"LINESTRING (59.0348317 55.0379873, 59.0347499 55.0377679, 59.0345862 55.0373852, 59.0345648 55.037356, 59.0343127 55.0373206, 59.0338835 55.0373591, 59.0333551 55.037462, 59.0328026 55.0375481, 59.0327704 55.0376019, 59.0330977 55.0382832)",улица Петра Скорынина,,
46416786,tertiary,False,False,47.375,"LINESTRING (59.028732 55.0407916, 59.0288416 55.0407148, 59.0289364 55.0406322, 59.0290562 55.0405084, 59.0291189 55.0404298)",,,
1052371233,tertiary,False,False,77.904,"LINESTRING (59.028732 55.0407916, 59.0285751 55.0409369, 59.0284339 55.0410713, 59.0283459 55.041172, 59.0282873 55.0412616, 59.0282482 55.0413425, 59.0282185 55.0414213)",улица Льва Толстого,,
1052371233,tertiary,False,True,61.271,"LINESTRING (59.028732 55.0407916, 59.0289441 55.0407294, 59.029125 55.0407033, 59.0292884 55.0406888, 59.0294085 55.0406781, 59.0296546 55.0406531)",улица Льва Толстого,,
48948022,tertiary,False,True,248.336,"LINESTRING (59.0282185 55.0414213, 59.028379 55.0414412, 59.0285182 55.0414541, 59.0286798 55.041463, 59.0288171 55.0414687, 59.0290075 55.0414633, 59.0291889 55.0414493, 59.0320959 55.0412989)",Советская улица,,
891310517,residential,False,True,42.176,"LINESTRING (59.0282185 55.0414213, 59.0280616 55.0414033, 59.0278814 55.0413854, 59.0275675 55.0413526)",Советская улица,,
