osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,width
46836905,residential,False,True,144.844,"LINESTRING (37.8686469 55.6582229, 37.8685074 55.658269, 37.8670496 55.6591585)",,,,,
46836905,residential,False,False,207.45100000000002,"LINESTRING (37.8648603 55.6605565, 37.865416 55.6601818, 37.8667561 55.6593365, 37.8670496 55.6591585)",,,,,
311762770,secondary,False,True,190.483,"LINESTRING (37.8648603 55.6605565, 37.8652621 55.6607635, 37.8669778 55.6616306, 37.8671226 55.6616992)",4,46К-5201,Дзержинское шоссе,,
47850910,unclassified,False,True,35.449,"LINESTRING (37.8681385 55.6645972, 37.8685254 55.6648296)",,,,40,4
47850911,residential,False,True,295.65400000000005,"LINESTRING (37.8681385 55.6645972, 37.868433 55.6644918, 37.868906 55.6643822, 37.8696855 55.6642467, 37.8722207 55.6637423, 37.8723401 55.6636705, 37.8723322 55.6635717)",,,,40,4
47850912,residential,False,True,451.72100000000006,"LINESTRING (37.8681385 55.6645972, 37.8679544 55.6646643, 37.8678014 55.6647117, 37.8676502 55.664712, 37.8673017 55.6645327, 37.8670406 55.664371, 37.8670483 55.6643303, 37.867055 55.6642946, 37.8676701 55.6639587, 37.8695314 55.6629695, 37.8697168 55.6628709, 37.8698497 55.6628003, 37.8699056 55.6627703, 37.870267 55.662576, 37.8706046 55.6623946, 37.8708308 55.6622857, 37.8709032 55.6622509, 37.8709756 55.6622161, 37.8710124 55.6621486, 37.8710405 55.6620625)",,,Новая улица,40,4
47850910,unclassified,False,False,35.449,"LINESTRING (37.8685254 55.6648296, 37.8681385 55.6645972)",,,,40,4
47850912,residential,False,False,451.721,"LINESTRING (37.8710405 55.6620625, 37.8710124 55.6621486, 37.8709756 55.6622161, 37.8709032 55.6622509, 37.8708308 55.6622857, 37.8706046 55.6623946, 37.870267 55.662576, 37.8699056 55.6627703, 37.8698497 55.6628003, 37.8697168 55.6628709, 37.8695314 55.6629695, 37.8676701 55.6639587, 37.867055 55.6642946, 37.8670483 55.6643303, 37.8670406 55.664371, 37.8673017 55.6645327, 37.8676502 55.664712, 37.8678014 55.6647117, 37.8679544 55.6646643, 37.8681385 55.6645972)",,,Новая улица,40,4
"[51930328, 311762771, 315003565]",secondary,False,False,252.87800000000001,"LINESTRING (37.8710405 55.6620625, 37.8707482 55.6620543, 37.8697397 55.6620149, 37.8691968 55.6619923, 37.8684801 55.6619687, 37.8680603 55.6619369, 37.8678034 55.6619053, 37.8675451 55.6618508, 37.8674204 55.6618171, 37.8672946 55.6617782, 37.8671226 55.6616992)",4,46К-5201,Дзержинское шоссе,,
47850911,residential,False,False,295.654,"LINESTRING (37.8723322 55.6635717, 37.8723401 55.6636705, 37.8722207 55.6637423, 37.8696855 55.6642467, 37.868906 55.6643822, 37.868433 55.6644918, 37.8681385 55.6645972)",,,,40,4
46836905,residential,False,False,144.844,"LINESTRING (37.8670496 55.6591585, 37.8685074 55.658269, 37.8686469 55.6582229)",,,,,
46836905,residential,False,True,207.451,"LINESTRING (37.8670496 55.6591585, 37.8667561 55.6593365, 37.865416 55.6601818, 37.8648603 55.6605565)",,,,,
52025622,residential,False,False,250.01,"LINESTRING (37.8670496 55.6591585, 37.8681302 55.6597823, 37.8691981 55.6603988, 37.8685802 55.6607769)",,,,,
"[51930328, 311762771, 315003565]",secondary,False,True,252.878,"LINESTRING (37.8671226 55.6616992, 37.8672946 55.6617782, 37.8674204 55.6618171, 37.8675451 55.6618508, 37.8678034 55.6619053, 37.8680603 55.6619369, 37.8684801 55.6619687, 37.8691968 55.6619923, 37.8697397 55.6620149, 37.8707482 55.6620543, 37.8710405 55.6620625)",4,46К-5201,Дзержинское шоссе,,
52025622,residential,False,True,137.43200000000002,"LINESTRING (37.8671226 55.6616992, 37.8672328 55.6616241, 37.8675549 55.6614044, 37.8685802 55.6607769)",,,,,
311762770,secondary,False,False,190.483,"LINESTRING (37.8671226 55.6616992, 37.8669778 55.6616306, 37.8652621 55.6607635, 37.8648603 55.6605565)",4,46К-5201,Дзержинское шоссе,,
52025622,residential,False,False,137.43200000000002,"LINESTRING (37.8685802 55.6607769, 37.8675549 55.6614044, 37.8672328 55.6616241, 37.8671226 55.6616992)",,,,,
52025622,residential,False,True,250.01,"LINESTRING (37.8685802 55.6607769, 37.8691981 55.6603988, 37.8681302 55.6597823, 37.8670496 55.6591585)",,,,,
847573655,residential,False,False,60.543,"LINESTRING (37.8685802 55.6607769, 37.8686366 55.6608081, 37.8692694 55.6611581)",,,,,
847573655,residential,False,True,60.543,"LINESTRING (37.8692694 55.6611581, 37.8686366 55.6608081, 37.8685802 55.6607769)",,,,,
