osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,bridge
32765172,tertiary,60,False,True,48.709,,"LINESTRING (34.0488556 57.8857152, 34.0484789 57.8861048)",,
25822103,secondary,,False,False,101.33500000000001,улица Кирова,"LINESTRING (34.0488556 57.8857152, 34.0480692 57.885517, 34.0473232 57.8853072)",,
25822103,secondary,,False,True,262.565,улица Кирова,"LINESTRING (34.0488556 57.8857152, 34.0490329 57.8857517, 34.0494265 57.8858056, 34.0500443 57.8858131, 34.0505795 57.8857872, 34.0509284 57.8857695, 34.0532562 57.885646)",,
25822103,secondary,,False,True,71.6,улица Кирова,"LINESTRING (34.0431061 57.883852, 34.0437707 57.8841999, 34.0440054 57.8842796)",,
47481042,secondary,,False,False,237.656,улица Кирова,"LINESTRING (34.0431061 57.883852, 34.0428791 57.8835679, 34.0424043 57.8828676, 34.0421551 57.8825319, 34.0418827 57.8821884, 34.0416297 57.8818647)",,
32547226,tertiary,,False,True,91.67,Кооперативная улица,"LINESTRING (34.0532562 57.885646, 34.0533722 57.8864681)",2,
25822103,secondary,,False,False,262.565,улица Кирова,"LINESTRING (34.0532562 57.885646, 34.0509284 57.8857695, 34.0505795 57.8857872, 34.0500443 57.8858131, 34.0494265 57.8858056, 34.0490329 57.8857517, 34.0488556 57.8857152)",,
31820934,secondary,,False,False,59.1,площадь Ленина,"LINESTRING (34.0532562 57.885646, 34.0537207 57.8856054, 34.0542434 57.8855619)",2,
32764536,secondary,,False,True,240.362,улица Дзержинского,"LINESTRING (34.0578226 57.8845381, 34.0572409 57.8847135, 34.0544429 57.8855202, 34.0542434 57.8855619)",2,
32113186,tertiary,60,False,True,38.921,улица Змейка,"LINESTRING (34.050376 57.8884674, 34.0504609 57.8881203)",,
32113186,tertiary,60,False,False,117.896,улица Змейка,"LINESTRING (34.050376 57.8884674, 34.0503337 57.8886878, 34.0503154 57.8889439, 34.0503702 57.8891656, 34.050423 57.8892982, 34.0504931 57.8893674, 34.0506009 57.8894211, 34.0507028 57.8894591)",,
32113186,tertiary,60,False,True,117.89600000000002,улица Змейка,"LINESTRING (34.0507028 57.8894591, 34.0506009 57.8894211, 34.0504931 57.8893674, 34.050423 57.8892982, 34.0503702 57.8891656, 34.0503154 57.8889439, 34.0503337 57.8886878, 34.050376 57.8884674)",,
"[32547226, 32598022]",tertiary,,False,False,412.74399999999997,"['улица Змейка', 'Кооперативная улица']","LINESTRING (34.0507028 57.8894591, 34.0531318 57.8883219, 34.0536034 57.8880881, 34.0536868 57.8880173, 34.0537264 57.8879261, 34.0537327 57.8878436, 34.0536832 57.8876445, 34.0536364 57.8874558, 34.05359 57.8872692, 34.0535303 57.8870288, 34.0533722 57.8864681)",2,
32113186,tertiary,60,False,False,66.756,улица Змейка,"LINESTRING (34.0496831 57.8866009, 34.0500649 57.8871659)",,
"[32765168, 32546812]",residential,,False,True,127.075,"['Советская площадь', 'Красногвардейская улица']","LINESTRING (34.0496831 57.8866009, 34.0510416 57.886537, 34.0518271 57.8865226)",,
164433159,tertiary,60,False,False,91.233,Советская площадь,"LINESTRING (34.0496831 57.8866009, 34.0493728 57.8865408, 34.0484789 57.8861048)",,
32765172,tertiary,60,False,False,48.709,,"LINESTRING (34.0484789 57.8861048, 34.0488556 57.8857152)",,
35424677,residential,,False,True,28.369,Разъезжий переулок,"LINESTRING (34.0484789 57.8861048, 34.0483741 57.8862161, 34.0481356 57.8862477)",,
164433159,tertiary,60,False,True,91.233,Советская площадь,"LINESTRING (34.0484789 57.8861048, 34.0493728 57.8865408, 34.0496831 57.8866009)",,
32546812,residential,,False,False,91.533,Красногвардейская улица,"LINESTRING (34.0533722 57.8864681, 34.0518271 57.8865226)",,
32547226,tertiary,,False,False,91.67,Кооперативная улица,"LINESTRING (34.0533722 57.8864681, 34.0532562 57.885646)",2,
