osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,bridge
"[217122280, 1083548760]",False,86К-8,улица Свободы,primary,False,158.762,"LINESTRING (32.9675762 60.9767235, 32.968179 60.9766585, 32.9686754 60.9765945, 32.9701754 60.976411, 32.9704387 60.9763974)",,,
217122280,False,86К-8,улица Свободы,primary,True,78.49600000000001,"LINESTRING (32.9675762 60.9767235, 32.9669469 60.9767652, 32.966603 60.9767731, 32.9662298 60.9767889, 32.9661294 60.9767942)",,,
22822951,False,,улица Свирских Дивизий,unclassified,False,206.507,"LINESTRING (32.9708925 60.9786892, 32.9708974 60.9785561, 32.9709243 60.9782, 32.970945 60.9778927, 32.9709518 60.9778266, 32.9709622 60.9777251, 32.9709795 60.9775551, 32.9710768 60.9773863, 32.9711152 60.9773532, 32.9712355 60.9772495, 32.971525 60.9770537, 32.9717071 60.9769337)",,,
"[105049434, 22822958]",False,,улица Свирских Дивизий,unclassified,False,218.984,"LINESTRING (32.9708925 60.9786892, 32.9708915 60.9787913, 32.9709039 60.9790626, 32.9709435 60.9792054, 32.971049 60.9793901, 32.9712273 60.9796222, 32.9716012 60.9799946, 32.9719058 60.9802661, 32.9721154 60.9804269, 32.9722465 60.9805026)",2,,
1070285853,False,,улица 30-летия Победы,residential,True,245.52900000000002,"LINESTRING (32.9708925 60.9786892, 32.9706408 60.9786689, 32.9703897 60.9786487, 32.9699855 60.9786161, 32.9699055 60.9786097, 32.9669133 60.9783573, 32.9668394 60.9783511, 32.9666638 60.978334, 32.966407 60.978315)",,,
105049408,False,,улица Карла Маркса,residential,False,51.775999999999996,"LINESTRING (32.9730128 60.9807829, 32.9728139 60.9807144, 32.9727237 60.9806807, 32.9722465 60.9805026)",2,,
105049408,False,,улица Карла Маркса,residential,True,295.59900000000005,"LINESTRING (32.9730128 60.9807829, 32.9736039 60.9808905, 32.9738875 60.9809328, 32.9745259 60.9809754, 32.975269 60.9809787, 32.9753536 60.9809786, 32.9761644 60.98098, 32.9761845 60.98098, 32.976808 60.9809946, 32.9770235 60.9809997, 32.9771391 60.981002, 32.9776754 60.9810236, 32.9781517 60.9810558, 32.9784232 60.9810747)",2,,
219952706,False,,улица Карла Маркса,residential,False,45.629999999999995,"LINESTRING (32.9730128 60.9807829, 32.9727561 60.9807643, 32.9725744 60.9808082, 32.9723821 60.9809691)",,,
"[746544297, 158078827, 158068781]",False,,"['Речная улица', 'улица Розы Люксембург']",residential,False,546.7009999999999,"LINESTRING (32.9717612 60.9822728, 32.9717502 60.9823407, 32.9717553 60.9823903, 32.9717687 60.9823991, 32.9718191 60.9824324, 32.9736705 60.9827839, 32.9738289 60.9828126, 32.9752103 60.9830394, 32.9762853 60.9832342, 32.9767567 60.9828535, 32.9770237 60.9826287, 32.9771152 60.9825517, 32.9779141 60.9819979, 32.9780535 60.9818792, 32.9781839 60.9817698, 32.9782858 60.981485, 32.9783117 60.9814079, 32.9783755 60.9812332, 32.978409 60.9811219, 32.9784232 60.9810747)",,60,
217122277,False,,улица Пушкина,unclassified,True,151.098,"LINESTRING (32.9717612 60.9822728, 32.9718233 60.9822132, 32.9720579 60.9820178, 32.9721849 60.9818601, 32.9722398 60.9816938, 32.9722753 60.9814148, 32.9723821 60.9809691)",,,
105049408,False,,улица Карла Маркса,residential,True,51.775999999999996,"LINESTRING (32.9722465 60.9805026, 32.9727237 60.9806807, 32.9728139 60.9807144, 32.9730128 60.9807829)",2,,
"[105049434, 22822958]",False,,улица Свирских Дивизий,unclassified,True,218.98400000000004,"LINESTRING (32.9722465 60.9805026, 32.9721154 60.9804269, 32.9719058 60.9802661, 32.9716012 60.9799946, 32.9712273 60.9796222, 32.971049 60.9793901, 32.9709435 60.9792054, 32.9709039 60.9790626, 32.9708915 60.9787913, 32.9708925 60.9786892)",2,,
217122277,False,,улица Пушкина,unclassified,False,53.186,"LINESTRING (32.9722465 60.9805026, 32.9723822 60.9806988, 32.9724068 60.9808349, 32.9723821 60.9809691)",,,
