osmid,highway,maxspeed,oneway,reversed,length,ref,name,geometry
"[167775354, 107432532]","['residential', 'tertiary']",60,False,False,202.92,35Н-621;С-011802,Форосский спуск,"LINESTRING (33.789346 44.3913827, 33.7888228 44.3912542, 33.7880342 44.3911379, 33.7878704 44.3911138, 33.7877609 44.3911276, 33.7877108 44.3911354, 33.7876945 44.391207, 33.7876957 44.3912875, 33.7877397 44.3914002, 33.7877527 44.3914881, 33.7877301 44.3915177, 33.787707 44.3915479, 33.787543 44.3917)"
167635754,residential,,False,True,316.846,,,"LINESTRING (33.789346 44.3913827, 33.7892375 44.3914727, 33.7891651 44.3915279, 33.7890449 44.3916397, 33.7889705 44.391721, 33.7889403 44.391754, 33.7888678 44.3919691, 33.788788 44.3920758, 33.7886643 44.3922708, 33.7884897 44.3924876, 33.7881705 44.3926352, 33.7877306 44.3925662, 33.7875268 44.3923975, 33.7874544 44.3921752, 33.7875 44.3919586, 33.7876368 44.3918245, 33.787543 44.3917)"
107432532,residential,60,False,True,120.56800000000001,,,"LINESTRING (33.789346 44.3913827, 33.789421 44.3914019, 33.7895049 44.39146, 33.7895666 44.3915492, 33.7895457 44.3916824, 33.7895536 44.3919005, 33.7896494 44.3921617, 33.789752 44.3923714)"
167635754,residential,,False,False,272.94100000000003,,,"LINESTRING (33.789346 44.3913827, 33.7891816 44.390886, 33.7891118 44.3904734, 33.7889497 44.3904427, 33.7886864 44.3903929, 33.7885852 44.3903737, 33.7879254 44.3903193, 33.7878302 44.390283, 33.7877972 44.3901817, 33.7879571 44.3897118)"
"[39754897, 107432532]",residential,60,False,"[False, True]",146.19199999999998,,,"LINESTRING (33.7910729 44.3927425, 33.7909431 44.3927695, 33.7908759 44.3927835, 33.7906092 44.3928657, 33.7904649 44.3929102, 33.7902732 44.3929365, 33.7901536 44.3929102, 33.7900784 44.3928668, 33.7900511 44.392851, 33.7898606 44.3925324, 33.789752 44.3923714)"
147430841,residential,,False,False,144.68800000000002,,улица Космонавтов,"LINESTRING (33.7910729 44.3927425, 33.7911512 44.3928561, 33.7912108 44.3929972, 33.791204 44.393143, 33.7912594 44.3932566, 33.791451 44.3934194, 33.79149 44.3934781, 33.7915357 44.3935467, 33.791638 44.393733, 33.7916686 44.3938499, 33.7916983 44.3939356)"
107432532,residential,60,False,False,120.56800000000001,,,"LINESTRING (33.789752 44.3923714, 33.7896494 44.3921617, 33.7895536 44.3919005, 33.7895457 44.3916824, 33.7895666 44.3915492, 33.7895049 44.39146, 33.789421 44.3914019, 33.789346 44.3913827)"
"[39754897, 107432532]",residential,60,False,"[False, True]",146.192,,,"LINESTRING (33.789752 44.3923714, 33.7898606 44.3925324, 33.7900511 44.392851, 33.7900784 44.3928668, 33.7901536 44.3929102, 33.7902732 44.3929365, 33.7904649 44.3929102, 33.7906092 44.3928657, 33.7908759 44.3927835, 33.7909431 44.3927695, 33.7910729 44.3927425)"
205800041,residential,,False,False,84.872,,улица Космонавтов,"LINESTRING (33.789752 44.3923714, 33.7897197 44.3926052, 33.7897297 44.3927751, 33.7897767 44.3929362, 33.7898311 44.3930123, 33.7899405 44.3930872)"
"[297170184, 167775354]",tertiary,60,False,True,324.862,35Н-621;С-011802,Форосский спуск,"LINESTRING (33.7870955 44.3927347, 33.7866631 44.3924105, 33.7860199 44.3918966, 33.7859778 44.3918666, 33.7859454 44.3918297, 33.7859274 44.3917551, 33.7859374 44.3916853, 33.785955 44.3916401, 33.7860004 44.3916005, 33.7860975 44.3915357, 33.7861843 44.3914909, 33.7862846 44.3914562, 33.7864343 44.3914381, 33.7865288 44.3914274, 33.7866341 44.3914231, 33.7867112 44.3914283, 33.7867883 44.3914412, 33.7868673 44.3914652, 33.7869305 44.3914973, 33.7869729 44.3915243, 33.7870089 44.3915561, 33.7870557 44.3916307, 33.7870873 44.3916987, 33.7871182 44.3917782, 33.7871446 44.3918091, 33.7871886 44.3918375, 33.7872514 44.3918589, 33.7873235 44.3918571, 33.7873846 44.3918331, 33.7874403 44.3917953, 33.787543 44.3917)"
