osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,access
330887020,улица Орджоникидзе,residential,False,True,217.29399999999998,,,"LINESTRING (45.874089 44.1682147, 45.8729556 44.1671475, 45.8725103 44.1666248)",,
338608322,улица Отарова,residential,False,False,97.492,,,"LINESTRING (45.8788347 44.1668585, 45.8776945 44.1671744)",,
82608156,улица Трунова,residential,False,False,355.55699999999996,,,"LINESTRING (45.8788347 44.1668585, 45.8777034 44.1650773, 45.8772736 44.1644559, 45.8768928 44.1639825)",,
82608159,улица Кадрии,residential,False,True,254.443,,,"LINESTRING (45.8762971 44.1675245, 45.8750061 44.165432)",,
338608322,улица Отарова,residential,False,True,118.061,,,"LINESTRING (45.8762971 44.1675245, 45.8776945 44.1671744)",,
338608322,улица Отарова,residential,False,False,112.239,,,"LINESTRING (45.8762971 44.1675245, 45.8756557 44.167724, 45.8750079 44.1679291)",,
338486073,Кумлинская улица,tertiary,False,True,98.352,,,"LINESTRING (45.8703705 44.1605494, 45.8705921 44.1614195)",,
50414051,улица Эдиге,tertiary,False,True,97.607,82К-001,40,"LINESTRING (45.8670605 44.1643665, 45.8682418 44.1641375)",,
82608145,улица Асанова,residential,True,False,415.19500000000005,,,"LINESTRING (45.8670605 44.1643665, 45.8675574 44.1650589, 45.8682138 44.1659161, 45.8683501 44.1660936, 45.8683631 44.1661105, 45.8688595 44.1667573, 45.8693971 44.1674577, 45.8695205 44.1676562)",,
50414051,улица Эдиге,tertiary,False,False,97.607,82К-001,40,"LINESTRING (45.8682418 44.1641375, 45.8670605 44.1643665)",,
50414051,улица Эдиге,tertiary,False,True,238.921,82К-001,40,"LINESTRING (45.8682418 44.1641375, 45.8696898 44.1638181, 45.8710682 44.1634308)",,
330887023,,residential,False,False,214.151,,,"LINESTRING (45.8682418 44.1641375, 45.8683505 44.1642963, 45.8687089 44.1649094, 45.8687988 44.1650475, 45.8688584 44.1650711, 45.86893 44.1650646, 45.86999 44.164729)",,
338486090,улица Отечественной Войны,residential,True,False,162.233,,,"LINESTRING (45.8677221 44.1683378, 45.8695205 44.1676562)",,yes
358707534,улица Г.Аджигельдиева,residential,True,False,79.83,,,"LINESTRING (45.8677221 44.1683378, 45.8682317 44.1689557)",,
330879026,Северная улица,residential,False,False,222.613,,,"LINESTRING (45.8682317 44.1689557, 45.8698076 44.1682748, 45.8698647 44.1681956, 45.8695205 44.1676562)",,
338608322,улица Отарова,residential,False,False,118.061,,,"LINESTRING (45.8776945 44.1671744, 45.8762971 44.1675245)",,
338608322,улица Отарова,residential,False,True,97.492,,,"LINESTRING (45.8776945 44.1671744, 45.8788347 44.1668585)",,
343203765,улица Ленина,residential,False,True,191.629,,,"LINESTRING (45.8776945 44.1671744, 45.8787226 44.168732)",,
343203765,улица Ленина,residential,False,False,262.96900000000005,,,"LINESTRING (45.8776945 44.1671744, 45.8764893 44.1650307, 45.8764535 44.1649838)",,
82608159,улица Кадрии,residential,False,False,254.443,,,"LINESTRING (45.8750061 44.165432, 45.8762971 44.1675245)",,
"[338757512, 338757510]","['Садовая улица', 'Почтовая улица']",residential,False,False,359.595,,,"LINESTRING (45.8750061 44.165432, 45.8747749 44.1655061, 45.8738305 44.1658013, 45.8737943 44.1658359, 45.8737951 44.1658763, 45.8743375 44.1667674, 45.8750079 44.1679291)",,
338757512,Почтовая улица,residential,False,True,125.783,,,"LINESTRING (45.8750061 44.165432, 45.8755371 44.1652815, 45.8764535 44.1649838)",,
330879026,Северная улица,residential,False,True,222.613,,,"LINESTRING (45.8695205 44.1676562, 45.8698647 44.1681956, 45.8698076 44.1682748, 45.8682317 44.1689557)",,
330887022,улица Отечественной Войны,residential,False,False,264.759,,,"LINESTRING (45.8695205 44.1676562, 45.8707997 44.1671788, 45.8720903 44.1667762, 45.8725103 44.1666248)",,
"[338486082, 82608140, 338486074]",улица 50 лет Дагестана,residential,False,False,114.26299999999999,,,"LINESTRING (45.8742161 44.1616762, 45.8745277 44.1622382, 45.8745422 44.1622675, 45.8747002 44.1625856, 45.8747237 44.1626369)",yes,
82608140,улица 50 лет Дагестана,residential,False,True,107.393,,,"LINESTRING (45.8742161 44.1616762, 45.8738658 44.161194, 45.8736389 44.1608046)",,
330887021,улица Чайковского,residential,False,False,273.86,,,"LINESTRING (45.8742161 44.1616762, 45.8752177 44.1613365, 45.8760295 44.1610136, 45.8765894 44.160779, 45.8771532 44.1604257)",,
330887023,,residential,False,True,214.15099999999998,,,"LINESTRING (45.86999 44.164729, 45.86893 44.1650646, 45.8688584 44.1650711, 45.8687988 44.1650475, 45.8687089 44.1649094, 45.8683505 44.1642963, 45.8682418 44.1641375)",,
330887020,улица Орджоникидзе,residential,False,False,80.848,,,"LINESTRING (45.8719781 44.166006, 45.8725103 44.1666248)",,
330887021,улица Чайковского,residential,False,True,273.86,,,"LINESTRING (45.8771532 44.1604257, 45.8765894 44.160779, 45.8760295 44.1610136, 45.8752177 44.1613365, 45.8742161 44.1616762)",,
330887020,улица Орджоникидзе,residential,False,True,80.848,,,"LINESTRING (45.8725103 44.1666248, 45.8719781 44.166006)",,
330887020,улица Орджоникидзе,residential,False,False,217.29399999999998,,,"LINESTRING (45.8725103 44.1666248, 45.8729556 44.1671475, 45.874089 44.1682147)",,
330887022,улица Отечественной Войны,residential,False,True,264.759,,,"LINESTRING (45.8725103 44.1666248, 45.8720903 44.1667762, 45.8707997 44.1671788, 45.8695205 44.1676562)",,
82608140,улица 50 лет Дагестана,residential,False,False,107.393,,,"LINESTRING (45.8736389 44.1608046, 45.8738658 44.161194, 45.8742161 44.1616762)",,
338486073,Кумлинская улица,tertiary,False,False,98.352,,,"LINESTRING (45.8705921 44.1614195, 45.8703705 44.1605494)",,
"[338486073, 338486079]",Кумлинская улица,tertiary,False,True,47.639,,,"LINESTRING (45.8705921 44.1614195, 45.8706007 44.1614532, 45.8706555 44.1618454)",yes,
338608345,улица Карла Маркса,residential,False,False,30.978,,,"LINESTRING (45.8775977 44.1625593, 45.8777784 44.1628059)",,
"[338486088, 338486077]",улица Эдиге,tertiary,False,False,229.719,82К-001,40,"LINESTRING (45.8775977 44.1625593, 45.8773882 44.1625533, 45.8763581 44.1625404, 45.8747237 44.1626369)",yes,
"[770042507, 338486077]",улица Терешковой,"['residential', 'tertiary']",False,True,100.03800000000001,82К-001,40,"LINESTRING (45.8775977 44.1625593, 45.8781888 44.1625761, 45.8783866 44.1625817, 45.8788512 44.1625819)",yes,
338608345,улица Карла Маркса,residential,False,True,30.978,,,"LINESTRING (45.8777784 44.1628059, 45.8775977 44.1625593)",,
"[338608345, 343203765]","['улица Карла Маркса', 'улица Ленина']",residential,False,"[False, True]",395.68499999999995,,,"LINESTRING (45.8777784 44.1628059, 45.8777098 44.1628728, 45.8776127 44.1629185, 45.8769426 44.1630699, 45.8753856 44.1634616, 45.876119 44.1645448, 45.8764535 44.1649838)",,
82608156,улица Трунова,residential,False,True,355.557,,,"LINESTRING (45.8768928 44.1639825, 45.8772736 44.1644559, 45.8777034 44.1650773, 45.8788347 44.1668585)",,
343203765,улица Ленина,residential,False,False,191.629,,,"LINESTRING (45.8787226 44.168732, 45.8776945 44.1671744)",,
338757514,улица Орджоникидзе,residential,False,True,131.926,,,"LINESTRING (45.8787226 44.168732, 45.8780301 44.1688839, 45.8774291 44.1690608, 45.8772165 44.1691918)",,
338608322,улица Отарова,residential,False,False,79.876,,,"LINESTRING (45.8750079 44.1679291, 45.874089 44.1682147)",,
338608322,улица Отарова,residential,False,True,112.239,,,"LINESTRING (45.8750079 44.1679291, 45.8756557 44.167724, 45.8762971 44.1675245)",,
"[338757512, 338757510]","['Садовая улица', 'Почтовая улица']",residential,False,True,359.59499999999997,,,"LINESTRING (45.8750079 44.1679291, 45.8743375 44.1667674, 45.8737951 44.1658763, 45.8737943 44.1658359, 45.8738305 44.1658013, 45.8747749 44.1655061, 45.8750061 44.165432)",,
82608154,улица Орджоникидзе,residential,False,True,281.226,,,"LINESTRING (45.8772165 44.1691918, 45.8771144 44.169189, 45.8766748 44.1692162, 45.8763174 44.1692026, 45.8760264 44.1690688, 45.8751028 44.1686101, 45.8749162 44.1685175, 45.874089 44.1682147)",,
338757514,улица Орджоникидзе,residential,False,False,131.92600000000002,,,"LINESTRING (45.8772165 44.1691918, 45.8774291 44.1690608, 45.8780301 44.1688839, 45.8787226 44.168732)",,
338764437,,residential,False,True,96.04400000000001,,,"LINESTRING (45.8788512 44.1625819, 45.8788658 44.1630244, 45.8788797 44.1634454)",,
"[770042507, 338486077]",улица Терешковой,"['residential', 'tertiary']",False,False,100.03800000000001,82К-001,40,"LINESTRING (45.8788512 44.1625819, 45.8783866 44.1625817, 45.8781888 44.1625761, 45.8775977 44.1625593)",yes,
338764437,,residential,False,False,96.04400000000001,,,"LINESTRING (45.8788797 44.1634454, 45.8788658 44.1630244, 45.8788512 44.1625819)",,
338757512,Почтовая улица,residential,False,False,125.783,,,"LINESTRING (45.8764535 44.1649838, 45.8755371 44.1652815, 45.8750061 44.165432)",,
"[338608345, 343203765]","['улица Карла Маркса', 'улица Ленина']",residential,False,"[False, True]",395.685,,,"LINESTRING (45.8764535 44.1649838, 45.876119 44.1645448, 45.8753856 44.1634616, 45.8769426 44.1630699, 45.8776127 44.1629185, 45.8777098 44.1628728, 45.8777784 44.1628059)",,
343203765,улица Ленина,residential,False,True,262.96900000000005,,,"LINESTRING (45.8764535 44.1649838, 45.8764893 44.1650307, 45.8776945 44.1671744)",,
