osmid,name,highway,oneway,reversed,length,geometry,area
39258783,улица Ленина,residential,False,False,91.511,"LINESTRING (56.0827621 56.5124646, 56.0823889 56.5116678)",
39258783,улица Ленина,residential,False,True,252.202,"LINESTRING (56.0827621 56.5124646, 56.0829398 56.5129036, 56.0831883 56.5135178, 56.0833209 56.5138455, 56.0836579 56.5146782)",
71576291,улица Тельмана,tertiary,False,True,244.57299999999998,"LINESTRING (56.0827621 56.5124646, 56.0813058 56.512533, 56.0803244 56.5126116, 56.0793907 56.5126864, 56.0788072 56.5127332)",
44298560,Банковский переулок,residential,False,False,146.089,"LINESTRING (56.0725813 56.5179089, 56.0724432 56.5165973)",
44298559,улица Нефтяников,residential,False,False,201.062,"LINESTRING (56.0725813 56.5179089, 56.073377 56.5179043, 56.0743595 56.5178986, 56.0744128 56.5178979, 56.0752869 56.5178867, 56.0753532 56.5178859, 56.0756186 56.5178744, 56.075857 56.5178641)",
176136851,Юбилейная улица,residential,False,False,28.376,"LINESTRING (56.0765391 56.5182973, 56.076567 56.5183167, 56.0768264 56.5184973)",
177077293,,residential,True,False,63.824999999999996,"LINESTRING (56.0765391 56.5182973, 56.0764901 56.5182664, 56.0764134 56.5182149, 56.0762525 56.5181069, 56.0760564 56.5179823, 56.075857 56.5178641)",
44298560,Банковский переулок,residential,False,True,138.767,"LINESTRING (56.0724198 56.5153494, 56.0724281 56.5157935, 56.072432 56.516002, 56.0724432 56.5165973)",
44298575,улица Мира,residential,False,False,207.178,"LINESTRING (56.0724198 56.5153494, 56.0726341 56.5153472, 56.0729371 56.515344, 56.0750738 56.5153219, 56.0756588 56.5153121, 56.0757961 56.5153098)",
44298575,улица Мира,residential,False,True,147.831,"LINESTRING (56.0724198 56.5153494, 56.0716477 56.5151039, 56.0704929 56.5146638, 56.0703983 56.5146277)",
44298575,улица Мира,residential,False,True,207.178,"LINESTRING (56.0757961 56.5153098, 56.0756588 56.5153121, 56.0750738 56.5153219, 56.0729371 56.515344, 56.0726341 56.5153472, 56.0724198 56.5153494)",
