osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,bridge,maxspeed
82265037,2,83К-076,unclassified,False,True,67.17,"LINESTRING (42.9187451 43.3959909, 42.919047 43.3963461, 42.9191543 43.3964474, 42.9192169 43.3964846)",,,
"[737414196, 737414205, 82265173]",,,residential,False,False,127.848,"LINESTRING (42.917321 43.4000597, 42.9175946 43.3999671, 42.9176696 43.3999397, 42.9180613 43.3997966, 42.9183765 43.3996962, 42.9184864 43.3996572, 42.9187761 43.3996319)",улица Мира,,
"[737414205, 737414196, 82265173]",,,residential,False,True,127.848,"LINESTRING (42.9187761 43.3996319, 42.9184864 43.3996572, 42.9183765 43.3996962, 42.9180613 43.3997966, 42.9176696 43.3999397, 42.9175946 43.3999671, 42.917321 43.4000597)",улица Мира,,
"[737308402, 330258709, 452017815]",,83К-076,unclassified,False,False,293.694,"LINESTRING (42.9187761 43.3996319, 42.9187976 43.3995705, 42.9188606 43.3994935, 42.9189263 43.3994244, 42.918992 43.3993542, 42.9190403 43.3992801, 42.919086 43.3992026, 42.9191168 43.3990541, 42.9191516 43.3987296, 42.9191919 43.3983155, 42.91922 43.3980407, 42.9192455 43.3978906, 42.9192869 43.3977132, 42.9193032 43.3976431, 42.9193387 43.3974648, 42.9193595 43.3973624, 42.919395 43.3971963, 42.9194228 43.3970651)",,yes,
"[480869107, 330258708]",,,residential,False,True,220.15300000000002,"LINESTRING (42.9187761 43.3996319, 42.9185414 43.3995257, 42.9184838 43.3994526, 42.9180264 43.3987267, 42.9178829 43.3984889, 42.91784 43.3984295, 42.9177904 43.398408, 42.9177555 43.3983983, 42.9176992 43.3984032, 42.9176027 43.3984285, 42.9171185 43.3985844)","['Советская улица', 'улица Гызыева']",,
380193140,2,83К-173,residential,False,False,184.199,"LINESTRING (42.9259872 43.396617, 42.9258397 43.3966794, 42.9256466 43.3967719, 42.9254588 43.3968791, 42.9252456 43.3970126, 42.9250807 43.3971315, 42.9250002 43.3971978, 42.9249747 43.3972445, 42.9249707 43.3972796, 42.9249881 43.3973254, 42.9250366 43.3973953, 42.9251014 43.3974916, 42.925247 43.397712, 42.9252862 43.3977612, 42.9253335 43.3978017, 42.9253858 43.3978433)",улица Мичурина,,
737737805,,,residential,False,False,109.397,"LINESTRING (42.9259872 43.396617, 42.9260315 43.396694, 42.9261428 43.3968275, 42.9262179 43.3969425, 42.9263426 43.3971266, 42.9264419 43.3973225, 42.9264995 43.3974131, 42.9265425 43.3975115)",улица Отарова,,
"[737737834, 737737835]",2,83К-173,residential,False,True,177.417,"LINESTRING (42.9259872 43.396617, 42.92612 43.3965702, 42.9265089 43.3964465, 42.9270937 43.3962603, 42.9276489 43.3960966, 42.9279855 43.3959592)",улица Мичурина,,
380193140,2,83К-173,residential,False,True,184.19899999999998,"LINESTRING (42.9253858 43.3978433, 42.9253335 43.3978017, 42.9252862 43.3977612, 42.925247 43.397712, 42.9251014 43.3974916, 42.9250366 43.3973953, 42.9249881 43.3973254, 42.9249707 43.3972796, 42.9249747 43.3972445, 42.9250002 43.3971978, 42.9250807 43.3971315, 42.9252456 43.3970126, 42.9254588 43.3968791, 42.9256466 43.3967719, 42.9258397 43.3966794, 42.9259872 43.396617)",улица Мичурина,,
737737807,2,83К-173,residential,False,False,73.25,"LINESTRING (42.9253858 43.3978433, 42.9254367 43.3978779, 42.9254756 43.3979184, 42.9255252 43.3979768, 42.9255802 43.3980621, 42.9256265 43.3981303, 42.9256774 43.3982214, 42.925723 43.3983223, 42.9256881 43.3984348)",улица Мичурина,,
737737832,,,residential,False,False,101.363,"LINESTRING (42.9253858 43.3978433, 42.9255125 43.3977756, 42.925715 43.3977152, 42.9260235 43.3976187, 42.9260989 43.3975959, 42.9261777 43.397572, 42.9263265 43.3975359, 42.9265425 43.3975115)",улица Ногмова,,
737737805,,,residential,False,True,109.39699999999999,"LINESTRING (42.9265425 43.3975115, 42.9264995 43.3974131, 42.9264419 43.3973225, 42.9263426 43.3971266, 42.9262179 43.3969425, 42.9261428 43.3968275, 42.9260315 43.396694, 42.9259872 43.396617)",улица Отарова,,
