osmid,lanes,highway,oneway,reversed,length,geometry,maxspeed,junction
"[761799771, 1019194171]",4,tertiary,False,True,124.852,"LINESTRING (33.2888218 54.154136, 33.288504 54.15373, 33.2884515 54.1536629, 33.2880718 54.1531777, 33.2880193 54.1531163)",,
"[41046664, 617887618]",,tertiary,False,False,180.86900000000003,"LINESTRING (33.2947331 54.150491, 33.2944049 54.1505836, 33.294163 54.1506518, 33.2931655 54.1509314, 33.2922285 54.151194)",RU:urban,
41046664,,tertiary,False,True,74.615,"LINESTRING (33.2947331 54.150491, 33.2949994 54.1505215, 33.2951657 54.150549, 33.2953288 54.1505893, 33.2954836 54.1506409, 33.295611 54.150703, 33.2957409 54.1507766)",RU:urban,
107859843,,tertiary,False,False,49.634,"LINESTRING (33.2947331 54.150491, 33.2952903 54.1503418, 33.2954289 54.150309)",,
619888763,,tertiary,False,True,9.546,"LINESTRING (33.283413 54.147224, 33.283279 54.1472588)",,
"[136174689, 136174690, 619888765]",2,tertiary,True,False,261.349,"LINESTRING (33.283413 54.147224, 33.2834858 54.1473214, 33.2845756 54.1486771, 33.2847079 54.1488418, 33.284992 54.1491952, 33.2851192 54.1493513)","['40', 'RU:urban']",
619888763,,tertiary,False,False,9.546,"LINESTRING (33.283279 54.1472588, 33.283413 54.147224)",,
49436279,,tertiary_link,False,True,9.946,"LINESTRING (33.2851192 54.1493513, 33.2849816 54.1493901)",,
136174692,2,tertiary,True,False,361.675,"LINESTRING (33.2851192 54.1493513, 33.2862059 54.1506888, 33.2865497 54.1511144, 33.2867888 54.1514103, 33.2871234 54.1518481, 33.2872064 54.1519427, 33.2873041 54.1520015, 33.2874398 54.1520424, 33.2877873 54.1521142)",40,
49436273,2,tertiary,True,False,50.605000000000004,"LINESTRING (33.2882381 54.1525564, 33.28812 54.152617, 33.2879742 54.1526514, 33.2878173 54.1526556, 33.2876695 54.1526378, 33.2875305 54.1525977)",,roundabout
56648196,2,tertiary,True,False,67.341,"LINESTRING (33.2882381 54.1525564, 33.2880914 54.1526986, 33.2879688 54.1528539, 33.2879506 54.1529209, 33.2879546 54.1529775, 33.2880193 54.1531163)",,
41046664,,tertiary,False,False,74.615,"LINESTRING (33.2957409 54.1507766, 33.295611 54.150703, 33.2954836 54.1506409, 33.2953288 54.1505893, 33.2951657 54.150549, 33.2949994 54.1505215, 33.2947331 54.150491)",RU:urban,
56023063,,tertiary,False,False,55.827,"LINESTRING (33.2957409 54.1507766, 33.2955518 54.1504999, 33.2954289 54.150309)",,
49436275,2,tertiary,True,False,236.805,"LINESTRING (33.2865373 54.151315, 33.2864116 54.1511599, 33.2862297 54.1509355, 33.2849816 54.1493901)",RU:urban,
49436273,2,tertiary,True,False,15.803999999999998,"LINESTRING (33.2877873 54.1521142, 33.2878755 54.1521092, 33.2879468 54.1521127, 33.2880257 54.1521269)",,roundabout
