osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access
55427220,False,2,Рабочая улица,secondary,False,129.458,"LINESTRING (33.1043857 57.1574408, 33.104265 57.1574201, 33.1024475 57.1571119, 33.1023389 57.15709)",,
79811816,False,2,Ленинский проспект,tertiary,False,173.55700000000002,"LINESTRING (33.1043857 57.1574408, 33.1038135 57.1584643, 33.1035507 57.1589345)",,
197151538,False,,улица Орловского,residential,True,239.654,"LINESTRING (33.1043857 57.1574408, 33.1045138 57.1574635, 33.1051331 57.1575731, 33.1055734 57.1592854)",60,yes
758897587,False,2,Ленинский проспект,secondary,True,119.372,"LINESTRING (33.1043857 57.1574408, 33.1049196 57.1565358, 33.1049858 57.1564178)",60,
198766133,False,,Рабочая улица,tertiary,False,155.091,"LINESTRING (33.0964703 57.1561121, 33.0940185 57.1556912)",,
55427220,False,2,Рабочая улица,secondary,True,170.057,"LINESTRING (33.0964703 57.1561121, 33.0982076 57.1564011, 33.0986148 57.1564689, 33.0991662 57.1565606)",,
198065325,False,,Тимофеевская улица,tertiary,True,168.637,"LINESTRING (33.0964703 57.1561121, 33.0964307 57.1561798, 33.0961743 57.1566186, 33.0956254 57.1575578)",40,
198766134,False,,Тимофеевская улица,tertiary,False,120.65299999999999,"LINESTRING (33.0964703 57.1561121, 33.0965088 57.156046, 33.0970727 57.1550774)",,
37669016,False,2,Ленинский проспект,secondary,False,120.034,"LINESTRING (33.1055673 57.1553854, 33.1052744 57.1559054, 33.1051727 57.1560859, 33.1050755 57.1562586, 33.1049858 57.1564178)",60,
37669016,False,2,Ленинский проспект,secondary,True,191.471,"LINESTRING (33.1055673 57.1553854, 33.1057879 57.1550028, 33.1060973 57.154466, 33.1065146 57.1537419)",60,
197847464,False,,Советский переулок,residential,False,129.495,"LINESTRING (33.1055673 57.1553854, 33.1054327 57.155363, 33.1041651 57.155152, 33.104002 57.1551248, 33.103641 57.1550647, 33.1035146 57.1550437)",,
