osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,junction
69683770,Комсомольская улица,secondary,False,False,35.806,"LINESTRING (40.0518369 47.8927997, 40.0516206 47.8930872)",,,
69683782,улица Ворошилова,secondary,False,False,132.138,"LINESTRING (40.0518369 47.8927997, 40.0534448 47.8932995)",,,
154831036,,unclassified,False,False,58.643,"LINESTRING (40.0518369 47.8927997, 40.0521705 47.8923221)",,,
69683782,улица Ворошилова,secondary,False,False,192.313,"LINESTRING (40.0545161 47.8936183, 40.0568531 47.8943503)",,,
69683782,улица Ворошилова,secondary,False,True,87.387,"LINESTRING (40.0545161 47.8936183, 40.0534448 47.8932995)",,,
82285000,Первомайская улица,residential,False,False,229.953,"LINESTRING (40.0545161 47.8936183, 40.0533201 47.8955245)",,,
82285000,Первомайская улица,residential,False,True,60.716,"LINESTRING (40.0545161 47.8936183, 40.0548312 47.8931148)",,,
154831064,улица Ленина,residential,False,False,167.277,"LINESTRING (40.0555734 47.8962158, 40.0546846 47.8975971)",,,
82285033,улица Пушкина,residential,False,False,96.76400000000001,"LINESTRING (40.0555734 47.8962158, 40.0557361 47.8962682, 40.0567434 47.8965925)",,,
82285033,улица Пушкина,residential,False,True,93.562,"LINESTRING (40.0555734 47.8962158, 40.0551501 47.8960863, 40.0544317 47.8958665)",,,
154831064,улица Ленина,residential,False,True,228.32399999999998,"LINESTRING (40.0555734 47.8962158, 40.0556195 47.8961486, 40.0568531 47.8943503)",,,
"[260106021, 82285006, 154831022]",Московская улица,secondary,False,"[False, True]",461.37799999999993,"LINESTRING (40.0582799 47.8970824, 40.0593491 47.8952866, 40.0596327 47.8948198, 40.0601836 47.8938997, 40.060323 47.8936931, 40.0604739 47.8934955, 40.0605931 47.8933847, 40.0607107 47.8932754)",yes,,
154831046,,secondary,False,True,262.959,"LINESTRING (40.0582799 47.8970824, 40.0584254 47.8970993, 40.0585769 47.89711, 40.0586944 47.897081, 40.0587806 47.8970163, 40.0598881 47.8951668)",,,
437442422,улица Пушкина,secondary,False,True,22.698999999999998,"LINESTRING (40.0582799 47.8970824, 40.0580518 47.8970292, 40.0579889 47.8970311)",,,
69683782,улица Ворошилова,secondary,False,True,192.313,"LINESTRING (40.0568531 47.8943503, 40.0545161 47.8936183)",,,
69683782,улица Ворошилова,secondary,False,False,99.35,"LINESTRING (40.0568531 47.8943503, 40.0577416 47.8945888, 40.0581031 47.8946569)",,,
154831064,улица Ленина,residential,False,False,228.32399999999998,"LINESTRING (40.0568531 47.8943503, 40.0556195 47.8961486, 40.0555734 47.8962158)",,,
437442422,улица Пушкина,secondary,False,False,104.884,"LINESTRING (40.0567434 47.8965925, 40.0579889 47.8970311)",,,
69683772,улица Металлургов,secondary,False,False,238.641,"LINESTRING (40.0567434 47.8965925, 40.0576827 47.8951473, 40.0579087 47.8948183, 40.0581031 47.8946569)",,,
82285033,улица Пушкина,residential,False,True,96.76400000000001,"LINESTRING (40.0567434 47.8965925, 40.0557361 47.8962682, 40.0555734 47.8962158)",,,
69683782,улица Ворошилова,secondary,False,False,87.387,"LINESTRING (40.0534448 47.8932995, 40.0545161 47.8936183)",,,
69683782,улица Ворошилова,secondary,False,True,132.138,"LINESTRING (40.0534448 47.8932995, 40.0518369 47.8927997)",,,
154831007,Почтовая улица,tertiary,False,True,70.105,"LINESTRING (40.0534448 47.8932995, 40.0530635 47.8938758)",,,
227326155,Почтовая улица,secondary,False,False,59.072,"LINESTRING (40.0534448 47.8932995, 40.0537862 47.8928201)",,,
82285033,улица Пушкина,residential,False,True,91.183,"LINESTRING (40.0544317 47.8958665, 40.0533201 47.8955245)",,,
71175688,Советская улица,residential,False,True,195.029,"LINESTRING (40.0544317 47.8958665, 40.0538905 47.8966612, 40.0534012 47.8974781)",,,
82285033,улица Пушкина,residential,False,False,93.562,"LINESTRING (40.0544317 47.8958665, 40.0551501 47.8960863, 40.0555734 47.8962158)",,,
71175709,,residential,False,False,85.018,"LINESTRING (40.0536424 47.8912508, 40.0546657 47.8915881)",,,
71175759,улица Ленина,tertiary,False,False,516.8040000000001,"LINESTRING (40.0627279 47.8890863, 40.0612547 47.8899566, 40.059384 47.8912658, 40.0580408 47.892217, 40.057872 47.8923916)",,,
71175682,улица Карла Маркса,residential,False,False,84.524,"LINESTRING (40.0537862 47.8928201, 40.0548312 47.8931148)",,,
71175682,улица Карла Маркса,residential,False,True,132.583,"LINESTRING (40.0537862 47.8928201, 40.0521705 47.8923221)",,,
227326155,Почтовая улица,secondary,False,False,60.574,"LINESTRING (40.0537862 47.8928201, 40.0541544 47.8923345)",,,
227326155,Почтовая улица,secondary,False,True,59.072,"LINESTRING (40.0537862 47.8928201, 40.0534448 47.8932995)",,,
71175700,улица Металлургов,residential,True,False,222.23999999999998,"LINESTRING (40.0592269 47.892809, 40.0581182 47.8945744, 40.0581031 47.8946569)",,,
"[997286202, 71175708]",улица Победы,secondary,False,"[False, True]",122.19,"LINESTRING (40.0592269 47.892809, 40.0602596 47.8931271, 40.0607107 47.8932754)",,,
31985417,,secondary,True,False,206.80899999999997,"LINESTRING (40.0607107 47.8932754, 40.060658 47.8934084, 40.0606299 47.8934792, 40.0605223 47.8937238, 40.0599225 47.8950585)",,,
"[997286202, 71175708]",улица Победы,secondary,False,"[False, True]",122.19,"LINESTRING (40.0607107 47.8932754, 40.0602596 47.8931271, 40.0592269 47.892809)",,,
