osmid,oneway,highway,reversed,length,name,geometry,bridge,lanes
725827784,True,tertiary,False,8.608,,"LINESTRING (37.4659419 55.5585952, 37.4658155 55.5586249)",,
697700034,True,tertiary_link,False,88.958,,"LINESTRING (37.4691512 55.5584075, 37.4691936 55.5586622, 37.4691299 55.5587712, 37.4689936 55.5588524, 37.468824 55.5588865, 37.4686405 55.558892, 37.468458 55.5588493)",,1
725827782,True,tertiary,False,51.452999999999996,,"LINESTRING (37.4691512 55.5584075, 37.4693494 55.5584508, 37.4695464 55.5584674, 37.4697031 55.5584622, 37.4699343 55.5584091)",,
697240725,True,tertiary,False,198.699,,"LINESTRING (37.468458 55.5588493, 37.4677939 55.5583362, 37.4676952 55.5582923, 37.4674261 55.5582432, 37.4670894 55.5582684, 37.4669046 55.5583279, 37.4666034 55.5584318, 37.4659419 55.5585952)",,
"[1162306418, 725827783]",True,tertiary,False,228.519,,"LINESTRING (37.4647374 55.5593357, 37.464835 55.5594577, 37.4656298 55.5603155, 37.4659894 55.5607037, 37.4662991 55.5608393, 37.4665479 55.560831, 37.46678 55.5607542)",,
725827782,True,tertiary,False,126.26400000000001,,"LINESTRING (37.4658155 55.5586249, 37.4663113 55.5583705, 37.4671055 55.558034, 37.4674295 55.5579654)",,
725827785,False,tertiary,False,75.648,,"LINESTRING (37.4658155 55.5586249, 37.4650383 55.5589666, 37.4648697 55.5590452)",,
"[783141073, 696626902]",False,tertiary,"[False, True]",57.781,"['улица Блохина', 'МКАД - посёлок Коммунарка - аэропорт Остфьево']","LINESTRING (37.4678125 55.5644907, 37.4679473 55.5644273, 37.4681994 55.564257, 37.4682415 55.5641912, 37.4682734 55.5641214, 37.4682705 55.5640651)",,
752835914,True,tertiary,False,289.33299999999997,,"LINESTRING (37.4678125 55.5644907, 37.4678871 55.5643668, 37.4679073 55.5642828, 37.4678566 55.5641872, 37.4677586 55.5640802, 37.4675593 55.5639292, 37.4673396 55.5638318, 37.4670524 55.5637553, 37.4669172 55.5637305, 37.4662143 55.5635967, 37.4655519 55.5634744, 37.4652985 55.5634419, 37.4651092 55.5634458, 37.4650357 55.5634615, 37.4649571 55.5634782, 37.464778 55.5635547, 37.4644256 55.5637421)",,
"[696626900, 697085364, 696626901]",True,tertiary,False,533.518,МКАД - посёлок Коммунарка - аэропорт Остфьево,"LINESTRING (37.4682705 55.5640651, 37.4681653 55.5639632, 37.4677567 55.5635395, 37.4674572 55.5632503, 37.4671209 55.5629658, 37.4649399 55.5613891, 37.4646118 55.5611695, 37.4639859 55.5606663, 37.4637035 55.5603964, 37.4634807 55.560122)",yes,
"[783141073, 696626902]",False,tertiary,"[False, True]",57.781,"['улица Блохина', 'МКАД - посёлок Коммунарка - аэропорт Остфьево']","LINESTRING (37.4682705 55.5640651, 37.4682734 55.5641214, 37.4682415 55.5641912, 37.4681994 55.564257, 37.4679473 55.5644273, 37.4678125 55.5644907)",,
1162306424,True,tertiary,False,69.851,,"LINESTRING (37.4726638 55.5565929, 37.4728149 55.5566207, 37.4729893 55.5566829, 37.4733728 55.5568649, 37.4735213 55.5569751)",,
"[1162306424, 1162306422]",True,tertiary,False,265.049,,"LINESTRING (37.4699343 55.5584091, 37.4711158 55.5576229, 37.4726638 55.5565929)",,
1162306422,True,tertiary,False,139.001,,"LINESTRING (37.4685648 55.5593903, 37.4699343 55.5584091)",,
697240725,True,tertiary,False,63.016,,"LINESTRING (37.4685648 55.5593903, 37.4686334 55.559289, 37.4686517 55.5592128, 37.4686358 55.5591323, 37.468458 55.5588493)",,
1162306420,False,tertiary,True,41.388,,"LINESTRING (37.464329 55.5592574, 37.4648697 55.5590452)",,
697085363,False,tertiary,False,130.419,,"LINESTRING (37.464329 55.5592574, 37.4640985 55.5593447, 37.4636609 55.5595146, 37.4635252 55.5595673, 37.4634487 55.559597, 37.4633373 55.5596979, 37.4632957 55.5597873, 37.4632864 55.5598678, 37.4633507 55.5599846, 37.4634807 55.560122)",,
1162306421,True,tertiary,False,30.899,,"LINESTRING (37.464329 55.5592574, 37.4644263 55.5592393, 37.4645302 55.5592353, 37.4646385 55.559258, 37.4647374 55.5593357)",,
