osmid,oneway,highway,reversed,length,maxspeed,geometry,lanes,name,bridge
"[424870331, 456417187, 107141149]",True,secondary_link,False,296.666,40,"LINESTRING (69.0219116 60.9991277, 69.0218234 60.9993153, 69.0214379 60.9997291, 69.0214271 60.99975, 69.0214213 60.9997678, 69.0214224 60.9997877, 69.0214272 60.9998077, 69.0214418 60.9998281, 69.0214627 60.9998492, 69.0215089 60.9998743, 69.0215667 60.9998943, 69.0216579 60.9999169, 69.0228143 61.0001559, 69.0231989 61.0002353, 69.023364 61.0002708, 69.0236449 61.0003376, 69.0238331 61.0003971, 69.0239775 61.0004481, 69.0241034 61.0005048, 69.0241962 61.0005545, 69.0244113 61.0007052, 69.0246349 61.0008717)",,,
"[1212752079, 1212773189, 208555103]",True,primary,False,165.34300000000002,,"LINESTRING (69.0219116 60.9991277, 69.0212021 60.9998725, 69.0210411 61.0000448, 69.0206344 61.0004796)",2,улица Гагарина,yes
35308071,True,secondary_link,False,7.685,,"LINESTRING (69.0273024 61.0018008, 69.0272534 61.0018657)",,,
117027812,True,primary_link,False,8.228,,"LINESTRING (69.0159848 61.0032031, 69.01592 61.0031361)",,,
105586263,True,primary,False,218.48900000000003,,"LINESTRING (69.0159848 61.0032031, 69.0157858 61.0032549, 69.014507 61.0035885, 69.0127509 61.0040451, 69.0126821 61.0040635, 69.0124139 61.0041329)",2,улица Энгельса,
164663611,True,secondary,False,33.68,,"LINESTRING (69.0271622 61.0056106, 69.0277716 61.0056776)",,улица Мира,
180916653,False,secondary_link,True,5.596,,"LINESTRING (69.0271622 61.0056106, 69.0271385 61.0056596)",,,
80524626,True,tertiary,False,21.743,,"LINESTRING (69.0216213 61.0065164, 69.0212621 61.0064274)",2,улица Ленина,
114291869,False,tertiary,True,294.412,,"LINESTRING (69.0216213 61.0065164, 69.021826 61.0065653, 69.0219195 61.0065879, 69.0222538 61.0066714, 69.0225589 61.0067474, 69.0236179 61.0070149, 69.0237814 61.007055, 69.0244514 61.0072143, 69.0245786 61.0072449, 69.0248268 61.0073024, 69.0250938 61.0073603, 69.0252768 61.0073964, 69.0253187 61.0074039, 69.0255487 61.0074383, 69.0257699 61.0074685, 69.0260426 61.0075008, 69.0261885 61.0075171, 69.0262883 61.0075265, 69.0264167 61.007537, 69.0265182 61.0075437, 69.0266179 61.0075472)",2,улица Ленина,
424020016,True,secondary,False,148.958,,"LINESTRING (69.0216213 61.0065164, 69.0215157 61.0066149, 69.0205147 61.00758, 69.0204768 61.0076166, 69.0203801 61.0077133)",2,улица Дзержинского,
105141089,False,secondary_link,False,5.949,,"LINESTRING (69.0277716 61.0056776, 69.0277493 61.00573)",,,
114291869,False,tertiary,False,294.412,,"LINESTRING (69.0266179 61.0075472, 69.0265182 61.0075437, 69.0264167 61.007537, 69.0262883 61.0075265, 69.0261885 61.0075171, 69.0260426 61.0075008, 69.0257699 61.0074685, 69.0255487 61.0074383, 69.0253187 61.0074039, 69.0252768 61.0073964, 69.0250938 61.0073603, 69.0248268 61.0073024, 69.0245786 61.0072449, 69.0244514 61.0072143, 69.0237814 61.007055, 69.0236179 61.0070149, 69.0225589 61.0067474, 69.0222538 61.0066714, 69.0219195 61.0065879, 69.021826 61.0065653, 69.0216213 61.0065164)",2,улица Ленина,
180905668,False,residential,True,211.07699999999997,,"LINESTRING (69.0266179 61.0075472, 69.0266704 61.0074617, 69.0267102 61.0073968, 69.0268116 61.0072369, 69.0269167 61.0070683, 69.0269662 61.0069905, 69.0271006 61.0067772, 69.0272798 61.0064935, 69.0273786 61.0063371, 69.0274204 61.006271, 69.02746 61.0062083, 69.0276229 61.0059504, 69.0276725 61.0058719, 69.0277493 61.00573)",2,улица Свердлова,
80524628,True,tertiary,False,152.738,,"LINESTRING (69.0124139 61.0041329, 69.0125095 61.0042112, 69.012615 61.004286, 69.0127101 61.0043509, 69.0133923 61.0047787, 69.0141104 61.0052322)",2,Комсомольская улица,
105141069,True,tertiary,False,21.517,,"LINESTRING (69.0200256 61.0076243, 69.0203801 61.0077133)",2,Комсомольская улица,
424020017,True,secondary,False,148.84500000000003,,"LINESTRING (69.0200256 61.0076243, 69.020132 61.0075181, 69.0205581 61.0071056, 69.0210167 61.0066616, 69.0211241 61.0065577, 69.0211582 61.0065246, 69.0212621 61.0064274)",2,улица Дзержинского,
164663616,True,secondary,False,22.205,,"LINESTRING (69.0230738 61.0050735, 69.0227195 61.0049716)",,улица Мира,
"[424020015, 164663615]",True,secondary,False,178.53599999999997,,"LINESTRING (69.0230738 61.0050735, 69.0229913 61.0051642, 69.0227516 61.005407, 69.0223727 61.005782, 69.0217751 61.0063684, 69.0217378 61.0064038, 69.0216213 61.0065164)","['2', '3']",улица Дзержинского,
105141078,True,tertiary,False,157.23499999999999,,"LINESTRING (69.0151914 61.0022285, 69.0153005 61.0022, 69.0160015 61.0020164, 69.0162458 61.0019524, 69.0169126 61.0017777, 69.0176159 61.0015934, 69.0177574 61.0015561)",2,улица Коминтерна,
105141078,True,tertiary,False,123.81400000000001,,"LINESTRING (69.0113972 61.003223, 69.011516 61.0031916, 69.0132056 61.002749, 69.0133009 61.0027239, 69.0134175 61.0026932)",2,улица Коминтерна,
301210234,True,tertiary,False,107.713,,"LINESTRING (69.0113972 61.003223, 69.0115066 61.003321, 69.0119146 61.0036863, 69.0120722 61.0038265, 69.0122327 61.0039713, 69.0122587 61.0039946, 69.0123484 61.0040749)",2,Комсомольская улица,
117027813,False,primary_link,False,7.378,,"LINESTRING (69.018726 61.0023005, 69.0186171 61.0022603)",,,
105586263,True,primary,False,180.00799999999998,,"LINESTRING (69.018726 61.0023005, 69.0186091 61.0023697, 69.018507 61.0024254, 69.0183851 61.0024838, 69.0182371 61.0025474, 69.0181204 61.0025943, 69.0180068 61.0026373, 69.0179208 61.002669, 69.0177799 61.0027153, 69.0176128 61.0027647, 69.016941 61.0029478, 69.0165777 61.0030458, 69.0162763 61.0031257, 69.0161672 61.0031545, 69.0159848 61.0032031)",2,улица Энгельса,
97823125,False,tertiary,False,91.354,,"LINESTRING (69.0177574 61.0015561, 69.0181054 61.0018655, 69.0183854 61.0021237, 69.0184575 61.0021742, 69.0185279 61.0022179, 69.0185782 61.0022432, 69.0186171 61.0022603)",2,улица Мира,
97823129,False,residential,False,15.668,,"LINESTRING (69.0177574 61.0015561, 69.0177056 61.0015007, 69.017643 61.0014266)",2,улица Пискунова,
