osmid,highway,oneway,reversed,length,name,geometry,maxspeed,bridge
167906553,secondary,False,False,57.719,,"LINESTRING (50.8527241 58.8454489, 50.8533645 58.8458485)",,
78155962,secondary,False,False,211.40300000000002,улица Глазырина,"LINESTRING (50.8527241 58.8454489, 50.8526322 58.8453071, 50.852523 58.8451441, 50.8525061 58.8450592, 50.8524441 58.8443954, 50.8524433 58.8435662)",,
"[170405994, 170304107, 170405995]",secondary,False,False,490.9170000000001,Коммунистическая улица,"LINESTRING (50.8527241 58.8454489, 50.851975 58.8456783, 50.8517323 58.8457526, 50.8515683 58.8458028, 50.8506602 58.8460809, 50.8481097 58.8468706, 50.8456791 58.8475798, 50.8453166 58.8476246)",60,yes
167906553,secondary,False,True,57.719,,"LINESTRING (50.8533645 58.8458485, 50.8527241 58.8454489)",,
19819875,secondary,False,True,267.346,улица Энгельса,"LINESTRING (50.8533645 58.8458485, 50.8545257 58.8455851, 50.8554103 58.8455115, 50.8578769 58.845362)",,
167906582,unclassified,False,False,145.609,,"LINESTRING (50.8533645 58.8458485, 50.8544395 58.846809, 50.8546445 58.8469781)",,
167688110,residential,False,False,210.221,улица Чапаева,"LINESTRING (50.8546445 58.8469781, 50.8555651 58.8468318, 50.8561118 58.8467934, 50.8567997 58.8467713, 50.8582446 58.8467056)",,
167906582,unclassified,False,True,145.609,,"LINESTRING (50.8546445 58.8469781, 50.8544395 58.846809, 50.8533645 58.8458485)",,
78155962,secondary,False,False,32.447,улица Глазырина,"LINESTRING (50.8525602 58.8425696, 50.8525589 58.8422778)",,
78155962,secondary,False,True,111.024,улица Глазырина,"LINESTRING (50.8525602 58.8425696, 50.8524877 58.8432459, 50.8524433 58.8435662)",,
167906570,residential,False,False,145.78,Школьная улица,"LINESTRING (50.8525602 58.8425696, 50.8509761 58.8426078, 50.8500421 58.8426921)",,
"[263308608, 263308609, 78155962]",secondary,False,False,116.892,улица Глазырина,"LINESTRING (50.8523246 58.841475, 50.8522555 58.8413547, 50.8519613 58.8410482, 50.8513271 58.8405657)",,yes
